Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.056935	46.339	0.37412	43.073	0.40155
0.11387	46.339	0.37428	43.075	0.4017
0.1708	46.374	0.37404	43.109	0.40142
0.22774	46.363	0.37362	43.1	0.40099
0.28467	46.382	0.37355	43.118	0.40089
0.34161	46.379	0.37363	43.119	0.40096
0.39854	46.383	0.37369	43.124	0.401
0.45548	46.414	0.37348	43.155	0.40075
0.51241	46.389	0.37368	43.133	0.40094
0.56935	46.399	0.37368	43.143	0.40093
0.62628	46.394	0.3737	43.139	0.40095
0.68322	46.397	0.37384	43.145	0.40107
0.74015	46.388	0.37405	43.139	0.40128
0.79708	46.384	0.37407	43.136	0.4013
0.85402	46.379	0.37433	43.135	0.40154
0.91095	46.367	0.37435	43.125	0.40156
0.96789	46.366	0.37469	43.126	0.4019
1.0248	46.365	0.37452	43.126	0.40172
1.0818	46.363	0.37471	43.125	0.4019
1.1387	46.364	0.37485	43.126	0.40203
1.1956	46.358	0.375	43.123	0.40217
1.2526	46.293	0.37534	43.066	0.40254
1.3095	46.313	0.37576	43.09	0.40292
1.3664	46.369	0.37529	43.141	0.40241
1.4234	46.353	0.3752	43.125	0.40233
1.4803	46.343	0.37567	43.115	0.40281
1.5372	46.331	0.37558	43.105	0.40272
1.5942	46.337	0.37608	43.115	0.40319
1.6511	46.336	0.37527	43.114	0.40234
1.708	46.375	0.37475	43.151	0.4018
1.765	46.345	0.37563	43.127	0.40269
1.8219	46.345	0.37526	43.128	0.4023
1.8788	46.358	0.37467	43.14	0.4017
1.9358	46.349	0.37524	43.133	0.40228
1.9927	46.334	0.37534	43.122	0.40239
2.0496	46.382	0.37564	43.167	0.40267
2.1066	46.365	0.37597	43.153	0.40298
2.1635	46.372	0.37543	43.16	0.40242
2.2205	46.359	0.37578	43.151	0.4028
2.2774	46.428	0.37545	43.217	0.4024
2.3343	46.45	0.37492	43.237	0.40184
2.3913	46.413	0.37585	43.207	0.40279
2.4482	46.383	0.37571	43.182	0.40264
2.5051	46.43	0.37524	43.226	0.40215
2.5621	46.449	0.37504	43.244	0.40191
2.619	46.455	0.37493	43.249	0.40182
2.6759	46.432	0.37536	43.231	0.40226
2.7329	46.444	0.37571	43.245	0.40261
2.7898	46.556	0.37543	43.349	0.40228
2.8467	46.517	0.37597	43.313	0.40285
2.9037	46.516	0.37628	43.315	0.40315
2.9606	46.539	0.37639	43.339	0.40324
3.0175	46.609	0.37607	43.405	0.40285
3.0745	46.569	0.37599	43.37	0.40279
3.1314	46.564	0.37618	43.367	0.40299
3.1883	46.604	0.37628	43.405	0.40306
3.2453	46.597	0.37656	43.4	0.40333
3.3022	46.6	0.3768	43.405	0.40356
3.3591	46.613	0.37661	43.419	0.40336
3.4161	46.608	0.37721	43.416	0.40396
3.473	46.598	0.37669	43.408	0.40344
3.5299	46.588	0.37761	43.4	0.40438
3.5869	46.591	0.37756	43.407	0.40431
3.6438	46.62	0.37792	43.437	0.40463
3.7008	46.594	0.37771	43.414	0.40442
3.7577	46.606	0.37819	43.427	0.4049
3.8146	46.64	0.37845	43.459	0.40514
3.8716	46.631	0.37815	43.452	0.40485
3.9285	46.634	0.37858	43.458	0.40525
3.9854	46.618	0.37837	43.444	0.40504
4.0424	46.654	0.37799	43.479	0.40463
4.0993	46.667	0.3779	43.491	0.40451
4.1562	46.62	0.37902	43.448	0.40568
4.2132	46.6	0.37911	43.432	0.40575
4.2701	46.649	0.379	43.48	0.40559
4.327	46.578	0.37898	43.414	0.40562
4.384	46.628	0.37927	43.461	0.4059
4.4409	46.636	0.38054	43.471	0.40716
4.4978	46.649	0.38006	43.485	0.40665
4.5548	46.612	0.38047	43.451	0.4071
4.6117	46.626	0.38052	43.467	0.40712
4.6686	46.642	0.38032	43.484	0.4069
4.7256	46.632	0.38065	43.475	0.40722
4.7825	46.642	0.38072	43.485	0.40729
4.8394	46.654	0.38044	43.498	0.40698
4.8964	46.695	0.3801	43.537	0.4066
4.9533	46.689	0.38039	43.533	0.40688
5.0102	46.673	0.38062	43.519	0.40711
5.0672	46.65	0.3803	43.498	0.40678
5.1241	46.7	0.38043	43.548	0.40687
5.1811	46.704	0.381	43.554	0.40743
5.238	46.74	0.3807	43.588	0.40712
5.2949	46.757	0.38082	43.604	0.40723
5.3519	46.77	0.38073	43.617	0.40712
5.4088	46.762	0.38097	43.611	0.40737
5.4657	46.775	0.3808	43.625	0.40719
5.5227	46.849	0.38058	43.697	0.4069
5.5796	46.878	0.38071	43.725	0.40701
5.6365	46.881	0.3805	43.73	0.40677
5.6935	46.9	0.38061	43.75	0.40687
5.7504	46.984	0.3802	43.832	0.40637
5.8073	47.011	0.37973	43.857	0.4059
5.8643	46.997	0.38031	43.847	0.40646
5.9212	47.043	0.37968	43.891	0.4058
5.9781	47.076	0.38007	43.925	0.40616
6.0351	47.048	0.3798	43.9	0.40588
6.092	47.123	0.37927	43.972	0.40528
6.1489	47.14	0.37876	43.986	0.4048
6.2059	47.206	0.37934	44.05	0.40534
6.2628	47.179	0.37968	44.025	0.40571
6.3197	47.232	0.37941	44.077	0.40538
6.3767	47.29	0.37914	44.134	0.40505
6.4336	47.29	0.37884	44.135	0.40473
6.4905	47.296	0.37914	44.143	0.40501
6.5475	47.357	0.37893	44.202	0.40475
6.6044	47.313	0.37934	44.163	0.40518
6.6614	47.28	0.37979	44.133	0.40565
6.7183	47.324	0.37961	44.176	0.40542
6.7752	47.341	0.38001	44.195	0.40582
6.8322	47.343	0.3805	44.201	0.40629
6.8891	47.387	0.38037	44.242	0.40614
6.946	47.4	0.3806	44.256	0.40636
7.003	47.372	0.3811	44.231	0.40689
7.0599	47.406	0.38108	44.264	0.40685
7.1168	47.431	0.38114	44.288	0.40688
7.1738	47.421	0.38109	44.28	0.40683
7.2307	47.513	0.38119	44.368	0.40687
7.2876	47.505	0.38111	44.361	0.40679
7.3446	47.504	0.38083	44.361	0.40651
7.4015	47.541	0.3807	44.397	0.40634
7.4584	47.619	0.38066	44.471	0.40626
7.5154	47.594	0.38045	44.449	0.40604
7.5723	47.662	0.38042	44.515	0.40597
7.6292	47.701	0.3799	44.551	0.40541
7.6862	47.681	0.38041	44.535	0.40593
7.7431	47.707	0.38003	44.559	0.40555
7.8	47.705	0.38057	44.559	0.40608
7.857	47.699	0.3804	44.554	0.40592
7.9139	47.71	0.38071	44.565	0.40623
7.9708	47.716	0.38119	44.573	0.40672
8.0278	47.733	0.38139	44.589	0.40692
8.0847	47.771	0.38119	44.627	0.4067
8.1417	47.814	0.38127	44.669	0.40675
8.1986	47.854	0.38106	44.708	0.40651
8.2555	47.829	0.3817	44.685	0.40717
8.3125	47.884	0.38196	44.737	0.40742
8.3694	47.886	0.38238	44.742	0.40784
8.4263	47.911	0.38249	44.766	0.40794
8.4833	47.932	0.38248	44.786	0.40793
8.5402	47.953	0.38241	44.806	0.40785
8.5971	48.005	0.38247	44.856	0.40789
8.6541	47.975	0.38303	44.828	0.40849
8.711	47.98	0.38382	44.834	0.40928
8.7679	48.02	0.38387	44.874	0.40928
8.8249	48.033	0.38354	44.886	0.40893
8.8818	48.005	0.38347	44.861	0.40887
8.9387	48.051	0.38308	44.906	0.40845
8.9957	48.065	0.38374	44.92	0.4091
9.0526	48.072	0.38351	44.927	0.40888
9.1095	48.08	0.38361	44.937	0.40897
9.1665	48.131	0.38358	44.986	0.40891
9.2234	48.135	0.38339	44.99	0.40873
9.2803	48.178	0.3835	45.032	0.40882
9.3373	48.153	0.38433	45.01	0.40969
9.3942	48.186	0.38345	45.043	0.40879
9.4512	48.232	0.38392	45.088	0.40923
9.5081	48.272	0.3837	45.126	0.40899
9.565	48.275	0.3834	45.129	0.40868
9.622	48.348	0.38431	45.199	0.40958
9.6789	48.379	0.38451	45.229	0.40977
9.7358	48.374	0.38454	45.224	0.40982
9.7928	48.372	0.38497	45.223	0.41025
9.8497	48.398	0.38439	45.249	0.40965
9.9066	48.479	0.38542	45.329	0.41063
9.9636	48.489	0.38573	45.338	0.41095
10.02	48.49	0.38646	45.341	0.41168
10.077	48.564	0.38679	45.413	0.41199
10.134	48.636	0.38726	45.482	0.41245
10.191	48.585	0.38759	45.435	0.41281
10.248	48.614	0.38751	45.463	0.41271
10.305	48.656	0.38779	45.506	0.41295
10.362	48.675	0.38775	45.524	0.41289
10.419	48.676	0.38845	45.526	0.4136
10.476	48.679	0.3882	45.528	0.41335
10.533	48.663	0.3887	45.513	0.41385
10.59	48.613	0.38865	45.465	0.41384
10.647	48.603	0.38907	45.456	0.41427
10.704	48.621	0.38919	45.474	0.41439
10.761	48.621	0.38969	45.474	0.4149
10.818	48.551	0.38966	45.408	0.41492
10.875	48.522	0.39022	45.381	0.4155
10.931	48.464	0.39064	45.324	0.41599
10.988	48.458	0.39043	45.319	0.41579
11.045	48.411	0.39083	45.274	0.41624
11.102	48.405	0.39174	45.27	0.41716
11.159	48.415	0.39163	45.28	0.41702
11.216	48.497	0.39072	45.358	0.41604
11.273	48.449	0.39077	45.312	0.4161
11.33	48.473	0.3907	45.335	0.41603
11.387	48.445	0.39117	45.307	0.41652
11.444	48.403	0.39145	45.267	0.41681
11.501	48.36	0.39137	45.226	0.41676
11.558	48.329	0.39155	45.196	0.41696
11.615	48.337	0.39182	45.203	0.41722
11.672	48.23	0.39174	45.1	0.41718
11.729	48.197	0.39119	45.069	0.41665
11.785	48.25	0.39063	45.119	0.41603
11.842	48.188	0.39039	45.058	0.41583
11.899	48.153	0.39063	45.026	0.41608
11.956	48.151	0.39032	45.023	0.41576
12.013	48.11	0.38996	44.985	0.41542
12.07	48.096	0.38999	44.971	0.41545
12.127	48.061	0.3906	44.936	0.41609
12.184	48.034	0.39033	44.91	0.41584
12.241	48.027	0.39013	44.902	0.41563
12.298	48.041	0.39001	44.915	0.41551
12.355	47.997	0.39025	44.873	0.41575
12.412	47.955	0.38987	44.833	0.4154
12.469	47.966	0.38999	44.841	0.41555
12.526	47.889	0.39009	44.768	0.41568
12.583	47.822	0.38988	44.704	0.41549
12.639	47.81	0.38956	44.692	0.41514
12.696	47.774	0.38922	44.656	0.41482
12.753	47.784	0.38958	44.662	0.41522
12.81	47.717	0.39073	44.599	0.41642
12.867	47.653	0.3911	44.539	0.41682
12.924	47.633	0.39078	44.519	0.4165
12.981	47.589	0.39074	44.476	0.41648
13.038	47.595	0.39017	44.481	0.4159
13.095	47.587	0.38978	44.471	0.41554
13.152	47.564	0.38953	44.448	0.41529
13.209	47.536	0.38962	44.42	0.41539
13.266	47.461	0.38943	44.349	0.41521
13.323	47.501	0.38873	44.385	0.4145
13.38	47.512	0.38913	44.394	0.41491
13.437	47.495	0.38955	44.378	0.41533
13.494	47.416	0.38894	44.301	0.41477
13.55	47.424	0.38875	44.306	0.41457
13.607	47.402	0.38879	44.285	0.41463
13.664	47.384	0.38958	44.269	0.41546
13.721	47.344	0.38996	44.228	0.41588
13.778	47.267	0.39031	44.157	0.41627
13.835	47.249	0.39002	44.14	0.41594
13.892	47.247	0.38927	44.137	0.4152
13.949	47.218	0.38913	44.109	0.4151
14.006	47.241	0.38982	44.128	0.41579
14.063	47.212	0.38964	44.1	0.41564
14.12	47.14	0.38975	44.034	0.41577
14.177	47.124	0.38941	44.019	0.41542
14.234	47.112	0.38875	44.005	0.41476
14.291	47.111	0.38739	44.002	0.41339
14.348	47.099	0.38698	43.992	0.41297
14.404	47.078	0.38664	43.97	0.41263
14.461	47.088	0.386	43.98	0.41199
14.518	47.038	0.38617	43.932	0.4122
14.575	47.071	0.38626	43.963	0.41227
14.632	47.061	0.38581	43.953	0.41182
14.689	46.994	0.38526	43.889	0.4113
14.746	46.989	0.38516	43.883	0.41122
14.803	47.011	0.38524	43.903	0.4113
14.86	47.01	0.38582	43.901	0.41189
14.917	46.946	0.38586	43.841	0.41196
14.974	46.933	0.38593	43.828	0.41205
15.031	46.935	0.38522	43.828	0.41132
15.088	46.938	0.38463	43.83	0.41073
15.145	46.955	0.38465	43.846	0.41074
15.202	47.001	0.38435	43.888	0.41042
15.258	47.054	0.38382	43.935	0.40987
15.315	47.015	0.38392	43.898	0.40999
15.372	46.94	0.38365	43.828	0.40977
15.429	46.982	0.38323	43.865	0.40933
15.486	46.959	0.38342	43.844	0.40956
15.543	46.959	0.38386	43.844	0.41002
15.6	46.929	0.38428	43.816	0.41046
15.657	46.874	0.38384	43.761	0.41006
15.714	46.945	0.38347	43.825	0.40965
15.771	46.899	0.38363	43.783	0.40985
15.828	46.882	0.38359	43.765	0.40982
15.885	46.851	0.38415	43.736	0.41041
15.942	46.785	0.38443	43.673	0.41075
15.999	46.795	0.38398	43.68	0.41029
16.056	46.794	0.38433	43.68	0.41064
16.113	46.803	0.38372	43.687	0.41003
16.169	46.772	0.38375	43.657	0.41009
16.226	46.789	0.3837	43.672	0.41003
16.283	46.793	0.38359	43.676	0.40994
16.34	46.745	0.38378	43.63	0.41016
16.397	46.763	0.38349	43.646	0.40986
16.454	46.76	0.38336	43.641	0.40974
16.511	46.735	0.38305	43.616	0.40945
16.568	46.683	0.38326	43.567	0.40969
16.625	46.696	0.38297	43.578	0.40939
16.682	46.707	0.38238	43.587	0.40878
16.739	46.664	0.38265	43.544	0.4091
16.796	46.638	0.38283	43.519	0.4093
16.853	46.587	0.38242	43.469	0.40893
16.91	46.538	0.38196	43.422	0.4085
16.967	46.579	0.38227	43.46	0.40877
17.023	46.502	0.38185	43.388	0.40839
17.08	46.543	0.38181	43.425	0.40831
17.137	46.485	0.38136	43.37	0.4079
17.194	46.504	0.38121	43.387	0.40773
17.251	46.486	0.3812	43.369	0.40773
17.308	46.472	0.38113	43.354	0.40767
17.365	46.464	0.38066	43.345	0.40721
17.422	46.464	0.38048	43.343	0.40704
17.479	46.422	0.38056	43.303	0.40716
17.536	46.397	0.38038	43.277	0.407
17.593	46.379	0.38007	43.259	0.40671
17.65	46.332	0.37982	43.212	0.4065
17.707	46.313	0.37974	43.193	0.40643
17.764	46.316	0.37984	43.194	0.40654
17.821	46.279	0.3798	43.159	0.40653
17.877	46.337	0.37944	43.21	0.40615
17.934	46.273	0.37918	43.148	0.40592
17.991	46.22	0.37933	43.098	0.4061
18.048	46.27	0.37899	43.144	0.40574
18.105	46.32	0.37933	43.188	0.40607
18.162	46.227	0.37882	43.097	0.40564
18.219	46.249	0.37902	43.117	0.40582
18.276	46.209	0.37923	43.079	0.40607
18.333	46.203	0.37939	43.073	0.40622
18.39	46.166	0.37911	43.036	0.40596
18.447	46.174	0.37883	43.041	0.40569
18.504	46.087	0.37892	42.959	0.40581
18.561	46.104	0.37862	42.973	0.4055
18.618	46.094	0.3781	42.96	0.405
18.675	46.086	0.37808	42.951	0.40498
18.731	46.047	0.37764	42.914	0.40456
18.788	46.042	0.37812	42.908	0.40506
18.845	46.037	0.37761	42.901	0.40456
18.902	46.014	0.378	42.879	0.40497
18.959	46.028	0.37762	42.889	0.40459
19.016	46.028	0.3776	42.889	0.40457
19.073	46.034	0.37731	42.893	0.40428
19.13	46.022	0.37727	42.879	0.40426
19.187	46.014	0.37746	42.872	0.40446
19.244	45.996	0.37743	42.853	0.40444
19.301	46.004	0.37686	42.859	0.40386
19.358	46.001	0.37661	42.853	0.40362
19.415	46.03	0.3765	42.877	0.40351
19.472	46.017	0.37645	42.865	0.40348
19.529	46.008	0.37655	42.855	0.4036
19.586	45.963	0.37646	42.812	0.40353
19.642	45.977	0.37649	42.823	0.40356
19.699	45.954	0.37631	42.8	0.40338
19.756	45.914	0.37612	42.763	0.4032
19.813	45.882	0.37593	42.73	0.40305
19.87	45.852	0.37581	42.701	0.40295
19.927	45.887	0.37562	42.731	0.40275
19.984	45.882	0.37461	42.722	0.40175
20.041	45.82	0.3749	42.664	0.40207
20.098	45.821	0.37465	42.662	0.40184
20.155	45.869	0.37451	42.704	0.40169
20.212	45.807	0.37447	42.646	0.40168
20.269	45.755	0.37461	42.597	0.40186
20.326	45.744	0.37466	42.585	0.40193
