Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	61.97	0.3039
0.11052	62.009	0.30448
0.16578	62.048	0.30439
0.22104	62.048	0.30475
0.2763	62.104	0.30323
0.33156	62.123	0.30301
0.38683	62.158	0.30214
0.44209	62.256	0.30129
0.49735	62.264	0.30175
0.55261	62.295	0.30128
0.60787	62.429	0.3009
0.66313	62.523	0.29971
0.71839	62.543	0.30018
0.77365	62.65	0.29954
0.82891	62.711	0.29816
0.88417	62.757	0.29864
0.93943	62.792	0.29823
0.99469	62.854	0.29837
1.05	62.95	0.29666
1.1052	62.917	0.29689
1.1605	62.931	0.29544
1.2157	62.843	0.29624
1.271	62.889	0.296
1.3263	62.989	0.29724
1.3815	63.11	0.29706
1.4368	63.148	0.29717
1.492	63.273	0.29564
1.5473	63.392	0.29524
1.6026	63.547	0.29499
1.6578	63.616	0.29531
1.7131	63.661	0.29537
1.7683	63.684	0.29612
1.8236	63.773	0.29687
1.8789	63.796	0.29753
1.9341	63.863	0.29615
1.9894	63.869	0.29592
2.0447	64.007	0.2953
2.0999	64.067	0.29515
2.1552	64.175	0.29461
2.2104	64.213	0.29467
2.2657	64.202	0.29516
2.321	64.218	0.29548
2.3762	64.343	0.29464
2.4315	64.425	0.29456
2.4867	64.413	0.29417
2.542	64.444	0.29402
2.5973	64.437	0.29365
2.6525	64.575	0.29416
2.7078	64.623	0.29401
2.763	64.684	0.29359
2.8183	64.776	0.29316
2.8736	64.788	0.29368
2.9288	64.862	0.29268
2.9841	64.855	0.29283
3.0393	64.976	0.29297
3.0946	64.958	0.29345
3.1499	64.955	0.29313
3.2051	65.085	0.2938
3.2604	65.12	0.29267
3.3156	65.148	0.2935
3.3709	65.174	0.29254
3.4262	65.292	0.29282
3.4814	65.405	0.29266
3.5367	65.44	0.29296
3.592	65.448	0.29281
3.6472	65.506	0.29297
3.7025	65.582	0.29186
3.7577	65.557	0.29226
3.813	65.573	0.2921
3.8683	65.646	0.29239
3.9235	65.778	0.29193
3.9788	65.783	0.29189
4.034	65.832	0.29176
4.0893	65.942	0.29161
4.1446	65.984	0.29133
4.1998	65.984	0.2912
4.2551	66.032	0.29119
4.3103	66.141	0.29133
4.3656	66.144	0.29059
4.4209	66.18	0.29076
4.4761	66.252	0.29131
4.5314	66.255	0.29081
4.5866	66.347	0.29116
4.6419	66.443	0.2907
4.6972	66.469	0.28998
4.7524	66.445	0.29033
4.8077	66.442	0.28957
4.863	66.51	0.28913
4.9182	66.621	0.28907
4.9735	66.591	0.28908
5.0287	66.622	0.28975
5.084	66.734	0.28866
5.1393	66.782	0.28974
5.1945	66.829	0.28895
5.2498	66.938	0.28918
5.305	66.973	0.28907
5.3603	67.029	0.28903
5.4156	67.05	0.28887
5.4708	67.06	0.28874
5.5261	67.126	0.28885
5.5813	67.176	0.28853
5.6366	67.273	0.28814
5.6919	67.342	0.28762
5.7471	67.421	0.2877
5.8024	67.494	0.2878
5.8576	67.463	0.28801
5.9129	67.447	0.2888
5.9682	67.481	0.28832
6.0234	67.499	0.28869
6.0787	67.518	0.28851
6.134	67.555	0.28842
6.1892	67.645	0.2884
6.2445	67.636	0.28884
6.2997	67.554	0.28884
