Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.056935	61.334	0.3782	61.642	0.38511	0.056935	53.372	0.46471
0.11387	61.273	0.37968	61.581	0.38659	0.11387	51.826	0.47318
0.1708	61.347	0.37871	61.657	0.38561	0.1708	51.897	0.4737
0.22774	61.423	0.37814	61.733	0.38503	0.22774	51.944	0.47343
0.28467	61.491	0.37694	61.802	0.38382	0.28467	52.072	0.47356
0.34161	61.607	0.37665	61.92	0.38352	0.34161	52.181	0.47323
0.39854	61.654	0.37648	61.968	0.38334	0.39854	52.241	0.47204
0.45548	61.723	0.37574	62.037	0.3826	0.45548	52.324	0.47169
0.51241	61.731	0.37585	62.045	0.3827	0.51241	52.333	0.47166
0.56935	61.812	0.37489	62.127	0.38172	0.56935	52.414	0.47165
0.62628	61.822	0.37508	62.137	0.38191	0.62628	52.398	0.47084
0.68322	61.963	0.37372	62.279	0.38053	0.68322	52.5	0.47081
0.74015	61.989	0.37328	62.307	0.38009	0.74015	52.496	0.47116
0.79708	62.088	0.3729	62.407	0.37969	0.79708	52.502	0.47125
0.85402	62.182	0.37156	62.501	0.37833	0.85402	52.535	0.47109
0.91095	62.152	0.37071	62.473	0.37749	0.91095	52.558	0.47258
0.96789	62.306	0.37038	62.629	0.37713	0.96789	52.619	0.47128
1.0248	62.257	0.37	62.58	0.37675	1.0248	52.6	0.47169
1.0818	62.271	0.36952	62.594	0.37627	1.0818	52.634	0.47137
1.1387	62.325	0.36955	62.649	0.3763	1.1387	52.651	0.47021
1.1956	62.381	0.36842	62.706	0.37515	1.1956	52.711	0.4702
1.2526	62.38	0.36852	62.706	0.37525	1.2526	52.754	0.47
1.3095	62.383	0.36834	62.709	0.37507	1.3095	52.763	0.4697
1.3664	62.396	0.36813	62.723	0.37486	1.3664	52.748	0.46971
1.4234	62.407	0.3677	62.734	0.37442	1.4234	52.785	0.47064
1.4803	62.435	0.36782	62.763	0.37453	1.4803	52.763	0.46978
1.5372	62.456	0.36735	62.784	0.37406	1.5372	52.753	0.47044
1.5942	62.559	0.36663	62.888	0.37333	1.5942	52.854	0.47026
1.6511	62.618	0.36671	62.948	0.3734	1.6511	52.847	0.47029
1.708	62.634	0.36679	62.966	0.37347	1.708	52.818	0.47031
1.765	62.764	0.36624	63.097	0.37291	1.765	52.9	0.46986
1.8219	62.864	0.36612	63.199	0.37278	1.8219	52.935	0.46889
1.8788	62.885	0.36557	63.221	0.37222	1.8788	53.004	0.46805
1.9358	62.984	0.3652	63.321	0.37183	1.9358	53.037	0.46768
1.9927	63.07	0.36484	63.409	0.37145	1.9927	53.08	0.46655
2.0496	63.089	0.36488	63.428	0.37149	2.0496	53.08	0.46657
2.1066	63.133	0.36469	63.474	0.37129	2.1066	53.097	0.46643
2.1635	63.206	0.36427	63.548	0.37086	2.1635	53.174	0.46504
2.2205	63.274	0.36426	63.616	0.37084	2.2205	53.176	0.46433
2.2774	63.339	0.36371	63.683	0.37027	2.2774	53.223	0.46416
2.3343	63.338	0.36401	63.683	0.37058	2.3343	53.213	0.46408
2.3913	63.356	0.36427	63.702	0.37084	2.3913	53.234	0.46311
2.4482	63.415	0.36447	63.762	0.37103	2.4482	53.284	0.46156
2.5051	63.407	0.36516	63.755	0.37171	2.5051	53.227	0.46072
2.5621	63.426	0.36485	63.775	0.3714	2.5621	53.234	0.46107
2.619	63.494	0.36517	63.843	0.37171	2.619	53.27	0.45975
2.6759	63.53	0.3653	63.88	0.37184	2.6759	53.319	0.45917
2.7329	63.478	0.36617	63.829	0.37272	2.7329	53.241	0.45898
2.7898	63.506	0.36585	63.858	0.37238	2.7898	53.312	0.45915
2.8467	63.555	0.36598	63.909	0.37251	2.8467	53.304	0.4585
2.9037	63.617	0.36539	63.971	0.37191	2.9037	53.37	0.45833
2.9606	63.663	0.36529	64.019	0.37181	2.9606	53.439	0.458
3.0175	63.664	0.36572	64.022	0.37224	3.0175	53.439	0.45743
3.0745	63.663	0.36547	64.02	0.37198	3.0745	53.49	0.45672
3.1314	63.666	0.36613	64.025	0.37265	3.1314	53.507	0.45629
3.1883	63.71	0.3661	64.07	0.37261	3.1883	53.566	0.45499
3.2453	63.694	0.36594	64.056	0.37244	3.2453	53.579	0.45466
3.3022	63.664	0.36647	64.026	0.37298	3.3022	53.613	0.45403
3.3591	63.749	0.36637	64.112	0.37287	3.3591	53.71	0.45328
3.4161	63.777	0.36602	64.141	0.37252	3.4161	53.842	0.45229
3.473	63.75	0.36673	64.115	0.37322	3.473	53.814	0.4525
3.5299	63.833	0.36656	64.199	0.37304	3.5299	53.919	0.45055
3.5869	63.819	0.36696	64.186	0.37344	3.5869	53.949	0.44993
3.6438	63.909	0.36638	64.277	0.37284	3.6438	54.014	0.44951
3.7008	63.973	0.36631	64.343	0.37276	3.7008	54.05	0.44854
3.7577	63.997	0.36577	64.366	0.37222	3.7577	54.118	0.44837
3.8146	63.961	0.3664	64.332	0.37285	3.8146	54.13	0.44761
3.8716	64.078	0.36595	64.451	0.37238	3.8716	54.219	0.44678
