Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.051935	46.504	0.29408
0.10387	47.863	0.29007
0.1558	47.945	0.28953
0.20774	47.937	0.28963
0.25967	47.938	0.2899
0.31161	47.973	0.2897
0.36354	48.003	0.28947
0.41548	47.974	0.28991
0.46741	48.033	0.2901
0.51935	48.086	0.29022
0.57128	48.009	0.29097
0.62321	48.08	0.29118
0.67515	48.122	0.29074
0.72708	48.139	0.29078
0.77902	48.139	0.29065
0.83095	48.176	0.29092
0.88289	48.198	0.29103
0.93482	48.262	0.29077
0.98676	48.268	0.29094
1.0387	48.346	0.29061
1.0906	48.342	0.29076
1.1426	48.404	0.29033
1.1945	48.425	0.29029
1.2464	48.46	0.29017
1.2984	48.51	0.29004
1.3503	48.579	0.28956
1.4022	48.559	0.28997
1.4542	48.625	0.28937
1.5061	48.696	0.28933
1.558	48.708	0.28922
1.61	48.742	0.28936
1.6619	48.802	0.28937
1.7138	48.817	0.28943
1.7658	48.866	0.28911
1.8177	48.918	0.28909
1.8696	48.938	0.28892
1.9216	49.006	0.28846
1.9735	49.033	0.28852
2.0254	49.075	0.28841
2.0774	49.104	0.28831
2.1293	49.167	0.28802
2.1813	49.211	0.28784
2.2332	49.241	0.28808
2.2851	49.315	0.28758
2.3371	49.348	0.2874
2.389	49.353	0.28767
2.4409	49.468	0.28703
2.4929	49.478	0.28729
2.5448	49.512	0.28721
2.5967	49.597	0.28659
2.6487	49.678	0.28624
2.7006	49.717	0.2862
2.7525	49.745	0.28628
2.8045	49.85	0.2857
2.8564	49.836	0.2858
2.9083	49.878	0.2858
2.9603	50.026	0.285
3.0122	50.051	0.28456
3.0641	50.111	0.28461
3.1161	50.22	0.28414
3.168	50.293	0.28343
3.2199	50.368	0.2829
3.2719	50.388	0.28301
3.3238	50.448	0.28318
3.3757	50.507	0.28268
3.4277	50.59	0.28195
3.4796	50.672	0.28125
3.5316	50.696	0.28145
3.5835	50.763	0.28102
3.6354	50.857	0.28062
3.6874	50.882	0.28078
3.7393	50.987	0.28036
3.7912	51.057	0.27984
3.8432	51.083	0.2797
3.8951	51.095	0.27997
3.947	51.234	0.27958
3.999	51.327	0.27891
4.0509	51.368	0.27919
4.1028	51.426	0.27942
4.1548	51.491	0.27917
4.2067	51.543	0.27936
4.2586	51.578	0.27886
4.3106	51.71	0.27865
4.3625	51.807	0.27803
4.4144	51.788	0.27803
4.4664	51.811	0.27865
4.5183	51.909	0.27821
4.5702	51.946	0.2785
4.6222	51.963	0.27878
4.6741	52.076	0.27853
4.726	52.063	0.27928
4.778	52.134	0.27886
4.8299	52.211	0.27896
4.8818	52.193	0.27905
4.9338	52.287	0.27877
4.9857	52.328	0.27895
5.0377	52.376	0.27905
5.0896	52.522	0.27901
5.1415	52.573	0.27845
5.1935	52.627	0.2788
5.2454	52.757	0.27802
5.2973	52.732	0.27794
5.3493	52.806	0.27777
5.4012	52.868	0.27768
5.4531	52.946	0.27728
5.5051	52.956	0.27771
5.557	52.971	0.27828
5.6089	53.045	0.27853
5.6609	53.093	0.27835
5.7128	53.107	0.27866
5.7647	53.172	0.27823
5.8167	53.241	0.27819
5.8686	53.315	0.27811
5.9205	53.408	0.27796
5.9725	53.503	0.27801
6.0244	53.596	0.27759
6.0763	53.664	0.2776
6.1283	53.703	0.27748
6.1802	53.735	0.27762
6.2321	53.877	0.27712
6.2841	53.905	0.27713
6.336	53.897	0.27755
6.388	54.016	0.27677
6.4399	54.069	0.27644
6.4918	54.076	0.27657
6.5438	54.276	0.27566
6.5957	54.322	0.27595
6.6476	54.325	0.27622
6.6996	54.404	0.27565
6.7515	54.519	0.27511
6.8034	54.572	0.27527
6.8554	54.626	0.27482
6.9073	54.741	0.27441
6.9592	54.826	0.27424
7.0112	54.876	0.27405
7.0631	54.965	0.27344
7.115	55.002	0.27383
7.167	55.138	0.27335
7.2189	55.263	0.27295
7.2708	55.315	0.27286
7.3228	55.407	0.2724
7.3747	55.442	0.27244
7.4266	55.583	0.27205
7.4786	55.607	0.27224
7.5305	55.707	0.27191
7.5824	55.813	0.2712
7.6344	55.843	0.27127
7.6863	55.864	0.2713
7.7382	56.032	0.27058
7.7902	56.072	0.2705
7.8421	56.156	0.27032
7.8941	56.188	0.27043
7.946	56.294	0.2698
7.9979	56.365	0.26967
8.0499	56.435	0.26946
8.1018	56.517	0.2696
8.1537	56.595	0.2695
8.2057	56.622	0.26947
8.2576	56.752	0.26908
8.3095	56.826	0.26875
8.3615	56.924	0.26823
8.4134	56.995	0.26816
8.4653	57.216	0.26721
8.5173	57.297	0.26674
8.5692	57.365	0.26673
8.6211	57.499	0.26617
8.6731	57.471	0.26665
8.725	57.611	0.26603
8.7769	57.662	0.26607
8.8289	57.721	0.26622
8.8808	57.752	0.26685
8.9327	57.812	0.26694
8.9847	58.001	0.26654
9.0366	57.957	0.26672
9.0885	58.078	0.26633
9.1405	58.092	0.26664
9.1924	58.163	0.26666
9.2444	58.192	0.267
9.2963	58.293	0.26721
9.3482	58.342	0.26722
9.4002	58.405	0.26702
9.4521	58.468	0.26709
9.504	58.522	0.26674
9.556	58.619	0.26635
9.6079	58.662	0.26621
9.6598	58.745	0.26615
9.7118	58.795	0.26621
9.7637	58.875	0.26614
9.8156	58.932	0.26584
9.8676	58.959	0.2659
9.9195	59.091	0.26523
9.9714	59.119	0.26514
10.023	59.166	0.26527
10.075	59.15	0.26529
10.127	59.284	0.26487
10.179	59.346	0.26456
10.231	59.423	0.26452
10.283	59.49	0.2639
10.335	59.566	0.26359
10.387	59.59	0.26354
10.439	59.594	0.26341
10.491	59.664	0.2635
10.543	59.738	0.26328
10.595	59.82	0.2632
10.647	59.824	0.2636
10.699	59.837	0.26363
10.75	59.915	0.2636
10.802	59.974	0.26363
10.854	60.195	0.26251
10.906	60.191	0.26229
10.958	60.166	0.26231
11.01	60.203	0.26214
11.062	60.237	0.26169
11.114	60.341	0.26164
11.166	60.341	0.26156
11.218	60.421	0.26111
11.27	60.445	0.26127
11.322	60.571	0.2607
11.374	60.568	0.26046
11.426	60.632	0.26007
11.478	60.679	0.25983
11.529	60.799	0.25904
11.581	60.8	0.25915
11.633	60.887	0.25899
11.685	60.933	0.25839
11.737	60.976	0.25842
11.789	61.007	0.25891
11.841	61.142	0.25825
11.893	61.152	0.25811
11.945	61.241	0.25749
11.997	61.272	0.25702
12.049	61.279	0.25675
12.101	61.315	0.25658
12.153	61.394	0.25608
12.205	61.432	0.25625
12.257	61.485	0.25713
12.308	61.666	0.25756
12.36	61.78	0.25758
12.412	61.82	0.25757
12.464	61.904	0.25732
12.516	61.898	0.25704
12.568	61.983	0.25692
12.62	62.028	0.25613
12.672	62.058	0.25638
12.724	61.999	0.25668
12.776	62.158	0.25652
12.828	62.099	0.25658
12.88	62.161	0.25603
12.932	62.17	0.25575
12.984	62.239	0.25585
13.036	62.279	0.25569
13.088	62.346	0.25559
13.139	62.374	0.25534
13.191	62.398	0.25541
13.243	62.451	0.25474
13.295	62.511	0.25506
13.347	62.565	0.25511
13.399	62.595	0.25495
13.451	62.652	0.25507
13.503	62.652	0.25513
13.555	62.776	0.25496
13.607	62.789	0.25428
13.659	62.907	0.25432
13.711	62.927	0.25435
13.763	63.017	0.25382
13.815	63.119	0.25404
13.867	63.135	0.25398
13.918	63.211	0.25419
13.97	63.272	0.25368
14.022	63.292	0.25411
14.074	63.404	0.25394
14.126	63.511	0.25337
14.178	63.543	0.25376
14.23	63.67	0.25346
14.282	63.718	0.25374
14.334	63.694	0.25391
14.386	63.763	0.25343
14.438	63.836	0.25327
14.49	63.81	0.25326
14.542	63.968	0.25303
14.594	63.911	0.25275
14.646	63.901	0.25321
14.697	63.917	0.25267
14.749	63.96	0.25289
14.801	63.926	0.2525
14.853	64.001	0.25236
