Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	57.961	0.2778	55.459	0.2867	0.055261	32.542	0.56723
0.11052	58.003	0.27762	55.501	0.28652	0.11052	32.579	0.56691
0.16578	58.032	0.27773	55.529	0.28662	0.16578	32.601	0.56688
0.22104	58.086	0.2775	55.581	0.28638	0.22104	32.626	0.56636
0.2763	58.09	0.27731	55.585	0.28618	0.2763	32.654	0.56625
0.33156	58.128	0.27698	55.621	0.28585	0.33156	32.671	0.56602
0.38683	58.131	0.2774	55.625	0.28627	0.38683	32.692	0.56574
0.44209	58.191	0.27734	55.684	0.2862	0.44209	32.711	0.56476
0.49735	58.208	0.27682	55.7	0.28566	0.49735	32.711	0.56426
0.55261	58.191	0.27648	55.684	0.28532	0.55261	32.711	0.56451
0.60787	58.247	0.27519	55.737	0.28403	0.60787	32.685	0.56628
0.66313	58.299	0.27461	55.788	0.28344	0.66313	32.703	0.56768
0.71839	58.325	0.27492	55.813	0.28375	0.71839	32.712	0.56658
0.77365	58.291	0.27454	55.781	0.28336	0.77365	32.692	0.56651
0.82891	58.36	0.27391	55.848	0.28271	0.82891	32.715	0.56545
0.88417	58.424	0.27309	55.909	0.28188	0.88417	32.757	0.56515
0.93943	58.456	0.27329	55.941	0.28206	0.93943	32.807	0.56503
0.99469	58.453	0.27309	55.939	0.28186	0.99469	32.81	0.56494
1.05	58.558	0.27236	56.039	0.28112	1.05	32.876	0.56352
1.1052	58.536	0.2722	56.019	0.28096	1.1052	32.912	0.56385
1.1605	58.654	0.27211	56.133	0.28084	1.1605	32.916	0.56288
1.2157	58.661	0.27186	56.14	0.28059	1.2157	32.93	0.56261
1.271	58.688	0.272	56.167	0.28072	1.271	32.979	0.56234
1.3263	58.704	0.27217	56.182	0.2809	1.3263	32.993	0.56213
1.3815	58.78	0.27223	56.256	0.28093	1.3815	33.013	0.56103
1.4368	58.829	0.27208	56.303	0.28077	1.4368	33.056	0.56011
1.492	58.874	0.2718	56.348	0.28048	1.492	33.106	0.55933
1.5473	58.947	0.27187	56.418	0.28053	1.5473	33.114	0.55766
1.6026	58.958	0.27194	56.429	0.2806	1.6026	33.134	0.55815
1.6578	59.013	0.27206	56.483	0.28072	1.6578	33.175	0.5568
1.7131	59.072	0.27195	56.54	0.2806	1.7131	33.22	0.55584
1.7683	59.097	0.2717	56.565	0.28033	1.7683	33.214	0.55566
1.8236	59.117	0.27101	56.584	0.27962	1.8236	33.238	0.55623
1.8789	59.155	0.27066	56.62	0.27926	1.8789	33.266	0.55695
1.9341	59.151	0.27062	56.618	0.27921	1.9341	33.254	0.55723
1.9894	59.196	0.27033	56.66	0.27892	1.9894	33.294	0.5564
2.0447	59.182	0.27021	56.648	0.27879	2.0447	33.312	0.5554
2.0999	59.222	0.27036	56.687	0.27894	2.0999	33.306	0.55468
2.1552	59.24	0.27054	56.705	0.27912	2.1552	33.332	0.55441
2.2104	59.29	0.27066	56.754	0.27922	2.2104	33.327	0.55315
2.2657	59.31	0.27068	56.773	0.27924	2.2657	33.276	0.55163
2.321	59.342	0.27183	56.805	0.28039	2.321	33.179	0.54591
2.3762	59.338	0.27268	56.802	0.28125	2.3762	33.152	0.54418
2.4315	59.399	0.27308	56.861	0.28163	2.4315	33.126	0.54198
2.4867	59.39	0.27235	56.853	0.28089	2.4867	33.151	0.54183
2.542	59.426	0.2717	56.887	0.28023	2.542	33.222	0.54421
2.5973	59.431	0.27124	56.893	0.27976	2.5973	33.299	0.54627
2.6525	59.479	0.27102	56.939	0.27953	2.6525	33.317	0.54539
2.7078	59.51	0.27119	56.969	0.27968	2.7078	33.26	0.5423
2.763	59.485	0.27152	56.945	0.28001	2.763	33.311	0.54108
2.8183	59.568	0.27153	57.025	0.28001	2.8183	33.313	0.53925
2.8736	59.541	0.27133	56.999	0.2798	2.8736	33.321	0.54101
2.9288	59.576	0.27075	57.035	0.27922	2.9288	33.359	0.54271
2.9841	59.647	0.27042	57.103	0.27887	2.9841	33.407	0.54588
3.0393	59.675	0.2703	57.131	0.27875	3.0393	33.408	0.54693
3.0946	59.752	0.26951	57.205	0.27795	3.0946	33.445	0.54815
3.1499	59.771	0.26936	57.224	0.27779	3.1499	33.466	0.54744
3.2051	59.819	0.26887	57.27	0.27728	3.2051	33.525	0.54681
3.2604	59.865	0.26869	57.314	0.27709	3.2604	33.539	0.54686
3.3156	59.857	0.26836	57.307	0.27676	3.3156	33.528	0.54701
3.3709	59.932	0.26766	57.379	0.27604	3.3709	33.604	0.54634
3.4262	59.934	0.26726	57.381	0.27564	3.4262	33.645	0.54672
3.4814	59.99	0.26723	57.435	0.27559	3.4814	33.656	0.54619
3.5367	60.002	0.26658	57.447	0.27494	3.5367	33.668	0.54582
3.592	60.001	0.26637	57.446	0.27473	3.592	33.728	0.54669
3.6472	60.059	0.26628	57.502	0.27463	3.6472	33.759	0.54568
3.7025	60.076	0.26633	57.519	0.27467	3.7025	33.736	0.54586
3.7577	60.133	0.26606	57.574	0.2744	3.7577	33.773	0.5447
3.813	60.157	0.26604	57.597	0.27438	3.813	33.8	0.5441
3.8683	60.213	0.26617	57.652	0.2745	3.8683	33.824	0.54431
3.9235	60.21	0.26597	57.649	0.2743	3.9235	33.859	0.54522
3.9788	60.241	0.26574	57.679	0.27406	3.9788	33.885	0.54509
4.034	60.254	0.2654	57.692	0.27371	4.034	33.874	0.54585
4.0893	60.274	0.26515	57.711	0.27346	4.0893	33.876	0.54719
4.1446	60.357	0.26545	57.791	0.27376	4.1446	33.92	0.54853
4.1998	60.372	0.26521	57.806	0.27351	4.1998	33.956	0.54868
4.2551	60.391	0.26491	57.825	0.27319	4.2551	33.984	0.54802
4.3103	60.444	0.2645	57.877	0.27277	4.3103	33.999	0.54802
4.3656	60.478	0.26422	57.91	0.27249	4.3656	33.965	0.54724
4.4209	60.542	0.26402	57.972	0.27228	4.4209	33.995	0.54575
4.4761	60.594	0.26442	58.022	0.27267	4.4761	33.964	0.54046
4.5314	60.614	0.26424	58.042	0.27247	4.5314	33.958	0.53703
4.5866	60.662	0.264	58.089	0.27223	4.5866	33.902	0.53638
4.6419	60.677	0.26425	58.104	0.27248	4.6419	33.917	0.53591
4.6972	60.753	0.26366	58.178	0.27188	4.6972	34.008	0.53614
4.7524	60.815	0.26329	58.238	0.2715	4.7524	34.062	0.53696
4.8077	60.85	0.26339	58.271	0.27159	4.8077	34.035	0.53552
4.863	60.899	0.26345	58.318	0.27164	4.863	34.045	0.53264
4.9182	60.914	0.2633	58.334	0.27149	4.9182	34.03	0.53177
4.9735	60.945	0.26327	58.364	0.27146	4.9735	34.056	0.53076
5.0287	60.998	0.26338	58.416	0.27155	5.0287	34.044	0.53024
5.084	61.001	0.26328	58.419	0.27145	5.084	34.052	0.52785
5.1393	61.063	0.26323	58.479	0.27139	5.1393	34.063	0.52802
5.1945	61.06	0.26302	58.477	0.27118	5.1945	34.116	0.52794
5.2498	61.071	0.26305	58.487	0.2712	5.2498	34.116	0.52554
5.305	61.134	0.26283	58.548	0.27097	5.305	34.081	0.52654
5.3603	61.128	0.2627	58.543	0.27084	5.3603	34.085	0.52551
5.4156	61.203	0.26231	58.615	0.27042	5.4156	34.126	0.52707
5.4708	61.186	0.26201	58.598	0.27013	5.4708	34.148	0.52636
5.5261	61.221	0.26185	58.632	0.26996	5.5261	34.149	0.52604
5.5813	61.243	0.26161	58.654	0.2697	5.5813	34.179	0.52672
5.6366	61.267	0.26145	58.676	0.26953	5.6366	34.245	0.52661
5.6919	61.266	0.26052	58.676	0.26859	5.6919	34.332	0.52705
5.7471	61.31	0.26042	58.719	0.26849	5.7471	34.312	0.52525
5.8024	61.32	0.26082	58.729	0.26889	5.8024	34.31	0.52446
5.8576	61.359	0.26047	58.767	0.26853	5.8576	34.357	0.52599
5.9129	61.432	0.25972	58.838	0.26777	5.9129	34.399	0.52574
5.9682	61.504	0.26009	58.908	0.26814	5.9682	34.394	0.52419
6.0234	61.533	0.25998	58.936	0.26802	6.0234	34.391	0.52469
6.0787	61.594	0.25952	58.996	0.26754	6.0787	34.412	0.52443
6.134	61.641	0.25923	59.042	0.26724	6.134	34.435	0.52349
6.1892	61.645	0.25939	59.046	0.2674	6.1892	34.495	0.52229
6.2445	61.65	0.25953	59.051	0.26754	6.2445	34.469	0.52248
6.2997	61.649	0.25874	59.05	0.26674	6.2997	34.491	0.5226
6.355	61.656	0.25856	59.057	0.26656	6.355	34.528	0.52301
6.4103	61.694	0.25829	59.095	0.26628	6.4103	34.542	0.52351
6.4655	61.765	0.25798	59.164	0.26595	6.4655	34.583	0.5239
6.5208	61.751	0.25767	59.151	0.26563	6.5208	34.597	0.52291
6.576	61.825	0.25711	59.222	0.26506	6.576	34.646	0.52212
6.6313	61.893	0.25737	59.288	0.26531	6.6313	34.68	0.52171
6.6866	61.914	0.25729	59.308	0.26522	6.6866	34.707	0.52182
6.7418	61.976	0.2569	59.369	0.26481	6.7418	34.725	0.52001
6.7971	61.992	0.25672	59.385	0.26464	6.7971	34.72	0.52038
6.8523	62.043	0.25637	59.434	0.26427	6.8523	34.76	0.51955
6.9076	62.094	0.25622	59.484	0.26412	6.9076	34.794	0.52086
6.9629	62.123	0.25612	59.512	0.26401	6.9629	34.835	0.52167
