Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	63.147	0.24579	55.895	0.27257	0.055261	49.528	0.44929
0.11052	64.734	0.238	59.082	0.26128	0.11052	52.761	0.43104
0.16578	64.773	0.23808	59.12	0.26136	0.16578	52.788	0.43135
0.22104	64.864	0.23799	59.206	0.26123	0.22104	52.826	0.43089
0.2763	64.979	0.23763	59.314	0.2608	0.2763	52.912	0.43012
0.33156	64.954	0.23785	59.29	0.26104	0.33156	52.908	0.43017
0.38683	64.996	0.23757	59.329	0.26074	0.38683	52.908	0.43032
0.44209	65.072	0.23724	59.4	0.26038	0.44209	52.929	0.43012
0.49735	65.166	0.23664	59.488	0.25971	0.49735	53.056	0.42905
0.55261	65.11	0.23698	59.44	0.26005	0.55261	52.993	0.42947
0.60787	65.174	0.23659	59.5	0.25965	0.60787	53.048	0.4298
0.66313	65.206	0.23674	59.53	0.25981	0.66313	53.074	0.43004
0.71839	65.224	0.23669	59.546	0.25981	0.71839	53.097	0.43166
0.77365	65.363	0.23681	59.675	0.25989	0.77365	53.149	0.43091
0.82891	65.437	0.23681	59.744	0.25988	0.82891	53.206	0.43035
0.88417	65.427	0.23714	59.735	0.26023	0.88417	53.201	0.43063
0.93943	65.602	0.23661	59.895	0.25965	0.93943	53.293	0.42994
0.99469	65.615	0.23673	59.912	0.25973	0.99469	53.324	0.42989
1.05	65.581	0.23708	59.879	0.26013	1.05	53.318	0.43064
1.1052	65.714	0.23661	60.002	0.25962	1.1052	53.38	0.43023
1.1605	65.748	0.23687	60.036	0.25985	1.1605	53.39	0.43004
1.2157	65.759	0.23674	60.047	0.25972	1.2157	53.424	0.4301
1.271	65.808	0.23667	60.092	0.25963	1.271	53.422	0.43021
1.3263	65.892	0.23605	60.17	0.259	1.3263	53.482	0.43073
1.3815	65.977	0.23646	60.251	0.25938	1.3815	53.51	0.43051
1.4368	66.079	0.23601	60.346	0.2589	1.4368	53.556	0.43038
1.492	66.111	0.2361	60.376	0.25902	1.492	53.585	0.43084
1.5473	66.221	0.23665	60.48	0.25956	1.5473	53.618	0.43029
1.6026	66.238	0.23712	60.497	0.26004	1.6026	53.616	0.43012
1.6578	66.282	0.23715	60.536	0.26005	1.6578	53.624	0.42999
1.7131	66.406	0.23741	60.651	0.26027	1.7131	53.628	0.42906
1.7683	66.441	0.23715	60.683	0.26	1.7683	53.65	0.42941
1.8236	66.523	0.23699	60.76	0.25981	1.8236	53.712	0.42905
1.8789	66.512	0.23686	60.75	0.25969	1.8789	53.732	0.42969
1.9341	66.539	0.23693	60.774	0.25976	1.9341	53.737	0.43012
1.9894	66.647	0.23713	60.873	0.25994	1.9894	53.778	0.42994
2.0447	66.701	0.23619	60.922	0.25896	2.0447	53.854	0.43025
2.0999	66.654	0.23592	60.88	0.25869	2.0999	53.847	0.43119
2.1552	66.717	0.23619	60.941	0.25895	2.1552	53.877	0.43123
2.2104	66.792	0.23609	61.01	0.25883	2.2104	53.915	0.43106
2.2657	66.892	0.23621	61.101	0.25895	2.2657	53.968	0.43079
2.321	66.917	0.23697	61.127	0.25973	2.321	53.969	0.43063
2.3762	67.068	0.23706	61.266	0.25979	2.3762	54.003	0.43029
2.4315	67.15	0.23692	61.342	0.25963	2.4315	54.083	0.4297
2.4867	67.202	0.23711	61.39	0.25978	2.4867	54.101	0.42848
2.542	67.195	0.23709	61.386	0.25976	2.542	54.074	0.42872
2.5973	67.316	0.23648	61.497	0.2591	2.5973	54.13	0.42861
2.6525	67.386	0.23624	61.562	0.25884	2.6525	54.194	0.42842
2.7078	67.415	0.23621	61.59	0.2588	2.7078	54.201	0.42882
2.763	67.487	0.23605	61.657	0.25861	2.763	54.202	0.42854
2.8183	67.568	0.2357	61.731	0.25821	2.8183	54.241	0.42785
2.8736	67.673	0.2353	61.829	0.25775	2.8736	54.308	0.4271
2.9288	67.628	0.23496	61.789	0.25742	2.9288	54.324	0.42753
2.9841	67.68	0.23502	61.839	0.25747	2.9841	54.35	0.42748
3.0393	67.677	0.23524	61.838	0.25771	3.0393	54.37	0.4284
3.0946	67.751	0.23529	61.908	0.25776	3.0946	54.395	0.42895
3.1499	67.845	0.23583	61.995	0.25831	3.1499	54.443	0.42883
3.2051	67.985	0.23709	62.126	0.25957	3.2051	54.454	0.42767
3.2604	68.113	0.23663	62.244	0.25905	3.2604	54.502	0.42655
3.3156	68.122	0.23588	62.254	0.25827	3.3156	54.534	0.42642
3.3709	68.085	0.23606	62.221	0.25846	3.3709	54.547	0.42677
3.4262	68.216	0.23625	62.342	0.25863	3.4262	54.557	0.4261
3.4814	68.17	0.23604	62.301	0.25843	3.4814	54.56	0.42674
3.5367	68.275	0.23603	62.398	0.25838	3.5367	54.573	0.42635
3.592	68.368	0.23621	62.484	0.25854	3.592	54.588	0.42577
3.6472	68.407	0.23598	62.519	0.25827	3.6472	54.598	0.42528
3.7025	68.489	0.23551	62.594	0.25777	3.7025	54.636	0.42521
3.7577	68.577	0.23571	62.676	0.25796	3.7577	54.687	0.42472
3.813	68.591	0.23628	62.692	0.25853	3.813	54.676	0.42484
3.8683	68.634	0.23676	62.733	0.25902	3.8683	54.602	0.42547
3.9235	68.813	0.23652	62.896	0.25874	3.9235	54.615	0.42482
3.9788	68.925	0.2362	62.999	0.25839	3.9788	54.667	0.42442
4.034	68.988	0.23608	63.057	0.25823	4.034	54.693	0.4243
4.0893	68.971	0.23632	63.044	0.25849	4.0893	54.678	0.42461
4.1446	69.044	0.23589	63.111	0.25805	4.1446	54.747	0.42506
4.1998	69.13	0.23627	63.191	0.25838	4.1998	54.812	0.4237
4.2551	69.154	0.23606	63.215	0.25814	4.2551	54.829	0.42351
4.3103	69.264	0.23571	63.316	0.25774	4.3103	54.866	0.42295
4.3656	69.329	0.2359	63.377	0.2579	4.3656	54.898	0.42226
4.4209	69.331	0.2355	63.381	0.25751	4.4209	54.922	0.42308
4.4761	69.449	0.23479	63.488	0.25675	4.4761	54.975	0.4228
4.5314	69.472	0.23476	63.511	0.25672	4.5314	55	0.42339
4.5866	69.503	0.23528	63.541	0.25724	4.5866	55.014	0.42321
4.6419	69.51	0.23511	63.547	0.25709	4.6419	54.982	0.42439
4.6972	69.642	0.23496	63.666	0.25693	4.6972	54.942	0.42538
4.7524	69.867	0.23452	63.874	0.25642	4.7524	55.046	0.42381
4.8077	69.782	0.23429	63.797	0.25619	4.8077	55.117	0.42418
