Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
2.2205	66.792	0.37252	69.429	0.35782	2.2205	46.385	0.55788	44.917	0.58524
2.2774	66.812	0.37305	69.447	0.35838	2.2774	46.373	0.5568	44.907	0.58412
2.3343	66.837	0.37181	69.475	0.35716	2.3343	46.421	0.55693	44.955	0.5842
2.3913	66.906	0.37243	69.544	0.35779	2.3913	46.432	0.55545	44.964	0.58269
2.4482	66.964	0.37191	69.604	0.35729	2.4482	46.492	0.55576	45.023	0.58296
2.5051	66.98	0.37197	69.621	0.35736	2.5051	46.51	0.55499	45.039	0.5822
2.5621	67.048	0.37128	69.691	0.3567	2.5621	46.469	0.5548	44.999	0.582
2.619	67.172	0.37105	69.82	0.35651	2.619	46.519	0.55376	45.048	0.58094
2.6759	67.166	0.37119	69.811	0.35666	2.6759	46.55	0.55328	45.078	0.58041
2.7329	67.151	0.3709	69.794	0.35636	2.7329	46.602	0.553	45.131	0.58004
2.7898	67.222	0.37123	69.867	0.35671	2.7898	46.595	0.55277	45.125	0.57981
2.8467	67.376	0.37161	70.024	0.35711	2.8467	46.641	0.55079	45.17	0.57779
2.9037	67.413	0.37128	70.06	0.35681	2.9037	46.716	0.54949	45.243	0.57639
2.9606	67.434	0.37057	70.082	0.35611	2.9606	46.798	0.54844	45.323	0.57527
3.0175	67.449	0.37206	70.095	0.3576	3.0175	46.772	0.54688	45.298	0.5737
3.0745	67.506	0.37165	70.152	0.35721	3.0745	46.823	0.54714	45.35	0.57389
3.1314	67.624	0.37088	70.275	0.35647	3.1314	46.899	0.54686	45.422	0.5736
3.1883	67.536	0.37107	70.183	0.35665	3.1883	46.883	0.54652	45.409	0.57322
3.2453	67.598	0.37101	70.244	0.3566	3.2453	46.921	0.54589	45.446	0.57252
3.3022	67.581	0.37168	70.225	0.35726	3.3022	46.956	0.54518	45.48	0.57177
3.3591	67.605	0.37181	70.248	0.3574	3.3591	46.997	0.54448	45.522	0.57104
3.4161	67.664	0.37205	70.307	0.35765	3.4161	46.978	0.54398	45.504	0.57051
3.473	67.784	0.37196	70.432	0.35758	3.473	46.97	0.54385	45.496	0.57038
3.5299	67.658	0.37233	70.297	0.35793	3.5299	47.002	0.5434	45.528	0.56986
3.5869	67.591	0.37247	70.226	0.35804	3.5869	47.013	0.54385	45.541	0.5703
3.6438	67.631	0.37347	70.265	0.35905	3.6438	46.967	0.54302	45.494	0.56949
3.7008	67.702	0.37355	70.338	0.35916	3.7008	46.967	0.54196	45.496	0.56842
3.7577	67.679	0.3728	70.314	0.35841	3.7577	47.003	0.54255	45.531	0.56896
3.8146	67.645	0.37339	70.276	0.35898	3.8146	46.963	0.54257	45.492	0.56897
3.8716	67.718	0.37367	70.35	0.35927	3.8716	47.019	0.54059	45.546	0.56692
3.9285	67.667	0.37373	70.295	0.35933	3.9285	47.098	0.53974	45.623	0.56601
3.9854	67.673	0.37382	70.299	0.35942	3.9854	47.069	0.53923	45.596	0.56547
4.0424	67.76	0.37395	70.386	0.35958	4.0424	47.046	0.53875	45.575	0.56498
4.0993	67.873	0.37366	70.501	0.35932	4.0993	47.127	0.53727	45.654	0.5634
4.1562	67.975	0.37301	70.604	0.3587	4.1562	47.162	0.53637	45.69	0.56243
4.2132	67.898	0.37272	70.524	0.35841	4.2132	47.197	0.53629	45.724	0.56231
4.2701	67.913	0.37269	70.538	0.35838	4.2701	47.225	0.53547	45.751	0.56143
4.327	67.965	0.37374	70.588	0.35946	4.327	47.264	0.53446	45.791	0.56038
4.384	68.055	0.37318	70.682	0.35892	4.384	47.246	0.53417	45.774	0.56009
4.4409	68.157	0.37179	70.788	0.35757	4.4409	47.351	0.53436	45.876	0.56023
4.4978	68.206	0.37263	70.837	0.3584	4.4978	47.352	0.53418	45.879	0.56004
4.5548	68.285	0.37231	70.917	0.3581	4.5548	47.445	0.53295	45.967	0.55872
4.6117	68.356	0.37234	70.991	0.35816	4.6117	47.391	0.53273	45.917	0.55853
4.6686	68.339	0.3715	70.973	0.35731	4.6686	47.48	0.53333	46.003	0.55909
4.7256	68.386	0.37055	71.02	0.35638	4.7256	47.526	0.53371	46.051	0.55943
4.7825	68.437	0.37177	71.069	0.35761	4.7825	47.546	0.53254	46.071	0.55822
4.8394	68.479	0.37171	71.112	0.35757	4.8394	47.579	0.53138	46.102	0.557
4.8964	68.497	0.37162	71.129	0.35749	4.8964	47.617	0.5305	46.138	0.55607
4.9533	68.547	0.37046	71.18	0.35635	4.9533	47.685	0.5304	46.206	0.5559
5.0102	68.616	0.37082	71.247	0.35674	5.0102	47.72	0.52885	46.24	0.55427
5.0672	68.694	0.37075	71.326	0.35669	5.0672	47.799	0.52678	46.316	0.5521
5.1241	68.665	0.37112	71.293	0.35706	5.1241	47.811	0.5258	46.328	0.55106
5.1811	68.689	0.37104	71.316	0.35699	5.1811	47.898	0.52526	46.413	0.55043
5.238	68.735	0.36972	71.362	0.35569	5.238	48.054	0.52567	46.569	0.55071
5.2949	68.785	0.36965	71.409	0.35564	5.2949	47.99	0.52384	46.506	0.54881
5.3519	68.823	0.37101	71.445	0.35701	5.3519	47.991	0.52113	46.501	0.54605
5.4088	68.93	0.37091	71.555	0.35693	5.4088	48.064	0.52004	46.573	0.54493
5.4657	68.984	0.37039	71.61	0.35642	5.4657	48.12	0.5202	46.63	0.54504
5.5227	68.952	0.36988	71.576	0.35593	5.5227	48.165	0.52059	46.676	0.5454
5.5796	69.086	0.37017	71.712	0.35626	5.5796	48.129	0.51941	46.64	0.54419
5.6365	69.199	0.37026	71.827	0.35636	5.6365	48.196	0.5164	46.704	0.5411
5.6935	69.27	0.37001	71.899	0.35615	5.6935	48.193	0.51625	46.704	0.54091
5.7504	69.263	0.36919	71.892	0.35534	5.7504	48.248	0.51676	46.757	0.5414
5.8073	69.339	0.36875	71.969	0.35493	5.8073	48.244	0.51584	46.755	0.54044
5.8643	69.427	0.3701	72.057	0.35629	5.8643	48.176	0.51391	46.689	0.5385
5.9212	69.539	0.3698	72.172	0.35602	5.9212	48.302	0.51191	46.81	0.53643
5.9781	69.53	0.36965	72.163	0.35589	5.9781	48.289	0.51206	46.798	0.53658
6.0351	69.619	0.36897	72.255	0.35523	6.0351	48.291	0.51145	46.802	0.53594
6.092	69.691	0.36906	72.326	0.35535	6.092	48.373	0.50997	46.881	0.53437
6.1489	69.771	0.36925	72.407	0.35555	6.1489	48.402	0.50907	46.91	0.53344
6.2059	69.859	0.36926	72.497	0.35559	6.2059	48.397	0.50856	46.904	0.53294
6.2628	69.913	0.36797	72.554	0.35433	6.2628	48.472	0.50915	46.979	0.53349
6.3197	69.949	0.36788	72.589	0.35425	6.3197	48.515	0.5087	47.023	0.53298
6.3767	70	0.369	72.64	0.35537	6.3767	48.496	0.50728	47.003	0.53154
6.4336	70.125	0.36882	72.768	0.35522	6.4336	48.554	0.50632	47.06	0.53053
6.4905	70.112	0.3685	72.753	0.35491	6.4905	48.602	0.50601	47.107	0.53018
6.5475	70.236	0.36774	72.879	0.35418	6.5475	48.646	0.50582	47.153	0.52995
6.6044	70.292	0.36823	72.935	0.35468	6.6044	48.629	0.50565	47.137	0.52974
6.6614	70.371	0.36751	73.018	0.35398	6.6614	48.751	0.50443	47.255	0.52845
6.7183	70.422	0.36737	73.068	0.35385	6.7183	48.771	0.50374	47.274	0.52771
6.7752	70.422	0.3678	73.067	0.35428	6.7752	48.802	0.50309	47.304	0.52703
6.8322	70.45	0.36737	73.094	0.35387	6.8322	48.878	0.50284	47.378	0.52673
6.8891	70.537	0.36772	73.181	0.35425	6.8891	48.833	0.50197	47.334	0.52587
6.946	70.616	0.36795	73.262	0.3545	6.946	48.826	0.50088	47.327	0.52477
7.003	70.668	0.36737	73.315	0.35393	7.003	48.87	0.50153	47.372	0.52536
7.0599	70.734	0.36737	73.383	0.35394	7.0599	48.919	0.50091	47.42	0.52472
7.1168	70.855	0.36595	73.507	0.35256	7.1168	48.975	0.50146	47.475	0.52523
7.1738	70.919	0.36696	73.571	0.35356	7.1738	48.966	0.50037	47.469	0.5241
7.2307	70.944	0.36775	73.594	0.35436	7.2307	48.947	0.49922	47.448	0.52297
7.2876	70.989	0.36803	73.639	0.35466	7.2876	48.962	0.49855	47.463	0.52229
7.3446	71.064	0.36763	73.715	0.35428	7.3446	48.991	0.49843	47.492	0.52214
7.4015	71.143	0.36755	73.797	0.35421	7.4015	48.97	0.49791	47.472	0.52163
7.4584	71.183	0.36713	73.84	0.3538	7.4584	49.005	0.49736	47.506	0.52107
7.5154	71.098	0.36739	73.75	0.35405	7.5154	49.044	0.49698	47.545	0.52066
7.5723	71.217	0.36641	73.873	0.35311	7.5723	49.1	0.49671	47.599	0.52034
7.6292	71.228	0.36695	73.882	0.35365	7.6292	49.081	0.49643	47.582	0.52006
7.6862	71.369	0.36667	74.025	0.35339	7.6862	49.17	0.49508	47.668	0.51865
7.7431	71.391	0.36661	74.045	0.35336	7.7431	49.133	0.49517	47.631	0.51873
7.8	71.402	0.36683	74.053	0.35358	7.8	49.155	0.49491	47.653	0.51842
7.857	71.516	0.36626	74.171	0.35303	7.857	49.238	0.49447	47.734	0.51793
7.9139	71.507	0.36735	74.159	0.35413	7.9139	49.251	0.4936	47.745	0.51704
7.9708	71.586	0.36655	74.239	0.35335	7.9708	49.278	0.49366	47.774	0.51707
8.0278	71.642	0.36676	74.294	0.35358	8.0278	49.262	0.4939	47.761	0.5173
8.0847	71.76	0.36583	74.417	0.35267	8.0847	49.331	0.49288	47.829	0.51623
8.1417	71.776	0.36598	74.432	0.35283	8.1417	49.337	0.49224	47.835	0.51554
8.1986	71.792	0.36609	74.448	0.35294	8.1986	49.346	0.49257	47.846	0.51587
8.2555	71.839	0.36616	74.494	0.35303	8.2555	49.359	0.49174	47.859	0.515
8.3125	71.933	0.36565	74.593	0.35253	8.3125	49.441	0.49091	47.941	0.51415
8.3694	71.936	0.36581	74.595	0.3527	8.3694	49.435	0.49013	47.934	0.51334
8.4263	71.89	0.36642	74.544	0.35331	8.4263	49.466	0.48972	47.965	0.51289
8.4833	71.936	0.36651	74.59	0.3534	8.4833	49.498	0.48918	47.996	0.5123
8.5402	72.007	0.36664	74.664	0.35355	8.5402	49.544	0.48759	48.041	0.51069
8.5971	72.021	0.36591	74.678	0.35282	8.5971	49.571	0.48794	48.067	0.511
8.6541	71.967	0.36684	74.62	0.35374	8.6541	49.541	0.48804	48.04	0.51112
8.711	72.047	0.3663	74.703	0.35322	8.711	49.605	0.48713	48.101	0.51017
8.7679	72.096	0.36621	74.752	0.35315	8.7679	49.651	0.48696	48.148	0.50997
8.8249	72.193	0.36593	74.853	0.35287	8.8249	49.641	0.48717	48.139	0.5102
8.8818	72.13	0.36663	74.786	0.35358	8.8818	49.686	0.48554	48.182	0.50852
8.9387	72.189	0.36723	74.843	0.35418	8.9387	49.651	0.48467	48.147	0.50764
8.9957	72.345	0.36685	75.005	0.35382	8.9957	49.675	0.48353	48.17	0.50647
9.0526	72.313	0.36764	74.97	0.3546	9.0526	49.631	0.4834	48.128	0.50635
9.1095	72.419	0.36699	75.078	0.35398	9.1095	49.67	0.48394	48.167	0.50687
9.1665	72.454	0.36726	75.113	0.35425	9.1665	49.713	0.48262	48.208	0.50554
9.2234	72.497	0.36783	75.156	0.35484	9.2234	49.69	0.48093	48.184	0.50383
9.2803	72.475	0.36867	75.132	0.35568	9.2803	49.64	0.48056	48.136	0.50346
9.3373	72.48	0.36912	75.135	0.35613	9.3373	49.648	0.47971	48.143	0.50259
9.3942	72.534	0.36811	75.19	0.35513	9.3942	49.685	0.48011	48.179	0.50298
9.4512	72.586	0.36815	75.243	0.35517	9.4512	49.724	0.48072	48.218	0.50357
9.5081	72.645	0.36903	75.303	0.35605	9.5081	49.683	0.47886	48.175	0.50174
9.565	72.629	0.36883	75.286	0.35586	9.565	49.695	0.47903	48.188	0.50189
9.622	72.675	0.36879	75.333	0.35584	9.622	49.727	0.47939	48.219	0.50224
9.6789	72.655	0.36922	75.31	0.35627	9.6789	49.738	0.47833	48.227	0.50117
9.7358	72.67	0.36884	75.326	0.35589	9.7358	49.774	0.47826	48.262	0.50107
9.7928	72.734	0.36893	75.391	0.35599	9.7928	49.822	0.4782	48.311	0.501
9.8497	72.826	0.36831	75.486	0.35539	9.8497	49.843	0.47792	48.332	0.50069
9.9066	72.872	0.36809	75.534	0.35518	9.9066	49.869	0.47722	48.357	0.49998
9.9636	72.878	0.36839	75.539	0.35549	9.9636	49.873	0.47737	48.363	0.50014
10.02	72.931	0.36856	75.592	0.35567	10.02	49.897	0.47688	48.386	0.4996
10.077	73.002	0.36792	75.665	0.35504	10.077	49.951	0.47657	48.439	0.49926
10.134	73.011	0.36836	75.674	0.35547	10.134	49.881	0.47625	48.37	0.49897
10.191	72.932	0.36884	75.591	0.35594	10.191	49.851	0.47605	48.34	0.49878
10.248	72.963	0.36865	75.622	0.35575	10.248	49.811	0.47645	48.302	0.4992
10.305	72.958	0.3681	75.616	0.35522	10.305	49.841	0.47635	48.33	0.49908
10.362	72.985	0.36806	75.643	0.35519	10.362	49.847	0.47682	48.339	0.49952
10.419	72.979	0.36854	75.637	0.35566	10.419	49.848	0.4761	48.338	0.49881
10.476	72.963	0.36876	75.619	0.35588	10.476	49.819	0.47633	48.312	0.49903
10.533	72.971	0.36858	75.626	0.35571	10.533	49.866	0.47548	48.357	0.49813
10.59	72.927	0.36841	75.581	0.35554	10.59	49.857	0.4752	48.347	0.49785
10.647	72.888	0.36877	75.54	0.35589	10.647	49.801	0.47578	48.293	0.49844
10.704	73.018	0.36767	75.675	0.35483	10.704	49.822	0.47571	48.313	0.49838
10.761	72.974	0.36807	75.629	0.35521	10.761	49.834	0.47554	48.323	0.4982
10.818	72.852	0.36896	75.503	0.35608	10.818	49.763	0.47586	48.254	0.49854
10.875	72.824	0.36892	75.472	0.35603	10.875	49.763	0.47582	48.255	0.49848
10.931	72.87	0.36833	75.521	0.35545	10.931	49.758	0.47603	48.248	0.4987
10.988	72.955	0.36796	75.608	0.3551	10.988	49.744	0.47592	48.235	0.49861
11.045	72.954	0.36823	75.607	0.35538	11.045	49.786	0.47549	48.276	0.49816
11.102	73.025	0.36788	75.68	0.35504	11.102	49.796	0.4759	48.287	0.49856
11.159	73.069	0.36768	75.726	0.35486	11.159	49.824	0.47544	48.313	0.49808
11.216	73.062	0.36782	75.719	0.355	11.216	49.783	0.47548	48.274	0.49814
11.273	73.078	0.36773	75.736	0.35491	11.273	49.812	0.47496	48.301	0.49762
11.33	72.998	0.36793	75.653	0.3551	11.33	49.791	0.47492	48.281	0.49758
11.387	72.96	0.36802	75.614	0.3552	11.387	49.75	0.47519	48.241	0.49787
11.444	73.104	0.36647	75.765	0.35367	11.444	49.808	0.47564	48.297	0.49833
11.501	73.033	0.36683	75.692	0.35402	11.501	49.769	0.47566	48.259	0.49836
11.558	72.969	0.36679	75.628	0.35396	11.558	49.768	0.47589	48.257	0.4986
11.615	72.972	0.36615	75.63	0.35334	11.615	49.73	0.47701	48.222	0.49974
11.672	73.109	0.36513	75.772	0.35234	11.672	49.791	0.47688	48.282	0.49959
11.729	73.174	0.36512	75.84	0.35234	11.729	49.789	0.47737	48.281	0.50011
11.785	73.218	0.3649	75.886	0.35213	11.785	49.823	0.47725	48.314	0.49998
11.842	73.233	0.36464	75.902	0.35188	11.842	49.806	0.47767	48.297	0.5004
11.899	73.178	0.36449	75.847	0.35171	11.899	49.817	0.47772	48.307	0.50043
11.956	73.079	0.36462	75.744	0.35183	11.956	49.777	0.47769	48.267	0.50042
12.013	73.118	0.36486	75.785	0.35208	12.013	49.758	0.47716	48.247	0.49992
12.07	73.091	0.36449	75.758	0.35171	12.07	49.752	0.4777	48.24	0.50048
12.127	73.035	0.36434	75.701	0.35156	12.127	49.765	0.47822	48.254	0.50099
12.184	72.893	0.36488	75.554	0.35206	12.184	49.747	0.47742	48.232	0.50018
12.241	72.788	0.36533	75.446	0.35248	12.241	49.712	0.47843	48.197	0.5012
12.298	72.867	0.36448	75.529	0.35165	12.298	49.718	0.4794	48.203	0.50221
12.355	72.871	0.36447	75.534	0.35163	12.355	49.686	0.48089	48.174	0.50373
12.412	72.824	0.36506	75.484	0.35223	12.412	49.642	0.48019	48.129	0.50307
12.469	72.78	0.36439	75.44	0.35154	12.469	49.663	0.48137	48.15	0.50426
12.526	72.791	0.36423	75.451	0.35136	12.526	49.634	0.4824	48.123	0.50533
12.583	72.853	0.36483	75.516	0.35197	12.583	49.562	0.48201	48.051	0.50499
12.639	72.819	0.36466	75.481	0.35181	12.639	49.554	0.48266	48.044	0.50563
12.696	72.694	0.36521	75.353	0.35233	12.696	49.508	0.48216	47.997	0.50515
12.753	72.691	0.36422	75.352	0.35135	12.753	49.489	0.4824	47.977	0.50539
12.81	72.643	0.3639	75.304	0.35102	12.81	49.441	0.48381	47.931	0.50685
12.867	72.535	0.36429	75.191	0.35139	12.867	49.429	0.48407	47.92	0.5071
12.924	72.523	0.36402	75.179	0.35113	12.924	49.413	0.48371	47.905	0.50676
12.981	72.525	0.36376	75.183	0.35087	12.981	49.42	0.48321	47.911	0.50626
13.038	72.599	0.36336	75.261	0.3505	13.038	49.443	0.48288	47.932	0.50592
13.095	72.31	0.36449	74.961	0.35158	13.095	49.36	0.48338	47.851	0.50644
13.152	72.34	0.36385	74.993	0.35094	13.152	49.403	0.48396	47.894	0.50696
13.209	72.402	0.36371	75.057	0.35081	13.209	49.405	0.48424	47.896	0.50725
13.266	72.344	0.36402	74.997	0.35111	13.266	49.367	0.48496	47.86	0.50798
13.323	72.386	0.36362	75.042	0.35071	13.323	49.415	0.48505	47.906	0.50807
13.38	72.341	0.36373	74.994	0.35081	13.38	49.413	0.48532	47.906	0.50834
13.437	72.348	0.36331	75.003	0.35039	13.437	49.413	0.48569	47.904	0.50872
13.494	72.336	0.36311	74.99	0.35019	13.494	49.379	0.48646	47.871	0.50952
13.55	72.301	0.36276	74.955	0.34985	13.55	49.398	0.48739	47.889	0.51046
13.607	72.37	0.36202	75.027	0.34912	13.607	49.354	0.48782	47.847	0.51092
13.664	72.364	0.36167	75.021	0.34877	13.664	49.358	0.48764	47.85	0.51073
13.721	72.238	0.3614	74.892	0.34848	13.721	49.376	0.48852	47.867	0.51162
13.778	72.271	0.36012	74.927	0.34721	13.778	49.474	0.48989	47.967	0.51292
13.835	72.335	0.35933	74.995	0.34643	13.835	49.515	0.49044	48.008	0.51345
13.892	72.343	0.35858	75.004	0.34567	13.892	49.552	0.49113	48.046	0.5141
13.949	72.23	0.35912	74.887	0.34619	13.949	49.532	0.491	48.026	0.51395
14.006	72.303	0.35883	74.964	0.3459	14.006	49.54	0.49018	48.031	0.51309
14.063	72.209	0.35948	74.868	0.34652	14.063	49.528	0.48989	48.019	0.51281
14.12	72.106	0.35989	74.761	0.34693	14.12	49.413	0.49042	47.907	0.51343
14.177	72.185	0.35864	74.844	0.34568	14.177	49.426	0.49156	47.921	0.51455
14.234	72.262	0.35897	74.926	0.346	14.234	49.451	0.48984	47.943	0.51287
14.291	72.192	0.35896	74.855	0.34597	14.291	49.41	0.48983	47.901	0.51282
14.348	72.2	0.35959	74.862	0.3466	14.348	49.409	0.48926	47.9	0.51221
14.404	72.083	0.35956	74.742	0.34655	14.404	49.408	0.49	47.897	0.51295
14.461	72.115	0.35893	74.778	0.34593	14.461	49.373	0.49057	47.862	0.5136
14.518	71.985	0.35933	74.645	0.3463	14.518	49.297	0.49105	47.789	0.51413
14.575	72	0.35856	74.662	0.34553	14.575	49.328	0.49144	47.818	0.51448
14.632	72	0.35851	74.661	0.34547	14.632	49.343	0.49236	47.834	0.51536
14.689	72.032	0.35907	74.695	0.34601	14.689	49.378	0.493	47.868	0.51599
14.746	71.948	0.35991	74.609	0.34681	14.746	49.369	0.49367	47.861	0.51668
14.803	71.916	0.36038	74.577	0.34726	14.803	49.309	0.49409	47.804	0.51712
14.86	71.949	0.36011	74.613	0.347	14.86	49.292	0.4941	47.786	0.51711
14.917	71.979	0.36021	74.645	0.34707	14.917	49.294	0.49351	47.785	0.51651
14.974	71.896	0.36112	74.559	0.34795	14.974	49.221	0.49368	47.712	0.51672
15.031	71.809	0.36084	74.472	0.34765	15.031	49.217	0.49435	47.707	0.51741
15.088	71.787	0.36064	74.45	0.34746	15.088	49.166	0.49485	47.657	0.51794
15.145	71.74	0.36059	74.403	0.3474	15.145	49.156	0.49516	47.648	0.51825
15.202	71.708	0.3602	74.373	0.34699	15.202	49.129	0.49529	47.62	0.51843
15.258	71.534	0.35987	74.195	0.34663	15.258	49.086	0.4973	47.579	0.52047
15.315	71.585	0.35965	74.25	0.34641	15.315	49.069	0.49727	47.56	0.52048
15.372	71.465	0.35952	74.128	0.34627	15.372	49.034	0.49756	47.527	0.5208
15.429	71.446	0.35881	74.112	0.34555	15.429	49.023	0.49739	47.513	0.52064
15.486	71.323	0.35862	73.985	0.34534	15.486	49.007	0.49916	47.499	0.5224
15.543	71.28	0.35909	73.942	0.34579	15.543	48.989	0.49902	47.48	0.52229
15.6	71.241	0.35896	73.902	0.34564	15.6	48.946	0.5	47.438	0.5233
15.657	71.128	0.35895	73.784	0.34562	15.657	48.884	0.50105	47.377	0.52437
15.714	71.21	0.35809	73.872	0.34477	15.714	48.897	0.5019	47.39	0.52523
15.771	71.218	0.35789	73.881	0.34456	15.771	48.941	0.5022	47.432	0.52551
15.828	71.166	0.35773	73.828	0.34438	15.828	48.907	0.50352	47.4	0.52685
15.885	71.071	0.35856	73.732	0.34517	15.885	48.908	0.50361	47.4	0.52695
15.942	71.076	0.35831	73.738	0.34492	15.942	48.858	0.50392	47.351	0.52732
15.999	71.046	0.35819	73.709	0.34478	15.999	48.851	0.50404	47.341	0.52746
16.056	70.943	0.35864	73.604	0.34521	16.056	48.815	0.50415	47.305	0.52759
16.113	70.84	0.3591	73.497	0.34565	16.113	48.797	0.50478	47.288	0.52825
16.169	70.777	0.3596	73.434	0.34612	16.169	48.77	0.50484	47.261	0.52836
16.226	70.744	0.35963	73.401	0.34614	16.226	48.732	0.50505	47.221	0.52859
16.283	70.62	0.35982	73.274	0.34631	16.283	48.711	0.50592	47.202	0.52948
16.34	70.563	0.35993	73.216	0.3464	16.34	48.66	0.50622	47.15	0.5298
16.397	70.521	0.36031	73.174	0.34677	16.397	48.653	0.50637	47.142	0.52999
16.454	70.506	0.35969	73.159	0.34616	16.454	48.648	0.50684	47.138	0.53045
16.511	70.341	0.36049	72.987	0.34693	16.511	48.548	0.50748	47.04	0.53115
16.568	70.377	0.36022	73.027	0.34665	16.568	48.557	0.50775	47.047	0.53143
16.625	70.301	0.36053	72.95	0.34693	16.625	48.526	0.50857	47.017	0.53229
16.682	70.193	0.36107	72.838	0.34745	16.682	48.48	0.50945	46.972	0.5332
16.739	70.187	0.36087	72.834	0.34724	16.739	48.487	0.50947	46.978	0.53325
16.796	70.171	0.36107	72.82	0.34743	16.796	48.436	0.50964	46.927	0.53348
16.853	70.101	0.36115	72.75	0.34749	16.853	48.391	0.51037	46.882	0.53425
16.91	70.018	0.36161	72.664	0.34793	16.91	48.386	0.51085	46.877	0.53475
16.967	69.893	0.3622	72.534	0.34849	16.967	48.356	0.51149	46.845	0.53542
17.023	69.8	0.36305	72.438	0.34931	17.023	48.337	0.5116	46.825	0.53556
17.08	69.66	0.36311	72.295	0.34932	17.08	48.273	0.51397	46.765	0.53799
17.137	69.699	0.36356	72.336	0.34978	17.137	48.249	0.51377	46.739	0.53783
17.194	69.705	0.36297	72.346	0.34918	17.194	48.266	0.51418	46.757	0.53826
17.251	69.724	0.36249	72.368	0.34869	17.251	48.264	0.51508	46.755	0.53916
17.308	69.631	0.36371	72.272	0.34988	17.308	48.222	0.51469	46.71	0.53886
17.365	69.437	0.36506	72.07	0.35117	17.365	48.156	0.51539	46.647	0.53961
17.422	69.477	0.36509	72.112	0.3512	17.422	48.133	0.51576	46.623	0.54
