Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	67.791	0.29011	68.968	0.28822	0.055261	44.166	0.36046
0.11052	67.812	0.28958	68.99	0.28769	0.11052	49.983	0.31689
0.16578	67.914	0.28917	69.093	0.28728	0.16578	50.05	0.31663
0.22104	68.027	0.28901	69.208	0.28713	0.22104	50.124	0.31596
0.2763	68.123	0.28897	69.305	0.28709	0.2763	50.187	0.31569
0.33156	68.121	0.28933	69.304	0.28745	0.33156	50.18	0.31642
0.38683	68.242	0.2884	69.427	0.28653	0.38683	50.294	0.31505
0.44209	68.213	0.2879	69.396	0.28604	0.44209	50.229	0.31486
0.49735	68.359	0.2865	69.545	0.28464	0.49735	50.33	0.31505
0.55261	68.419	0.28628	69.606	0.28442	0.55261	50.369	0.3156
0.60787	68.43	0.28678	69.617	0.28492	0.60787	50.384	0.31575
0.66313	68.56	0.28605	69.748	0.2842	0.66313	50.49	0.3155
0.71839	68.661	0.28632	69.851	0.28447	0.71839	50.538	0.31518
0.77365	68.738	0.28578	69.929	0.28393	0.77365	50.599	0.31434
0.82891	68.796	0.28501	69.988	0.28317	0.82891	50.67	0.31471
0.88417	68.827	0.28559	70.02	0.28375	0.88417	50.668	0.31429
0.93943	68.888	0.28559	70.081	0.28375	0.93943	50.714	0.31407
0.99469	69.034	0.28417	70.23	0.28234	0.99469	50.858	0.31324
1.05	69.164	0.28361	70.362	0.28178	1.05	50.946	0.31345
1.1052	69.197	0.28446	70.395	0.28263	1.1052	50.999	0.31189
1.1605	69.291	0.28413	70.49	0.2823	1.1605	51.109	0.31211
1.2157	69.346	0.28519	70.546	0.28336	1.2157	51.168	0.31175
1.271	69.453	0.28617	70.654	0.28435	1.271	51.147	0.30957
1.3263	69.526	0.28604	70.728	0.28421	1.3263	51.182	0.30925
1.3815	69.696	0.28582	70.901	0.284	1.3815	51.302	0.30821
1.4368	69.712	0.28588	70.918	0.28407	1.4368	51.329	0.30774
1.492	69.871	0.28547	71.079	0.28365	1.492	51.426	0.30789
1.5473	69.951	0.28559	71.16	0.28377	1.5473	51.487	0.30757
1.6026	70.086	0.28507	71.297	0.28326	1.6026	51.536	0.30771
1.6578	70.149	0.28512	71.361	0.28331	1.6578	51.586	0.30811
1.7131	70.209	0.28548	71.422	0.28368	1.7131	51.602	0.30773
1.7683	70.296	0.28556	71.51	0.28376	1.7683	51.638	0.30738
1.8236	70.287	0.28599	71.5	0.28419	1.8236	51.647	0.30748
1.8789	70.436	0.28566	71.652	0.28386	1.8789	51.731	0.30639
1.9341	70.489	0.28572	71.706	0.28393	1.9341	51.765	0.30687
1.9894	70.606	0.28537	71.824	0.28358	1.9894	51.854	0.30618
2.0447	70.615	0.28603	71.834	0.28424	2.0447	51.831	0.30624
2.0999	70.643	0.28612	71.861	0.28433	2.0999	51.863	0.30603
2.1552	70.771	0.28599	71.991	0.2842	2.1552	51.93	0.30546
2.2104	70.856	0.28611	72.078	0.28432	2.2104	51.955	0.30542
2.2657	70.976	0.28599	72.199	0.28421	2.2657	52.007	0.30504
2.321	71.083	0.28563	72.309	0.28386	2.321	52.076	0.30445
2.3762	71.199	0.28545	72.426	0.28367	2.3762	52.112	0.30411
2.4315	71.306	0.28451	72.535	0.28274	2.4315	52.234	0.30368
2.4867	71.326	0.28423	72.555	0.28246	2.4867	52.284	0.30333
2.542	71.369	0.2839	72.598	0.28214	2.542	52.334	0.30267
2.5973	71.335	0.28378	72.564	0.28201	2.5973	52.337	0.3027
2.6525	71.492	0.28313	72.723	0.28137	2.6525	52.423	0.30206
2.7078	71.598	0.28267	72.831	0.28091	2.7078	52.455	0.30263
2.763	71.714	0.28228	72.949	0.28053	2.763	52.534	0.30201
2.8183	71.85	0.28203	73.086	0.28028	2.8183	52.602	0.30158
2.8736	71.953	0.28139	73.192	0.27965	2.8736	52.669	0.30157
2.9288	71.99	0.28181	73.228	0.28007	2.9288	52.685	0.30158
2.9841	72.063	0.28242	73.303	0.28067	2.9841	52.709	0.30105
3.0393	72.194	0.28231	73.436	0.28057	3.0393	52.768	0.30067
3.0946	72.246	0.28218	73.489	0.28045	3.0946	52.802	0.30063
3.1499	72.317	0.28243	73.561	0.2807	3.1499	52.843	0.2998
3.2051	72.405	0.282	73.649	0.28027	3.2051	52.91	0.30007
3.2604	72.515	0.28218	73.761	0.28046	3.2604	52.95	0.29962
3.3156	72.606	0.28199	73.853	0.28027	3.3156	52.974	0.29988
3.3709	72.762	0.28138	74.012	0.27967	3.3709	53.073	0.29973
3.4262	72.797	0.28132	74.048	0.2796	3.4262	53.11	0.29994
3.4814	72.773	0.28162	74.023	0.27991	3.4814	53.099	0.30045
3.5367	72.91	0.28132	74.162	0.27961	3.5367	53.15	0.30001
3.592	73.02	0.2814	74.273	0.27969	3.592	53.209	0.29949
3.6472	73.001	0.28175	74.254	0.28003	3.6472	53.199	0.29928
3.7025	73.055	0.28202	74.309	0.28031	3.7025	53.212	0.29865
3.7577	73.203	0.28126	74.459	0.27955	3.7577	53.294	0.29869
3.813	73.253	0.28128	74.51	0.27957	3.813	53.335	0.29831
3.8683	73.33	0.28138	74.588	0.27967	3.8683	53.358	0.29819
3.9235	73.404	0.28137	74.663	0.27967	3.9235	53.4	0.29778
3.9788	73.457	0.28162	74.717	0.27992	3.9788	53.427	0.29707
4.034	73.464	0.28203	74.724	0.28033	4.034	53.413	0.297
4.0893	73.492	0.28201	74.752	0.2803	4.0893	53.441	0.29666
4.1446	73.616	0.28153	74.878	0.27983	4.1446	53.498	0.29662
4.1998	73.724	0.28128	74.988	0.27958	4.1998	53.558	0.29611
4.2551	73.685	0.28193	74.947	0.28023	4.2551	53.537	0.29562
4.3103	73.893	0.28165	75.16	0.27995	4.3103	53.608	0.29517
4.3656	74.075	0.28067	75.344	0.27898	4.3656	53.7	0.29459
4.4209	74.138	0.28035	75.408	0.27867	4.4209	53.796	0.29466
4.4761	74.128	0.28028	75.397	0.27859	4.4761	53.775	0.29519
4.5314	74.18	0.2804	75.45	0.27872	4.5314	53.801	0.2949
4.5866	74.26	0.28033	75.532	0.27865	4.5866	53.844	0.29432
4.6419	74.351	0.27995	75.624	0.27827	4.6419	53.902	0.29374
4.6972	74.317	0.28043	75.589	0.27876	4.6972	53.861	0.29361
4.7524	74.417	0.27968	75.691	0.27801	4.7524	53.945	0.29385
4.8077	74.361	0.28061	75.634	0.27894	4.8077	53.877	0.29428
4.863	74.526	0.28047	75.801	0.2788	4.863	53.975	0.29346
4.9182	74.606	0.28047	75.882	0.2788	4.9182	53.989	0.29332
4.9735	74.743	0.28002	76.022	0.27836	4.9735	54.049	0.29276
5.0287	74.827	0.27991	76.107	0.27825	5.0287	54.073	0.29264
5.084	74.909	0.27923	76.191	0.27757	5.084	54.131	0.29295
5.1393	75.008	0.27886	76.291	0.27721	5.1393	54.158	0.29243
5.1945	75.114	0.27854	76.398	0.27689	5.1945	54.183	0.29226
5.2498	75.231	0.27839	76.518	0.27674	5.2498	54.257	0.29163
5.305	75.256	0.27845	76.542	0.2768	5.305	54.264	0.29198
5.3603	75.346	0.27834	76.634	0.27669	5.3603	54.298	0.29195
5.4156	75.428	0.27829	76.717	0.27664	5.4156	54.322	0.29192
5.4708	75.451	0.27828	76.741	0.27664	5.4708	54.348	0.29229
5.5261	75.512	0.27817	76.802	0.27652	5.5261	54.376	0.29211
5.5813	75.562	0.27842	76.853	0.27678	5.5813	54.394	0.29185
5.6366	75.633	0.27809	76.925	0.27644	5.6366	54.421	0.29271
5.6919	75.676	0.27924	76.969	0.2776	5.6919	54.426	0.29193
5.7471	75.827	0.27912	77.122	0.27749	5.7471	54.495	0.29139
5.8024	75.877	0.2792	77.173	0.27756	5.8024	54.5	0.29121
5.8576	75.917	0.27914	77.214	0.2775	5.8576	54.538	0.29109
5.9129	75.992	0.27973	77.289	0.2781	5.9129	54.56	0.29044
5.9682	76.077	0.27941	77.376	0.27778	5.9682	54.577	0.29117
6.0234	76.3	0.27929	77.602	0.27766	6.0234	54.68	0.28967
6.0787	76.41	0.27936	77.714	0.27773	6.0787	54.721	0.28913
6.134	76.411	0.27942	77.715	0.27779	6.134	54.724	0.28922
6.1892	76.46	0.27924	77.765	0.27761	6.1892	54.765	0.28925
6.2445	76.543	0.27965	77.849	0.27803	6.2445	54.783	0.28909
6.2997	76.656	0.27978	77.964	0.27815	6.2997	54.848	0.28847
6.355	76.669	0.27988	77.977	0.27826	6.355	54.853	0.28828
6.4103	76.682	0.28044	77.99	0.27882	6.4103	54.785	0.28851
6.4655	76.877	0.27978	78.187	0.27817	6.4655	54.889	0.28842
6.5208	76.977	0.27975	78.289	0.27813	6.5208	54.934	0.2883
6.576	76.97	0.28035	78.282	0.27873	6.576	54.929	0.28862
6.6313	77.057	0.28048	78.37	0.27887	6.6313	54.929	0.28868
6.6866	77.175	0.27966	78.49	0.27804	6.6866	55.031	0.2884
6.7418	77.151	0.27927	78.465	0.27765	6.7418	55.046	0.28953
6.7971	77.183	0.27937	78.498	0.27776	6.7971	55.035	0.2896
6.8523	77.184	0.27999	78.498	0.27837	6.8523	55.01	0.28998
6.9076	77.31	0.27995	78.626	0.27834	6.9076	55.072	0.28935
6.9629	77.356	0.28013	78.674	0.27852	6.9629	55.063	0.28907
7.0181	77.391	0.28031	78.709	0.2787	7.0181	55.065	0.28947
7.0734	77.536	0.2802	78.856	0.2786	7.0734	55.109	0.28949
7.1286	77.643	0.27958	78.965	0.27798	7.1286	55.147	0.29002
7.1839	77.628	0.28001	78.95	0.27841	7.1839	55.136	0.28961
7.2392	77.73	0.2795	79.053	0.2779	7.2392	55.176	0.2897
7.2944	77.744	0.27932	79.067	0.27772	7.2944	55.228	0.28881
7.3497	77.767	0.27924	79.09	0.27764	7.3497	55.22	0.28831
7.405	77.825	0.27908	79.15	0.27748	7.405	55.21	0.28806
7.4602	77.816	0.27894	79.14	0.27734	7.4602	55.199	0.28832
7.5155	77.915	0.27897	79.241	0.27737	7.5155	55.256	0.28762
7.5707	77.941	0.27899	79.266	0.27739	7.5707	55.251	0.28761
7.626	78.049	0.27847	79.377	0.27688	7.626	55.302	0.28797
7.6813	78.059	0.2786	79.386	0.27701	7.6813	55.374	0.28714
7.7365	78.02	0.27912	79.347	0.27753	7.7365	55.324	0.28795
7.7918	78.225	0.27839	79.555	0.27679	7.7918	55.399	0.28821
7.847	78.245	0.27881	79.576	0.27722	7.847	55.414	0.2876
7.9023	78.28	0.27853	79.611	0.27694	7.9023	55.443	0.28718
7.9576	78.379	0.27783	79.711	0.27624	7.9576	55.501	0.28805
8.0128	78.446	0.27791	79.779	0.27632	8.0128	55.558	0.28806
8.0681	78.455	0.27791	79.788	0.27633	8.0681	55.596	0.28804
8.1233	78.511	0.27828	79.844	0.2767	8.1233	55.569	0.28817
8.1786	78.61	0.27792	79.945	0.27633	8.1786	55.654	0.2877
8.2339	78.634	0.27873	79.97	0.27714	8.2339	55.669	0.28691
8.2891	78.642	0.27876	79.977	0.27718	8.2891	55.638	0.28661
8.3444	78.772	0.27837	80.11	0.27679	8.3444	55.618	0.28682
8.3996	78.8	0.27792	80.138	0.27634	8.3996	55.716	0.28655
8.4549	78.724	0.27924	80.06	0.27766	8.4549	55.653	0.28622
8.5102	78.777	0.27827	80.114	0.2767	8.5102	55.756	0.28509
8.5654	78.731	0.27805	80.068	0.27647	8.5654	55.718	0.28567
8.6207	78.73	0.27816	80.067	0.27658	8.6207	55.703	0.28501
8.676	78.783	0.27781	80.121	0.27623	8.676	55.683	0.28521
8.7312	78.855	0.27737	80.193	0.2758	8.7312	55.762	0.28559
8.7865	78.779	0.27821	80.117	0.27663	8.7865	55.69	0.28594
8.8417	78.777	0.2773	80.114	0.27572	8.8417	55.703	0.28635
8.897	78.785	0.2765	80.123	0.27492	8.897	55.702	0.28813
8.9523	78.893	0.27731	80.232	0.27574	8.9523	55.733	0.28652
9.0075	78.884	0.2773	80.222	0.27573	9.0075	55.772	0.28676
9.0628	78.841	0.27703	80.18	0.27546	9.0628	55.789	0.28738
9.118	78.908	0.27646	80.247	0.2749	9.118	55.799	0.28815
9.1733	78.96	0.27659	80.3	0.27502	9.1733	55.831	0.28775
9.2286	78.955	0.27648	80.295	0.27491	9.2286	55.842	0.28788
9.2838	78.983	0.27574	80.324	0.27418	9.2838	55.88	0.28871
9.3391	78.976	0.27596	80.316	0.27439	9.3391	55.891	0.28901
9.3943	78.882	0.27655	80.221	0.27499	9.3943	55.846	0.28933
9.4496	79.006	0.27671	80.347	0.27515	9.4496	55.846	0.28889
9.5049	79.029	0.27664	80.37	0.27508	9.5049	55.846	0.2891
9.5601	79.157	0.27665	80.5	0.27509	9.5601	55.885	0.28922
9.6154	79.122	0.27699	80.464	0.27542	9.6154	55.872	0.2899
9.6706	79.21	0.27721	80.553	0.27565	9.6706	55.877	0.28989
9.7259	79.248	0.27712	80.592	0.27556	9.7259	55.892	0.2901
9.7812	79.25	0.27767	80.594	0.27611	9.7812	55.895	0.29054
9.8364	79.386	0.27687	80.732	0.27532	9.8364	55.998	0.29045
9.8917	79.472	0.27679	80.82	0.27524	9.8917	56.023	0.29066
9.9469	79.521	0.27726	80.869	0.2757	9.9469	56.053	0.29025
10.002	79.536	0.27743	80.884	0.27587	10.002	56.08	0.29072
10.057	79.539	0.27848	80.887	0.27692	10.057	56.092	0.29014
10.113	79.681	0.27784	81.031	0.27628	10.113	56.176	0.28995
10.168	79.638	0.27909	80.987	0.27754	10.168	56.084	0.29026
10.223	79.74	0.27854	81.091	0.27698	10.223	56.126	0.29029
10.279	79.729	0.27928	81.08	0.27772	10.279	56.104	0.29038
10.334	79.844	0.27904	81.197	0.27748	10.334	56.133	0.29087
10.389	79.973	0.27845	81.328	0.2769	10.389	56.204	0.29032
10.444	79.872	0.27796	81.225	0.2764	10.444	56.18	0.29183
10.5	79.981	0.27828	81.335	0.27672	10.5	56.197	0.29164
10.555	80.118	0.27849	81.475	0.27694	10.555	56.247	0.2911
10.61	80.098	0.2785	81.454	0.27694	10.61	56.291	0.29116
10.665	80.044	0.2792	81.399	0.27764	10.665	56.279	0.29094
10.721	80.113	0.27878	81.469	0.27723	10.721	56.29	0.29131
10.776	80.185	0.27826	81.542	0.27671	10.776	56.336	0.29199
10.831	80.119	0.27878	81.475	0.27723	10.831	56.303	0.29259
10.886	80.311	0.27806	81.671	0.27651	10.886	56.381	0.29282
10.942	80.266	0.27839	81.624	0.27684	10.942	56.385	0.29315
10.997	80.343	0.27843	81.702	0.27688	10.997	56.381	0.29304
11.052	80.333	0.27845	81.692	0.2769	11.052	56.394	0.29362
11.107	80.431	0.27907	81.792	0.27752	11.107	56.453	0.29227
11.163	80.557	0.27908	81.92	0.27754	11.163	56.5	0.29141
11.218	80.593	0.279	81.956	0.27746	11.218	56.504	0.29141
11.273	80.586	0.279	81.949	0.27746	11.273	56.542	0.29134
11.328	80.567	0.27975	81.93	0.2782	11.328	56.542	0.2901
11.384	80.551	0.27976	81.913	0.27822	11.384	56.531	0.29028
11.439	80.638	0.27987	82.002	0.27832	11.439	56.534	0.28919
11.494	80.572	0.28056	81.934	0.27901	11.494	56.488	0.28822
11.55	80.661	0.28029	82.025	0.27875	11.55	56.557	0.28718
11.605	80.728	0.27956	82.093	0.27802	11.605	56.605	0.28747
11.66	80.767	0.28	82.133	0.27846	11.66	56.647	0.28667
11.715	80.744	0.28002	82.11	0.27848	11.715	56.688	0.28686
11.771	80.712	0.28001	82.077	0.27847	11.771	56.745	0.28698
11.826	80.791	0.28073	82.157	0.27919	11.826	56.744	0.28616
11.881	80.723	0.28052	82.087	0.27898	11.881	56.734	0.28607
11.936	80.744	0.28003	82.109	0.27849	11.936	56.727	0.28665
11.992	80.904	0.27957	82.272	0.27803	11.992	56.816	0.28588
12.047	80.722	0.27935	82.087	0.27781	12.047	56.798	0.28733
12.102	80.775	0.279	82.14	0.27746	12.102	56.844	0.28768
12.157	80.747	0.27955	82.112	0.278	12.157	56.833	0.28736
12.213	80.804	0.27947	82.17	0.27793	12.213	56.823	0.28751
12.268	80.847	0.27887	82.213	0.27733	12.268	56.868	0.28778
12.323	80.759	0.27954	82.124	0.27799	12.323	56.859	0.28769
12.378	80.762	0.27963	82.127	0.27808	12.378	56.827	0.28825
12.434	80.85	0.27943	82.216	0.27788	12.434	56.88	0.28809
12.489	80.846	0.28012	82.212	0.27858	12.489	56.883	0.28798
12.544	80.881	0.28054	82.248	0.279	12.544	56.932	0.28712
12.599	80.792	0.28108	82.157	0.27953	12.599	56.942	0.28728
12.655	80.749	0.28154	82.114	0.27999	12.655	56.983	0.28676
