Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	51.779	0.30557	54.715	0.27458	0.055261	57.956	0.39409
0.11052	51.773	0.30594	54.705	0.27491	0.11052	57.899	0.3951
0.16578	51.818	0.30634	54.751	0.2753	0.16578	57.946	0.39362
0.22104	51.89	0.30559	54.826	0.27464	0.22104	58.01	0.39305
0.2763	51.91	0.30548	54.845	0.27451	0.2763	58.018	0.39412
0.33156	51.921	0.3057	54.855	0.27475	0.33156	57.987	0.39298
0.38683	51.948	0.30684	54.879	0.2759	0.38683	57.966	0.392
0.44209	51.988	0.30733	54.92	0.2764	0.44209	57.989	0.39142
0.49735	52.036	0.30748	54.968	0.27658	0.49735	57.996	0.3914
0.55261	52.051	0.30702	54.985	0.27618	0.55261	58.043	0.39045
0.60787	52.05	0.30704	54.983	0.27617	0.60787	58.053	0.39137
0.66313	52.053	0.30807	54.982	0.27723	0.66313	57.989	0.38997
0.71839	52.113	0.30718	55.046	0.27641	0.71839	58.017	0.39024
0.77365	52.106	0.30748	55.036	0.27673	0.77365	58.003	0.39013
0.82891	52.137	0.30641	55.067	0.27575	0.82891	58.044	0.39071
0.88417	52.184	0.30631	55.117	0.27569	0.88417	58.032	0.39139
0.93943	52.169	0.30631	55.102	0.27575	0.93943	57.977	0.39066
0.99469	52.181	0.3056	55.116	0.27508	0.99469	58.009	0.39095
1.05	52.145	0.30657	55.074	0.276	1.05	57.943	0.39032
1.1052	52.227	0.30657	55.158	0.27607	1.1052	57.978	0.3901
1.1605	52.243	0.30705	55.172	0.27655	1.1605	57.994	0.39042
1.2157	52.249	0.30662	55.178	0.27618	1.2157	58.01	0.39044
1.271	52.237	0.30799	55.162	0.27754	1.271	57.91	0.39036
1.3263	52.393	0.30606	55.327	0.27577	1.3263	58.087	0.38965
1.3815	52.396	0.30549	55.329	0.27529	1.3815	58.103	0.38993
1.4368	52.388	0.30431	55.32	0.27415	1.4368	58.164	0.39151
1.492	52.495	0.30366	55.429	0.27354	1.492	58.218	0.39266
1.5473	52.538	0.30387	55.471	0.27372	1.5473	58.241	0.39372
1.6026	52.596	0.30367	55.528	0.27349	1.6026	58.233	0.39536
1.6578	52.659	0.30371	55.59	0.27353	1.6578	58.313	0.39521
1.7131	52.726	0.30451	55.654	0.2743	1.7131	58.338	0.39422
1.7683	52.797	0.30379	55.725	0.27366	1.7683	58.38	0.39471
1.8236	52.818	0.30302	55.748	0.27292	1.8236	58.488	0.3949
1.8789	52.878	0.30275	55.808	0.27269	1.8789	58.546	0.39391
1.9341	52.914	0.30239	55.843	0.27243	1.9341	58.54	0.39249
1.9894	52.929	0.3011	55.86	0.27124	1.9894	58.621	0.39224
2.0447	52.905	0.29994	55.835	0.27009	2.0447	58.666	0.39383
2.0999	53.015	0.29923	55.95	0.26944	2.0999	58.788	0.39203
