Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	60.449	0.24073
0.11052	60.494	0.23802
0.16578	60.542	0.23899
0.22104	60.591	0.23875
0.2763	60.558	0.23947
0.33156	60.683	0.23716
0.38683	60.659	0.23672
0.44209	60.794	0.23571
0.49735	60.757	0.23619
0.55261	60.844	0.23528
0.60787	60.789	0.23575
0.66313	60.85	0.23595
0.71839	60.923	0.23504
0.77365	60.934	0.23412
0.82891	60.859	0.23557
0.88417	60.863	0.23609
0.93943	60.877	0.23653
0.99469	60.921	0.23568
1.05	60.933	0.23415
1.1052	60.954	0.23429
1.1605	61.069	0.23445
1.2157	60.996	0.23476
1.271	60.91	0.23399
1.3263	60.933	0.23351
1.3815	60.963	0.23379
1.4368	60.988	0.23407
1.492	61.008	0.23321
1.5473	61.019	0.23273
1.6026	61.134	0.2314
1.6578	61.196	0.23137
1.7131	61.209	0.23171
1.7683	61.292	0.23208
1.8236	61.419	0.23134
1.8789	61.404	0.23153
1.9341	61.405	0.23137
1.9894	61.498	0.23235
2.0447	61.46	0.23137
2.0999	61.511	0.23081
2.1552	61.462	0.23071
2.2104	61.529	0.23023
2.2657	61.631	0.23005
2.321	61.708	0.22899
2.3762	61.734	0.2293
2.4315	61.704	0.22948
2.4867	61.747	0.22957
2.542	61.732	0.22927
2.5973	61.8	0.22844
2.6525	61.864	0.22851
2.7078	61.915	0.22782
2.763	62.125	0.22641
2.8183	62.15	0.22645
2.8736	62.1	0.2267
2.9288	62.184	0.22573
2.9841	62.362	0.22434
3.0393	62.387	0.22364
3.0946	62.453	0.22346
3.1499	62.539	0.22308
3.2051	62.638	0.22319
3.2604	62.664	0.22201
3.3156	62.772	0.22133
3.3709	62.685	0.22153
3.4262	62.7	0.22052
3.4814	62.708	0.21999
3.5367	62.69	0.22
3.592	62.712	0.22019
3.6472	62.738	0.21969
3.7025	62.725	0.21943
3.7577	62.828	0.21887
3.813	62.837	0.21913
3.8683	62.863	0.21866
3.9235	62.899	0.21894
3.9788	63.014	0.21887
4.034	63.048	0.21793
4.0893	63.065	0.21829
4.1446	63.118	0.21791
4.1998	63.008	0.21794
4.2551	63.042	0.21753
4.3103	63.114	0.21803
4.3656	63.161	0.21768
4.4209	63.193	0.21676
4.4761	63.164	0.21737
4.5314	63.157	0.21726
4.5866	63.235	0.21668
4.6419	63.212	0.21604
4.6972	63.211	0.21605
4.7524	63.261	0.21629
4.8077	63.423	0.21618
4.863	63.409	0.21638
4.9182	63.442	0.2162
4.9735	63.434	0.21593
5.0287	63.503	0.21542
5.084	63.533	0.21533
5.1393	63.582	0.21586
5.1945	63.581	0.21588
5.2498	63.611	0.21603
5.305	63.634	0.21559
5.3603	63.663	0.21548
5.4156	63.708	0.21515
5.4708	63.703	0.21491
5.5261	63.757	0.21442
5.5813	63.774	0.21458
5.6366	63.802	0.21454
5.6919	63.869	0.21433
5.7471	63.925	0.21406
5.8024	63.932	0.21354
5.8576	63.954	0.21332
5.9129	63.978	0.21308
5.9682	64.075	0.21268
6.0234	64.088	0.21308
6.0787	64.11	0.21302
6.134	64.173	0.21211
6.1892	64.139	0.21201
6.2445	64.186	0.21191
6.2997	64.228	0.21216
6.355	64.238	0.21285
6.4103	64.301	0.21257
6.4655	64.264	0.21308
6.5208	64.362	0.21238
6.576	64.359	0.21222
6.6313	64.385	0.2123
6.6866	64.412	0.21294
6.7418	64.471	0.21265
6.7971	64.416	0.21303
6.8523	64.495	0.21342
6.9076	64.512	0.21374
6.9629	64.501	0.214
7.0181	64.528	0.21315
7.0734	64.529	0.2136
7.1286	64.564	0.2139
7.1839	64.524	0.21373
7.2392	64.586	0.21402
7.2944	64.584	0.21411
7.3497	64.609	0.21376
7.405	64.589	0.21371
7.4602	64.64	0.21328
7.5155	64.632	0.2129
7.5707	64.701	0.21304
7.626	64.705	0.2138
7.6813	64.701	0.21381
7.7365	64.7	0.21386
7.7918	64.686	0.21385
7.847	64.694	0.21406
7.9023	64.73	0.21453
7.9576	64.767	0.21467
8.0128	64.785	0.21449
8.0681	64.724	0.21459
8.1233	64.753	0.21444
8.1786	64.791	0.21504
8.2339	64.801	0.21601
8.2891	64.815	0.21578
8.3444	64.886	0.21546
8.3996	64.887	0.21527
8.4549	64.85	0.21448
8.5102	64.869	0.21517
8.5654	64.874	0.21598
8.6207	64.876	0.21574
8.676	64.815	0.21606
8.7312	64.879	0.2167
8.7865	64.953	0.21625
8.8417	64.959	0.21564
8.897	64.974	0.21566
8.9523	65.003	0.21566
9.0075	65.043	0.21589
9.0628	65.035	0.21555
9.118	64.984	0.21494
9.1733	65.007	0.21497
9.2286	65.053	0.21461
9.2838	65.032	0.21434
9.3391	65.051	0.21439
9.3943	65.081	0.21533
9.4496	65.093	0.21473
9.5049	65.048	0.21453
9.5601	65.034	0.21482
9.6154	65.104	0.21426
9.6706	65.11	0.2146
9.7259	65.12	0.21509
9.7812	65.138	0.2151
9.8364	65.139	0.21466
9.8917	65.129	0.21495
9.9469	65.117	0.2151
10.002	65.14	0.21534
10.057	65.138	0.21458
10.113	65.128	0.2149
10.168	65.107	0.21486
10.223	65.104	0.21465
10.279	65.09	0.21441
10.334	65.092	0.21482
10.389	65.122	0.21501
10.444	65.061	0.21489
10.5	65.105	0.21487
10.555	65.098	0.21495
10.61	65.069	0.21485
10.665	65.071	0.21522
10.721	65.053	0.21525
10.776	65.044	0.21488
10.831	65.048	0.21497
10.886	65.071	0.2155
10.942	65.05	0.2157
10.997	65.068	0.21535
11.052	65.014	0.21487
11.107	65.051	0.21449
11.163	64.975	0.21452
11.218	65.005	0.21471
11.273	64.964	0.21494
11.328	64.954	0.21519
11.384	64.949	0.21541
11.439	64.931	0.21536
11.494	64.899	0.21511
11.55	64.904	0.21482
11.605	64.835	0.21429
11.66	64.871	0.2141
11.715	64.821	0.21376
11.771	64.784	0.21435
11.826	64.776	0.21443
11.881	64.739	0.21476
11.936	64.751	0.21465
11.992	64.705	0.21416
12.047	64.705	0.2138
12.102	64.709	0.21366
12.157	64.652	0.21379
12.213	64.646	0.21404
12.268	64.608	0.214
12.323	64.611	0.21335
12.378	64.57	0.21393
12.434	64.549	0.21436
12.489	64.527	0.21498
12.544	64.583	0.21496
12.599	64.496	0.21571
12.655	64.477	0.21555
