Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	60.779	0.21791	65.258	0.18784	0.055261	43.398	0.61713
0.11052	60.771	0.2179	65.248	0.18783	0.11052	43.439	0.61722
0.16578	60.799	0.21766	65.277	0.1876	0.16578	43.475	0.61687
0.22104	60.826	0.21791	65.304	0.18788	0.22104	43.489	0.61597
0.2763	60.812	0.21805	65.288	0.18805	0.2763	43.485	0.61581
0.33156	60.873	0.21808	65.351	0.18811	0.33156	43.51	0.61466
0.38683	60.921	0.21787	65.403	0.18797	0.38683	43.537	0.6144
0.44209	60.925	0.21748	65.405	0.18758	0.44209	43.579	0.61497
0.49735	60.883	0.21723	65.359	0.18732	0.49735	43.568	0.61623
0.55261	60.964	0.21731	65.441	0.18743	0.55261	43.631	0.61448
0.60787	61.035	0.21749	65.516	0.18764	0.60787	43.68	0.61255
0.66313	61.069	0.21732	65.551	0.18751	0.66313	43.696	0.61277
0.71839	61.098	0.21678	65.581	0.187	0.71839	43.719	0.61321
0.77365	61.175	0.21559	65.663	0.18589	0.77365	43.784	0.61504
0.82891	61.239	0.21446	65.731	0.18483	0.82891	43.851	0.61615
0.88417	61.29	0.21463	65.782	0.18502	0.88417	43.88	0.61578
0.93943	61.304	0.21455	65.795	0.18494	0.93943	43.928	0.61483
0.99469	61.377	0.21476	65.87	0.18514	0.99469	43.959	0.61223
1.05	61.455	0.21509	65.951	0.18553	1.05	44	0.61069
1.1052	61.432	0.21536	65.924	0.18579	1.1052	43.971	0.61228
1.1605	61.411	0.21477	65.904	0.18521	1.1605	44.015	0.61318
1.2157	61.499	0.21432	65.996	0.18481	1.2157	43.997	0.61398
1.271	61.572	0.2141	66.072	0.18458	1.271	44.076	0.61329
1.3263	61.613	0.21435	66.113	0.18482	1.3263	44.102	0.61274
1.3815	61.631	0.21456	66.132	0.18505	1.3815	44.128	0.61197
1.4368	61.688	0.21445	66.19	0.18499	1.4368	44.17	0.61201
1.492	61.717	0.21378	66.221	0.18436	1.492	44.221	0.61185
1.5473	61.76	0.21336	66.265	0.18397	1.5473	44.261	0.61078
1.6026	61.811	0.21393	66.314	0.18453	1.6026	44.305	0.60948
1.6578	61.857	0.21394	66.361	0.18457	1.6578	44.314	0.60948
1.7131	61.877	0.21361	66.381	0.18427	1.7131	44.362	0.60939
1.7683	61.938	0.21317	66.444	0.18386	1.7683	44.405	0.60987
1.8236	61.964	0.21277	66.473	0.18351	1.8236	44.43	0.61001
1.8789	61.959	0.21234	66.468	0.1831	1.8789	44.471	0.61016
1.9341	62.024	0.21231	66.533	0.18306	1.9341	44.508	0.60984
1.9894	62.063	0.21279	66.572	0.18355	1.9894	44.537	0.60885
2.0447	62.068	0.21297	66.577	0.18372	2.0447	44.551	0.60911
2.0999	62.125	0.21262	66.636	0.1834	2.0999	44.592	0.60873
2.1552	62.2	0.21255	66.714	0.18336	2.1552	44.631	0.60802
2.2104	62.209	0.21281	66.722	0.18359	2.2104	44.64	0.60744
2.2657	62.25	0.21266	66.766	0.18345	2.2657	44.687	0.60794
2.321	62.327	0.21268	66.845	0.18352	2.321	44.729	0.60654
2.3762	62.341	0.21304	66.858	0.18392	2.3762	44.73	0.60575
2.4315	62.339	0.21243	66.858	0.18331	2.4315	44.761	0.60607
2.4867	62.374	0.21243	66.895	0.18332	2.4867	44.731	0.60616
2.542	62.418	0.21255	66.939	0.18343	2.542	44.747	0.60575
2.5973	62.51	0.21241	67.035	0.18334	2.5973	44.804	0.60564
2.6525	62.519	0.21273	67.043	0.18365	2.6525	44.786	0.60539
2.7078	62.525	0.21324	67.047	0.18414	2.7078	44.758	0.60537
2.763	62.572	0.21295	67.095	0.18386	2.763	44.798	0.60523
2.8183	62.635	0.213	67.16	0.18397	2.8183	44.857	0.60368
2.8736	62.58	0.21338	67.102	0.18433	2.8736	44.792	0.6042
2.9288	62.595	0.21327	67.116	0.18423	2.9288	44.793	0.60413
2.9841	62.694	0.21309	67.219	0.18408	2.9841	44.822	0.60348
3.0393	62.754	0.21283	67.281	0.18384	3.0393	44.858	0.60326
3.0946	62.768	0.21311	67.295	0.18412	3.0946	44.905	0.60278
3.1499	62.74	0.2134	67.265	0.18437	3.1499	44.866	0.60352
3.2051	62.787	0.21352	67.314	0.18453	3.2051	44.879	0.60289
3.2604	62.888	0.21267	67.42	0.18374	3.2604	44.934	0.6033
3.3156	62.866	0.21271	67.394	0.18374	3.3156	44.947	0.60451
3.3709	62.899	0.21378	67.426	0.18477	3.3709	44.913	0.60376
3.4262	62.891	0.21415	67.416	0.18513	3.4262	44.901	0.60346
3.4814	62.981	0.21414	67.51	0.18517	3.4814	44.934	0.6027
3.5367	63.024	0.21445	67.553	0.18552	3.5367	44.961	0.60211
3.592	63.077	0.21422	67.607	0.18533	3.592	45.007	0.60195
