Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.053591	63.184	0.29788	61.994	0.31635	0.053591	33.846	0.43984
0.10718	63.007	0.29643	62.052	0.31549	0.10718	35.968	0.41666
0.16077	63.073	0.29652	62.119	0.31555	0.16077	35.985	0.41601
0.21436	63.188	0.2958	62.232	0.31477	0.21436	36.065	0.4148
0.26795	63.248	0.29546	62.295	0.31439	0.26795	36.103	0.41407
0.32154	63.258	0.29534	62.306	0.31426	0.32154	36.107	0.41382
0.37513	63.33	0.29498	62.378	0.31387	0.37513	36.114	0.41326
0.42872	63.448	0.29497	62.496	0.31381	0.42872	36.188	0.41202
0.48232	63.397	0.29335	62.447	0.31219	0.48232	36.198	0.41371
0.53591	63.533	0.29348	62.584	0.31226	0.53591	36.234	0.41268
0.5895	63.633	0.29282	62.683	0.31154	0.5895	36.301	0.41281
0.64309	63.613	0.29233	62.665	0.31104	0.64309	36.298	0.4126
0.69668	63.622	0.29166	62.676	0.31034	0.69668	36.369	0.41219
0.75027	63.789	0.29133	62.844	0.30994	0.75027	36.489	0.41118
0.80386	63.814	0.29049	62.869	0.30906	0.80386	36.505	0.41101
0.85745	63.912	0.29023	62.968	0.30878	0.85745	36.563	0.41062
0.91104	63.979	0.28965	63.035	0.30816	0.91104	36.601	0.41048
0.96463	64.086	0.28869	63.142	0.30716	0.96463	36.671	0.41003
1.0182	64.113	0.28849	63.169	0.30695	1.0182	36.708	0.41033
1.0718	64.115	0.2897	63.176	0.30816	1.0718	36.662	0.40945
1.1254	64.2	0.28844	63.26	0.30686	1.1254	36.722	0.40963
1.179	64.246	0.28829	63.305	0.30669	1.179	36.756	0.40849
1.2326	64.271	0.2884	63.332	0.30677	1.2326	36.77	0.40791
1.2862	64.298	0.28635	63.357	0.30468	1.2862	36.885	0.4102
1.3398	64.355	0.28657	63.415	0.30488	1.3398	36.903	0.40904
1.3934	64.403	0.28689	63.465	0.3052	1.3934	36.957	0.40804
1.4469	64.45	0.28627	63.515	0.30454	1.4469	37.035	0.40762
1.5005	64.457	0.28641	63.526	0.30464	1.5005	37.134	0.40724
1.5541	64.535	0.28474	63.604	0.3029	1.5541	37.265	0.40907
1.6077	64.532	0.28279	63.602	0.30089	1.6077	37.331	0.41198
1.6613	64.585	0.28227	63.654	0.3003	1.6613	37.412	0.41203
1.7149	64.545	0.28087	63.616	0.29888	1.7149	37.442	0.41424
1.7685	64.668	0.28048	63.738	0.29845	1.7685	37.501	0.41239
1.8221	64.742	0.28118	63.814	0.29914	1.8221	37.514	0.41063
1.8757	64.778	0.28058	63.851	0.29852	1.8757	37.593	0.41078
1.9293	64.78	0.28068	63.854	0.29862	1.9293	37.619	0.41057
1.9829	64.758	0.28035	63.832	0.29827	1.9829	37.643	0.41013
2.0364	64.787	0.27949	63.862	0.29738	2.0364	37.663	0.40968
2.09	64.75	0.27966	63.827	0.29757	2.09	37.639	0.40992
2.1436	64.733	0.28027	63.813	0.29817	2.1436	37.623	0.4098
2.1972	64.764	0.2797	63.845	0.29757	2.1972	37.691	0.41001
2.2508	64.827	0.27825	63.909	0.29606	2.2508	37.796	0.41073
2.3044	64.9	0.27738	63.983	0.29512	2.3044	37.905	0.4107
2.358	64.897	0.2772	63.983	0.29491	2.358	37.96	0.41102
2.4116	64.968	0.27672	64.056	0.29442	2.4116	38.016	0.41115
2.4652	65.092	0.27753	64.181	0.2952	2.4652	38.065	0.40918
2.5188	65.131	0.27788	64.223	0.29553	2.5188	38.064	0.40884
2.5723	65.106	0.27838	64.201	0.29604	2.5723	38.074	0.40889
2.6259	65.195	0.27751	64.291	0.29515	2.6259	38.147	0.40924
2.6795	65.237	0.27678	64.333	0.29439	2.6795	38.217	0.40994
2.7331	65.268	0.27697	64.367	0.29455	2.7331	38.233	0.40895
2.7867	65.255	0.27738	64.356	0.29497	2.7867	38.187	0.40836
2.8403	65.324	0.27727	64.426	0.29484	2.8403	38.21	0.40791
2.8939	65.383	0.27711	64.485	0.29465	2.8939	38.251	0.40726
2.9475	65.414	0.27558	64.515	0.29309	2.9475	38.314	0.40775
3.0011	65.563	0.2747	64.663	0.29217	3.0011	38.42	0.40726
3.0547	65.547	0.27484	64.649	0.29231	3.0547	38.398	0.40709
3.1083	65.649	0.27513	64.753	0.29257	3.1083	38.429	0.40614
3.1618	65.649	0.27494	64.753	0.29236	3.1618	38.43	0.40611
3.2154	65.694	0.27405	64.798	0.29146	3.2154	38.494	0.40625
3.269	65.702	0.27368	64.808	0.29108	3.269	38.513	0.4065
3.3226	65.766	0.27269	64.871	0.29004	3.3226	38.564	0.40667
3.3762	65.884	0.27199	64.987	0.28931	3.3762	38.646	0.40619
3.4298	65.911	0.27211	65.017	0.28946	3.4298	38.655	0.40669
3.4834	66.007	0.27318	65.114	0.29051	3.4834	38.665	0.40509
3.537	66.026	0.2727	65.134	0.29001	3.537	38.696	0.40543
3.5906	66.094	0.27135	65.202	0.28861	3.5906	38.753	0.40533
3.6442	66.154	0.2708	65.262	0.28802	3.6442	38.791	0.40479
3.6977	66.144	0.2702	65.254	0.28739	3.6977	38.782	0.40513
3.7513	66.158	0.26978	65.268	0.28698	3.7513	38.79	0.4056
3.8049	66.298	0.26993	65.408	0.2871	3.8049	38.86	0.40457
3.8585	66.242	0.26976	65.355	0.28693	3.8585	38.84	0.40517
3.9121	66.331	0.26978	65.444	0.28691	3.9121	38.88	0.40381
3.9657	66.293	0.26896	65.407	0.28607	3.9657	38.879	0.40467
4.0193	66.39	0.26846	65.505	0.28555	4.0193	38.935	0.40449
4.0729	66.443	0.26842	65.559	0.28549	4.0729	38.958	0.40403
4.1265	66.509	0.26809	65.626	0.28514	4.1265	39.002	0.40389
4.1801	66.534	0.26829	65.653	0.28532	4.1801	38.997	0.40346
4.2337	66.574	0.26803	65.693	0.28505	4.2337	39.03	0.40317
4.2872	66.642	0.26734	65.762	0.28434	4.2872	39.08	0.40328
4.3408	66.683	0.26671	65.804	0.28371	4.3408	39.132	0.40435
4.3944	66.774	0.26692	65.895	0.28391	4.3944	39.159	0.40402
4.448	66.8	0.26675	65.922	0.28371	4.448	39.199	0.40353
4.5016	66.864	0.26622	65.987	0.28316	4.5016	39.241	0.40326
4.5552	66.85	0.26638	65.974	0.28333	4.5552	39.226	0.40342
4.6088	66.968	0.26672	66.091	0.28363	4.6088	39.272	0.40119
4.6624	66.94	0.26707	66.066	0.28398	4.6624	39.258	0.40078
4.716	66.946	0.26697	66.073	0.28389	4.716	39.266	0.40086
4.7696	66.913	0.26781	66.043	0.28471	4.7696	39.268	0.3998
4.8232	66.97	0.26702	66.1	0.28391	4.8232	39.324	0.40017
4.8767	66.906	0.26738	66.039	0.2843	4.8767	39.298	0.40047
4.9303	66.972	0.2675	66.105	0.2844	4.9303	39.31	0.40035
4.9839	66.981	0.26779	66.115	0.2847	4.9839	39.319	0.40025
5.0375	67.068	0.26773	66.202	0.28463	5.0375	39.376	0.39967
5.0911	67.076	0.26808	66.211	0.28499	5.0911	39.381	0.39954
5.1447	67.052	0.26862	66.191	0.28553	5.1447	39.353	0.39967
5.1983	67.087	0.26869	66.228	0.2856	5.1983	39.358	0.3996
5.2519	67.103	0.26866	66.245	0.28559	5.2519	39.379	0.39993
5.3055	67.114	0.26892	66.257	0.28583	5.3055	39.384	0.39962
5.3591	67.118	0.26935	66.263	0.28625	5.3591	39.368	0.3988
5.4126	67.192	0.26863	66.337	0.28551	5.4126	39.425	0.39929
5.4662	67.242	0.26873	66.39	0.28559	5.4662	39.422	0.39907
5.5198	67.298	0.26856	66.446	0.28539	5.5198	39.453	0.39809
5.5734	67.356	0.26837	66.505	0.28517	5.5734	39.458	0.398
5.627	67.336	0.268	66.486	0.2848	5.627	39.453	0.39813
5.6806	67.41	0.26765	66.559	0.28442	5.6806	39.504	0.39738
5.7342	67.374	0.26803	66.526	0.28482	5.7342	39.518	0.39778
5.7878	67.413	0.26803	66.565	0.2848	5.7878	39.549	0.39702
5.8414	67.482	0.26831	66.635	0.28504	5.8414	39.55	0.3964
5.895	67.507	0.26749	66.661	0.28419	5.895	39.563	0.39657
5.9486	67.584	0.26727	66.737	0.28394	5.9486	39.596	0.3957
6.0021	67.559	0.26688	66.712	0.28356	6.0021	39.632	0.39586
6.0557	67.537	0.26694	66.694	0.28362	6.0557	39.634	0.39635
6.1093	67.642	0.26666	66.798	0.28331	6.1093	39.647	0.39633
6.1629	67.693	0.26678	66.849	0.28341	6.1629	39.676	0.39576
6.2165	67.713	0.26547	66.87	0.28208	6.2165	39.715	0.39666
6.2701	67.759	0.26632	66.918	0.28293	6.2701	39.706	0.39668
6.3237	67.822	0.26558	66.981	0.28217	6.3237	39.782	0.39647
6.3773	67.92	0.26498	67.078	0.28153	6.3773	39.82	0.39666
6.4309	67.902	0.26508	67.061	0.28162	6.4309	39.801	0.39642
6.4845	67.897	0.26471	67.056	0.28123	6.4845	39.765	0.39696
6.538	68.026	0.26427	67.183	0.28076	6.538	39.807	0.39611
6.5916	67.989	0.26408	67.146	0.28059	6.5916	39.831	0.39634
6.6452	67.865	0.26482	67.024	0.28138	6.6452	39.779	0.39706
6.6988	67.943	0.26455	67.102	0.28107	6.6988	39.797	0.3965
6.7524	67.97	0.26392	67.129	0.28044	6.7524	39.802	0.39713
6.806	67.988	0.26412	67.147	0.28063	6.806	39.783	0.39693
6.8596	67.953	0.26416	67.113	0.28069	6.8596	39.771	0.39748
6.9132	67.969	0.26466	67.129	0.28119	6.9132	39.77	0.39686
6.9668	67.954	0.26416	67.114	0.2807	6.9668	39.78	0.3977
7.0204	68.003	0.26432	67.164	0.28083	7.0204	39.772	0.39726
7.074	68.007	0.264	67.167	0.2805	7.074	39.763	0.39746
7.1275	68.035	0.26337	67.194	0.27986	7.1275	39.779	0.39789
7.1811	68.024	0.26359	67.183	0.28009	7.1811	39.766	0.39778
7.2347	68.053	0.26364	67.212	0.28014	7.2347	39.794	0.39741
7.2883	68.036	0.2634	67.195	0.27989	7.2883	39.8	0.39726
7.3419	68.064	0.26327	67.222	0.27974	7.3419	39.794	0.39698
7.3955	68.027	0.26264	67.185	0.27911	7.3955	39.786	0.39773
7.4491	68.046	0.26277	67.203	0.27925	7.4491	39.805	0.39771
7.5027	68.003	0.26247	67.16	0.27898	7.5027	39.813	0.39881
7.5563	67.972	0.26335	67.129	0.27988	7.5563	39.755	0.39881
7.6099	67.977	0.26328	67.134	0.2798	7.6099	39.717	0.3986
7.6635	68.049	0.26262	67.202	0.27912	7.6635	39.742	0.39859
7.717	67.978	0.26259	67.131	0.27912	7.717	39.706	0.39923
7.7706	67.963	0.26282	67.115	0.27936	7.7706	39.672	0.39902
7.8242	67.917	0.26277	67.069	0.27934	7.8242	39.647	0.4001
7.8778	67.935	0.2631	67.085	0.27966	7.8778	39.653	0.39944
7.9314	67.908	0.26295	67.057	0.2795	7.9314	39.631	0.39916
7.985	67.913	0.26332	67.062	0.27987	7.985	39.592	0.39901
8.0386	67.916	0.26238	67.062	0.27893	8.0386	39.628	0.39948
8.0922	67.931	0.26238	67.075	0.27891	8.0922	39.622	0.39915
8.1458	67.891	0.26235	67.035	0.27891	8.1458	39.585	0.39957
8.1994	67.819	0.26314	66.962	0.27973	8.1994	39.564	0.39899
8.2529	67.802	0.26353	66.944	0.28012	8.2529	39.564	0.3982
8.3065	67.702	0.2635	66.844	0.28013	8.3065	39.521	0.39903
8.3601	67.633	0.2639	66.774	0.28056	8.3601	39.485	0.3996
8.4137	67.728	0.26461	66.867	0.28125	8.4137	39.473	0.39852
8.4673	67.713	0.26445	66.851	0.28109	8.4673	39.466	0.39857
8.5209	67.687	0.26385	66.824	0.28049	8.5209	39.481	0.3987
8.5745	67.653	0.26405	66.788	0.28071	8.5745	39.468	0.39929
8.6281	67.604	0.26453	66.741	0.28122	8.6281	39.419	0.39944
8.6817	67.622	0.26448	66.757	0.28118	8.6817	39.416	0.40031
8.7353	67.643	0.2652	66.776	0.2819	8.7353	39.423	0.39916
8.7889	67.596	0.26484	66.727	0.28154	8.7889	39.419	0.39896
8.8424	67.559	0.26494	66.69	0.28163	8.8424	39.379	0.39866
8.896	67.52	0.26422	66.649	0.28092	8.896	39.361	0.39947
8.9496	67.578	0.26405	66.704	0.28075	8.9496	39.399	0.39902
9.0032	67.54	0.26375	66.666	0.28046	9.0032	39.372	0.39999
9.0568	67.503	0.26437	66.628	0.28111	9.0568	39.337	0.40047
9.1104	67.517	0.26459	66.64	0.28133	9.1104	39.323	0.40011
9.164	67.486	0.26472	66.606	0.28146	9.164	39.32	0.39927
9.2176	67.296	0.26437	66.417	0.28114	9.2176	39.225	0.40048
9.2712	67.335	0.26484	66.456	0.28162	9.2712	39.241	0.40036
9.3248	67.349	0.26487	66.468	0.28164	9.3248	39.228	0.39992
9.3783	67.29	0.26478	66.406	0.28158	9.3783	39.214	0.40041
9.4319	67.241	0.26535	66.358	0.28217	9.4319	39.203	0.40057
9.4855	67.179	0.2652	66.296	0.28203	9.4855	39.176	0.40095
9.5391	67.15	0.265	66.266	0.28184	9.5391	39.194	0.40103
9.5927	67.064	0.26589	66.18	0.28277	9.5927	39.127	0.40121
9.6463	66.958	0.26653	66.073	0.28344	9.6463	39.096	0.40119
9.6999	66.913	0.26646	66.028	0.28338	9.6999	39.055	0.40187
9.7535	66.932	0.26592	66.046	0.28286	9.7535	39.068	0.40337
