Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	63.934	0.29082	69.919	0.26373	0.055261	60.381	0.29011
0.11052	65.477	0.28593	70.013	0.26383	0.11052	60.445	0.28892
0.16578	65.568	0.28529	70.109	0.26325	0.16578	60.517	0.28813
0.22104	65.595	0.28479	70.135	0.26278	0.22104	60.55	0.28846
0.2763	65.569	0.28521	70.103	0.2632	0.2763	60.566	0.28871
0.33156	65.677	0.28518	70.217	0.26318	0.33156	60.617	0.2889
0.38683	65.765	0.28496	70.305	0.26299	0.38683	60.597	0.28939
0.44209	65.836	0.28536	70.377	0.26343	0.44209	60.634	0.28864
0.49735	65.952	0.28464	70.498	0.26276	0.49735	60.722	0.28846
0.55261	66.024	0.28506	70.57	0.26322	0.55261	60.695	0.28793
0.60787	66.134	0.28462	70.683	0.26283	0.60787	60.773	0.28752
0.66313	66.226	0.2841	70.776	0.26236	0.66313	60.831	0.2875
0.71839	66.338	0.28377	70.894	0.26207	0.71839	60.933	0.287
0.77365	66.382	0.28349	70.935	0.26184	0.77365	60.904	0.2871
0.82891	66.502	0.28268	71.059	0.26111	0.82891	60.964	0.2867
0.88417	66.514	0.28262	71.07	0.26107	0.88417	60.951	0.28654
0.93943	66.566	0.28192	71.126	0.26041	0.93943	61.069	0.28575
0.99469	66.601	0.2818	71.157	0.26033	0.99469	61.019	0.28633
1.05	66.646	0.28224	71.199	0.2608	1.05	61.06	0.28507
1.1052	66.815	0.28171	71.373	0.26034	1.1052	61.13	0.28449
1.1605	66.979	0.28135	71.544	0.26004	1.1605	61.238	0.28399
1.2157	67.031	0.28133	71.595	0.26006	1.2157	61.275	0.2836
1.271	67.041	0.28167	71.599	0.26041	1.271	61.276	0.28402
1.3263	67.166	0.28107	71.729	0.25986	1.3263	61.358	0.28389
1.3815	67.272	0.2804	71.837	0.25924	1.3815	61.439	0.28388
1.4368	67.284	0.28015	71.846	0.25902	1.4368	61.458	0.28397
1.492	67.413	0.27984	71.979	0.25875	1.492	61.531	0.28339
1.5473	67.458	0.27948	72.024	0.25842	1.5473	61.558	0.28403
1.6026	67.568	0.27906	72.14	0.25804	1.6026	61.631	0.28371
1.6578	67.602	0.27889	72.173	0.25789	1.6578	61.666	0.28366
1.7131	67.567	0.27915	72.134	0.25813	1.7131	61.696	0.28389
1.7683	67.729	0.27961	72.302	0.25863	1.7683	61.796	0.28288
1.8236	67.772	0.27958	72.346	0.25863	1.8236	61.837	0.28254
1.8789	67.804	0.27936	72.375	0.25845	1.8789	61.844	0.28247
1.9341	67.94	0.27846	72.517	0.2576	1.9341	61.912	0.28245
1.9894	68.067	0.27807	72.653	0.25725	1.9894	62.007	0.28184
2.0447	68.154	0.27771	72.741	0.25692	2.0447	62.057	0.28187
2.0999	68.134	0.27777	72.717	0.25699	2.0999	62.045	0.28228
2.1552	68.213	0.27746	72.799	0.25672	2.1552	62.104	0.28198
