Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.55294	52.008	0.32562	44.806	0.37787	0.55294	25.82	0.68948	24.444	0.7486
0.60824	52.106	0.32585	48.16	0.34427	0.60824	25.865	0.68793	24.489	0.74684
0.66353	52.144	0.32625	48.196	0.34467	0.66353	25.882	0.68847	24.508	0.7473
0.71883	52.155	0.32563	48.208	0.34407	0.71883	25.883	0.69032	24.511	0.74912
0.77412	52.298	0.32568	48.345	0.34407	0.77412	25.91	0.69001	24.541	0.74866
0.82942	52.43	0.32463	48.469	0.34295	0.82942	25.945	0.68971	24.58	0.74816
0.88471	52.515	0.32311	48.55	0.34142	0.88471	26.02	0.69006	24.656	0.74827
0.94001	52.717	0.32444	48.74	0.34272	0.94001	26.054	0.68763	24.686	0.74576
0.9953	52.524	0.32504	48.559	0.34336	0.9953	26.1	0.68755	24.731	0.74565
1.0506	52.559	0.32311	48.592	0.3414	1.0506	26.215	0.68533	24.843	0.74296
1.1059	52.575	0.32423	48.609	0.34254	1.1059	26.199	0.68433	24.829	0.74195
1.1612	52.566	0.3245	48.602	0.34283	1.1612	26.19	0.68436	24.822	0.74198
1.2165	52.691	0.32447	48.719	0.34278	1.2165	26.202	0.68387	24.832	0.74141
1.2718	52.716	0.32717	48.746	0.34548	1.2718	26.212	0.6829	24.845	0.74039
1.3271	52.714	0.32668	48.744	0.34498	1.3271	26.321	0.68021	24.953	0.73732
1.3824	52.868	0.32576	48.889	0.34396	1.3824	26.389	0.67841	25.018	0.73532
1.4377	52.943	0.32543	48.959	0.34356	1.4377	26.433	0.67604	25.062	0.73277
1.4929	52.911	0.32576	48.929	0.34385	1.4929	26.427	0.67663	25.055	0.73343
1.5482	53.019	0.32437	49.031	0.34242	1.5482	26.527	0.673	25.149	0.72938
1.6035	53.051	0.32467	49.061	0.34273	1.6035	26.525	0.67231	25.147	0.72868
1.6588	52.981	0.32559	48.997	0.34369	1.6588	26.511	0.67285	25.135	0.72912
1.7141	53.112	0.32475	49.12	0.34279	1.7141	26.605	0.67089	25.226	0.72686
1.7694	53.127	0.32385	49.132	0.34187	1.7694	26.66	0.66928	25.279	0.7251
1.8247	53.084	0.32393	49.093	0.34195	1.8247	26.731	0.66838	25.349	0.72391
1.88	53.094	0.32474	49.105	0.34275	1.88	26.734	0.66846	25.352	0.72395
1.9353	53.04	0.32521	49.055	0.34323	1.9353	26.742	0.66846	25.36	0.72398
1.9906	53.166	0.32405	49.173	0.342	1.9906	26.815	0.66586	25.431	0.72108
2.0459	53.058	0.32506	49.074	0.34307	2.0459	26.772	0.66565	25.389	0.72092
2.1012	53.133	0.32414	49.143	0.34211	2.1012	26.798	0.66483	25.414	0.71997
2.1565	53.208	0.32406	49.213	0.342	2.1565	26.868	0.66258	25.48	0.71743
2.2118	53.272	0.32452	49.275	0.34243	2.2118	26.878	0.66141	25.49	0.71615
2.2671	53.33	0.32449	49.33	0.34239	2.2671	26.93	0.66261	25.542	0.71732
2.3224	53.361	0.32533	49.361	0.34321	2.3224	26.933	0.66072	25.544	0.71532
2.3777	53.286	0.32527	49.293	0.34319	2.3777	26.961	0.65961	25.571	0.714
2.433	53.366	0.32449	49.367	0.34237	2.433	26.996	0.65812	25.604	0.71238
2.4882	53.371	0.32477	49.372	0.34267	2.4882	27.029	0.65636	25.635	0.71043
2.5435	53.312	0.32527	49.317	0.3432	2.5435	27.074	0.65541	25.68	0.70923
2.5988	53.304	0.32526	49.311	0.34322	2.5988	27.093	0.65492	25.7	0.70859
2.6541	53.269	0.32613	49.28	0.34408	2.6541	27.126	0.65219	25.731	0.70552
2.7094	53.288	0.32523	49.297	0.3432	2.7094	27.139	0.65214	25.741	0.70537
