Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.053591	38.873	0.33037	41.619	0.31853	0.053591	34.321	0.4885
0.10718	38.847	0.33076	41.591	0.3189	0.10718	34.353	0.48897
0.16077	38.871	0.33055	41.616	0.3187	0.16077	34.365	0.48858
0.21436	38.893	0.33005	41.639	0.31823	0.21436	34.401	0.48817
0.26795	38.892	0.32953	41.637	0.31771	0.26795	34.408	0.48849
0.32154	38.906	0.32882	41.652	0.31702	0.32154	34.417	0.48904
0.37513	38.893	0.32804	41.637	0.31624	0.37513	34.427	0.49001
0.42872	38.931	0.32747	41.676	0.3157	0.42872	34.43	0.49056
0.48232	38.906	0.32719	41.649	0.31542	0.48232	34.443	0.4911
0.53591	38.902	0.3265	41.645	0.31474	0.53591	34.465	0.49149
0.5895	38.881	0.32628	41.623	0.3145	0.5895	34.501	0.49148
0.64309	38.92	0.32608	41.663	0.31432	0.64309	34.52	0.49088
0.69668	38.955	0.3251	41.699	0.31336	0.69668	34.545	0.49092
0.75027	38.979	0.32452	41.724	0.3128	0.75027	34.556	0.49086
0.80386	39.031	0.32394	41.778	0.31226	0.80386	34.579	0.4907
0.85745	39.06	0.32304	41.808	0.31138	0.85745	34.588	0.49065
0.91104	39.092	0.32239	41.841	0.31075	0.91104	34.602	0.49106
0.96463	39.155	0.32136	41.907	0.30976	0.96463	34.647	0.49085
1.0182	39.183	0.32075	41.936	0.30917	1.0182	34.719	0.49057
1.0718	39.214	0.32037	41.968	0.3088	1.0718	34.748	0.48943
1.1254	39.266	0.31982	42.022	0.30828	1.1254	34.747	0.48944
1.179	39.332	0.31904	42.09	0.30755	1.179	34.731	0.48866
1.2326	39.404	0.3179	42.166	0.30644	1.2326	34.767	0.4879
1.2862	39.436	0.31725	42.199	0.30582	1.2862	34.801	0.48825
1.3398	39.485	0.31647	42.251	0.30507	1.3398	34.837	0.48789
1.3934	39.543	0.31553	42.311	0.30417	1.3934	34.87	0.48814
1.4469	39.596	0.31462	42.366	0.30329	1.4469	34.881	0.48827
1.5005	39.643	0.31401	42.415	0.30272	1.5005	34.902	0.48774
1.5541	39.673	0.31321	42.446	0.30194	1.5541	34.96	0.488
1.6077	39.69	0.31288	42.463	0.30163	1.6077	34.991	0.48827
1.6613	39.763	0.31244	42.538	0.30123	1.6613	34.994	0.48869
1.7149	39.784	0.31207	42.56	0.30087	1.7149	34.987	0.48868
1.7685	39.831	0.31143	42.609	0.30026	1.7685	35.026	0.48869
1.8221	39.877	0.31097	42.657	0.29982	1.8221	35.039	0.48913
1.8757	39.891	0.31076	42.671	0.29962	1.8757	35.072	0.48914
1.9293	39.931	0.31013	42.713	0.29901	1.9293	35.081	0.48907
1.9829	39.98	0.30956	42.764	0.29848	1.9829	35.111	0.4887
2.0364	39.998	0.30908	42.783	0.29801	2.0364	35.157	0.48881
2.09	40.012	0.30926	42.796	0.2982	2.09	35.154	0.48891
2.1436	40.072	0.30891	42.86	0.29787	2.1436	35.18	0.48803
2.1972	40.097	0.30917	42.885	0.29814	2.1972	35.108	0.48846
2.2508	40.119	0.30868	42.906	0.29767	2.2508	35.152	0.48878
2.3044	40.169	0.30851	42.959	0.29751	2.3044	35.157	0.48916
2.358	40.206	0.30819	42.997	0.29721	2.358	35.154	0.48907
2.4116	40.234	0.30798	43.028	0.29702	2.4116	35.15	0.48852
2.4652	40.245	0.3077	43.04	0.29676	2.4652	35.169	0.48848
2.5188	40.273	0.30767	43.068	0.29675	2.5188	35.166	0.48823
2.5723	40.365	0.30854	43.167	0.29766	2.5723	35.189	0.48545
2.6259	40.44	0.30873	43.244	0.29788	2.6259	35.196	0.48522
2.6795	40.493	0.30777	43.3	0.29694	2.6795	35.242	0.48617
2.7331	40.453	0.3073	43.256	0.29646	2.7331	35.268	0.48776
2.7867	40.444	0.30722	43.247	0.29637	2.7867	35.303	0.48939
2.8403	40.442	0.30705	43.244	0.2962	2.8403	35.288	0.49017
2.8939	40.511	0.30644	43.316	0.29562	2.8939	35.284	0.49043
2.9475	40.532	0.30624	43.337	0.29543	2.9475	35.305	0.49092
3.0011	40.59	0.30573	43.398	0.29494	3.0011	35.313	0.49129
3.0547	40.6	0.3053	43.409	0.29451	3.0547	35.353	0.49192
3.1083	40.596	0.30494	43.404	0.29415	3.1083	35.357	0.49364
