Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.051935	59.409	0.26125	58.681	0.27056	0.051935	28.67	0.43984	27.222	0.46504
0.10387	59.435	0.26188	58.707	0.27121	0.10387	28.678	0.43886	27.228	0.46401
0.1558	59.46	0.26239	58.734	0.27171	0.1558	28.693	0.438	27.244	0.46313
0.20774	59.461	0.26237	58.735	0.27168	0.20774	28.694	0.43771	27.245	0.46281
0.25967	59.472	0.26202	58.747	0.27132	0.25967	28.721	0.43765	27.272	0.46271
0.31161	59.488	0.26163	58.764	0.27092	0.31161	28.756	0.43725	27.306	0.46224
0.36354	59.472	0.26153	58.748	0.27082	0.36354	28.762	0.43801	27.313	0.46301
0.41548	59.509	0.26204	58.786	0.27133	0.41548	28.79	0.43721	27.341	0.46218
0.46741	59.473	0.26216	58.752	0.27146	0.46741	28.779	0.43727	27.332	0.46221
0.51935	59.501	0.26202	58.781	0.2713	0.51935	28.792	0.43675	27.345	0.46165
0.57128	59.56	0.26164	58.84	0.27092	0.57128	28.823	0.43683	27.374	0.46171
0.62321	59.552	0.26274	58.834	0.27203	0.62321	28.805	0.43608	27.357	0.46095
0.67515	59.543	0.26292	58.826	0.2722	0.67515	28.825	0.43544	27.378	0.46027
0.72708	59.559	0.26203	58.843	0.27129	0.72708	28.891	0.43576	27.443	0.46053
0.77902	59.553	0.26158	58.837	0.27084	0.77902	28.906	0.43586	27.459	0.46058
0.83095	59.612	0.26221	58.898	0.27147	0.83095	28.955	0.43451	27.507	0.45915
0.88289	59.612	0.26166	58.898	0.27092	0.88289	28.97	0.43467	27.522	0.45928
0.93482	59.665	0.26183	58.95	0.27107	0.93482	29.001	0.43303	27.551	0.45759
0.98676	59.67	0.26159	58.957	0.27082	0.98676	29.009	0.43259	27.559	0.45709
1.0387	59.674	0.26125	58.961	0.27048	1.0387	29.046	0.43268	27.596	0.45715
1.0906	59.689	0.26116	58.977	0.27039	1.0906	29.061	0.43237	27.611	0.45681
1.1426	59.713	0.26142	59.002	0.27065	1.1426	29.07	0.4315	27.62	0.45589
1.1945	59.73	0.26124	59.019	0.27046	1.1945	29.104	0.43145	27.653	0.45581
1.2464	59.71	0.26069	59.001	0.26991	1.2464	29.128	0.43187	27.678	0.45616
1.2984	59.731	0.26095	59.023	0.27017	1.2984	29.141	0.43194	27.691	0.45621
1.3503	59.76	0.26104	59.052	0.27026	1.3503	29.179	0.43185	27.73	0.45609
1.4022	59.799	0.26108	59.092	0.27028	1.4022	29.202	0.43079	27.753	0.45498
1.4542	59.814	0.26069	59.108	0.26989	1.4542	29.213	0.43173	27.764	0.45593
1.5061	59.857	0.26061	59.151	0.26981	1.5061	29.247	0.43149	27.797	0.45565
1.558	59.883	0.26185	59.178	0.27104	1.558	29.233	0.43035	27.784	0.45451
1.61	59.937	0.26076	59.233	0.26992	1.61	29.282	0.43001	27.832	0.45412
1.6619	59.983	0.2599	59.278	0.26904	1.6619	29.318	0.42999	27.867	0.45405
1.7138	60.015	0.26049	59.312	0.26965	1.7138	29.307	0.42889	27.856	0.45288
1.7658	60.074	0.26059	59.372	0.26973	1.7658	29.361	0.42742	27.91	0.45135
1.8177	60.072	0.25895	59.369	0.26807	1.8177	29.407	0.4284	27.955	0.45228
1.8696	60.089	0.25942	59.387	0.26855	1.8696	29.413	0.42802	27.961	0.45187
1.9216	60.073	0.25982	59.373	0.26895	1.9216	29.427	0.42825	27.977	0.45208
1.9735	60.092	0.25899	59.392	0.26811	1.9735	29.464	0.42915	28.014	0.45296
2.0254	60.102	0.25919	59.403	0.26831	2.0254	29.486	0.42825	28.036	0.452
2.0774	60.102	0.25866	59.405	0.26779	2.0774	29.53	0.42854	28.08	0.45223
2.1293	60.12	0.25864	59.424	0.26776	2.1293	29.567	0.42773	28.117	0.45135
2.1813	60.113	0.2591	59.419	0.26823	2.1813	29.588	0.42756	28.139	0.45113
2.2332	60.137	0.25914	59.444	0.26827	2.2332	29.604	0.42833	28.156	0.4519
2.2851	60.197	0.25941	59.505	0.26854	2.2851	29.618	0.42732	28.168	0.45087
2.3371	60.204	0.25933	59.512	0.26845	2.3371	29.65	0.42693	28.2	0.45044
2.389	60.25	0.26071	59.559	0.26984	2.389	29.65	0.42523	28.2	0.4487
2.4409	60.254	0.26022	59.563	0.26933	2.4409	29.667	0.42484	28.217	0.44827
2.4929	60.266	0.25969	59.577	0.2688	2.4929	29.684	0.4248	28.234	0.44819
2.5448	60.325	0.2602	59.636	0.26929	2.5448	29.707	0.42374	28.256	0.44712
2.5967	60.312	0.25993	59.623	0.26901	2.5967	29.696	0.42374	28.246	0.4471
2.6487	60.349	0.26046	59.661	0.26953	2.6487	29.684	0.42266	28.233	0.44602
2.7006	60.412	0.26068	59.724	0.26974	2.7006	29.688	0.42169	28.236	0.44504
2.7525	60.407	0.26104	59.72	0.2701	2.7525	29.685	0.42149	28.234	0.44483
2.8045	60.441	0.26216	59.755	0.27122	2.8045	29.68	0.42044	28.229	0.44379
2.8564	60.461	0.26157	59.776	0.27062	2.8564	29.701	0.42089	28.251	0.44421
2.9083	60.439	0.26127	59.754	0.27033	2.9083	29.692	0.42175	28.243	0.44507
2.9603	60.494	0.26171	59.81	0.27075	2.9603	29.705	0.42092	28.256	0.44422
3.0122	60.516	0.26112	59.832	0.27016	3.0122	29.716	0.42192	28.268	0.44523
3.0641	60.544	0.26078	59.86	0.26981	3.0641	29.737	0.42237	28.289	0.44566
3.1161	60.575	0.26147	59.892	0.2705	3.1161	29.743	0.42186	28.295	0.44516
3.168	60.597	0.26078	59.915	0.26981	3.168	29.755	0.42233	28.307	0.44561
3.2199	60.655	0.26111	59.973	0.27013	3.2199	29.757	0.42131	28.309	0.44456
3.2719	60.729	0.26122	60.048	0.27022	3.2719	29.798	0.42056	28.349	0.44377
3.3238	60.748	0.26187	60.067	0.27087	3.3238	29.78	0.42106	28.333	0.44431
3.3757	60.779	0.26169	60.099	0.27068	3.3757	29.787	0.42079	28.34	0.44404
3.4277	60.814	0.261	60.134	0.26998	3.4277	29.791	0.4209	28.343	0.44411
3.4796	60.866	0.26045	60.186	0.26942	3.4796	29.829	0.42116	28.381	0.44437
