Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
2.4315	54.233	0.22947	58.371	0.23132	2.4315	32.317	0.58269	33.778	0.6043
2.4867	54.28	0.22915	58.422	0.231	2.4867	32.356	0.58143	33.82	0.60298
2.542	54.295	0.22911	58.439	0.23096	2.542	32.375	0.58088	33.842	0.60238
2.5973	54.326	0.22937	58.472	0.23121	2.5973	32.402	0.58026	33.871	0.60175
2.6525	54.323	0.22952	58.469	0.23136	2.6525	32.387	0.58102	33.857	0.60252
2.7078	54.388	0.22871	58.539	0.23055	2.7078	32.398	0.57912	33.868	0.60056
2.763	54.392	0.22842	58.544	0.23026	2.763	32.432	0.57972	33.904	0.60114
2.8183	54.422	0.22854	58.576	0.23038	2.8183	32.458	0.57795	33.933	0.5993
2.8736	54.447	0.22851	58.604	0.23035	2.8736	32.449	0.57826	33.924	0.59962
2.9288	54.463	0.22852	58.62	0.23035	2.9288	32.468	0.57868	33.945	0.60003
2.9841	54.501	0.22829	58.662	0.23012	2.9841	32.48	0.57713	33.958	0.59842
3.0393	54.534	0.22781	58.697	0.22964	3.0393	32.487	0.57689	33.966	0.59817
3.0946	54.574	0.22781	58.741	0.22964	3.0946	32.54	0.57605	34.023	0.59727
3.1499	54.57	0.22791	58.737	0.22974	3.1499	32.537	0.57554	34.021	0.59674
3.2051	54.629	0.22778	58.8	0.22961	3.2051	32.557	0.57525	34.043	0.59644
3.2604	54.615	0.22788	58.785	0.2297	3.2604	32.533	0.5756	34.019	0.5968
3.3156	54.633	0.22756	58.805	0.22938	3.3156	32.514	0.57661	34	0.59784
3.3709	54.621	0.22755	58.792	0.22937	3.3709	32.495	0.57653	33.981	0.59777
3.4262	54.577	0.22755	58.745	0.22937	3.4262	32.46	0.5777	33.946	0.59897
3.4814	54.584	0.22728	58.753	0.2291	3.4814	32.448	0.57867	33.935	0.59996
3.5367	54.592	0.22724	58.762	0.22906	3.5367	32.436	0.57879	33.923	0.60008
3.592	54.6	0.22708	58.77	0.2289	3.592	32.439	0.57828	33.927	0.59954
3.6472	54.623	0.22689	58.796	0.22871	3.6472	32.445	0.57773	33.934	0.59897
3.7025	54.62	0.22658	58.793	0.2284	3.7025	32.415	0.57858	33.903	0.59982
3.7577	54.609	0.22645	58.78	0.22826	3.7577	32.358	0.57832	33.843	0.59956
3.813	54.619	0.22608	58.791	0.2279	3.813	32.347	0.57957	33.832	0.60085
3.8683	54.648	0.22567	58.823	0.22748	3.8683	32.347	0.57943	33.833	0.60069
3.9235	54.638	0.22567	58.812	0.22748	3.9235	32.335	0.57951	33.821	0.60077
3.9788	54.656	0.22553	58.831	0.22735	3.9788	32.35	0.57997	33.839	0.60123
4.034	54.638	0.22554	58.812	0.22735	4.034	32.311	0.58095	33.799	0.60224
4.0893	54.601	0.22553	58.772	0.22735	4.0893	32.274	0.58203	33.76	0.60337
4.1446	54.628	0.22514	58.802	0.22695	4.1446	32.264	0.58276	33.75	0.60412
4.1998	54.614	0.22503	58.787	0.22684	4.1998	32.273	0.5831	33.761	0.60443
4.2551	54.598	0.22466	58.77	0.22647	4.2551	32.25	0.58384	33.737	0.60519
4.3103	54.607	0.22438	58.78	0.22619	4.3103	32.241	0.58404	33.729	0.60538
4.3656	54.636	0.22408	58.811	0.22589	4.3656	32.243	0.58415	33.731	0.6055
4.4209	54.645	0.22379	58.821	0.2256	4.4209	32.251	0.58461	33.741	0.60595
4.4761	54.647	0.22369	58.824	0.22549	4.4761	32.261	0.58452	33.751	0.60583
4.5314	54.653	0.22366	58.83	0.22546	4.5314	32.287	0.58539	33.782	0.6067
4.5866	54.692	0.22336	58.873	0.22516	4.5866	32.302	0.5848	33.797	0.60608
4.6419	54.766	0.22318	58.952	0.22498	4.6419	32.327	0.58418	33.825	0.60544
4.6972	54.784	0.22306	58.972	0.22486	4.6972	32.324	0.58368	33.822	0.60493
4.7524	54.756	0.2231	58.942	0.2249	4.7524	32.331	0.58411	33.83	0.60534
4.8077	54.78	0.22271	58.968	0.22451	4.8077	32.313	0.58501	33.813	0.60626
4.863	54.832	0.22252	59.023	0.22432	4.863	32.276	0.58501	33.774	0.6063
4.9182	54.851	0.22246	59.045	0.22426	4.9182	32.294	0.5844	33.793	0.60566
4.9735	54.91	0.2222	59.108	0.22399	4.9735	32.324	0.58329	33.825	0.60449
5.0287	54.895	0.22234	59.092	0.22413	5.0287	32.306	0.58355	33.806	0.60477
5.084	54.892	0.22205	59.089	0.22384	5.084	32.294	0.58413	33.796	0.60534
5.1393	54.913	0.22194	59.112	0.22373	5.1393	32.27	0.5846	33.771	0.60585
5.1945	54.918	0.22197	59.117	0.22376	5.1945	32.287	0.58468	33.789	0.60591
5.2498	54.976	0.22155	59.18	0.22334	5.2498	32.318	0.58386	33.823	0.60507
5.305	54.989	0.22175	59.194	0.22354	5.305	32.317	0.58453	33.822	0.60575
5.3603	54.977	0.22218	59.181	0.22397	5.3603	32.329	0.58495	33.836	0.60617
5.4156	55	0.2222	59.206	0.22399	5.4156	32.31	0.58501	33.816	0.60626
5.4708	55.005	0.22204	59.211	0.22383	5.4708	32.309	0.58635	33.817	0.60763
5.5261	55.037	0.22221	59.246	0.224	5.5261	32.32	0.58667	33.83	0.60797
5.5813	55.047	0.22236	59.257	0.22415	5.5813	32.311	0.58666	33.821	0.60795
5.6366	55.088	0.22213	59.3	0.22391	5.6366	32.345	0.58584	33.856	0.6071
5.6919	55.095	0.22237	59.308	0.22416	5.6919	32.389	0.58564	33.905	0.60685
5.7471	55.075	0.22243	59.287	0.22421	5.7471	32.377	0.58619	33.893	0.60743
5.8024	55.075	0.22246	59.287	0.22424	5.8024	32.412	0.58692	33.932	0.60814
5.8576	55.046	0.22265	59.256	0.22444	5.8576	32.401	0.58827	33.922	0.60948
5.9129	55.089	0.22245	59.302	0.22423	5.9129	32.401	0.5884	33.923	0.60963
5.9682	55.108	0.22266	59.323	0.22444	5.9682	32.396	0.58876	33.918	0.61001
6.0234	55.142	0.22237	59.36	0.22416	6.0234	32.443	0.58745	33.968	0.60863
6.0787	55.132	0.22209	59.349	0.22387	6.0787	32.461	0.588	33.988	0.60915
6.134	55.105	0.2223	59.32	0.22408	6.134	32.449	0.58851	33.976	0.60967
6.1892	55.15	0.22227	59.369	0.22404	6.1892	32.417	0.5888	33.943	0.60999
6.2445	55.171	0.22177	59.391	0.22355	6.2445	32.43	0.58966	33.958	0.61084
6.2997	55.183	0.22213	59.405	0.22391	6.2997	32.449	0.59008	33.979	0.61125
6.355	55.207	0.2222	59.431	0.22398	6.355	32.471	0.58912	34.002	0.61027
6.4103	55.239	0.22218	59.465	0.22395	6.4103	32.478	0.58927	34.01	0.6104
6.4655	55.233	0.22272	59.459	0.2245	6.4655	32.507	0.58916	34.042	0.61024
6.5208	55.275	0.2224	59.504	0.22418	6.5208	32.494	0.58938	34.029	0.61047
6.576	55.266	0.2224	59.495	0.22417	6.576	32.446	0.5908	33.979	0.61195
6.6313	55.31	0.22236	59.542	0.22414	6.6313	32.468	0.59137	34.003	0.61251
6.6866	55.3	0.22232	59.531	0.22409	6.6866	32.455	0.59212	33.991	0.61326
6.7418	55.317	0.22223	59.549	0.22401	6.7418	32.45	0.59229	33.985	0.61343
6.7971	55.335	0.22235	59.569	0.22413	6.7971	32.452	0.59267	33.987	0.6138
6.8523	55.381	0.22196	59.619	0.22373	6.8523	32.486	0.59229	34.024	0.61339
6.9076	55.376	0.22179	59.614	0.22356	6.9076	32.517	0.59198	34.058	0.61303
6.9629	55.433	0.22139	59.675	0.22315	6.9629	32.535	0.59196	34.078	0.61299
7.0181	55.441	0.2213	59.684	0.22306	7.0181	32.523	0.59225	34.067	0.61327
7.0734	55.46	0.22146	59.704	0.22323	7.0734	32.503	0.59248	34.045	0.61351
7.1286	55.477	0.22167	59.723	0.22344	7.1286	32.506	0.59257	34.048	0.6136
7.1839	55.511	0.22154	59.76	0.22331	7.1839	32.528	0.59313	34.074	0.61414
7.2392	55.502	0.22182	59.75	0.22358	7.2392	32.507	0.59355	34.051	0.61458
7.2944	55.594	0.22143	59.849	0.22319	7.2944	32.566	0.59339	34.114	0.61437
7.3497	55.563	0.22152	59.817	0.22328	7.3497	32.553	0.59406	34.103	0.61504
7.405	55.612	0.22121	59.869	0.22297	7.405	32.56	0.59418	34.11	0.61516
7.4602	55.635	0.22103	59.894	0.22279	7.4602	32.567	0.59441	34.119	0.61536
7.5155	55.62	0.22084	59.878	0.2226	7.5155	32.518	0.59657	34.068	0.61761
7.5707	55.658	0.22043	59.919	0.22218	7.5707	32.49	0.59748	34.039	0.61855
7.626	55.633	0.22031	59.893	0.22207	7.626	32.475	0.59884	34.024	0.61996
7.6813	55.714	0.22018	59.979	0.22194	7.6813	32.467	0.59858	34.017	0.6197
7.7365	55.705	0.22029	59.97	0.22205	7.7365	32.48	0.59729	34.029	0.61836
7.7918	55.832	0.21977	60.107	0.22152	7.7918	32.478	0.59512	34.027	0.61611
7.847	55.82	0.21972	60.095	0.22146	7.847	32.488	0.59565	34.038	0.61664
7.9023	55.862	0.21927	60.14	0.22102	7.9023	32.504	0.59551	34.057	0.61647
7.9576	55.885	0.21964	60.165	0.22139	7.9576	32.488	0.59509	34.04	0.61604
8.0128	55.897	0.21874	60.178	0.22048	8.0128	32.501	0.59646	34.055	0.61742
8.0681	55.918	0.21873	60.201	0.22047	8.0681	32.447	0.59738	34	0.61838
8.1233	55.971	0.21822	60.258	0.21995	8.1233	32.427	0.59828	33.978	0.61932
8.1786	55.989	0.21795	60.278	0.21969	8.1786	32.411	0.59822	33.962	0.61927
8.2339	56.035	0.21775	60.327	0.21948	8.2339	32.421	0.59774	33.973	0.61878
8.2891	56.043	0.21774	60.335	0.21948	8.2891	32.45	0.59732	34.004	0.61832
8.3444	56.074	0.21755	60.37	0.21928	8.3444	32.456	0.59789	34.011	0.6189
8.3996	56.098	0.21792	60.395	0.21965	8.3996	32.459	0.59785	34.015	0.61886
8.4549	56.146	0.21744	60.447	0.21917	8.4549	32.497	0.59791	34.056	0.61889
8.5102	56.158	0.21745	60.46	0.21918	8.5102	32.516	0.59776	34.077	0.61872
8.5654	56.192	0.21799	60.497	0.21972	8.5654	32.512	0.59785	34.074	0.61882
8.6207	56.219	0.21741	60.525	0.21913	8.6207	32.549	0.59832	34.114	0.61929
8.676	56.239	0.21773	60.547	0.21946	8.676	32.584	0.59763	34.152	0.61856
8.7312	56.233	0.21735	60.541	0.21908	8.7312	32.597	0.59865	34.167	0.61958
8.7865	56.222	0.21732	60.529	0.21904	8.7865	32.562	0.5994	34.131	0.62037
8.8417	56.259	0.21654	60.569	0.21826	8.8417	32.602	0.60035	34.174	0.62131
8.897	56.271	0.21649	60.582	0.21821	8.897	32.615	0.60076	34.188	0.62172
8.9523	56.314	0.21617	60.629	0.21788	8.9523	32.641	0.6008	34.217	0.62174
9.0075	56.368	0.21665	60.687	0.21836	9.0075	32.636	0.59978	34.211	0.62071
9.0628	56.384	0.21737	60.705	0.21908	9.0628	32.689	0.59771	34.267	0.61859
9.118	56.396	0.21722	60.717	0.21894	9.118	32.72	0.59757	34.299	0.61843
9.1733	56.38	0.21721	60.7	0.21892	9.1733	32.729	0.59876	34.311	0.61962
9.2286	56.404	0.21732	60.726	0.21903	9.2286	32.747	0.59881	34.331	0.61966
9.2838	56.451	0.21687	60.777	0.21858	9.2838	32.761	0.59931	34.347	0.62017
9.3391	56.432	0.21703	60.756	0.21874	9.3391	32.758	0.59994	34.345	0.6208
9.3943	56.448	0.21683	60.774	0.21854	9.3943	32.753	0.60052	34.34	0.62139
9.4496	56.486	0.21638	60.814	0.21809	9.4496	32.783	0.60088	34.371	0.62176
9.5049	56.452	0.2169	60.778	0.21862	9.5049	32.766	0.60127	34.354	0.62219
9.5601	56.45	0.21646	60.776	0.21818	9.5601	32.734	0.60251	34.321	0.62346
9.6154	56.508	0.21606	60.838	0.21778	9.6154	32.728	0.60316	34.315	0.62413
9.6706	56.507	0.21623	60.837	0.21794	9.6706	32.733	0.60341	34.319	0.62439
9.7259	56.542	0.21626	60.875	0.21797	9.7259	32.746	0.60369	34.334	0.62467
9.7812	56.571	0.21607	60.906	0.21778	9.7812	32.782	0.60344	34.373	0.62438
9.8364	56.561	0.21603	60.896	0.21774	9.8364	32.772	0.60414	34.363	0.62512
9.8917	56.586	0.21605	60.922	0.21776	9.8917	32.792	0.60428	34.385	0.62525
9.9469	56.594	0.21605	60.931	0.21775	9.9469	32.792	0.60457	34.385	0.62555
10.002	56.608	0.21593	60.947	0.21764	10.002	32.781	0.60483	34.374	0.62582
10.057	56.62	0.21575	60.96	0.21746	10.057	32.755	0.60535	34.347	0.62636
10.113	56.647	0.21556	60.989	0.21726	10.113	32.772	0.60596	34.365	0.62697
10.168	56.672	0.21587	61.016	0.21757	10.168	32.785	0.60493	34.377	0.62593
10.223	56.645	0.21633	60.987	0.21804	10.223	32.814	0.60378	34.409	0.62473
10.279	56.704	0.21606	61.05	0.21777	10.279	32.851	0.60406	34.45	0.62498
10.334	56.714	0.21664	61.061	0.21835	10.334	32.863	0.6033	34.463	0.62421
10.389	56.721	0.21658	61.069	0.21829	10.389	32.88	0.60236	34.479	0.62325
10.444	56.69	0.21691	61.036	0.21862	10.444	32.895	0.60189	34.496	0.62274
10.5	56.726	0.2168	61.074	0.2185	10.5	32.938	0.60171	34.542	0.62253
10.555	56.749	0.21668	61.099	0.21839	10.555	32.944	0.60248	34.55	0.6233
10.61	56.755	0.21672	61.106	0.21842	10.61	32.972	0.60224	34.581	0.62303
10.665	56.797	0.21665	61.152	0.21835	10.665	32.972	0.60272	34.581	0.62353
10.721	56.817	0.21668	61.173	0.21839	10.721	32.965	0.60311	34.574	0.62394
10.776	56.85	0.21676	61.208	0.21846	10.776	32.99	0.60211	34.601	0.62289
10.831	56.875	0.21652	61.235	0.21823	10.831	33.033	0.60165	34.647	0.62238
10.886	56.883	0.21693	61.244	0.21863	10.886	33.061	0.60141	34.677	0.62211
10.942	56.895	0.21713	61.258	0.21883	10.942	33.038	0.60135	34.653	0.62207
10.997	56.938	0.21671	61.303	0.21842	10.997	33.058	0.60135	34.673	0.62207
11.052	56.923	0.21728	61.287	0.21898	11.052	33.083	0.60056	34.701	0.62124
11.107	56.965	0.21717	61.333	0.21887	11.107	33.13	0.59979	34.751	0.62043
11.163	56.943	0.21735	61.309	0.21905	11.163	33.137	0.59937	34.758	0.61997
11.218	56.95	0.21738	61.317	0.21909	11.218	33.085	0.59947	34.703	0.6201
11.273	56.981	0.21745	61.351	0.21915	11.273	33.111	0.59878	34.73	0.61938
11.328	56.965	0.21744	61.334	0.21914	11.328	33.106	0.59896	34.726	0.61958
11.384	56.921	0.21768	61.286	0.21938	11.384	33.063	0.59983	34.68	0.62049
11.439	56.933	0.21748	61.299	0.21919	11.439	33.027	0.60038	34.641	0.62109
11.494	56.909	0.21728	61.273	0.21898	11.494	33.026	0.60084	34.641	0.62156
11.55	56.958	0.21726	61.326	0.21895	11.55	32.986	0.60109	34.598	0.62183
11.605	56.963	0.21688	61.331	0.21857	11.605	33.024	0.60106	34.638	0.62178
11.66	56.946	0.21667	61.314	0.21837	11.66	33.018	0.60153	34.631	0.62226
11.715	56.986	0.2167	61.357	0.2184	11.715	33.063	0.60134	34.68	0.62204
11.771	56.99	0.2172	61.361	0.2189	11.771	33.035	0.60086	34.649	0.62156
11.826	56.992	0.2171	61.364	0.2188	11.826	33.048	0.60128	34.664	0.62199
11.881	57.018	0.21711	61.392	0.21881	11.881	33.068	0.60104	34.685	0.62174
11.936	57.035	0.21711	61.41	0.21881	11.936	33.108	0.60073	34.729	0.6214
11.992	57.052	0.21695	61.428	0.21865	11.992	33.152	0.60048	34.776	0.6211
12.047	57.062	0.21744	61.439	0.21914	12.047	33.157	0.60022	34.782	0.62083
12.102	57.035	0.21749	61.411	0.21919	12.102	33.185	0.60023	34.812	0.62083
12.157	57.091	0.21702	61.47	0.21872	12.157	33.208	0.60054	34.837	0.62112
12.213	57.102	0.21738	61.482	0.21908	12.213	33.205	0.60073	34.835	0.62132
12.268	57.101	0.21784	61.482	0.21953	12.268	33.207	0.60138	34.839	0.62199
12.323	57.183	0.21722	61.57	0.21891	12.323	33.237	0.60158	34.87	0.62219
12.378	57.159	0.21833	61.544	0.22003	12.378	33.282	0.59996	34.918	0.62049
12.434	57.153	0.21842	61.538	0.22012	12.434	33.304	0.59978	34.942	0.62028
12.489	57.166	0.21852	61.553	0.22021	12.489	33.297	0.60019	34.934	0.62071
12.544	57.203	0.2188	61.592	0.2205	12.544	33.319	0.59951	34.959	0.62002
12.599	57.206	0.21922	61.596	0.22092	12.599	33.358	0.59923	35	0.6197
12.655	57.225	0.21987	61.616	0.22157	12.655	33.36	0.59825	35.002	0.61873
12.71	57.233	0.22024	61.625	0.22194	12.71	33.339	0.59874	34.981	0.61925
12.765	57.264	0.22097	61.659	0.22266	12.765	33.347	0.59776	34.989	0.61827
12.821	57.281	0.22124	61.677	0.22293	12.821	33.319	0.59777	34.96	0.61828
12.876	57.319	0.22128	61.718	0.22298	12.876	33.327	0.59736	34.968	0.61786
12.931	57.365	0.22124	61.768	0.22294	12.931	33.308	0.59804	34.949	0.61857
12.986	57.423	0.22107	61.831	0.22276	12.986	33.318	0.59769	34.959	0.61821
13.042	57.401	0.22237	61.807	0.22406	13.042	33.353	0.59576	34.997	0.61622
13.097	57.424	0.2228	61.832	0.22449	13.097	33.342	0.59528	34.984	0.61575
13.152	57.508	0.22236	61.922	0.22405	13.152	33.38	0.59479	35.024	0.61523
13.207	57.449	0.22339	61.859	0.22508	13.207	33.391	0.5945	35.037	0.6149
13.263	57.522	0.2231	61.938	0.2248	13.263	33.4	0.59416	35.046	0.61457
13.318	57.521	0.22336	61.937	0.22505	13.318	33.44	0.59345	35.088	0.6138
13.373	57.536	0.22361	61.953	0.2253	13.373	33.484	0.59326	35.137	0.61358
13.428	57.588	0.22365	62.009	0.22534	13.428	33.486	0.59378	35.138	0.61411
13.484	57.564	0.22403	61.983	0.22573	13.484	33.528	0.59342	35.185	0.61372
13.539	57.579	0.22452	61.999	0.22622	13.539	33.526	0.59291	35.182	0.61322
13.594	57.59	0.22413	62.011	0.22582	13.594	33.527	0.59255	35.183	0.61284
13.649	57.605	0.22399	62.027	0.22569	13.649	33.54	0.59333	35.198	0.61363
13.705	57.62	0.22388	62.044	0.22558	13.705	33.572	0.59255	35.232	0.61283
13.76	57.561	0.22442	61.98	0.22612	13.76	33.566	0.59272	35.227	0.61302
13.815	57.57	0.22468	61.989	0.22638	13.815	33.574	0.59264	35.236	0.61293
13.87	57.611	0.22462	62.034	0.22632	13.87	33.587	0.59192	35.248	0.6122
13.926	57.637	0.22473	62.062	0.22643	13.926	33.592	0.59171	35.254	0.61198
13.981	57.6	0.22587	62.022	0.22757	13.981	33.617	0.59011	35.28	0.61033
14.036	57.678	0.22647	62.107	0.22816	14.036	33.62	0.58799	35.283	0.60822
14.092	57.658	0.22695	62.084	0.22864	14.092	33.64	0.58719	35.305	0.60741
14.147	57.635	0.22741	62.06	0.22911	14.147	33.661	0.58661	35.327	0.6068
14.202	57.654	0.2279	62.08	0.2296	14.202	33.64	0.58569	35.305	0.60589
14.257	57.677	0.22814	62.105	0.22983	14.257	33.609	0.58562	35.271	0.60584
14.313	57.637	0.22857	62.062	0.23027	14.313	33.657	0.5845	35.322	0.60466
14.368	57.675	0.22864	62.103	0.23033	14.368	33.627	0.58429	35.291	0.60449
14.423	57.657	0.22913	62.084	0.23082	14.423	33.63	0.58474	35.295	0.60495
14.478	57.665	0.22941	62.092	0.2311	14.478	33.644	0.58422	35.309	0.60444
14.534	57.665	0.23024	62.092	0.23193	14.534	33.643	0.58268	35.307	0.60286
14.589	57.717	0.23102	62.148	0.23271	14.589	33.653	0.58095	35.316	0.60112
14.644	57.719	0.23212	62.151	0.23381	14.644	33.647	0.57978	35.31	0.59995
14.699	57.719	0.23255	62.151	0.23424	14.699	33.664	0.57904	35.329	0.5992
14.755	57.757	0.23258	62.192	0.23427	14.755	33.716	0.578	35.384	0.59811
14.81	57.711	0.23347	62.142	0.23516	14.81	33.726	0.57755	35.396	0.59766
14.865	57.652	0.23412	62.079	0.23582	14.865	33.728	0.57702	35.399	0.59713
14.92	57.622	0.2347	62.046	0.23639	14.92	33.726	0.57677	35.397	0.59689
14.976	57.616	0.23457	62.039	0.23627	14.976	33.753	0.57623	35.426	0.59634
15.031	57.655	0.23452	62.081	0.23621	15.031	33.723	0.57609	35.394	0.5962
15.086	57.646	0.23483	62.072	0.23652	15.086	33.693	0.5762	35.361	0.59632
15.141	57.683	0.23482	62.112	0.23651	15.141	33.64	0.57615	35.304	0.59633
15.197	57.68	0.23521	62.109	0.2369	15.197	33.647	0.57537	35.311	0.59552
15.252	57.643	0.2358	62.069	0.23749	15.252	33.623	0.57537	35.285	0.59553
15.307	57.718	0.23652	62.15	0.23821	15.307	33.614	0.57378	35.273	0.59392
15.363	57.685	0.23696	62.114	0.23865	15.363	33.605	0.57318	35.265	0.59335
15.418	57.614	0.23712	62.037	0.23881	15.418	33.622	0.57417	35.284	0.59434
15.473	57.627	0.23719	62.051	0.23888	15.473	33.645	0.57359	35.308	0.59377
15.528	57.602	0.23752	62.025	0.23921	15.528	33.674	0.57326	35.339	0.59339
15.584	57.571	0.23745	61.991	0.23914	15.584	33.689	0.57373	35.354	0.59386
15.639	57.622	0.23755	62.046	0.23924	15.639	33.674	0.57376	35.337	0.5939
15.694	57.556	0.238	61.975	0.2397	15.694	33.641	0.57411	35.303	0.59428
15.749	57.543	0.23776	61.96	0.23946	15.749	33.645	0.57434	35.307	0.59452
15.805	57.517	0.23781	61.933	0.2395	15.805	33.662	0.57402	35.325	0.59419
15.86	57.455	0.23794	61.866	0.23963	15.86	33.632	0.57516	35.294	0.59536
15.915	57.429	0.23776	61.837	0.23946	15.915	33.621	0.5754	35.283	0.59563
15.97	57.332	0.23812	61.733	0.23982	15.97	33.636	0.57558	35.299	0.59582
16.026	57.314	0.23811	61.713	0.2398	16.026	33.641	0.57589	35.305	0.59614
16.081	57.2	0.2385	61.59	0.2402	16.081	33.643	0.5764	35.307	0.59665
16.136	57.222	0.23864	61.613	0.24035	16.136	33.658	0.57578	35.323	0.59605
16.191	57.184	0.23868	61.572	0.24038	16.191	33.628	0.5755	35.29	0.59577
16.247	57.137	0.23901	61.522	0.24071	16.247	33.626	0.57551	35.289	0.59578
16.302	57.133	0.23892	61.517	0.24062	16.302	33.606	0.57564	35.267	0.59594
16.357	57.176	0.23888	61.563	0.24058	16.357	33.661	0.57476	35.325	0.59502
16.412	57.121	0.23927	61.505	0.24097	16.412	33.643	0.57475	35.306	0.595
16.468	57.083	0.23902	61.463	0.24072	16.468	33.61	0.57541	35.271	0.5957
16.523	57.086	0.23912	61.466	0.24082	16.523	33.59	0.57485	35.248	0.59517
16.578	57.01	0.23916	61.385	0.24087	16.578	33.587	0.57521	35.245	0.59552
16.634	56.955	0.23925	61.325	0.24095	16.634	33.604	0.57494	35.262	0.59523
16.689	56.977	0.23874	61.348	0.24044	16.689	33.571	0.57516	35.227	0.59548
16.744	56.922	0.23889	61.288	0.2406	16.744	33.53	0.57568	35.182	0.59604
16.799	56.892	0.239	61.256	0.24071	16.799	33.489	0.57625	35.138	0.59665
16.855	56.898	0.23845	61.263	0.24016	16.855	33.441	0.57666	35.086	0.59708
16.91	56.938	0.23805	61.306	0.23976	16.91	33.424	0.5759	35.066	0.59632
