Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	67.797	0.18391
0.11052	67.796	0.18371
0.16578	67.8	0.18342
0.22104	67.808	0.18318
0.2763	67.82	0.18286
0.33156	67.799	0.18284
0.38683	67.81	0.18229
0.44209	67.799	0.18221
0.49735	67.789	0.18178
0.55261	67.784	0.18117
0.60787	67.795	0.18131
0.66313	67.718	0.18129
0.71839	67.721	0.18029
0.77365	67.722	0.17995
0.82891	67.728	0.18008
0.88417	67.719	0.18001
0.93943	67.706	0.17966
0.99469	67.684	0.17991
1.05	67.676	0.17971
1.1052	67.681	0.17925
1.1605	67.735	0.17894
1.2157	67.702	0.17892
1.271	67.697	0.17891
1.3263	67.689	0.17858
1.3815	67.702	0.17888
1.4368	67.671	0.1787
1.492	67.617	0.17884
1.5473	67.689	0.1786
1.6026	67.707	0.17856
1.6578	67.702	0.17828
1.7131	67.734	0.17787
1.7683	67.743	0.17738
1.8236	67.75	0.17701
1.8789	67.765	0.17709
1.9341	67.787	0.17662
1.9894	67.774	0.17651
2.0447	67.773	0.17634
2.0999	67.779	0.17583
2.1552	67.759	0.17562
2.2104	67.739	0.17525
2.2657	67.727	0.1751
2.321	67.69	0.17506
2.3762	67.685	0.17461
2.4315	67.711	0.1742
2.4867	67.634	0.17425
2.542	67.643	0.17426
2.5973	67.646	0.17395
2.6525	67.632	0.17305
2.7078	67.636	0.17227
2.763	67.634	0.17191
2.8183	67.631	0.17152
2.8736	67.609	0.17126
2.9288	67.592	0.17118
2.9841	67.619	0.17012
3.0393	67.63	0.16968
3.0946	67.654	0.16951
3.1499	67.605	0.16929
3.2051	67.622	0.16893
3.2604	67.621	0.1687
3.3156	67.597	0.16882
3.3709	67.624	0.16883
3.4262	67.625	0.16857
3.4814	67.633	0.16845
3.5367	67.639	0.16784
3.592	67.638	0.16769
3.6472	67.645	0.16732
3.7025	67.673	0.16727
3.7577	67.695	0.1664
3.813	67.665	0.16583
3.8683	67.65	0.16555
3.9235	67.681	0.16527
3.9788	67.649	0.16495
4.034	67.67	0.16462
4.0893	67.683	0.16434
4.1446	67.685	0.16391
4.1998	67.687	0.16381
4.2551	67.692	0.16365
4.3103	67.743	0.16309
4.3656	67.784	0.16308
4.4209	67.815	0.16286
4.4761	67.792	0.16262
4.5314	67.774	0.16229
4.5866	67.781	0.16176
4.6419	67.748	0.16148
4.6972	67.787	0.16138
4.7524	67.743	0.16131
4.8077	67.733	0.16126
4.863	67.75	0.16063
4.9182	67.742	0.16011
4.9735	67.773	0.15973
5.0287	67.775	0.15991
5.084	67.771	0.15972
5.1393	67.779	0.15942
5.1945	67.743	0.15894
5.2498	67.719	0.15869
5.305	67.666	0.15823
5.3603	67.666	0.15808
5.4156	67.677	0.15794
