Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055264	68.683	0.26219
0.11053	70.425	0.2538
0.16579	70.371	0.25329
0.22106	70.374	0.25404
0.27632	70.367	0.25395
0.33158	70.377	0.25486
0.38685	70.356	0.25471
0.44211	70.321	0.25458
0.49737	70.375	0.25454
0.55264	70.325	0.25475
0.6079	70.352	0.25485
0.66317	70.371	0.25446
0.71843	70.333	0.25458
0.77369	70.377	0.25423
0.82896	70.385	0.25428
0.88422	70.368	0.2543
0.93949	70.388	0.25351
0.99475	70.359	0.25379
1.05	70.407	0.25355
1.1053	70.426	0.25353
1.1605	70.425	0.25374
1.2158	70.467	0.25359
1.2711	70.494	0.25379
1.3263	70.522	0.25463
1.3816	70.538	0.25395
1.4369	70.543	0.25376
1.4921	70.557	0.25409
1.5474	70.586	0.25435
1.6027	70.597	0.25431
1.6579	70.59	0.25439
1.7132	70.6	0.25428
1.7684	70.633	0.25472
1.8237	70.646	0.25546
1.879	70.677	0.25517
1.9342	70.672	0.25494
1.9895	70.703	0.25505
2.0448	70.693	0.25531
2.1	70.719	0.25563
2.1553	70.757	0.25618
2.2106	70.775	0.25628
2.2658	70.779	0.25655
2.3211	70.795	0.25633
2.3763	70.81	0.2561
2.4316	70.835	0.25638
2.4869	70.838	0.25679
2.5421	70.857	0.25673
2.5974	70.88	0.25689
2.6527	70.87	0.25687
2.7079	70.934	0.2568
2.7632	70.949	0.25687
2.8185	70.955	0.25724
2.8737	70.952	0.25791
2.929	70.983	0.25794
2.9842	71.015	0.25766
3.0395	71.061	0.25836
3.0948	71.11	0.25852
3.15	71.126	0.25908
3.2053	71.175	0.25935
3.2606	71.184	0.2592
3.3158	71.188	0.25922
3.3711	71.246	0.25861
3.4264	71.254	0.25926
3.4816	71.263	0.25941
3.5369	71.278	0.25953
3.5922	71.323	0.2593
3.6474	71.393	0.25939
3.7027	71.443	0.25951
3.7579	71.464	0.25885
3.8132	71.475	0.25876
3.8685	71.49	0.25846
3.9237	71.478	0.25884
3.979	71.48	0.25964
4.0343	71.522	0.26019
4.0895	71.577	0.26014
4.1448	71.572	0.26073
4.2001	71.566	0.26057
4.2553	71.643	0.26056
4.3106	71.701	0.26092
4.3658	71.701	0.26173
4.4211	71.728	0.26223
4.4764	71.779	0.26263
4.5316	71.794	0.26259
4.5869	71.799	0.26286
4.6422	71.782	0.26295
4.6974	71.791	0.26339
4.7527	71.821	0.26358
4.808	71.873	0.26301
4.8632	71.867	0.26367
4.9185	71.866	0.2632
4.9737	71.877	0.26411
5.029	71.899	0.26514
5.0843	71.886	0.26463
5.1395	71.98	0.26437
5.1948	72.016	0.26399
5.2501	72.035	0.26461
5.3053	72.025	0.26501
5.3606	72.031	0.26463
5.4159	72.07	0.26512
5.4711	72.133	0.26553
5.5264	72.155	0.26541
5.5817	72.157	0.26534
5.6369	72.193	0.26579
5.6922	72.238	0.2656
5.7474	72.275	0.26601
5.8027	72.307	0.26735
5.858	72.287	0.26806
5.9132	72.347	0.26806
5.9685	72.371	0.26805
6.0238	72.405	0.26819
6.079	72.476	0.2684
6.1343	72.515	0.26913
6.1896	72.545	0.26878
6.2448	72.573	0.2687
6.3001	72.589	0.26903
6.3553	72.601	0.26932
6.4106	72.656	0.26911
6.4659	72.685	0.26911
6.5211	72.715	0.26949
6.5764	72.755	0.26981
6.6317	72.726	0.26972
6.6869	72.766	0.27027
6.7422	72.815	0.27057
6.7975	72.763	0.2705
6.8527	72.806	0.27101
6.908	72.849	0.27107
6.9632	72.893	0.27106
7.0185	72.903	0.27091
7.0738	72.925	0.27075
7.129	72.959	0.27095
7.1843	72.981	0.27115
7.2396	72.99	0.27157
7.2948	73.02	0.27197
7.3501	73.079	0.27206
7.4054	73.128	0.27224
7.4606	73.158	0.27247
7.5159	73.117	0.2718
7.5712	73.155	0.27154
7.6264	73.205	0.27183
7.6817	73.199	0.27182
7.7369	73.234	0.27167
7.7922	73.234	0.27234
7.8475	73.252	0.27248
7.9027	73.29	0.27206
7.958	73.301	0.27175
8.0133	73.301	0.27134
8.0685	73.342	0.27137
8.1238	73.377	0.27189
