Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	62.533	0.1944
0.11052	62.593	0.19412
0.16578	62.58	0.19373
0.22104	62.583	0.19352
0.2763	62.593	0.19342
0.33156	62.595	0.19337
0.38683	62.616	0.1927
0.44209	62.625	0.19259
0.49735	62.654	0.19242
0.55261	62.681	0.19188
0.60787	62.691	0.19113
0.66313	62.72	0.19098
0.71839	62.748	0.19075
0.77365	62.739	0.1902
0.82891	62.797	0.18977
0.88417	62.771	0.18962
0.93943	62.811	0.18932
0.99469	62.863	0.18936
1.05	62.829	0.18917
1.1052	62.842	0.18862
1.1605	62.868	0.18882
1.2157	62.878	0.18873
1.271	62.885	0.1883
1.3263	62.907	0.18804
1.3815	62.931	0.18737
1.4368	62.932	0.187
1.492	62.985	0.18684
1.5473	62.987	0.18735
1.6026	63.018	0.18757
1.6578	63.026	0.18726
1.7131	63.045	0.1869
1.7683	63.065	0.18629
1.8236	63.066	0.18671
1.8789	63.107	0.18662
1.9341	63.138	0.18618
1.9894	63.19	0.18614
2.0447	63.215	0.18615
2.0999	63.215	0.18612
2.1552	63.294	0.18636
2.2104	63.256	0.18655
2.2657	63.282	0.18647
2.321	63.272	0.18609
2.3762	63.331	0.18627
2.4315	63.336	0.1861
2.4867	63.319	0.18634
2.542	63.35	0.18618
2.5973	63.336	0.1848
2.6525	63.32	0.18372
2.7078	63.317	0.18349
2.763	63.362	0.18418
2.8183	63.396	0.18404
2.8736	63.459	0.18382
2.9288	63.43	0.18404
2.9841	63.477	0.18287
3.0393	63.509	0.18257
3.0946	63.495	0.18351
3.1499	63.522	0.18428
3.2051	63.505	0.18436
3.2604	63.644	0.18269
3.3156	63.621	0.18235
3.3709	63.632	0.18281
3.4262	63.637	0.18215
3.4814	63.615	0.182
3.5367	63.614	0.18176
3.592	63.61	0.18204
3.6472	63.642	0.18171
3.7025	63.674	0.18151
3.7577	63.672	0.18149
3.813	63.653	0.18135
3.8683	63.728	0.18201
3.9235	63.699	0.18187
3.9788	63.693	0.1809
4.034	63.718	0.18141
4.0893	63.762	0.18179
4.1446	63.751	0.18121
4.1998	63.759	0.18144
4.2551	63.825	0.18149
4.3103	63.829	0.1808
4.3656	63.876	0.18052
4.4209	63.891	0.18083
4.4761	63.912	0.18131
4.5314	63.937	0.18162
4.5866	63.941	0.1815
4.6419	63.948	0.18121
4.6972	63.99	0.18119
4.7524	63.993	0.18199
4.8077	64.013	0.18208
4.863	64.036	0.18199
4.9182	64.053	0.18203
4.9735	64.034	0.18173
5.0287	64.089	0.18275
5.084	64.101	0.18324
5.1393	64.158	0.18309
5.1945	64.144	0.18363
5.2498	64.134	0.18313
5.305	64.166	0.18284
5.3603	64.164	0.18361
5.4156	64.186	0.183
5.4708	64.156	0.18306
5.5261	64.184	0.18243
5.5813	64.229	0.18278
5.6366	64.216	0.18321
5.6919	64.249	0.18259
5.7471	64.255	0.18267
5.8024	64.339	0.18285
5.8576	64.334	0.18306
5.9129	64.345	0.18362
5.9682	64.357	0.18306
6.0234	64.353	0.18351
6.0787	64.365	0.18237
6.134	64.405	0.1823
