Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	63.226	0.23685
0.11052	63.188	0.23683
0.16578	63.215	0.2367
0.22104	63.196	0.23685
0.2763	63.171	0.23645
0.33156	63.17	0.23675
0.38683	63.154	0.23672
0.44209	63.179	0.23663
0.49735	63.131	0.23697
0.55261	63.147	0.23655
0.60787	63.165	0.23664
0.66313	63.166	0.23668
0.71839	63.122	0.23664
0.77365	63.122	0.23647
0.82891	63.138	0.23635
0.88417	63.145	0.23628
0.93943	63.119	0.23629
0.99469	63.166	0.23607
1.05	63.127	0.23626
1.1052	63.156	0.23609
1.1605	63.113	0.23591
1.2157	63.145	0.23588
1.271	63.177	0.23572
1.3263	63.153	0.23607
1.3815	63.177	0.23567
1.4368	63.181	0.23574
1.492	63.165	0.23571
1.5473	63.144	0.23559
1.6026	63.119	0.23549
1.6578	63.109	0.23578
1.7131	63.104	0.2355
1.7683	63.099	0.2355
1.8236	63.061	0.2356
1.8789	63.028	0.23575
1.9341	63.041	0.23558
1.9894	63.021	0.23561
2.0447	63.014	0.23575
2.0999	63.048	0.23555
2.1552	63.018	0.23573
2.2104	63.002	0.23586
2.2657	63.002	0.23576
2.321	63.001	0.2361
2.3762	62.991	0.23615
2.4315	62.973	0.23573
2.4867	62.988	0.23572
2.542	63.004	0.23559
2.5973	63.03	0.23554
2.6525	63.048	0.23553
2.7078	63.014	0.23546
2.763	63.032	0.2353
2.8183	63.065	0.23546
2.8736	63.083	0.23523
2.9288	63.072	0.23539
2.9841	63.055	0.23548
3.0393	63.034	0.23559
3.0946	63.049	0.23532
3.1499	63.051	0.23545
3.2051	63.036	0.23565
3.2604	63.026	0.23541
3.3156	63.05	0.23532
3.3709	63.03	0.2353
3.4262	63.033	0.23531
3.4814	63.023	0.23513
3.5367	63.048	0.23509
3.592	63.01	0.23493
3.6472	63.044	0.23473
3.7025	63.02	0.23454
3.7577	63.065	0.23437
3.813	63.025	0.2345
3.8683	63.006	0.2343
3.9235	63.003	0.23398
3.9788	63.023	0.23394
4.034	63.008	0.23403
4.0893	62.996	0.23395
4.1446	63.007	0.23428
4.1998	63.031	0.23419
4.2551	63.011	0.23397
4.3103	63.043	0.23412
4.3656	63.045	0.23397
4.4209	63.017	0.23397
4.4761	63.036	0.23402
4.5314	63.057	0.23395
4.5866	63.043	0.23386
4.6419	63.063	0.23382
4.6972	63.045	0.23384
4.7524	63.034	0.23409
4.8077	63.071	0.23379
4.863	63.083	0.23397
4.9182	63.072	0.23407
4.9735	63.076	0.23396
5.0287	63.074	0.23395
5.084	63.069	0.2339
5.1393	63.07	0.23385
5.1945	63.09	0.23393
5.2498	63.065	0.23395
5.305	63.03	0.23445
5.3603	63.072	0.23409
5.4156	63.119	0.23403
5.4708	63.086	0.23412
5.5261	63.097	0.23415
5.5813	63.092	0.23414
5.6366	63.108	0.23381
5.6919	63.094	0.23382
5.7471	63.124	0.23372
5.8024	63.115	0.23357
5.8576	63.129	0.23367
5.9129	63.177	0.23337
5.9682	63.131	0.23322
6.0234	63.192	0.23328
6.0787	63.188	0.23329
6.134	63.195	0.23315
6.1892	63.233	0.23296
6.2445	63.244	0.23297
6.2997	63.268	0.23283
6.355	63.292	0.23253
6.4103	63.31	0.23249
6.4655	63.281	0.23266
6.5208	63.306	0.23265
6.576	63.335	0.23227
6.6313	63.329	0.23256
6.6866	63.339	0.23262
6.7418	63.371	0.2323
6.7971	63.389	0.23232
6.8523	63.416	0.23227
6.9076	63.422	0.23228
6.9629	63.436	0.23226
7.0181	63.448	0.23242
7.0734	63.446	0.23234
7.1286	63.482	0.23243
7.1839	63.488	0.23282
7.2392	63.518	0.23242
7.2944	63.536	0.23242
7.3497	63.568	0.23228
7.405	63.594	0.23215
7.4602	63.621	0.23222
7.5155	63.62	0.23231
7.5707	63.673	0.23227
7.626	63.717	0.23246
7.6813	63.743	0.23251
7.7365	63.762	0.23261
7.7918	63.792	0.23273
7.847	63.808	0.23288
7.9023	63.83	0.23249
7.9576	63.874	0.2326
8.0128	63.892	0.23279
8.0681	63.928	0.23288
8.1233	63.961	0.23262
8.1786	63.988	0.23275
8.2339	63.998	0.23274
8.2891	64.001	0.23262
8.3444	64.037	0.2328
8.3996	64.059	0.23293
8.4549	64.062	0.23287
8.5102	64.075	0.23296
8.5654	64.105	0.23276
8.6207	64.112	0.23284
8.676	64.137	0.23276
8.7312	64.145	0.23301
8.7865	64.186	0.23293
8.8417	64.201	0.23305
8.897	64.221	0.23323
8.9523	64.244	0.23292
9.0075	64.261	0.23297
9.0628	64.301	0.23313
9.118	64.316	0.23298
9.1733	64.339	0.23329
9.2286	64.362	0.23339
9.2838	64.341	0.23333
9.3391	64.372	0.23326
9.3943	64.392	0.23336
9.4496	64.406	0.23331
9.5049	64.369	0.23369
9.5601	64.38	0.23368
9.6154	64.4	0.23377
9.6706	64.403	0.23362
9.7259	64.4	0.2337
9.7812	64.427	0.23348
9.8364	64.445	0.23389
9.8917	64.426	0.23409
9.9469	64.438	0.23455
10.002	64.434	0.23461
10.057	64.435	0.23451
10.113	64.454	0.23478
10.168	64.439	0.23536
10.223	64.446	0.23546
10.279	64.513	0.23528
10.334	64.529	0.23526
10.389	64.533	0.2355
10.444	64.554	0.23561
10.5	64.593	0.23543
10.555	64.576	0.23561
10.61	64.617	0.23549
10.665	64.64	0.23556
10.721	64.673	0.23524
10.776	64.675	0.23539
10.831	64.755	0.23521
10.886	64.74	0.23523
10.942	64.791	0.23554
10.997	64.807	0.2354
11.052	64.777	0.23542
11.107	64.798	0.23552
11.163	64.835	0.23585
11.218	64.834	0.23609
11.273	64.82	0.23654
11.328	64.848	0.23636
11.384	64.886	0.23631
11.439	64.88	0.23653
11.494	64.899	0.23624
11.55	64.905	0.23652
11.605	64.921	0.23684
11.66	64.95	0.23669
11.715	64.958	0.23686
11.771	64.964	0.23726
11.826	64.971	0.23765
11.881	64.988	0.23813
11.936	65.02	0.23818
11.992	64.983	0.23839
12.047	65.029	0.23861
12.102	65.083	0.23871
12.157	65.094	0.23874
12.213	65.147	0.23882
12.268	65.185	0.23886
12.323	65.161	0.23905
12.378	65.11	0.23996
12.434	65.111	0.24005
12.489	65.058	0.24041
12.544	65.06	0.24061
12.599	65.029	0.2409
12.655	65.034	0.24129
12.71	65.061	0.24131
12.765	65.062	0.24154
12.821	65.082	0.24139
12.876	65.116	0.24141
12.931	65.177	0.24123
12.986	65.235	0.24157
13.042	65.29	0.24141
13.097	65.342	0.24172
13.152	65.39	0.24214
13.207	65.382	0.24212
13.263	65.429	0.24192
13.318	65.437	0.24178
13.373	65.448	0.24187
13.428	65.456	0.24173
13.484	65.443	0.24155
13.539	65.445	0.24126
13.594	65.428	0.2412
