Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	74.144	0.16656
0.11052	74.193	0.16691
0.16578	74.137	0.16746
0.22104	74.18	0.1671
0.2763	74.147	0.16671
0.33156	74.199	0.16694
0.38683	74.145	0.16724
0.44209	74.157	0.16694
0.49735	74.121	0.16679
0.55261	74.162	0.16706
0.60787	74.125	0.16693
0.66313	74.187	0.16638
0.71839	74.09	0.16673
0.77365	74.131	0.1664
0.82891	74.188	0.16621
0.88417	74.148	0.16591
0.93943	74.185	0.16544
0.99469	74.167	0.16543
1.05	74.165	0.16535
1.1052	74.245	0.16553
1.1605	74.209	0.16634
1.2157	74.225	0.16642
1.271	74.277	0.16626
1.3263	74.275	0.16643
1.3815	74.23	0.16653
1.4368	74.277	0.16622
1.492	74.367	0.16634
1.5473	74.365	0.16679
1.6026	74.347	0.16666
1.6578	74.402	0.16633
1.7131	74.441	0.16601
1.7683	74.417	0.16618
1.8236	74.465	0.16623
1.8789	74.476	0.16629
1.9341	74.52	0.16607
1.9894	74.504	0.16599
2.0447	74.589	0.16639
2.0999	74.589	0.16632
2.1552	74.567	0.16665
2.2104	74.63	0.16608
2.2657	74.653	0.16571
2.321	74.681	0.16625
2.3762	74.71	0.1665
2.4315	74.687	0.16656
2.4867	74.738	0.16648
2.542	74.773	0.16574
2.5973	74.778	0.16605
2.6525	74.779	0.16628
2.7078	74.842	0.16661
2.763	74.845	0.16647
2.8183	74.834	0.16636
2.8736	74.832	0.16657
2.9288	74.885	0.16668
2.9841	74.863	0.16606
3.0393	74.916	0.16614
3.0946	74.924	0.16623
3.1499	74.955	0.16579
3.2051	74.97	0.16584
3.2604	74.885	0.16628
3.3156	74.975	0.16613
3.3709	75.009	0.16583
3.4262	74.994	0.16555
3.4814	75.035	0.16575
3.5367	75.053	0.16569
3.592	75.06	0.16573
3.6472	75.112	0.16549
3.7025	75.134	0.16589
3.7577	75.171	0.16607
3.813	75.236	0.16571
3.8683	75.18	0.1657
3.9235	75.229	0.1653
3.9788	75.248	0.16521
4.034	75.25	0.16553
4.0893	75.263	0.16538
4.1446	75.275	0.16472
4.1998	75.32	0.16408
4.2551	75.323	0.16371
4.3103	75.372	0.16353
4.3656	75.413	0.16397
4.4209	75.434	0.1637
4.4761	75.432	0.16403
4.5314	75.513	0.16421
4.5866	75.535	0.16416
4.6419	75.597	0.16417
4.6972	75.572	0.16408
4.7524	75.574	0.16389
4.8077	75.62	0.16403
4.863	75.674	0.16373
4.9182	75.672	0.16352
4.9735	75.698	0.1635
5.0287	75.733	0.16421
5.084	75.74	0.16506
5.1393	75.761	0.16485
5.1945	75.796	0.16477
5.2498	75.769	0.16453
5.305	75.778	0.16415
5.3603	75.799	0.16403
5.4156	75.894	0.16347
5.4708	75.893	0.16354
5.5261	75.856	0.16398
5.5813	75.867	0.16357
5.6366	75.974	0.16282
5.6919	75.929	0.16309
5.7471	75.938	0.1632
5.8024	75.956	0.16313
5.8576	75.952	0.16327
5.9129	76.035	0.16292
5.9682	76.024	0.16294
6.0234	76.002	0.16326
6.0787	76.048	0.16289
6.134	76.139	0.1621
6.1892	76.187	0.16211
6.2445	76.142	0.16151
6.2997	76.202	0.16135
6.355	76.181	0.16148
6.4103	76.234	0.16132
6.4655	76.282	0.16073
6.5208	76.3	0.16048
6.576	76.334	0.16079
6.6313	76.321	0.16116
6.6866	76.338	0.16111
6.7418	76.389	0.16066
6.7971	76.374	0.16072
6.8523	76.372	0.16093
6.9076	76.43	0.16047
