Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.051935	38.573	0.24871
0.10387	38.559	0.24824
0.1558	38.58	0.24811
0.20774	38.576	0.24783
0.25967	38.573	0.24755
0.31161	38.577	0.24751
0.36354	38.55	0.24735
0.41548	38.553	0.24741
0.46741	38.528	0.24754
0.51935	38.598	0.24757
0.57128	38.567	0.24761
0.62321	38.578	0.24721
0.67515	38.598	0.24737
0.72708	38.602	0.2471
0.77902	38.62	0.24682
0.83095	38.626	0.24674
0.88289	38.66	0.24664
0.93482	38.652	0.24666
0.98676	38.677	0.24638
1.0387	38.67	0.24644
1.0906	38.674	0.24621
1.1426	38.72	0.24628
1.1945	38.692	0.24636
1.2464	38.716	0.24617
1.2984	38.72	0.24604
1.3503	38.731	0.24611
1.4022	38.748	0.24619
1.4542	38.765	0.24597
1.5061	38.779	0.24605
1.558	38.803	0.24593
1.61	38.816	0.24593
1.6619	38.822	0.24584
1.7138	38.843	0.24575
1.7658	38.866	0.24531
1.8177	38.871	0.24501
1.8696	38.898	0.24514
1.9216	38.906	0.24507
1.9735	38.916	0.24502
2.0254	38.943	0.24483
2.0774	38.964	0.24489
2.1293	38.962	0.24502
2.1813	38.969	0.24486
2.2332	38.972	0.24488
2.2851	39.002	0.24448
2.3371	39.031	0.24468
2.389	39.037	0.24427
2.4409	39.04	0.24442
2.4929	39.123	0.24411
2.5448	39.099	0.24411
2.5967	39.141	0.24383
2.6487	39.135	0.24388
2.7006	39.166	0.24347
2.7525	39.189	0.24351
2.8045	39.219	0.24319
2.8564	39.194	0.24379
2.9083	39.249	0.24343
2.9603	39.228	0.2433
3.0122	39.249	0.24301
3.0641	39.252	0.24277
3.1161	39.303	0.24233
3.168	39.304	0.24235
3.2199	39.334	0.2421
3.2719	39.328	0.24196
3.3238	39.382	0.24123
3.3757	39.442	0.24034
3.4277	39.433	0.24057
3.4796	39.412	0.24108
3.5316	39.405	0.24121
3.5835	39.398	0.24153
3.6354	39.417	0.24131
3.6874	39.409	0.24144
3.7393	39.426	0.24141
3.7912	39.427	0.24129
3.8432	39.44	0.24127
3.8951	39.431	0.24096
3.947	39.503	0.24079
3.999	39.497	0.24084
4.0509	39.596	0.24102
4.1028	39.623	0.24074
4.1548	39.662	0.2405
4.2067	39.692	0.2405
4.2586	39.718	0.24039
4.3106	39.76	0.23993
4.3625	39.744	0.24055
4.4144	39.758	0.24022
4.4664	39.839	0.23987
4.5183	39.872	0.23977
4.5702	39.931	0.2394
4.6222	39.951	0.23959
4.6741	39.951	0.23969
4.726	39.963	0.2394
4.778	39.95	0.23996
4.8299	40.01	0.23938
4.8818	39.974	0.24013
4.9338	40.041	0.23945
4.9857	40.009	0.24024
5.0377	40.059	0.23969
5.0896	40.057	0.24008
5.1415	40.07	0.23972
5.1935	40.064	0.23999
5.2454	40.111	0.23942
5.2973	40.089	0.23964
