Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.053591	64.69	0.23981
0.10718	64.703	0.23942
0.16077	64.691	0.23847
0.21436	64.671	0.23826
0.26795	64.646	0.2383
0.32154	64.654	0.23762
0.37513	64.653	0.23819
0.42872	64.631	0.23815
0.48232	64.648	0.23813
0.53591	64.658	0.23769
0.5895	64.685	0.23747
0.64309	64.706	0.23672
0.69668	64.687	0.23611
0.75027	64.694	0.23575
0.80386	64.691	0.23601
0.85745	64.653	0.23603
0.91104	64.653	0.23616
0.96463	64.72	0.23691
1.0182	64.702	0.23773
1.0718	64.716	0.23793
1.1254	64.724	0.23816
1.179	64.717	0.23813
1.2326	64.685	0.23827
1.2862	64.651	0.23838
1.3398	64.602	0.23845
1.3934	64.606	0.23811
1.4469	64.536	0.23798
1.5005	64.494	0.23846
1.5541	64.463	0.2388
1.6077	64.427	0.23872
1.6613	64.393	0.23843
1.7149	64.36	0.23826
1.7685	64.337	0.23796
1.8221	64.317	0.23797
1.8757	64.336	0.2386
1.9293	64.334	0.23807
1.9829	64.319	0.23783
2.0364	64.291	0.23816
2.09	64.289	0.23752
2.1436	64.293	0.23772
2.1972	64.254	0.23758
2.2508	64.202	0.23752
2.3044	64.159	0.23725
2.358	64.195	0.23752
2.4116	64.181	0.23713
2.4652	64.142	0.2374
2.5188	64.14	0.23779
2.5723	64.148	0.23805
2.6259	64.154	0.23796
2.6795	64.133	0.23787
2.7331	64.151	0.23843
2.7867	64.131	0.23823
2.8403	64.161	0.23838
2.8939	64.152	0.23858
2.9475	64.16	0.23862
3.0011	64.152	0.23896
3.0547	64.153	0.23868
3.1083	64.152	0.23849
3.1618	64.136	0.23863
3.2154	64.139	0.23852
3.269	64.134	0.23853
3.3226	64.113	0.23817
3.3762	64.103	0.23845
3.4298	64.101	0.23866
3.4834	64.06	0.23806
3.537	64.039	0.23847
3.5906	64.064	0.23872
3.6442	64.047	0.2386
3.6977	64.064	0.23935
3.7513	64.054	0.23879
3.8049	64.046	0.23893
3.8585	64.03	0.23869
3.9121	64.007	0.23877
3.9657	64.048	0.23918
4.0193	64.052	0.23912
4.0729	64.066	0.23933
4.1265	64.071	0.23888
4.1801	64.077	0.23838
4.2337	64.044	0.23771
4.2872	64.055	0.23758
4.3408	64.061	0.23748
4.3944	64.061	0.23738
4.448	64.086	0.23813
4.5016	64.079	0.23818
4.5552	64.099	0.23867
4.6088	64.086	0.23888
4.6624	64.138	0.23863
4.716	64.135	0.23848
4.7696	64.101	0.23859
4.8232	64.095	0.23875
4.8767	64.118	0.23938
4.9303	64.137	0.23919
