Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
2.707	41.028	0.37464	44.525	0.37264	2.707	32.363	0.54436	34.145	0.53479
2.7601	41.086	0.37576	44.587	0.37378	2.7601	32.299	0.54386	34.078	0.53429
2.8132	41.227	0.37441	44.739	0.37244	2.8132	32.244	0.5444	34.02	0.53481
2.8662	41.274	0.37413	44.79	0.37216	2.8662	32.385	0.54218	34.169	0.53264
2.9193	41.268	0.37345	44.783	0.37148	2.9193	32.387	0.54385	34.17	0.53428
2.9724	41.333	0.37192	44.854	0.36996	2.9724	32.361	0.54574	34.142	0.53617
3.0255	41.41	0.37227	44.937	0.37032	3.0255	32.353	0.54322	34.134	0.53367
3.0786	41.409	0.37171	44.936	0.36976	3.0786	32.37	0.54237	34.152	0.53283
3.1316	41.429	0.37188	44.958	0.36993	3.1316	32.38	0.54148	34.162	0.53197
3.1847	41.499	0.36991	45.033	0.36796	3.1847	32.365	0.54349	34.145	0.53396
3.2378	41.528	0.37011	45.064	0.36817	3.2378	32.344	0.54313	34.123	0.53362
3.2909	41.587	0.36898	45.128	0.36704	3.2909	32.348	0.54296	34.126	0.53344
3.3439	41.626	0.36869	45.171	0.36675	3.3439	32.361	0.54304	34.14	0.53352
3.397	41.639	0.36801	45.184	0.36608	3.397	32.366	0.54398	34.145	0.53446
3.4501	41.697	0.36803	45.248	0.3661	3.4501	32.422	0.54234	34.203	0.53285
3.5032	41.735	0.36902	45.288	0.36709	3.5032	32.401	0.54185	34.181	0.53236
3.5563	41.774	0.36836	45.33	0.36644	3.5563	32.39	0.54151	34.17	0.53201
3.6093	41.829	0.36766	45.389	0.36574	3.6093	32.374	0.5425	34.151	0.533
3.6624	41.861	0.36632	45.424	0.36441	3.6624	32.352	0.54371	34.128	0.5342
3.7155	41.915	0.36569	45.482	0.36378	3.7155	32.37	0.54292	34.147	0.53342
3.7686	41.903	0.36552	45.47	0.36361	3.7686	32.384	0.54378	34.161	0.53428
3.8217	41.937	0.36566	45.507	0.36375	3.8217	32.434	0.54308	34.213	0.53359
3.8747	41.971	0.36396	45.543	0.36206	3.8747	32.456	0.54368	34.235	0.53419
3.9278	42.045	0.36467	45.623	0.36278	3.9278	32.403	0.543	34.18	0.53351
3.9809	42.063	0.3626	45.642	0.36071	3.9809	32.4	0.54531	34.176	0.5358
4.034	42.141	0.36269	45.727	0.36081	4.034	32.412	0.54354	34.189	0.53403
4.087	42.147	0.36206	45.733	0.36018	4.087	32.429	0.54346	34.207	0.53396
4.1401	42.119	0.36211	45.703	0.36022	4.1401	32.448	0.54367	34.226	0.5342
4.1932	42.198	0.36244	45.789	0.36057	4.1932	32.409	0.54278	34.184	0.53328
4.2463	42.178	0.36121	45.766	0.35933	4.2463	32.409	0.54285	34.185	0.53336
4.2994	42.145	0.362	45.73	0.36012	4.2994	32.384	0.54165	34.159	0.53217
4.3524	42.175	0.36206	45.763	0.36019	4.3524	32.376	0.54115	34.15	0.53167
4.4055	42.164	0.36234	45.751	0.36046	4.4055	32.348	0.54084	34.122	0.53136
4.4586	42.229	0.36159	45.821	0.35972	4.4586	32.337	0.54038	34.11	0.53091
4.5117	42.207	0.36257	45.796	0.3607	4.5117	32.316	0.54113	34.087	0.53166
4.5648	42.274	0.36189	45.869	0.36002	4.5648	32.314	0.54149	34.084	0.53201
4.6178	42.331	0.36161	45.931	0.35974	4.6178	32.29	0.54134	34.059	0.53186
4.6709	42.326	0.3629	45.925	0.36104	4.6709	32.284	0.53972	34.053	0.53025
4.724	42.396	0.36084	46.001	0.35898	4.724	32.321	0.54026	34.091	0.53081
4.7771	42.453	0.36098	46.063	0.35913	4.7771	32.342	0.53923	34.112	0.52979
4.8301	42.483	0.36007	46.095	0.35822	4.8301	32.359	0.53924	34.13	0.52981
4.8832	42.527	0.35987	46.142	0.35802	4.8832	32.34	0.53912	34.111	0.52969
4.9363	42.588	0.3596	46.208	0.35776	4.9363	32.352	0.53896	34.122	0.52952
4.9894	42.61	0.35927	46.232	0.35743	4.9894	32.364	0.53983	34.135	0.5304
5.0425	42.625	0.35925	46.248	0.35741	5.0425	32.358	0.5401	34.127	0.53067
5.0955	42.669	0.3592	46.296	0.35737	5.0955	32.316	0.54004	34.084	0.5306
5.1486	42.662	0.3588	46.288	0.35696	5.1486	32.319	0.54069	34.087	0.53126
5.2017	42.749	0.35925	46.382	0.35742	5.2017	32.302	0.53912	34.069	0.52969
5.2548	42.754	0.35847	46.387	0.35664	5.2548	32.279	0.54155	34.044	0.5321
5.3079	42.814	0.35734	46.453	0.35552	5.3079	32.301	0.54205	34.066	0.53258
5.3609	42.833	0.35723	46.473	0.35541	5.3609	32.278	0.54251	34.042	0.53305
5.414	42.893	0.35693	46.538	0.35512	5.414	32.302	0.54216	34.067	0.5327
5.4671	42.936	0.35648	46.584	0.35466	5.4671	32.328	0.54203	34.094	0.53259
5.5202	42.945	0.35695	46.593	0.35513	5.5202	32.31	0.54202	34.074	0.53258
5.5732	43.045	0.35623	46.702	0.35443	5.5732	32.333	0.5416	34.099	0.53216
5.6263	43.055	0.35583	46.713	0.35402	5.6263	32.333	0.54222	34.098	0.53278
5.6794	43.071	0.35723	46.729	0.35543	5.6794	32.302	0.54132	34.066	0.53188
5.7325	43.086	0.35742	46.745	0.35561	5.7325	32.3	0.54165	34.063	0.53222
5.7856	43.113	0.35817	46.774	0.35636	5.7856	32.296	0.54175	34.059	0.53232
5.8386	43.142	0.35858	46.806	0.35677	5.8386	32.267	0.54063	34.029	0.53121
5.8917	43.156	0.35876	46.821	0.35695	5.8917	32.256	0.54159	34.017	0.53217
5.9448	43.177	0.35904	46.843	0.35724	5.9448	32.217	0.54217	33.975	0.53274
5.9979	43.181	0.35899	46.847	0.35718	5.9979	32.239	0.54226	33.998	0.53284
6.051	43.228	0.35905	46.898	0.35725	6.051	32.209	0.54224	33.967	0.53282
6.104	43.247	0.35852	46.919	0.35672	6.104	32.206	0.54284	33.962	0.5334
6.1571	43.261	0.35928	46.933	0.35748	6.1571	32.173	0.54334	33.928	0.5339
6.2102	43.296	0.35775	46.971	0.35595	6.2102	32.133	0.54486	33.886	0.53537
6.2633	43.336	0.35659	47.014	0.3548	6.2633	32.127	0.54652	33.879	0.537
6.3163	43.338	0.3568	47.016	0.35501	6.3163	32.131	0.54679	33.883	0.53728
6.3694	43.377	0.35706	47.059	0.35527	6.3694	32.134	0.547	33.886	0.53749
6.4225	43.412	0.3572	47.097	0.35541	6.4225	32.137	0.54634	33.889	0.53684
6.4756	43.452	0.35685	47.14	0.35506	6.4756	32.127	0.54578	33.878	0.53628
6.5287	43.474	0.35654	47.163	0.35476	6.5287	32.11	0.54629	33.86	0.53677
6.5817	43.499	0.35621	47.19	0.35443	6.5817	32.102	0.54676	33.851	0.53723
6.6348	43.523	0.35608	47.216	0.3543	6.6348	32.096	0.54811	33.845	0.53858
6.6879	43.539	0.3561	47.234	0.35433	6.6879	32.074	0.54823	33.822	0.5387
6.741	43.574	0.35733	47.271	0.35556	6.741	32.084	0.54861	33.832	0.53908
6.7941	43.605	0.35713	47.304	0.35535	6.7941	32.069	0.54892	33.816	0.53938
6.8471	43.661	0.35742	47.365	0.35565	6.8471	32.075	0.54885	33.822	0.53932
6.9002	43.657	0.35704	47.361	0.35527	6.9002	32.077	0.54999	33.824	0.54046
6.9533	43.672	0.35768	47.377	0.3559	6.9533	32.095	0.54987	33.843	0.54035
7.0064	43.66	0.35712	47.364	0.35534	7.0064	32.089	0.54955	33.837	0.54004
7.0594	43.558	0.35745	47.254	0.35567	7.0594	32.152	0.55122	33.903	0.54171
7.1125	43.479	0.35652	47.168	0.35472	7.1125	32.258	0.55449	34.013	0.54502
7.1656	43.485	0.35722	47.174	0.35542	7.1656	32.27	0.55469	34.025	0.54522
7.2187	43.487	0.35699	47.176	0.35519	7.2187	32.265	0.55546	34.019	0.54599
7.2718	43.482	0.35672	47.171	0.35492	7.2718	32.264	0.55507	34.017	0.54558
7.3248	43.469	0.35676	47.158	0.35496	7.3248	32.324	0.55564	34.081	0.54618
7.3779	43.487	0.35794	47.177	0.35613	7.3779	32.304	0.5557	34.059	0.54622
7.431	43.484	0.35735	47.174	0.35555	7.431	32.317	0.5568	34.072	0.54732
7.4841	43.494	0.35748	47.184	0.35568	7.4841	32.306	0.55677	34.06	0.5473
7.5372	43.509	0.35799	47.201	0.35619	7.5372	32.339	0.55658	34.094	0.54712
7.5902	43.546	0.35827	47.24	0.35648	7.5902	32.296	0.55682	34.049	0.54733
7.6433	43.605	0.35795	47.303	0.35616	7.6433	32.287	0.55687	34.039	0.54739
7.6964	43.66	0.35772	47.363	0.35594	7.6964	32.274	0.55701	34.025	0.5475
7.7495	43.698	0.3581	47.403	0.35632	7.7495	32.284	0.55691	34.036	0.54742
7.8025	43.732	0.35802	47.44	0.35625	7.8025	32.261	0.55643	34.011	0.54692
7.8556	43.802	0.35776	47.516	0.35599	7.8556	32.303	0.5556	34.055	0.54612
7.9087	43.864	0.3573	47.583	0.35553	7.9087	32.292	0.55614	34.043	0.54664
7.9618	43.885	0.3571	47.606	0.35534	7.9618	32.295	0.55606	34.046	0.54658
8.0149	43.912	0.3567	47.634	0.35495	8.0149	32.324	0.55653	34.075	0.54707
8.0679	43.923	0.35592	47.647	0.35417	8.0679	32.309	0.55742	34.06	0.54793
8.121	43.961	0.35541	47.688	0.35366	8.121	32.336	0.55778	34.088	0.54831
8.1741	43.981	0.35563	47.708	0.35388	8.1741	32.307	0.55725	34.058	0.54778
8.2272	44.008	0.35494	47.738	0.3532	8.2272	32.356	0.55767	34.108	0.54821
8.2803	43.999	0.35544	47.728	0.3537	8.2803	32.344	0.55749	34.096	0.54802
8.3333	43.98	0.35511	47.708	0.35337	8.3333	32.321	0.55799	34.072	0.54851
8.3864	43.974	0.35509	47.701	0.35334	8.3864	32.337	0.55834	34.089	0.54886
8.4395	44.009	0.35476	47.739	0.35301	8.4395	32.321	0.55959	34.071	0.55009
8.4926	44.019	0.35492	47.75	0.35317	8.4926	32.285	0.55922	34.033	0.54969
8.5456	44.071	0.35457	47.806	0.35282	8.5456	32.318	0.55928	34.068	0.54975
8.5987	44.101	0.35473	47.838	0.35299	8.5987	32.323	0.55951	34.073	0.54999
8.6518	44.139	0.35514	47.88	0.35339	8.6518	32.36	0.55889	34.111	0.5494
8.7049	44.17	0.35488	47.912	0.35314	8.7049	32.342	0.559	34.093	0.5495
8.758	44.246	0.35427	47.995	0.35254	8.758	32.379	0.55856	34.131	0.54908
8.811	44.323	0.35348	48.077	0.35175	8.811	32.404	0.55776	34.156	0.54829
8.8641	44.385	0.35317	48.144	0.35145	8.8641	32.355	0.55684	34.106	0.54736
8.9172	44.447	0.35184	48.212	0.35013	8.9172	32.398	0.55663	34.15	0.54717
8.9703	44.468	0.35216	48.235	0.35046	8.9703	32.378	0.55561	34.128	0.54614
9.0234	44.482	0.35186	48.25	0.35016	9.0234	32.41	0.55562	34.162	0.54617
9.0764	44.521	0.35108	48.292	0.34938	9.0764	32.419	0.55651	34.171	0.54704
9.1295	44.531	0.35136	48.302	0.34967	9.1295	32.439	0.55632	34.191	0.54687
9.1826	44.555	0.35107	48.328	0.34938	9.1826	32.437	0.55702	34.189	0.54756
9.2357	44.591	0.35064	48.366	0.34894	9.2357	32.434	0.55742	34.186	0.54795
9.2887	44.603	0.35052	48.379	0.34882	9.2887	32.458	0.55791	34.211	0.54846
9.3418	44.609	0.3505	48.386	0.3488	9.3418	32.445	0.55829	34.197	0.54883
9.3949	44.639	0.35067	48.418	0.34898	9.3949	32.439	0.55799	34.191	0.54853
9.448	44.666	0.3502	48.447	0.34851	9.448	32.478	0.55762	34.231	0.54818
9.5011	44.703	0.35062	48.487	0.34893	9.5011	32.466	0.5569	34.218	0.54745
9.5541	44.704	0.35023	48.488	0.34855	9.5541	32.445	0.55787	34.195	0.54841
9.6072	44.725	0.34996	48.511	0.34828	9.6072	32.447	0.55825	34.198	0.54878
9.6603	44.749	0.3498	48.537	0.34812	9.6603	32.472	0.5582	34.223	0.54874
9.7134	44.788	0.35029	48.579	0.34861	9.7134	32.489	0.55832	34.242	0.54886
9.7665	44.778	0.35069	48.568	0.34901	9.7665	32.489	0.55906	34.241	0.54961
9.8195	44.828	0.35083	48.623	0.34915	9.8195	32.5	0.5589	34.253	0.54945
9.8726	44.814	0.35139	48.607	0.34971	9.8726	32.477	0.55983	34.228	0.55036
9.9257	44.84	0.35138	48.635	0.3497	9.9257	32.495	0.55971	34.246	0.55024
9.9788	44.852	0.35158	48.648	0.3499	9.9788	32.52	0.56031	34.272	0.55086
10.032	44.894	0.35223	48.693	0.35055	10.032	32.508	0.55997	34.259	0.55053
10.085	44.959	0.35325	48.764	0.35157	10.085	32.505	0.55892	34.255	0.54949
10.138	45.028	0.35353	48.838	0.35186	10.138	32.482	0.55945	34.231	0.55
10.191	45.052	0.35439	48.864	0.35272	10.191	32.449	0.55975	34.196	0.55028
10.244	45.067	0.3557	48.879	0.35402	10.244	32.445	0.56022	34.192	0.55076
10.297	45.068	0.35662	48.881	0.35494	10.297	32.465	0.55961	34.213	0.55016
10.35	45.124	0.35687	48.941	0.35519	10.35	32.481	0.55871	34.23	0.5493
10.403	45.19	0.35793	49.012	0.35626	10.403	32.468	0.55737	34.215	0.54798
10.456	45.254	0.35786	49.082	0.35618	10.456	32.491	0.55577	34.239	0.5464
10.51	45.292	0.35797	49.123	0.3563	10.51	32.472	0.55481	34.219	0.54545
10.563	45.28	0.35786	49.109	0.3562	10.563	32.483	0.55423	34.23	0.54487
10.616	45.263	0.35679	49.091	0.35513	10.616	32.5	0.55609	34.248	0.54672
10.669	45.244	0.35614	49.071	0.35447	10.669	32.538	0.55704	34.287	0.54766
10.722	45.248	0.35562	49.074	0.35395	10.722	32.569	0.55758	34.32	0.54821
10.775	45.273	0.35526	49.102	0.3536	10.775	32.581	0.55744	34.332	0.54808
10.828	45.31	0.35585	49.142	0.35419	10.828	32.564	0.55717	34.314	0.54783
10.881	45.323	0.35576	49.156	0.3541	10.881	32.563	0.55736	34.312	0.548
10.934	45.343	0.35528	49.177	0.35361	10.934	32.6	0.55745	34.351	0.54811
10.987	45.36	0.35486	49.195	0.3532	10.987	32.617	0.55752	34.368	0.54818
11.04	45.343	0.35497	49.178	0.3533	11.04	32.617	0.55824	34.368	0.5489
11.093	45.372	0.35452	49.208	0.35286	11.093	32.614	0.55876	34.364	0.5494
11.146	45.398	0.35458	49.237	0.35292	11.146	32.609	0.55874	34.359	0.54938
11.2	45.408	0.35387	49.247	0.35222	11.2	32.62	0.55872	34.37	0.54936
11.253	45.443	0.35269	49.285	0.35104	11.253	32.655	0.55924	34.406	0.54989
11.306	45.442	0.35273	49.283	0.35108	11.306	32.659	0.55995	34.41	0.55059
11.359	45.467	0.35254	49.311	0.35089	11.359	32.672	0.5591	34.424	0.54974
11.412	45.46	0.35213	49.304	0.35048	11.412	32.683	0.5598	34.435	0.55046
11.465	45.467	0.3519	49.311	0.35025	11.465	32.696	0.56038	34.449	0.55103
11.518	45.509	0.35138	49.356	0.34974	11.518	32.71	0.56036	34.463	0.551
11.571	45.538	0.3513	49.387	0.34966	11.571	32.731	0.55995	34.484	0.55059
11.624	45.55	0.3512	49.401	0.34955	11.624	32.728	0.55937	34.481	0.55001
11.677	45.54	0.35045	49.39	0.34881	11.677	32.754	0.55984	34.508	0.55049
11.73	45.592	0.35026	49.446	0.34862	11.73	32.769	0.56026	34.524	0.55092
11.783	45.634	0.35041	49.491	0.34877	11.783	32.774	0.56067	34.529	0.55133
11.837	45.683	0.35084	49.544	0.3492	11.837	32.836	0.55866	34.593	0.54936
11.89	45.73	0.35087	49.595	0.34924	11.89	32.842	0.55955	34.599	0.55024
11.943	45.769	0.35062	49.636	0.34899	11.943	32.853	0.56002	34.611	0.5507
11.996	45.792	0.35058	49.662	0.34895	11.996	32.868	0.55982	34.626	0.55052
12.049	45.777	0.34983	49.645	0.3482	12.049	32.896	0.5602	34.655	0.55089
12.102	45.803	0.34964	49.673	0.34802	12.102	32.917	0.56038	34.676	0.55109
12.155	45.791	0.34946	49.66	0.34784	12.155	32.884	0.56112	34.642	0.55182
12.208	45.818	0.34935	49.689	0.34773	12.208	32.901	0.56095	34.659	0.55167
12.261	45.84	0.34901	49.714	0.34739	12.261	32.906	0.56119	34.664	0.5519
12.314	45.875	0.34878	49.751	0.34716	12.314	32.914	0.56028	34.673	0.55099
12.367	45.896	0.34892	49.774	0.34729	12.367	32.963	0.55948	34.724	0.55023
12.42	45.887	0.34973	49.764	0.3481	12.42	32.958	0.55903	34.718	0.54979
12.473	45.907	0.34902	49.785	0.3474	12.473	32.941	0.56016	34.7	0.5509
12.527	45.931	0.34879	49.812	0.34718	12.527	32.956	0.56018	34.715	0.55091
12.58	45.928	0.34806	49.808	0.34645	12.58	32.943	0.56133	34.702	0.55205
12.633	45.956	0.34837	49.838	0.34675	12.633	32.97	0.55993	34.73	0.55066
12.686	45.985	0.34874	49.87	0.34713	12.686	32.968	0.56034	34.728	0.55107
12.739	46.005	0.34907	49.891	0.34745	12.739	32.94	0.56036	34.697	0.55108
12.792	46.022	0.34919	49.909	0.34757	12.792	32.961	0.5598	34.719	0.55054
12.845	46.067	0.3489	49.958	0.34729	12.845	32.984	0.56026	34.743	0.55101
12.898	46.091	0.34986	49.984	0.34825	12.898	33.004	0.55976	34.764	0.55054
12.951	46.095	0.35038	49.989	0.34877	12.951	32.992	0.56002	34.751	0.55079
13.004	46.129	0.35014	50.025	0.34853	13.004	33.025	0.55973	34.785	0.55051
13.057	46.143	0.35019	50.04	0.34858	13.057	33.029	0.55865	34.79	0.54945
13.11	46.109	0.35145	50.003	0.34984	13.11	33.058	0.55783	34.82	0.54866
13.163	46.09	0.35239	49.982	0.35078	13.163	33.071	0.5566	34.833	0.54746
13.217	46.09	0.3526	49.983	0.35099	13.217	33.092	0.5562	34.855	0.54706
13.27	46.113	0.35326	50.007	0.35164	13.27	33.092	0.55645	34.854	0.54731
13.323	46.098	0.3534	49.991	0.35179	13.323	33.08	0.55637	34.842	0.54723
13.376	46.114	0.35335	50.008	0.35174	13.376	33.091	0.55648	34.854	0.54734
13.429	46.153	0.35343	50.05	0.35182	13.429	33.096	0.55582	34.859	0.54668
13.482	46.125	0.35229	50.02	0.35068	13.482	33.075	0.55712	34.836	0.54797
13.535	46.154	0.3524	50.051	0.35079	13.535	33.087	0.55696	34.849	0.54781
13.588	46.174	0.35183	50.072	0.35022	13.588	33.085	0.55697	34.846	0.54782
13.641	46.196	0.35208	50.096	0.35047	13.641	33.081	0.55659	34.842	0.54745
13.694	46.21	0.35095	50.112	0.34935	13.694	33.071	0.55753	34.831	0.54837
13.747	46.233	0.35047	50.137	0.34887	13.747	33.072	0.55743	34.832	0.54825
13.8	46.231	0.3509	50.134	0.3493	13.8	33.084	0.5558	34.845	0.54664
13.854	46.248	0.35017	50.153	0.34857	13.854	33.104	0.55648	34.865	0.54732
13.907	46.231	0.35058	50.134	0.34899	13.907	33.106	0.5557	34.867	0.54655
13.96	46.24	0.35076	50.144	0.34916	13.96	33.112	0.556	34.873	0.54685
14.013	46.242	0.35047	50.146	0.34887	14.013	33.101	0.55642	34.861	0.54728
14.066	46.261	0.35025	50.166	0.34865	14.066	33.1	0.55607	34.86	0.54694
14.119	46.255	0.34953	50.16	0.34793	14.119	33.116	0.5567	34.877	0.54757
14.172	46.265	0.34875	50.171	0.34716	14.172	33.118	0.55774	34.878	0.5486
14.225	46.28	0.3483	50.187	0.3467	14.225	33.115	0.55773	34.876	0.5486
14.278	46.282	0.34885	50.19	0.34726	14.278	33.125	0.55639	34.887	0.54727
14.331	46.293	0.34864	50.201	0.34705	14.331	33.123	0.55653	34.884	0.54743
14.384	46.309	0.34801	50.219	0.34642	14.384	33.118	0.55733	34.879	0.54823
14.437	46.328	0.34853	50.239	0.34694	14.437	33.126	0.55664	34.887	0.54755
14.49	46.317	0.3483	50.227	0.34671	14.49	33.128	0.55718	34.889	0.54809
14.544	46.322	0.34883	50.233	0.34723	14.544	33.132	0.55666	34.894	0.54758
14.597	46.346	0.3489	50.258	0.34731	14.597	33.143	0.55691	34.905	0.54783
14.65	46.342	0.34896	50.254	0.34737	14.65	33.144	0.55634	34.906	0.54726
14.703	46.383	0.34927	50.298	0.34768	14.703	33.127	0.55652	34.888	0.54743
14.756	46.409	0.34892	50.327	0.34733	14.756	33.118	0.55721	34.879	0.54813
14.809	46.434	0.35008	50.353	0.34849	14.809	33.102	0.55614	34.862	0.54707
14.862	46.437	0.3501	50.357	0.34851	14.862	33.101	0.55587	34.862	0.5468
14.915	46.419	0.35131	50.336	0.34972	14.915	33.085	0.55464	34.845	0.54558
14.968	46.423	0.35169	50.341	0.3501	14.968	33.074	0.55415	34.834	0.5451
15.021	46.405	0.35177	50.322	0.35019	15.021	33.045	0.55445	34.803	0.54539
15.074	46.408	0.35186	50.324	0.35028	15.074	33.028	0.55364	34.786	0.54458
15.127	46.395	0.35205	50.311	0.35047	15.127	33.019	0.55379	34.776	0.54472
15.18	46.389	0.35178	50.304	0.35019	15.18	33.05	0.55436	34.808	0.54529
15.234	46.381	0.35161	50.295	0.35002	15.234	33.06	0.55435	34.82	0.54529
15.287	46.355	0.35173	50.268	0.35015	15.287	33.067	0.55355	34.827	0.54451
15.34	46.353	0.35174	50.266	0.35016	15.34	33.044	0.5536	34.803	0.54455
15.393	46.35	0.35177	50.262	0.35019	15.393	33.034	0.55338	34.792	0.54434
15.446	46.367	0.35088	50.28	0.3493	15.446	33.016	0.55386	34.774	0.54481
15.499	46.352	0.3514	50.264	0.34982	15.499	33.002	0.55282	34.76	0.54378
15.552	46.323	0.35216	50.232	0.35058	15.552	32.989	0.55189	34.746	0.54285
15.605	46.277	0.353	50.183	0.35142	15.605	33	0.55079	34.759	0.54179
15.658	46.277	0.35368	50.183	0.35211	15.658	33	0.54964	34.759	0.54064
15.711	46.258	0.35323	50.162	0.35165	15.711	33.021	0.54891	34.781	0.53993
15.764	46.232	0.35312	50.134	0.35155	15.764	32.993	0.54887	34.753	0.53989
15.817	46.218	0.35378	50.119	0.35221	15.817	33.009	0.54757	34.77	0.53861
15.87	46.195	0.3539	50.093	0.35232	15.87	32.978	0.54748	34.737	0.53852
15.924	46.204	0.35394	50.104	0.35236	15.924	32.93	0.54723	34.688	0.53826
15.977	46.177	0.35344	50.074	0.35187	15.977	32.934	0.54695	34.692	0.538
16.03	46.165	0.35338	50.061	0.3518	16.03	32.949	0.54601	34.707	0.53707
16.083	46.176	0.35333	50.073	0.35175	16.083	32.957	0.54568	34.716	0.53675
16.136	46.183	0.35277	50.081	0.3512	16.136	32.969	0.5444	34.729	0.53548
16.189	46.197	0.35077	50.096	0.3492	16.189	32.983	0.54501	34.743	0.5361
