Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	62.017	0.25037	61.749	0.26746	0.055261	38.209	0.578
0.11052	62.115	0.24972	61.848	0.26676	0.11052	38.238	0.57714
0.16578	62.092	0.24951	61.827	0.26654	0.16578	38.27	0.57728
0.22104	62.151	0.24961	61.888	0.26661	0.22104	38.309	0.57652
0.2763	62.164	0.2487	61.903	0.26569	0.2763	38.396	0.57652
0.33156	62.228	0.24862	61.969	0.26557	0.33156	38.433	0.57569
0.38683	62.228	0.24841	61.971	0.26533	0.38683	38.459	0.57499
0.44209	62.248	0.2476	61.993	0.26451	0.44209	38.487	0.57608
0.49735	62.334	0.24678	62.082	0.26364	0.49735	38.545	0.57521
0.55261	62.334	0.24678	62.082	0.26362	0.55261	38.566	0.57483
0.60787	62.395	0.24666	62.145	0.26349	0.60787	38.614	0.57417
0.66313	62.411	0.24664	62.162	0.26346	0.66313	38.649	0.57357
0.71839	62.397	0.24647	62.149	0.26327	0.71839	38.67	0.5732
0.77365	62.395	0.24702	62.15	0.26382	0.77365	38.648	0.57326
0.82891	62.477	0.24613	62.233	0.2629	0.82891	38.742	0.57266
0.88417	62.46	0.2464	62.217	0.26316	0.88417	38.74	0.57229
0.93943	62.52	0.24657	62.28	0.2633	0.93943	38.798	0.57074
0.99469	62.536	0.24639	62.297	0.26311	0.99469	38.829	0.57027
1.05	62.6	0.24579	62.362	0.26248	1.05	38.903	0.56937
1.1052	62.612	0.24623	62.376	0.2629	1.1052	38.907	0.56812
1.1605	62.591	0.24509	62.355	0.26174	1.1605	38.945	0.56918
1.2157	62.607	0.24463	62.373	0.26126	1.2157	38.927	0.56943
1.271	62.637	0.24453	62.406	0.26116	1.271	38.918	0.56972
1.3263	62.669	0.24419	62.439	0.2608	1.3263	38.93	0.56912
1.3815	62.672	0.24356	62.443	0.26018	1.3815	38.945	0.56911
1.4368	62.728	0.24316	62.499	0.25976	1.4368	39	0.56809
1.492	62.724	0.24255	62.497	0.25914	1.492	38.997	0.56865
1.5473	62.657	0.24241	62.43	0.25903	1.5473	39.025	0.56917
1.6026	62.745	0.2425	62.52	0.2591	1.6026	39.071	0.568
1.6578	62.722	0.24281	62.5	0.2594	1.6578	39.06	0.56727
1.7131	62.788	0.24235	62.567	0.25893	1.7131	39.102	0.56665
1.7683	62.793	0.2428	62.574	0.25936	1.7683	39.122	0.56642
1.8236	62.834	0.24254	62.616	0.25908	1.8236	39.177	0.56649
1.8789	62.827	0.24225	62.609	0.25876	1.8789	39.221	0.56727
1.9341	62.847	0.24032	62.63	0.25676	1.9341	39.32	0.56924
1.9894	62.882	0.23936	62.667	0.25576	1.9894	39.389	0.56996
2.0447	62.895	0.23911	62.68	0.25551	2.0447	39.457	0.56988
2.0999	62.936	0.23882	62.721	0.25518	2.0999	39.487	0.56971
2.1552	62.931	0.2384	62.717	0.25475	2.1552	39.525	0.57074
2.2104	62.923	0.23844	62.712	0.25477	2.2104	39.533	0.57124
2.2657	62.969	0.23794	62.758	0.25425	2.2657	39.597	0.57093
2.321	62.985	0.23758	62.775	0.25387	2.321	39.614	0.57073
2.3762	63.017	0.23776	62.809	0.25402	2.3762	39.626	0.56957
2.4315	63.034	0.23856	62.828	0.25481	2.4315	39.647	0.56829
2.4867	63.073	0.23867	62.866	0.25489	2.4867	39.701	0.56657
2.542	63.059	0.23887	62.854	0.25508	2.542	39.707	0.56657
2.5973	63.051	0.23814	62.846	0.25434	2.5973	39.74	0.56654
2.6525	63.086	0.23849	62.882	0.25469	2.6525	39.758	0.56522
2.7078	63.066	0.23873	62.865	0.25492	2.7078	39.783	0.56482
2.763	63.081	0.23855	62.88	0.25473	2.763	39.784	0.56469
2.8183	63.154	0.23853	62.952	0.25469	2.8183	39.887	0.56334
2.8736	63.112	0.23914	62.912	0.2553	2.8736	39.883	0.56284
2.9288	63.134	0.23905	62.935	0.25521	2.9288	39.972	0.56183
2.9841	63.125	0.23961	62.926	0.25576	2.9841	39.968	0.56094
3.0393	63.143	0.23928	62.947	0.2554	3.0393	39.983	0.56088
3.0946	63.144	0.23904	62.948	0.25516	3.0946	40.06	0.56029
3.1499	63.176	0.23875	62.981	0.25486	3.1499	40.113	0.55966
3.2051	63.2	0.23884	63.007	0.25492	3.2051	40.108	0.55916
3.2604	63.218	0.23843	63.026	0.25449	3.2604	40.124	0.55953
3.3156	63.25	0.23832	63.061	0.25437	3.3156	40.138	0.55931
3.3709	63.299	0.23801	63.112	0.25404	3.3709	40.186	0.55908
3.4262	63.317	0.23832	63.131	0.25433	3.4262	40.189	0.558
3.4814	63.324	0.23808	63.14	0.25408	3.4814	40.223	0.5579
3.5367	63.394	0.23771	63.212	0.25368	3.5367	40.262	0.55749
3.592	63.388	0.23781	63.207	0.25378	3.592	40.273	0.55693
3.6472	63.413	0.23835	63.234	0.25431	3.6472	40.253	0.5563
3.7025	63.465	0.23831	63.288	0.25424	3.7025	40.266	0.55485
3.7577	63.434	0.23796	63.259	0.25389	3.7577	40.272	0.5557
