Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.11052	62.153	0.27807
0.16578	62.183	0.27866
0.22104	62.187	0.279
0.2763	62.2	0.27879
0.33156	62.229	0.27858
0.38683	62.232	0.27868
0.44209	62.253	0.27853
0.49735	62.274	0.27839
0.55261	62.257	0.27878
0.60787	62.249	0.27875
0.66313	62.269	0.27849
0.71839	62.301	0.27862
0.77365	62.27	0.27862
0.82891	62.292	0.27831
0.88417	62.289	0.27816
0.93943	62.307	0.27851
0.99469	62.298	0.27783
1.05	62.297	0.27794
1.1052	62.326	0.27772
1.1605	62.331	0.27737
1.2157	62.36	0.27741
1.271	62.364	0.27681
1.3263	62.351	0.27646
1.3815	62.363	0.27625
1.4368	62.384	0.27603
1.492	62.37	0.27599
1.5473	62.337	0.2758
1.6026	62.38	0.27538
1.6578	62.362	0.27598
1.7131	62.377	0.27581
1.7683	62.38	0.27569
1.8236	62.39	0.27568
1.8789	62.375	0.27548
1.9341	62.383	0.2753
1.9894	62.394	0.27496
2.0447	62.399	0.27459
2.0999	62.433	0.27439
2.1552	62.448	0.27419
2.2104	62.451	0.27384
2.2657	62.484	0.27381
2.321	62.472	0.27405
2.3762	62.492	0.27338
2.4315	62.482	0.27278
2.4867	62.493	0.27292
2.542	62.526	0.27308
2.5973	62.527	0.27359
2.6525	62.517	0.27338
2.7078	62.544	0.27316
2.763	62.556	0.27303
2.8183	62.557	0.2729
2.8736	62.55	0.27298
2.9288	62.545	0.27297
2.9841	62.552	0.27252
3.0393	62.564	0.27244
3.0946	62.565	0.27253
3.1499	62.572	0.27264
3.2051	62.585	0.27218
3.2604	62.601	0.2722
3.3156	62.629	0.27234
3.3709	62.623	0.2719
3.4262	62.653	0.27155
3.4814	62.642	0.27149
3.5367	62.653	0.27176
3.592	62.61	0.27153
3.6472	62.648	0.27125
3.7025	62.675	0.27127
3.7577	62.662	0.27127
3.813	62.668	0.27135
3.8683	62.685	0.27131
3.9235	62.692	0.27125
3.9788	62.678	0.27175
4.034	62.684	0.27168
4.0893	62.655	0.27143
4.1446	62.666	0.2714
4.1998	62.68	0.2716
4.2551	62.678	0.2716
4.3103	62.669	0.27116
4.3656	62.657	0.27115
4.4209	62.685	0.27064
4.4761	62.69	0.27039
4.5314	62.676	0.27052
4.5866	62.704	0.27038
4.6419	62.735	0.27067
4.6972	62.752	0.27058
4.7524	62.734	0.27088
4.8077	62.717	0.27064
4.863	62.716	0.27029
4.9182	62.702	0.26993
4.9735	62.73	0.26932
5.0287	62.73	0.26938
5.084	62.74	0.26953
5.1393	62.751	0.26961
5.1945	62.734	0.26941
5.2498	62.73	0.26937
5.305	62.743	0.26896
5.3603	62.749	0.26883
5.4156	62.726	0.26896
5.4708	62.734	0.26925
5.5261	62.76	0.26923
5.5813	62.763	0.26965
5.6366	62.774	0.26892
5.6919	62.805	0.26868
5.7471	62.776	0.26871
5.8024	62.795	0.26866
5.8576	62.818	0.26858
5.9129	62.807	0.26898
5.9682	62.809	0.26878
6.0234	62.832	0.26892
6.0787	62.873	0.26859
6.134	62.904	0.26836
6.1892	62.871	0.26878
6.2445	62.89	0.26841
6.2997	62.896	0.2685
6.355	62.912	0.2687
6.4103	62.91	0.26844
6.4655	62.964	0.26836
6.5208	62.98	0.26837
6.576	62.987	0.26827
6.6313	63.017	0.26828
6.6866	63.033	0.26811
6.7418	63.052	0.26779
6.7971	63.038	0.26777
6.8523	63.047	0.26757
6.9076	63.052	0.26776
6.9629	63.042	0.26783
7.0181	63.077	0.26783
7.0734	63.101	0.26777
7.1286	63.12	0.26779
7.1839	63.126	0.26778
7.2392	63.136	0.26782
7.2944	63.139	0.26823
7.3497	63.145	0.26812
7.405	63.179	0.26803
7.4602	63.157	0.26825
7.5155	63.151	0.26829
7.5707	63.136	0.26845
7.626	63.124	0.26852
7.6813	63.134	0.26882
7.7365	63.151	0.26883
7.7918	63.165	0.26909
7.847	63.194	0.26907
7.9023	63.2	0.26915
7.9576	63.201	0.2694
8.0128	63.221	0.26939
8.0681	63.238	0.26956
8.1233	63.271	0.26968
8.1786	63.278	0.26996
8.2339	63.3	0.27017
8.2891	63.325	0.27038
8.3444	63.351	0.27052
8.3996	63.402	0.27041
8.4549	63.401	0.27059
8.5102	63.422	0.27084
8.5654	63.455	0.27095
8.6207	63.446	0.27108
8.676	63.48	0.27101
8.7312	63.518	0.27092
8.7865	63.52	0.27117
8.8417	63.557	0.2711
8.897	63.589	0.27098
8.9523	63.599	0.27103
9.0075	63.621	0.27121
9.0628	63.629	0.27124
9.118	63.67	0.27132
9.1733	63.707	0.27136
9.2286	63.724	0.27133
9.2838	63.738	0.2717
9.3391	63.783	0.27163
9.3943	63.798	0.27178
9.4496	63.832	0.27214
9.5049	63.858	0.27221
9.5601	63.884	0.27216
9.6154	63.913	0.27202
9.6706	63.921	0.2725
9.7259	63.961	0.27234
9.7812	64.006	0.2726
9.8364	64.032	0.27269
9.8917	64.024	0.27258
9.9469	64.059	0.27243
10.002	64.1	0.2724
10.057	64.123	0.27226
10.113	64.121	0.27231
10.168	64.184	0.27232
10.223	64.188	0.27258
10.279	64.191	0.27265
10.334	64.223	0.27306
10.389	64.265	0.27268
10.444	64.268	0.27303
10.5	64.32	0.27293
10.555	64.355	0.27253
10.61	64.367	0.27261
10.665	64.389	0.27267
10.721	64.419	0.27258
10.776	64.448	0.27285
10.831	64.512	0.27252
10.886	64.548	0.27231
10.942	64.541	0.27206
10.997	64.549	0.27239
