Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.051935	41.066	0.1974
0.10387	41.08	0.19689
0.1558	41.114	0.19672
0.20774	41.128	0.19615
0.25967	41.172	0.19534
0.31161	41.207	0.19493
0.36354	41.231	0.19439
0.41548	41.278	0.19431
0.46741	41.289	0.19408
0.51935	41.309	0.19327
0.57128	41.354	0.19255
0.62321	41.4	0.19168
0.67515	41.44	0.19139
0.72708	41.467	0.19086
0.77902	41.532	0.19049
0.83095	41.575	0.19033
0.88289	41.615	0.18989
0.93482	41.643	0.18948
0.98676	41.699	0.18894
1.0387	41.731	0.18869
1.0906	41.751	0.18812
1.1426	41.788	0.18769
1.1945	41.822	0.18742
1.2464	41.85	0.18682
1.2984	41.881	0.18649
1.3503	41.904	0.18617
1.4022	41.946	0.18555
1.4542	41.967	0.18504
1.5061	42.013	0.18473
1.558	42.039	0.18445
1.61	42.073	0.18377
1.6619	42.125	0.18342
1.7138	42.184	0.18275
1.7658	42.2	0.18243
1.8177	42.258	0.18188
1.8696	42.28	0.18131
1.9216	42.314	0.181
1.9735	42.357	0.18088
2.0254	42.379	0.18085
2.0774	42.413	0.18055
2.1293	42.445	0.17995
2.1813	42.463	0.17923
2.2332	42.523	0.17865
2.2851	42.537	0.1786
2.3371	42.555	0.17828
2.389	42.597	0.17808
2.4409	42.634	0.17771
2.4929	42.691	0.17741
2.5448	42.737	0.17667
2.5967	42.753	0.17672
2.6487	42.773	0.17648
2.7006	42.792	0.17618
2.7525	42.847	0.17462
2.8045	42.914	0.174
2.8564	42.899	0.1752
2.9083	42.93	0.17423
2.9603	42.97	0.17363
3.0122	42.992	0.1732
3.0641	43.028	0.17248
3.1161	43.071	0.17134
3.168	43.135	0.17035
3.2199	43.175	0.16997
3.2719	43.176	0.16967
3.3238	43.227	0.16923
3.3757	43.264	0.16883
3.4277	43.272	0.16864
3.4796	43.287	0.16863
3.5316	43.303	0.16815
3.5835	43.337	0.16752
3.6354	43.379	0.16719
3.6874	43.402	0.1668
3.7393	43.444	0.16653
3.7912	43.456	0.16673
3.8432	43.484	0.16634
3.8951	43.528	0.16571
3.947	43.547	0.16553
3.999	43.606	0.16516
4.0509	43.64	0.16499
4.1028	43.629	0.16501
4.1548	43.674	0.16467
4.2067	43.673	0.16425
4.2586	43.728	0.16355
4.3106	43.762	0.16355
4.3625	43.753	0.16298
4.4144	43.789	0.16234
4.4664	43.817	0.16205
4.5183	43.84	0.16169
4.5702	43.868	0.16105
4.6222	43.902	0.16032
4.6741	43.929	0.16025
4.726	43.928	0.16
4.778	43.992	0.15947
4.8299	44.011	0.15931
4.8818	44.045	0.15902
4.9338	44.069	0.1585
4.9857	44.118	0.15822
5.0377	44.13	0.15781
