Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	51.284	0.26553
0.11052	51.27	0.26459
0.16578	51.282	0.26379
0.22104	51.275	0.26248
0.2763	51.347	0.2613
0.33156	51.379	0.26116
0.38683	51.393	0.26054
0.44209	51.402	0.25944
0.49735	51.423	0.25906
0.55261	51.415	0.25907
0.60787	51.413	0.25895
0.66313	51.434	0.25861
0.71839	51.468	0.25807
0.77365	51.478	0.25752
0.82891	51.488	0.25671
0.88417	51.486	0.25609
0.93943	51.506	0.25586
0.99469	51.518	0.2555
1.05	51.529	0.25526
1.1052	51.528	0.25513
1.1605	51.542	0.25485
1.2157	51.538	0.25449
1.271	51.554	0.25353
1.3263	51.592	0.25398
1.3815	51.584	0.25376
1.4368	51.627	0.25334
1.492	51.642	0.25429
1.5473	51.671	0.25452
1.6026	51.68	0.2542
1.6578	51.681	0.25389
1.7131	51.693	0.25412
1.7683	51.711	0.25423
1.8236	51.733	0.25374
1.8789	51.736	0.25401
1.9341	51.765	0.25347
1.9894	51.788	0.25346
2.0447	51.784	0.25402
2.0999	51.819	0.25394
2.1552	51.845	0.2542
2.2104	51.846	0.25444
2.2657	51.871	0.25405
2.321	51.864	0.25406
2.3762	51.903	0.25363
2.4315	51.888	0.25407
2.4867	51.893	0.25463
2.542	51.935	0.25453
2.5973	51.929	0.25426
2.6525	51.94	0.25452
2.7078	51.953	0.25427
2.763	51.944	0.25427
2.8183	51.963	0.25409
2.8736	51.999	0.25459
2.9288	52.017	0.25466
2.9841	52.027	0.25461
3.0393	52.033	0.25502
3.0946	52.063	0.25502
3.1499	52.077	0.25563
3.2051	52.096	0.25563
3.2604	52.108	0.25605
3.3156	52.136	0.25625
3.3709	52.16	0.25649
3.4262	52.22	0.25727
3.4814	52.23	0.25801
3.5367	52.249	0.25817
3.592	52.245	0.25814
3.6472	52.261	0.25896
3.7025	52.267	0.25878
3.7577	52.277	0.25985
3.813	52.289	0.26389
3.8683	52.291	0.26584
3.9235	52.3	0.26627
3.9788	52.315	0.26687
4.034	52.346	0.26698
4.0893	52.35	0.26693
4.1446	52.374	0.26748
4.1998	52.414	0.26868
4.2551	52.422	0.26884
4.3103	52.425	0.27085
4.3656	52.434	0.27122
4.4209	52.424	0.27074
4.4761	52.429	0.27202
4.5314	52.455	0.2725
4.5866	52.443	0.27373
4.6419	52.461	0.27469
4.6972	52.481	0.27454
4.7524	52.502	0.27507
4.8077	52.523	0.27566
4.863	52.528	0.27626
4.9182	52.519	0.27629
4.9735	52.502	0.27698
5.0287	52.541	0.27682
5.084	52.529	0.27703
5.1393	52.573	0.27806
5.1945	52.6	0.27863
5.2498	52.618	0.27945
5.305	52.665	0.27926
5.3603	52.699	0.27988
5.4156	52.724	0.2804
5.4708	52.749	0.2814
5.5261	52.771	0.28162
5.5813	52.79	0.28164
5.6366	52.808	0.28153
5.6919	52.844	0.28183
5.7471	52.859	0.28255
5.8024	52.901	0.28297
5.8576	52.911	0.28303
5.9129	52.924	0.28333
5.9682	52.924	0.28282
6.0234	52.916	0.283
6.0787	52.937	0.28246
6.134	52.938	0.28248
6.1892	52.966	0.28284
6.2445	52.947	0.28183
6.2997	52.947	0.28214
6.355	52.96	0.28191
6.4103	52.965	0.2814
6.4655	52.968	0.28109
6.5208	52.986	0.2808
6.576	52.971	0.28038
6.6313	52.983	0.28046
6.6866	52.978	0.28135
6.7418	52.992	0.28132
6.7971	53.028	0.28225
6.8523	53.013	0.2822
6.9076	53.035	0.28247
6.9629	53.048	0.28306
7.0181	53.057	0.28261
7.0734	53.063	0.28316
7.1286	53.082	0.28314
7.1839	53.096	0.28313
7.2392	53.11	0.28345
7.2944	53.127	0.28424
7.3497	53.13	0.28464
7.405	53.14	0.28534
7.4602	53.101	0.28573
7.5155	53.11	0.28572
7.5707	53.129	0.28606
7.626	53.12	0.28655
7.6813	53.097	0.2866
7.7365	53.086	0.28768
7.7918	53.089	0.28786
7.847	53.106	0.28787
7.9023	53.101	0.28798
7.9576	53.106	0.28788
8.0128	53.106	0.28774
8.0681	53.11	0.2877
8.1233	53.113	0.28807
8.1786	53.132	0.28758
8.2339	53.155	0.28785
8.2891	53.176	0.28764
8.3444	53.198	0.28811
8.3996	53.199	0.28855
8.4549	53.204	0.28832
8.5102	53.207	0.28864
8.5654	53.225	0.2891
8.6207	53.241	0.28875
8.676	53.265	0.28891
8.7312	53.283	0.28861
8.7865	53.298	0.28857
8.8417	53.308	0.28869
8.897	53.309	0.28843
8.9523	53.329	0.28893
9.0075	53.337	0.28945
9.0628	53.345	0.28959
9.118	53.369	0.28974
9.1733	53.374	0.28962
9.2286	53.386	0.28956
9.2838	53.4	0.29
9.3391	53.444	0.29027
9.3943	53.429	0.29009
9.4496	53.425	0.29013
9.5049	53.437	0.28998
9.5601	53.436	0.29069
9.6154	53.463	0.29077
9.6706	53.459	0.29069
9.7259	53.509	0.29018
9.7812	53.522	0.28968
9.8364	53.53	0.29053
9.8917	53.563	0.28997
9.9469	53.573	0.29
10.002	53.577	0.28984
10.057	53.59	0.28973
10.113	53.593	0.28986
10.168	53.605	0.28947
10.223	53.629	0.28941
10.279	53.655	0.28972
10.334	53.669	0.28943
10.389	53.656	0.28917
10.444	53.678	0.28976
10.5	53.691	0.28991
10.555	53.681	0.29002
10.61	53.699	0.28958
10.665	53.704	0.2895
10.721	53.711	0.28964
10.776	53.709	0.29015
10.831	53.696	0.28998
10.886	53.708	0.29043
10.942	53.693	0.2907
10.997	53.7	0.29046
11.052	53.704	0.2902
11.107	53.719	0.2901
11.163	53.735	0.29009
11.218	53.742	0.28967
11.273	53.748	0.28983
11.328	53.794	0.28948
11.384	53.778	0.28963
11.439	53.769	0.28918
11.494	53.776	0.28912
11.55	53.773	0.28906
11.605	53.762	0.28873
11.66	53.775	0.28884
11.715	53.791	0.28866
11.771	53.8	0.288
11.826	53.799	0.28816
11.881	53.807	0.28791
11.936	53.785	0.28746
11.992	53.785	0.28765
12.047	53.799	0.28789
12.102	53.837	0.28775
12.157	53.886	0.28672
12.213	53.887	0.28594
12.268	53.91	0.28555
12.323	53.935	0.2852
12.378	53.946	0.28454
12.434	53.981	0.28407
12.489	54.015	0.28254
12.544	54.035	0.28233
12.599	54.023	0.28102
12.655	54.046	0.27894
12.71	54.059	0.27886
12.765	54.032	0.27789
12.821	54.032	0.27729
12.876	54.026	0.2762
12.931	54.038	0.27492
12.986	54.044	0.27396
13.042	54.055	0.27306
13.097	54.062	0.27203
13.152	54.055	0.27094
13.207	54.066	0.27057
13.263	54.055	0.26958
13.318	54.041	0.26904
13.373	54.062	0.26842
13.428	54.082	0.26793
13.484	54.071	0.26728
13.539	54.106	0.26596
13.594	54.123	0.26527
13.649	54.111	0.26439
13.705	54.103	0.26375
13.76	54.101	0.2634
13.815	54.118	0.26333
13.87	54.1	0.26284
13.926	54.097	0.2621
13.981	54.087	0.26116
14.036	54.095	0.26026
14.092	54.097	0.25904
14.147	54.079	0.25831
14.202	54.092	0.25832
14.257	54.091	0.25711
14.313	54.058	0.25661
14.368	54.055	0.25596
14.423	54.077	0.25497
14.478	54.075	0.25481
