Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.051935	63.37	0.24595	63.453	0.25114	0.051935	27.593	0.51038
0.10387	63.37	0.24557	63.454	0.25075	0.10387	27.589	0.51051
0.1558	63.38	0.24535	63.465	0.25053	0.1558	27.589	0.51089
0.20774	63.404	0.24544	63.49	0.25061	0.20774	27.588	0.51111
0.25967	63.439	0.24537	63.526	0.25053	0.25967	27.581	0.51097
0.31161	63.423	0.2445	63.511	0.24966	0.31161	27.579	0.51157
0.36354	63.42	0.24479	63.508	0.24994	0.36354	27.57	0.51164
0.41548	63.449	0.24461	63.538	0.24976	0.41548	27.567	0.51159
0.46741	63.439	0.24445	63.529	0.2496	0.46741	27.556	0.51174
0.51935	63.461	0.24393	63.551	0.24907	0.51935	27.559	0.51192
0.57128	63.491	0.24374	63.583	0.24887	0.57128	27.561	0.51199
0.62321	63.499	0.24364	63.591	0.24876	0.62321	27.553	0.51171
0.67515	63.485	0.24321	63.578	0.24833	0.67515	27.548	0.51198
0.72708	63.501	0.2429	63.595	0.24801	0.72708	27.548	0.51206
0.77902	63.514	0.24255	63.608	0.24765	0.77902	27.545	0.51218
0.83095	63.51	0.24172	63.604	0.24683	0.83095	27.551	0.51286
0.88289	63.511	0.2417	63.605	0.2468	0.88289	27.551	0.513
0.93482	63.523	0.24135	63.618	0.24644	0.93482	27.55	0.51313
0.98676	63.509	0.24123	63.605	0.24632	0.98676	27.547	0.5132
1.0387	63.537	0.24119	63.634	0.24628	1.0387	27.547	0.51329
1.0906	63.529	0.24166	63.626	0.24675	1.0906	27.541	0.51319
1.1426	63.526	0.24196	63.624	0.24704	1.1426	27.534	0.5132
1.1945	63.528	0.24182	63.627	0.2469	1.1945	27.53	0.51321
1.2464	63.534	0.24166	63.634	0.24674	1.2464	27.531	0.51346
1.2984	63.535	0.24174	63.635	0.24683	1.2984	27.535	0.51349
1.3503	63.554	0.24221	63.656	0.24729	1.3503	27.53	0.51333
1.4022	63.54	0.24223	63.641	0.24731	1.4022	27.524	0.51308
1.4542	63.541	0.24189	63.643	0.24696	1.4542	27.521	0.51328
1.5061	63.515	0.24171	63.618	0.24678	1.5061	27.521	0.51341
1.558	63.538	0.24163	63.641	0.2467	1.558	27.521	0.51364
1.61	63.532	0.24177	63.636	0.24684	1.61	27.523	0.51371
1.6619	63.55	0.24204	63.654	0.24711	1.6619	27.519	0.51344
1.7138	63.54	0.24182	63.645	0.24688	1.7138	27.517	0.51351
1.7658	63.531	0.24153	63.637	0.24659	1.7658	27.516	0.51384
1.8177	63.556	0.24165	63.662	0.24671	1.8177	27.514	0.51366
1.8696	63.593	0.24145	63.699	0.2465	1.8696	27.52	0.51369
1.9216	63.589	0.24144	63.697	0.24649	1.9216	27.521	0.51391
1.9735	63.624	0.2417	63.732	0.24675	1.9735	27.522	0.51372
2.0254	63.65	0.24159	63.758	0.24664	2.0254	27.524	0.51369
2.0774	63.633	0.24139	63.742	0.24644	2.0774	27.523	0.51406
2.1293	63.658	0.24149	63.768	0.24653	2.1293	27.523	0.51393
2.1813	63.655	0.24108	63.765	0.24612	2.1813	27.529	0.51417
2.2332	63.674	0.24115	63.785	0.24619	2.2332	27.534	0.51442
2.2851	63.693	0.24155	63.805	0.24659	2.2851	27.538	0.51425
2.3371	63.677	0.24167	63.789	0.24671	2.3371	27.537	0.51406
2.389	63.644	0.24193	63.757	0.24697	2.389	27.53	0.51412
2.4409	63.665	0.24178	63.779	0.24682	2.4409	27.536	0.51428
2.4929	63.663	0.24224	63.777	0.24727	2.4929	27.531	0.51422
2.5448	63.685	0.24197	63.8	0.247	2.5448	27.533	0.51412
2.5967	63.688	0.24167	63.804	0.24669	2.5967	27.533	0.51395
2.6487	63.679	0.24147	63.795	0.24649	2.6487	27.531	0.5139
2.7006	63.682	0.241	63.798	0.24601	2.7006	27.537	0.51416
2.7525	63.693	0.24069	63.81	0.2457	2.7525	27.544	0.51443
2.8045	63.743	0.24082	63.861	0.24582	2.8045	27.545	0.5142
2.8564	63.72	0.2408	63.838	0.2458	2.8564	27.544	0.51411
2.9083	63.747	0.24029	63.866	0.24529	2.9083	27.554	0.51461
2.9603	63.746	0.24052	63.865	0.24552	2.9603	27.558	0.51449
3.0122	63.741	0.24077	63.861	0.24577	3.0122	27.555	0.51462
3.0641	63.745	0.24084	63.866	0.24583	3.0641	27.544	0.51462
3.1161	63.806	0.23986	63.927	0.24485	3.1161	27.556	0.51501
3.168	63.8	0.2402	63.921	0.24519	3.168	27.556	0.51509
3.2199	63.777	0.24057	63.899	0.24556	3.2199	27.547	0.51477
3.2719	63.816	0.24013	63.938	0.24511	3.2719	27.552	0.51474
3.3238	63.82	0.24003	63.942	0.24501	3.3238	27.561	0.51515
3.3757	63.823	0.24089	63.947	0.24587	3.3757	27.556	0.515
3.4277	63.828	0.24113	63.952	0.24611	3.4277	27.554	0.51504
3.4796	63.824	0.24144	63.949	0.24643	3.4796	27.543	0.51488
3.5316	63.829	0.24089	63.955	0.24587	3.5316	27.552	0.51518
3.5835	63.878	0.24095	64.004	0.24593	3.5835	27.56	0.51551
3.6354	63.859	0.24123	63.985	0.24621	3.6354	27.556	0.51526
3.6874	63.861	0.24105	63.988	0.24603	3.6874	27.554	0.5155
3.7393	63.879	0.24095	64.006	0.24593	3.7393	27.556	0.51555
3.7912	63.874	0.24087	64.002	0.24585	3.7912	27.561	0.51603
3.8432	63.905	0.24134	64.034	0.24632	3.8432	27.563	0.51583
3.8951	63.938	0.24092	64.067	0.2459	3.8951	27.571	0.51609
3.947	63.948	0.24109	64.078	0.24607	3.947	27.568	0.5159
3.999	63.936	0.24126	64.066	0.24624	3.999	27.563	0.51564
4.0509	63.984	0.24083	64.115	0.24579	4.0509	27.569	0.51565
4.1028	63.958	0.24098	64.09	0.24595	4.1028	27.563	0.51568
4.1548	64.007	0.24082	64.139	0.24578	4.1548	27.567	0.51556
4.2067	63.985	0.24061	64.117	0.24557	4.2067	27.564	0.51568
4.2586	64.029	0.24064	64.163	0.2456	4.2586	27.564	0.5156
4.3106	64.028	0.2405	64.161	0.24545	4.3106	27.565	0.51552
4.3625	64.032	0.24008	64.167	0.24502	4.3625	27.564	0.51608
4.4144	64.055	0.24017	64.19	0.24512	4.4144	27.572	0.5162
4.4664	64.091	0.24017	64.226	0.24512	4.4664	27.577	0.51621
4.5183	64.069	0.24036	64.205	0.2453	4.5183	27.567	0.51607
4.5702	64.053	0.23942	64.189	0.24436	4.5702	27.572	0.51668
4.6222	64.144	0.23979	64.281	0.24473	4.6222	27.576	0.51669
4.6741	64.103	0.24009	64.241	0.24503	4.6741	27.567	0.51641
4.726	64.139	0.23941	64.278	0.24434	4.726	27.571	0.51681
4.778	64.162	0.23959	64.301	0.24452	4.778	27.569	0.51674
4.8299	64.187	0.23964	64.327	0.24457	4.8299	27.571	0.51677
4.8818	64.175	0.23937	64.315	0.24429	4.8818	27.572	0.51673
4.9338	64.199	0.23912	64.34	0.24404	4.9338	27.571	0.51697
4.9857	64.226	0.23934	64.368	0.24426	4.9857	27.57	0.51683
5.0377	64.246	0.23888	64.388	0.24379	5.0377	27.57	0.51676
5.0896	64.244	0.23859	64.386	0.24349	5.0896	27.573	0.5171
5.1415	64.284	0.23854	64.427	0.24345	5.1415	27.575	0.51689
5.1935	64.263	0.23831	64.407	0.24321	5.1935	27.57	0.51708
5.2454	64.312	0.23793	64.457	0.24283	5.2454	27.578	0.51703
5.2973	64.313	0.23779	64.458	0.24268	5.2973	27.577	0.51713
5.3493	64.313	0.23784	64.459	0.24273	5.3493	27.579	0.51704
5.4012	64.334	0.23773	64.479	0.24262	5.4012	27.582	0.5171
5.4531	64.328	0.23811	64.474	0.243	5.4531	27.579	0.51709
5.5051	64.358	0.23809	64.505	0.24297	5.5051	27.583	0.51716
5.557	64.373	0.23802	64.52	0.24291	5.557	27.584	0.51702
5.6089	64.404	0.2378	64.552	0.24267	5.6089	27.585	0.51711
5.6609	64.41	0.23732	64.559	0.24219	5.6609	27.586	0.51714
5.7128	64.429	0.23664	64.577	0.2415	5.7128	27.593	0.51729
5.7647	64.424	0.23678	64.573	0.24164	5.7647	27.592	0.51737
5.8167	64.435	0.23673	64.584	0.24159	5.8167	27.595	0.51729
5.8686	64.437	0.23651	64.587	0.24137	5.8686	27.596	0.51735
