Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	56.529	0.18857
0.11052	56.519	0.18835
0.16578	56.567	0.18801
0.22104	56.563	0.18795
0.2763	56.6	0.18764
0.33156	56.62	0.18769
0.38683	56.639	0.18762
0.44209	56.632	0.18753
0.49735	56.659	0.18742
0.55261	56.655	0.1875
0.60787	56.683	0.18769
0.66313	56.688	0.18739
0.71839	56.694	0.18781
0.77365	56.722	0.18755
0.82891	56.721	0.18765
0.88417	56.766	0.18739
0.93943	56.793	0.18766
0.99469	56.787	0.1871
1.05	56.836	0.18721
1.1052	56.839	0.18682
1.1605	56.871	0.18682
1.2157	56.889	0.18638
1.271	56.898	0.18577
1.3263	56.883	0.18513
1.3815	56.914	0.18487
1.4368	56.922	0.18537
1.492	56.927	0.18517
1.5473	56.965	0.18534
1.6026	56.916	0.18596
1.6578	56.968	0.18557
1.7131	57.014	0.18563
1.7683	57.023	0.18556
1.8236	57.032	0.18545
1.8789	57.11	0.18498
1.9341	57.159	0.18425
1.9894	57.186	0.18492
2.0447	57.197	0.18504
2.0999	57.217	0.18502
2.1552	57.262	0.1843
2.2104	57.239	0.18463
2.2657	57.22	0.1844
2.321	57.265	0.18405
2.3762	57.269	0.18422
2.4315	57.273	0.18397
2.4867	57.282	0.18385
2.542	57.302	0.1837
2.5973	57.329	0.18301
2.6525	57.359	0.18306
2.7078	57.346	0.18299
2.763	57.375	0.18335
2.8183	57.419	0.18317
2.8736	57.42	0.18323
2.9288	57.426	0.18343
2.9841	57.5	0.18343
3.0393	57.523	0.1834
3.0946	57.57	0.18328
3.1499	57.614	0.18291
3.2051	57.63	0.18299
3.2604	57.679	0.18271
3.3156	57.731	0.18238
3.3709	57.715	0.18298
3.4262	57.794	0.18248
3.4814	57.757	0.1827
3.5367	57.848	0.1823
3.592	57.84	0.18259
3.6472	57.905	0.18252
3.7025	57.91	0.18325
3.7577	57.986	0.18339
3.813	57.989	0.18372
3.8683	57.957	0.18315
3.9235	57.972	0.18315
3.9788	57.975	0.18306
4.034	57.998	0.18258
4.0893	58.032	0.18296
4.1446	58.035	0.18309
4.1998	58.07	0.18258
4.2551	58.07	0.18208
4.3103	58.086	0.18172
4.3656	58.111	0.18117
4.4209	58.112	0.18141
4.4761	58.103	0.18138
4.5314	58.127	0.18149
4.5866	58.162	0.18172
4.6419	58.165	0.18173
4.6972	58.201	0.18197
4.7524	58.219	0.18226
4.8077	58.247	0.18232
4.863	58.277	0.18304
4.9182	58.308	0.1837
4.9735	58.284	0.18437
5.0287	58.309	0.18488
5.084	58.325	0.18475
5.1393	58.366	0.18502
5.1945	58.406	0.18443
5.2498	58.422	0.18442
5.305	58.456	0.18452
5.3603	58.464	0.18456
5.4156	58.473	0.18408
5.4708	58.468	0.1837
5.5261	58.509	0.18406
5.5813	58.536	0.18384
5.6366	58.577	0.18479
5.6919	58.532	0.18582
5.7471	58.518	0.1878
5.8024	58.533	0.18941
5.8576	58.542	0.19052
5.9129	58.508	0.19137
5.9682	58.512	0.19193
6.0234	58.498	0.19274
6.0787	58.493	0.19469
6.134	58.469	0.19602
6.1892	58.42	0.19639
6.2445	58.421	0.19766
6.2997	58.4	0.19936
6.355	58.354	0.19959
6.4103	58.336	0.20129
6.4655	58.372	0.20156
6.5208	58.337	0.20245
6.576	58.37	0.20204
6.6313	58.362	0.20319
6.6866	58.294	0.20397
6.7418	58.342	0.20435
6.7971	58.395	0.20543
6.8523	58.381	0.20595
6.9076	58.404	0.20577
6.9629	58.392	0.20585
7.0181	58.472	0.20547
7.0734	58.444	0.20552
7.1286	58.487	0.20507
7.1839	58.478	0.20485
7.2392	58.501	0.20548
7.2944	58.517	0.20519
7.3497	58.519	0.20551
7.405	58.522	0.20556
7.4602	58.562	0.2053
7.5155	58.571	0.20535
7.5707	58.615	0.20514
7.626	58.613	0.20532
7.6813	58.621	0.20548
7.7365	58.641	0.20537
7.7918	58.692	0.2055
7.847	58.698	0.20525
7.9023	58.678	0.20579
7.9576	58.654	0.20622
8.0128	58.673	0.20741
8.0681	58.669	0.20719
8.1233	58.701	0.20711
8.1786	58.704	0.20755
8.2339	58.762	0.20785
8.2891	58.724	0.20855
8.3444	58.744	0.20896
8.3996	58.821	0.20845
8.4549	58.829	0.20875
8.5102	58.872	0.20872
8.5654	58.883	0.20846
8.6207	58.847	0.20896
8.676	58.865	0.20928
8.7312	58.912	0.20913
8.7865	58.956	0.20898
