Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	50.116	0.27627
0.11052	50.146	0.27638
0.16578	50.186	0.27659
0.22104	50.189	0.27695
0.2763	50.187	0.27693
0.33156	50.265	0.27687
0.38683	50.266	0.27753
0.44209	50.278	0.27759
0.49735	50.314	0.27755
0.55261	50.353	0.27773
0.60787	50.373	0.27796
0.66313	50.392	0.27823
0.71839	50.415	0.27832
0.77365	50.458	0.27834
0.82891	50.48	0.27877
0.88417	50.495	0.27902
0.93943	50.539	0.27892
0.99469	50.545	0.27888
1.05	50.574	0.27937
1.1052	50.618	0.27968
1.1605	50.677	0.27945
1.2157	50.67	0.2794
1.271	50.686	0.2795
1.3263	50.693	0.28024
1.3815	50.665	0.28083
1.4368	50.669	0.28134
1.492	50.677	0.28111
1.5473	50.684	0.28091
1.6026	50.721	0.2815
1.6578	50.753	0.28121
1.7131	50.758	0.28124
1.7683	50.81	0.28102
1.8236	50.812	0.28108
1.8789	50.84	0.28083
1.9341	50.847	0.28079
1.9894	50.854	0.28069
2.0447	50.886	0.28043
2.0999	50.889	0.28068
2.1552	50.919	0.28071
2.2104	50.923	0.28051
2.2657	50.924	0.28069
2.321	50.967	0.28092
2.3762	50.968	0.28122
2.4315	50.973	0.28127
2.4867	50.96	0.28145
2.542	51.01	0.28133
2.5973	51.027	0.28094
2.6525	51.04	0.28056
2.7078	51.099	0.28029
2.763	51.115	0.2803
2.8183	51.127	0.28024
2.8736	51.163	0.28046
2.9288	51.186	0.28032
2.9841	51.212	0.28035
3.0393	51.227	0.28016
3.0946	51.236	0.27986
3.1499	51.277	0.27988
3.2051	51.311	0.27987
3.2604	51.337	0.27982
3.3156	51.363	0.27979
3.3709	51.404	0.28041
3.4262	51.402	0.28037
3.4814	51.428	0.28051
3.5367	51.459	0.2806
3.592	51.512	0.28041
3.6472	51.531	0.28073
3.7025	51.562	0.28081
3.7577	51.566	0.28072
3.813	51.618	0.28075
3.8683	51.613	0.28104
3.9235	51.624	0.28132
3.9788	51.649	0.28097
4.034	51.664	0.28093
4.0893	51.685	0.281
4.1446	51.718	0.28067
4.1998	51.723	0.28087
4.2551	51.785	0.28161
4.3103	51.785	0.28101
4.3656	51.848	0.28072
4.4209	51.895	0.28042
4.4761	51.891	0.28017
4.5314	51.921	0.2804
4.5866	51.953	0.28068
4.6419	51.972	0.28086
4.6972	51.994	0.28068
4.7524	51.982	0.28127
4.8077	52.013	0.28036
4.863	52.033	0.28069
4.9182	52.059	0.2809
4.9735	52.121	0.28123
5.0287	52.129	0.28107
5.084	52.133	0.28094
5.1393	52.177	0.28113
5.1945	52.233	0.28117
5.2498	52.265	0.28079
5.305	52.271	0.28078
5.3603	52.272	0.28131
5.4156	52.325	0.28139
5.4708	52.357	0.28151
5.5261	52.355	0.28145
5.5813	52.424	0.28136
5.6366	52.452	0.28157
5.6919	52.453	0.28152
5.7471	52.467	0.28157
5.8024	52.5	0.2816
5.8576	52.563	0.28126
5.9129	52.532	0.28155
5.9682	52.587	0.28137
6.0234	52.648	0.28146
6.0787	52.676	0.2819
6.134	52.662	0.2821
6.1892	52.732	0.28178
6.2445	52.682	0.28222
6.2997	52.73	0.28208
6.355	52.761	0.28198
6.4103	52.745	0.2819
6.4655	52.764	0.28164
6.5208	52.799	0.28128
6.576	52.799	0.28128
6.6313	52.833	0.28117
6.6866	52.847	0.28149
6.7418	52.901	0.28132
6.7971	52.924	0.28129
6.8523	52.911	0.28196
6.9076	52.967	0.28203
6.9629	53.013	0.28191
7.0181	53.007	0.28255
7.0734	53.024	0.28275
7.1286	53.082	0.28262
7.1839	53.099	0.28269
7.2392	53.163	0.28267
7.2944	53.137	0.28304
7.3497	53.173	0.28295
7.405	53.216	0.28267
7.4602	53.237	0.28262
7.5155	53.26	0.28253
7.5707	53.269	0.28298
7.626	53.298	0.28315
7.6813	53.32	0.28312
7.7365	53.302	0.28331
7.7918	53.365	0.28335
7.847	53.412	0.28334
7.9023	53.459	0.28353
7.9576	53.536	0.28347
8.0128	53.538	0.28411
8.0681	53.537	0.28413
8.1233	53.605	0.28377
8.1786	53.578	0.28427
8.2339	53.65	0.28388
8.2891	53.683	0.28403
8.3444	53.691	0.28387
8.3996	53.684	0.28419
8.4549	53.717	0.28433
8.5102	53.755	0.28406
8.5654	53.778	0.28413
8.6207	53.796	0.28454
8.676	53.805	0.2845
8.7312	53.833	0.28455
8.7865	53.835	0.28484
8.8417	53.868	0.28439
8.897	53.926	0.28418
8.9523	53.928	0.28454
9.0075	53.943	0.28451
9.0628	53.946	0.28454
9.118	54.003	0.28407
9.1733	53.996	0.28424
9.2286	54.011	0.28408
9.2838	54.038	0.28388
9.3391	54.064	0.2841
9.3943	54.073	0.28424
