Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	42.509	0.25236	41.83	0.19504
0.11052	42.554	0.25205	41.868	0.19478
0.16578	42.608	0.25176	41.914	0.19468
0.22104	42.652	0.25123	41.952	0.19423
0.2763	42.784	0.24969	42.064	0.19305
0.33156	42.869	0.24901	42.14	0.19251
0.38683	42.942	0.24819	42.204	0.19192
0.44209	42.989	0.24794	42.243	0.19181
0.49735	43.005	0.24756	42.258	0.19151
0.55261	43.014	0.2473	42.268	0.19126
0.60787	43.042	0.24689	42.292	0.19096
0.66313	43.079	0.24659	42.32	0.19077
0.71839	43.141	0.24595	42.375	0.19023
0.77365	43.133	0.2456	42.368	0.18991
0.82891	43.134	0.2454	42.366	0.18978
0.88417	43.233	0.24461	42.454	0.18921
0.93943	43.274	0.2439	42.493	0.1886
0.99469	43.323	0.24347	42.533	0.18826
1.05	43.396	0.24282	42.599	0.18777
1.1052	43.411	0.24235	42.611	0.18741
1.1605	43.44	0.24196	42.637	0.18712
1.2157	43.454	0.24209	42.65	0.18727
1.271	43.46	0.24177	42.654	0.18701
1.3263	43.494	0.24182	42.683	0.18711
1.3815	43.546	0.24104	42.729	0.18652
1.4368	43.569	0.24005	42.749	0.18569
1.492	43.62	0.23961	42.795	0.18537
1.5473	43.655	0.23914	42.822	0.18501
1.6026	43.685	0.23858	42.851	0.18455
1.6578	43.698	0.23853	42.859	0.18452
1.7131	43.749	0.23778	42.907	0.18387
1.7683	43.803	0.23737	42.946	0.18359
1.8236	43.833	0.23724	42.972	0.18355
1.8789	43.873	0.23652	43.008	0.18294
1.9341	43.94	0.23588	43.064	0.18247
1.9894	44.002	0.23497	43.118	0.18175
2.0447	44.037	0.23452	43.15	0.18136
2.0999	44.106	0.23408	43.209	0.18106
2.1552	44.167	0.23322	43.26	0.18038
2.2104	44.231	0.23264	43.316	0.17991
2.2657	44.253	0.23194	43.331	0.17937
