Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	54.47	0.22563
0.11052	54.489	0.22581
0.16578	54.5	0.22543
0.22104	54.495	0.22522
0.2763	54.496	0.22522
0.33156	54.511	0.22542
0.38683	54.516	0.2253
0.44209	54.523	0.2252
0.49735	54.521	0.22473
0.55261	54.533	0.22458
0.60787	54.564	0.22485
0.66313	54.587	0.22505
0.71839	54.568	0.22493
0.77365	54.57	0.22489
0.82891	54.605	0.22462
0.88417	54.599	0.22444
0.93943	54.599	0.22446
0.99469	54.634	0.2237
1.05	54.642	0.22396
1.1052	54.633	0.2222
1.1605	54.615	0.22211
1.2157	54.606	0.22196
1.271	54.617	0.22248
1.3263	54.611	0.22153
1.3815	54.596	0.22147
1.4368	54.609	0.22186
1.492	54.615	0.22155
1.5473	54.609	0.22129
1.6026	54.621	0.22084
1.6578	54.621	0.22123
1.7131	54.668	0.22125
1.7683	54.664	0.22094
1.8236	54.645	0.22036
1.8789	54.649	0.22032
1.9341	54.653	0.21984
1.9894	54.661	0.21989
2.0447	54.663	0.21963
2.0999	54.685	0.21983
2.1552	54.688	0.21971
2.2104	54.699	0.21955
2.2657	54.706	0.21913
2.321	54.718	0.21908
2.3762	54.732	0.21947
2.4315	54.748	0.21944
2.4867	54.763	0.21897
2.542	54.77	0.21948
2.5973	54.78	0.21886
2.6525	54.798	0.21886
2.7078	54.796	0.21899
2.763	54.812	0.21912
2.8183	54.826	0.21893
2.8736	54.812	0.2188
2.9288	54.824	0.21902
2.9841	54.842	0.21892
3.0393	54.812	0.21891
3.0946	54.803	0.21924
3.1499	54.829	0.21922
3.2051	54.834	0.21878
3.2604	54.827	0.21872
3.3156	54.823	0.21793
3.3709	54.85	0.21828
3.4262	54.864	0.21842
3.4814	54.852	0.21843
3.5367	54.845	0.21867
3.592	54.852	0.21841
3.6472	54.861	0.21845
3.7025	54.867	0.21872
3.7577	54.906	0.21866
3.813	54.908	0.21891
3.8683	54.889	0.21816
3.9235	54.916	0.21834
3.9788	54.957	0.218
4.034	54.985	0.21794
4.0893	54.996	0.21796
4.1446	54.983	0.21843
4.1998	54.992	0.21855
4.2551	54.963	0.21855
4.3103	54.976	0.21858
4.3656	55	0.2183
4.4209	55.013	0.21836
4.4761	55.038	0.21814
4.5314	55.035	0.21754
4.5866	55.045	0.21737
4.6419	55.038	0.21669
4.6972	55.031	0.21704
4.7524	55.053	0.217
4.8077	55.083	0.21725
4.863	55.078	0.21684
4.9182	55.106	0.21638
4.9735	55.114	0.21645
5.0287	55.14	0.21641
5.084	55.146	0.21676
5.1393	55.152	0.21736
5.1945	55.17	0.2178
5.2498	55.197	0.21788
5.305	55.196	0.21785
5.3603	55.198	0.21801
5.4156	55.198	0.21815
5.4708	55.182	0.21814
5.5261	55.166	0.21823
5.5813	55.191	0.21761
5.6366	55.173	0.2179
5.6919	55.164	0.21792
5.7471	55.171	0.21758
5.8024	55.17	0.21749
5.8576	55.174	0.21782
5.9129	55.186	0.2178
5.9682	55.199	0.21762
6.0234	55.219	0.21779
6.0787	55.225	0.21799
6.134	55.211	0.21856
6.1892	55.185	0.2184
6.2445	55.181	0.21788
6.2997	55.177	0.21795
6.355	55.17	0.21857
6.4103	55.232	0.21829
6.4655	55.231	0.21837
6.5208	55.224	0.21833
6.576	55.245	0.2185
6.6313	55.223	0.21821
6.6866	55.238	0.21761
6.7418	55.251	0.21753
6.7971	55.237	0.21784
6.8523	55.239	0.2175
6.9076	55.244	0.21721
6.9629	55.251	0.21719
7.0181	55.235	0.21749
7.0734	55.26	0.21777
7.1286	55.282	0.21738
7.1839	55.289	0.21738
7.2392	55.315	0.21729
7.2944	55.346	0.21755
7.3497	55.348	0.21775
7.405	55.32	0.21731
7.4602	55.33	0.2172
7.5155	55.321	0.21701
7.5707	55.304	0.21687
7.626	55.289	0.21695
7.6813	55.255	0.21656
7.7365	55.265	0.21697
7.7918	55.3	0.21753
7.847	55.327	0.21761
7.9023	55.352	0.21849
7.9576	55.391	0.21885
8.0128	55.379	0.21881
8.0681	55.396	0.21904
8.1233	55.398	0.21854
8.1786	55.399	0.2182
8.2339	55.41	0.21822
8.2891	55.405	0.21861
8.3444	55.407	0.21863
8.3996	55.406	0.21823
8.4549	55.404	0.21837
8.5102	55.414	0.21855
8.5654	55.447	0.21852
8.6207	55.465	0.21877
8.676	55.496	0.2191
8.7312	55.485	0.21928
8.7865	55.511	0.21906
8.8417	55.482	0.21899
8.897	55.492	0.21892
8.9523	55.481	0.21899
9.0075	55.489	0.21907
9.0628	55.475	0.21923
9.118	55.461	0.21947
9.1733	55.473	0.21961
9.2286	55.47	0.21969
9.2838	55.472	0.22002
