Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	56.758	0.22596	52.86	0.21823	0.055261	36.543	0.44679
0.11052	56.786	0.22596	54.404	0.21804	0.11052	36.541	0.44714
0.16578	56.768	0.22623	54.385	0.2183	0.16578	36.537	0.44739
0.22104	56.788	0.22606	54.403	0.21814	0.22104	36.502	0.44766
0.2763	56.819	0.22595	54.432	0.21804	0.2763	36.515	0.44707
0.33156	56.837	0.22591	54.449	0.21801	0.33156	36.519	0.44653
0.38683	56.846	0.22565	54.457	0.21775	0.38683	36.516	0.44662
0.44209	56.83	0.22584	54.44	0.21795	0.44209	36.532	0.4463
0.49735	56.854	0.22577	54.462	0.21788	0.49735	36.529	0.44659
0.55261	56.828	0.22594	54.437	0.21804	0.55261	36.525	0.44722
0.60787	56.843	0.22592	54.451	0.21803	0.60787	36.498	0.4475
0.66313	56.859	0.22581	54.464	0.21792	0.66313	36.497	0.44785
0.71839	56.843	0.22608	54.448	0.21819	0.71839	36.492	0.44814
0.77365	56.836	0.22615	54.441	0.21826	0.77365	36.47	0.4484
0.82891	56.859	0.226	54.462	0.21811	0.82891	36.486	0.44855
0.88417	56.855	0.22619	54.457	0.2183	0.88417	36.474	0.44881
0.93943	56.87	0.2261	54.47	0.21821	0.93943	36.469	0.44933
0.99469	56.911	0.22623	54.509	0.21835	0.99469	36.464	0.44913
1.05	56.887	0.2263	54.485	0.21841	1.05	36.451	0.4496
1.1052	56.912	0.22615	54.508	0.21827	1.1052	36.43	0.4497
1.1605	56.951	0.22591	54.544	0.21804	1.1605	36.424	0.44983
1.2157	56.964	0.22581	54.556	0.21794	1.2157	36.417	0.44994
1.271	56.979	0.22578	54.569	0.21792	1.271	36.388	0.45079
1.3263	57.021	0.22573	54.608	0.21788	1.3263	36.355	0.45095
1.3815	57.051	0.22566	54.636	0.21782	1.3815	36.356	0.45121
1.4368	57.04	0.2257	54.625	0.21785	1.4368	36.349	0.45161
1.492	57.06	0.22578	54.643	0.21793	1.492	36.326	0.45149
1.5473	57.079	0.22575	54.66	0.21792	1.5473	36.305	0.45136
1.6026	57.088	0.22564	54.668	0.21781	1.6026	36.305	0.4518
1.6578	57.136	0.2258	54.712	0.21797	1.6578	36.297	0.45157
1.7131	57.136	0.22567	54.712	0.21785	1.7131	36.278	0.45174
1.7683	57.16	0.22562	54.734	0.2178	1.7683	36.25	0.45261
1.8236	57.183	0.22577	54.754	0.21794	1.8236	36.227	0.45344
1.8789	57.212	0.22592	54.781	0.2181	1.8789	36.233	0.45292
1.9341	57.221	0.22604	54.788	0.21822	1.9341	36.231	0.45292
1.9894	57.241	0.22593	54.808	0.21812	1.9894	36.223	0.45287
2.0447	57.25	0.22598	54.815	0.21817	2.0447	36.233	0.45288
2.0999	57.276	0.22599	54.839	0.21818	2.0999	36.253	0.45277
2.1552	57.288	0.22609	54.851	0.21829	2.1552	36.255	0.45266
