Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Fascicle Length R1_F3	Pennation Angle R1_F3	
7.626	60.469	0.2432	62.886	0.24516	61.297	0.22246
7.6813	60.479	0.24387	62.896	0.24584	61.307	0.2231
7.7365	60.487	0.24321	62.904	0.24517	61.318	0.22245
7.7918	60.431	0.24331	62.845	0.24528	61.264	0.22253
7.847	60.42	0.24313	62.834	0.24511	61.256	0.22232
7.9023	60.45	0.24388	62.866	0.24586	61.287	0.22306
7.9576	60.442	0.243	62.857	0.24498	61.282	0.22222
8.0128	60.361	0.24234	62.772	0.24432	61.205	0.2215
8.0681	60.325	0.24359	62.734	0.24557	61.169	0.22269
8.1233	60.357	0.24369	62.767	0.24567	61.203	0.22281
8.1786	60.379	0.24341	62.791	0.24539	61.226	0.22254
8.2339	60.336	0.24332	62.746	0.2453	61.184	0.22241
8.2891	60.336	0.24302	62.745	0.245	61.188	0.22214
8.3444	60.333	0.2423	62.741	0.24428	61.188	0.22144
8.3996	60.324	0.24262	62.733	0.24461	61.18	0.22173
8.4549	60.357	0.24347	62.767	0.24546	61.214	0.22254
8.5102	60.397	0.24493	62.808	0.24692	61.254	0.22398
8.5654	60.403	0.24531	62.814	0.2473	61.262	0.22436
8.6207	60.433	0.24557	62.846	0.24755	61.293	0.22462
8.676	60.417	0.24545	62.829	0.24744	61.279	0.22445
8.7312	60.435	0.24624	62.848	0.24823	61.299	0.22521
8.7865	60.39	0.24514	62.8	0.24713	61.258	0.22409
8.8417	60.407	0.2458	62.817	0.2478	61.276	0.22476
8.897	60.438	0.24647	62.849	0.24847	61.308	0.22541
8.9523	60.44	0.24636	62.851	0.24836	61.312	0.22529
9.0075	60.393	0.24641	62.802	0.24841	61.269	0.22529
9.0628	60.41	0.24765	62.82	0.24966	61.286	0.22649
9.118	60.419	0.24858	62.829	0.25059	61.296	0.22743
9.1733	60.433	0.24774	62.844	0.24975	61.313	0.22664
9.2286	60.41	0.24749	62.819	0.24949	61.293	0.22638
9.2838	60.368	0.24761	62.776	0.24962	61.253	0.22645
9.3391	60.387	0.24779	62.795	0.2498	61.273	0.22662
9.3943	60.413	0.2482	62.822	0.25021	61.3	0.22702
9.4496	60.429	0.25001	62.839	0.25203	61.315	0.22881
9.5049	60.376	0.24845	62.783	0.25047	61.269	0.22723
9.5601	60.399	0.25034	62.807	0.25235	61.291	0.22907
9.6154	60.413	0.25019	62.822	0.25221	61.307	0.22894
9.6706	60.361	0.24887	62.766	0.25089	61.26	0.22762
9.7259	60.391	0.24904	62.797	0.25106	61.292	0.22776
9.7812	60.408	0.2506	62.815	0.25262	61.309	0.22935
9.8364	60.325	0.24851	62.729	0.25053	61.23	0.22724
9.8917	60.322	0.2488	62.725	0.25083	61.23	0.22748
9.9469	60.322	0.25001	62.725	0.25203	61.229	0.22869
10.002	60.339	0.2499	62.742	0.25192	61.25	0.22861
10.057	60.341	0.24906	62.744	0.25108	61.257	0.22777
10.113	60.36	0.24968	62.764	0.2517	61.279	0.2284
10.168	60.344	0.25011	62.747	0.25214	61.264	0.22878
10.223	60.387	0.25236	62.792	0.2544	61.307	0.23098
10.279	60.361	0.25318	62.764	0.25521	61.284	0.23176
10.334	60.288	0.25321	62.688	0.25525	61.213	0.23175
10.389	60.351	0.25428	62.754	0.25632	61.277	0.23278
10.444	60.394	0.25549	62.799	0.25753	61.321	0.23402
10.5	60.408	0.25523	62.813	0.25727	61.337	0.23379
10.555	60.33	0.25357	62.731	0.25561	61.265	0.23212
10.61	60.335	0.25331	62.736	0.25534	61.272	0.23186
10.665	60.344	0.25459	62.745	0.25664	61.28	0.2331
10.721	60.367	0.25557	62.769	0.25762	61.303	0.23405
10.776	60.363	0.25536	62.765	0.2574	61.303	0.23387
10.831	60.435	0.25713	62.84	0.25918	61.374	0.23564
10.886	60.382	0.25599	62.784	0.25804	61.328	0.2345
10.942	60.301	0.25596	62.699	0.258	61.249	0.23444
10.997	60.341	0.25656	62.741	0.25861	61.29	0.23503
11.052	60.302	0.2563	62.7	0.25835	61.255	0.23474
11.107	60.351	0.25962	62.751	0.26167	61.302	0.23802
11.163	60.341	0.26019	62.74	0.26224	61.294	0.23859
11.218	60.286	0.25883	62.683	0.26089	61.243	0.23721
11.273	60.297	0.25873	62.694	0.26078	61.255	0.23711
11.328	60.303	0.25837	62.7	0.26042	61.263	0.23677
11.384	60.264	0.25743	62.659	0.25949	61.228	0.2358
11.439	60.326	0.2583	62.724	0.26035	61.291	0.23667
11.494	60.326	0.25791	62.724	0.25997	61.293	0.23628
11.55	60.339	0.25879	62.737	0.26085	61.307	0.23712
11.605	60.345	0.25803	62.743	0.26009	61.318	0.23639
11.66	60.277	0.25577	62.672	0.25782	61.254	0.23416
11.715	60.344	0.25495	62.741	0.257	61.323	0.23337
11.771	60.36	0.25631	62.758	0.25836	61.339	0.23474
11.826	60.352	0.25535	62.749	0.2574	61.334	0.23381
11.881	60.32	0.25375	62.715	0.25579	61.305	0.23225
11.936	60.369	0.25422	62.766	0.25626	61.357	0.23276
11.992	60.387	0.2536	62.784	0.25564	61.378	0.23217
12.047	60.482	0.25422	62.884	0.25626	61.476	0.23279
12.102	60.488	0.25426	62.889	0.25629	61.482	0.23289
12.157	60.427	0.25317	62.826	0.25521	61.425	0.23178
12.213	60.368	0.25257	62.764	0.25461	61.37	0.23121
12.268	60.328	0.2517	62.722	0.25373	61.333	0.23035
12.323	60.356	0.25245	62.751	0.25449	61.362	0.23107
12.378	60.353	0.25266	62.748	0.2547	61.359	0.23123
12.434	60.373	0.25372	62.769	0.25575	61.38	0.23231
12.489	60.374	0.25313	62.769	0.25517	61.385	0.23171
12.544	60.366	0.25239	62.761	0.25442	61.38	0.23101
12.599	60.327	0.25177	62.72	0.25381	61.344	0.2304
12.655	60.332	0.253	62.725	0.25504	61.35	0.2316
12.71	60.325	0.25237	62.718	0.25441	61.347	0.23098
12.765	60.277	0.25121	62.667	0.25324	61.302	0.22984
12.821	60.276	0.25108	62.665	0.25311	61.303	0.22968
12.876	60.368	0.25303	62.762	0.25506	61.394	0.23166
12.931	60.351	0.25139	62.743	0.25342	61.382	0.23003
12.986	60.338	0.25066	62.729	0.2527	61.371	0.22932
13.042	60.334	0.2516	62.726	0.25364	61.367	0.23025
13.097	60.371	0.24993	62.763	0.25196	61.409	0.22862
13.152	60.4	0.25094	62.793	0.25297	61.439	0.22961
13.207	60.405	0.25121	62.799	0.25324	61.444	0.2299
13.263	60.455	0.25108	62.851	0.25311	61.497	0.22975
13.318	60.473	0.25072	62.869	0.25275	61.518	0.22944
13.373	60.488	0.25049	62.885	0.25251	61.537	0.22925
13.428	60.446	0.25125	62.84	0.25328	61.495	0.22993
13.484	60.45	0.25083	62.844	0.25286	61.503	0.22953
13.539	60.419	0.25054	62.812	0.25257	61.477	0.22923
13.594	60.436	0.25266	62.83	0.25469	61.491	0.23125
13.649	60.469	0.25391	62.864	0.25595	61.524	0.23252
13.705	60.426	0.25248	62.818	0.25452	61.487	0.2311
13.76	60.408	0.25337	62.8	0.25542	61.469	0.23191
13.815	60.442	0.25342	62.835	0.25546	61.508	0.232
13.87	60.396	0.2513	62.786	0.25334	61.467	0.22991
13.926	60.389	0.2531	62.779	0.25514	61.458	0.23163
13.981	60.369	0.25295	62.759	0.255	61.44	0.23149
14.036	60.343	0.25311	62.731	0.25516	61.414	0.2316
14.092	60.341	0.25403	62.73	0.25608	61.411	0.23246
14.147	60.379	0.25472	62.768	0.25677	61.448	0.23313
14.202	60.378	0.25516	62.767	0.25722	61.447	0.23358
14.257	60.369	0.25461	62.758	0.25667	61.44	0.23302
14.313	60.374	0.2533	62.763	0.25535	61.449	0.23176
14.368	60.332	0.2531	62.72	0.25515	61.407	0.23158
14.423	60.37	0.25363	62.759	0.25568	61.444	0.23211
14.478	60.402	0.25327	62.792	0.25531	61.475	0.23182
14.534	60.409	0.25135	62.799	0.25339	61.486	0.22996
14.589	60.395	0.25207	62.785	0.25412	61.469	0.23063
14.644	60.423	0.2535	62.814	0.25554	61.495	0.23203
14.699	60.467	0.25321	62.86	0.25525	61.539	0.23181
14.755	60.516	0.25283	62.911	0.25487	61.588	0.23147
14.81	60.531	0.25281	62.927	0.25484	61.604	0.23148
14.865	60.423	0.25191	62.815	0.25394	61.496	0.23055
14.92	60.456	0.25318	62.849	0.25522	61.527	0.23177
14.976	60.363	0.25378	62.752	0.25583	61.433	0.23224
15.031	60.062	0.25383	62.44	0.25592	61.123	0.23185
15.086	59.63	0.26085	61.992	0.26303	60.671	0.23792
15.141	59.152	0.26711	61.497	0.26939	60.166	0.24322
15.197	59.016	0.27175	61.358	0.27409	60.001	0.24711
15.252	58.838	0.26889	0	0	0	0
15.307	58.777	0.27127	0	0	0	0
15.363	58.083	0.2828	0	0	0	0
15.418	57.401	0.29363	0	0	0	0
15.473	55.902	0.30611	0	0	0	0
15.528	51.496	0.3322	0	0	0	0
15.584	50.489	0.2627	0	0	0	0
15.639	50.342	0.25085	0	0	0	0
15.694	50.467	0.2438	0	0	0	0
15.749	49.068	0.26427	0	0	0	0
15.805	49.062	0.26101	0	0	0	0
15.86	48.948	0.25673	0	0	0	0
15.915	48.922	0.25769	0	0	0	0
15.97	49.132	0.25843	0	0	0	0
16.026	49.259	0.25335	0	0	0	0
16.081	49.373	0.24998	0	0	0	0
16.136	49.405	0.24324	0	0	0	0
16.191	49.252	0.23982	0	0	0	0
16.247	49.153	0.23781	0	0	0	0
16.302	49.065	0.23315	0	0	0	0
16.357	49.084	0.22929	0	0	0	0
16.412	48.827	0.22972	0	0	0	0
16.468	48.556	0.22866	0	0	0	0
16.523	48.209	0.22588	0	0	0	0
16.578	48.122	0.22481	0	0	0	0
16.634	47.922	0.22219	0	0	0	0
16.689	48.337	0.22219	0	0	0	0
16.744	48.37	0.22319	0	0	0	0
16.799	48.374	0.22337	0	0	0	0
16.855	48.459	0.22345	0	0	0	0
16.91	48.601	0.22294	0	0	0	0
16.965	48.555	0.22244	0	0	0	0
17.02	48.492	0.2227	0	0	0	0
17.076	48.279	0.22196	0	0	0	0
17.131	48.232	0.22136	0	0	0	0
17.186	48.349	0.21934	0	0	0	0
17.241	48.293	0.21409	0	0	0	0
17.297	48.346	0.2118	0	0	0	0
17.352	48.269	0.20953	0	0	0	0
17.407	48.285	0.20814	0	0	0	0
17.462	48.117	0.20448	0	0	0	0
17.518	48.281	0.20267	0	0	0	0
17.573	48.143	0.20054	0	0	0	0
17.628	48.104	0.19726	0	0	0	0
17.683	48.269	0.19739	0	0	0	0
17.739	48.253	0.19244	0	0	0	0
17.794	48.33	0.19229	0	0	0	0
17.849	48.161	0.19133	0	0	0	0
17.905	48.147	0.19116	0	0	0	0
17.96	48.053	0.18877	0	0	0	0
18.015	47.857	0.18857	0	0	0	0
18.07	47.97	0.1871	0	0	0	0
18.126	48.048	0.18313	0	0	0	0
18.181	48.196	0.18472	0	0	0	0
18.236	48.321	0.17646	0	0	0	0
18.291	48.026	0.17437	0	0	0	0
18.347	47.931	0.17062	0	0	0	0
18.402	48.19	0.16753	0	0	0	0
18.457	47.915	0.16737	0	0	0	0
18.512	48.045	0.16213	0	0	0	0
18.568	47.957	0.15782	0	0	0	0
18.623	48.077	0.15257	0	0	0	0
18.678	48.086	0.1514	0	0	0	0
18.733	48.14	0.1478	0	0	0	0
18.789	48.131	0.14645	0	0	0	0
18.844	47.971	0.1486	0	0	0	0
18.899	47.964	0.14984	0	0	0	0
18.954	47.955	0.14725	0	0	0	0
19.01	47.949	0.1471	0	0	0	0
19.065	48.044	0.14414	0	0	0	0
19.12	47.959	0.14477	0	0	0	0
19.176	47.813	0.14791	0	0	0	0
19.231	47.564	0.1474	0	0	0	0
19.286	47.406	0.14437	0	0	0	0
19.341	47.163	0.1439	0	0	0	0
19.397	47.167	0.14221	0	0	0	0
19.452	46.92	0.14321	0	0	0	0
19.507	46.779	0.14054	0	0	0	0
19.562	46.603	0.14669	0	0	0	0
19.618	46.517	0.14668	0	0	0	0
19.673	46.231	0.14797	0	0	0	0
19.728	46.224	0.15056	0	0	0	0
19.783	46.142	0.15183	0	0	0	0
19.839	45.928	0.15227	0	0	0	0
19.894	45.869	0.15209	0	0	0	0
19.949	45.499	0.15381	0	0	0	0
20.004	45.508	0.15297	0	0	0	0
20.06	45.524	0.15361	0	0	0	0
20.115	45.267	0.15555	0	0	0	0
20.17	45.217	0.15304	0	0	0	0
20.225	45.136	0.15268	0	0	0	0
20.281	45.032	0.15424	0	0	0	0
20.336	44.981	0.15625	0	0	0	0
20.391	44.917	0.15556	0	0	0	0
20.447	44.936	0.15432	0	0	0	0
20.502	44.856	0.15549	0	0	0	0
20.557	44.651	0.15451	0	0	0	0
20.612	44.859	0.15615	0	0	0	0
20.668	44.917	0.15347	0	0	0	0
20.723	44.849	0.15467	0	0	0	0
20.778	44.771	0.15204	0	0	0	0
20.833	45.032	0.15193	0	0	0	0
20.889	44.865	0.1534	0	0	0	0
20.944	44.98	0.15063	0	0	0	0
20.999	44.94	0.15141	0	0	0	0
21.054	44.735	0.15141	0	0	0	0
21.11	45.013	0.15064	0	0	0	0
21.165	44.911	0.14835	0	0	0	0
21.22	44.853	0.15233	0	0	0	0
21.275	44.739	0.15115	0	0	0	0
21.331	44.854	0.14867	0	0	0	0
21.386	44.854	0.14415	0	0	0	0
21.441	44.435	0.14658	0	0	0	0
21.496	43.799	0.15178	0	0	0	0
21.552	44.259	0.14963	0	0	0	0
21.607	44.231	0.15096	0	0	0	0
21.662	44.476	0.14566	0	0	0	0
21.718	44.812	0.14185	0	0	0	0
21.773	44.907	0.14119	0	0	0	0
21.828	44.792	0.13819	0	0	0	0
21.883	44.414	0.14385	0	0	0	0
