Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
4.2551	55.726	0.2928	54	0.30657	4.2551	37.106	0.48677	38.934	0.48011
4.3103	55.763	0.29332	54.037	0.30709	4.3103	37.124	0.48658	38.953	0.47992
4.3656	55.798	0.29341	54.072	0.30716	4.3656	37.135	0.48602	38.963	0.47936
4.4209	55.807	0.29338	54.082	0.30714	4.4209	37.153	0.48584	38.982	0.47919
4.4761	55.836	0.29389	54.112	0.30763	4.4761	37.13	0.48502	38.959	0.47837
4.5314	55.818	0.29331	54.095	0.30704	4.5314	37.153	0.48574	38.982	0.47909
4.5866	55.823	0.2933	54.1	0.30704	4.5866	37.158	0.486	38.987	0.47936
4.6419	55.85	0.29407	54.129	0.3078	4.6419	37.179	0.4849	39.008	0.47827
4.6972	55.818	0.29421	54.098	0.30796	4.6972	37.188	0.48588	39.017	0.47925
4.7524	55.836	0.29406	54.117	0.30781	4.7524	37.229	0.48569	39.059	0.47907
4.8077	55.877	0.2938	54.158	0.30755	4.8077	37.289	0.4855	39.122	0.47889
4.863	55.903	0.29437	54.186	0.30813	4.863	37.29	0.48596	39.123	0.47935
4.9182	55.928	0.29447	54.211	0.30822	4.9182	37.335	0.48577	39.169	0.47917
4.9735	55.959	0.29428	54.242	0.30801	4.9735	37.33	0.48547	39.164	0.47887
5.0287	55.95	0.29361	54.234	0.30734	5.0287	37.372	0.48588	39.208	0.47929
5.084	56.032	0.29469	54.315	0.30841	5.084	37.4	0.48379	39.237	0.47722
5.1393	56.01	0.29451	54.294	0.30822	5.1393	37.406	0.48421	39.243	0.47764
5.1945	56.033	0.29511	54.318	0.30882	5.1945	37.412	0.4831	39.249	0.47653
5.2498	56.053	0.2941	54.336	0.30779	5.2498	37.447	0.48305	39.285	0.4765
5.305	56.007	0.29308	54.292	0.30676	5.305	37.448	0.4842	39.286	0.47766
5.3603	56.045	0.2926	54.329	0.30625	5.3603	37.454	0.48358	39.292	0.47704
5.4156	56.058	0.29247	54.341	0.30612	5.4156	37.496	0.48384	39.336	0.47731
5.4708	56.06	0.29222	54.345	0.30587	5.4708	37.534	0.48349	39.376	0.47697
5.5261	56.11	0.2922	54.395	0.30583	5.5261	37.556	0.48302	39.398	0.47651
5.5813	56.117	0.2922	54.403	0.30583	5.5813	37.573	0.48329	39.415	0.47679
5.6366	56.136	0.29196	54.422	0.30557	5.6366	37.583	0.4829	39.426	0.4764
5.6919	56.177	0.29152	54.462	0.30511	5.6919	37.595	0.48251	39.438	0.47602
5.7471	56.161	0.29073	54.446	0.30432	5.7471	37.628	0.4831	39.472	0.47663
5.8024	56.255	0.29094	54.54	0.3045	5.8024	37.66	0.48214	39.506	0.47568
5.8576	56.265	0.29027	54.55	0.30382	5.8576	37.645	0.48311	39.489	0.47664
5.9129	56.347	0.29031	54.63	0.30384	5.9129	37.679	0.48202	39.526	0.47555
5.9682	56.394	0.28994	54.677	0.30346	5.9682	37.683	0.48312	39.529	0.47666
6.0234	56.419	0.29003	54.703	0.30355	6.0234	37.699	0.48318	39.546	0.47673
6.0787	56.463	0.28984	54.746	0.30336	6.0787	37.712	0.4836	39.56	0.47715
6.134	56.474	0.29035	54.758	0.30388	6.134	37.695	0.48387	39.541	0.47742
6.1892	56.456	0.2906	54.742	0.30414	6.1892	37.698	0.4841	39.544	0.47764
6.2445	56.471	0.2908	54.757	0.30433	6.2445	37.674	0.48402	39.519	0.47755
6.2997	56.469	0.291	54.756	0.30452	6.2997	37.7	0.48354	39.545	0.47708
6.355	56.471	0.29081	54.757	0.30433	6.355	37.709	0.48419	39.555	0.47772
6.4103	56.491	0.29036	54.777	0.30387	6.4103	37.739	0.48477	39.586	0.47831
6.4655	56.53	0.29018	54.816	0.30368	6.4655	37.773	0.48428	39.622	0.47783
6.5208	56.573	0.2904	54.86	0.30388	6.5208	37.794	0.48417	39.642	0.47772
6.576	56.592	0.28988	54.879	0.30335	6.576	37.82	0.48509	39.67	0.47865
6.6313	56.665	0.29064	54.953	0.30413	6.6313	37.841	0.48437	39.691	0.47793
6.6866	56.673	0.29087	54.962	0.30435	6.6866	37.849	0.48436	39.7	0.47793
6.7418	56.699	0.29084	54.988	0.30432	6.7418	37.884	0.48407	39.736	0.47764
6.7971	56.676	0.2909	54.967	0.30441	6.7971	37.93	0.48436	39.783	0.47795
6.8523	56.731	0.29224	55.022	0.30576	6.8523	37.93	0.48285	39.784	0.47644
6.9076	56.728	0.29202	55.019	0.30553	6.9076	37.96	0.48303	39.815	0.47663
6.9629	56.726	0.2923	55.018	0.30581	6.9629	37.958	0.48309	39.812	0.47669
7.0181	56.773	0.29161	55.064	0.30511	7.0181	38.006	0.4829	39.863	0.47651
7.0734	56.793	0.29165	55.085	0.30513	7.0734	38.01	0.48298	39.866	0.47659
7.1286	56.806	0.29096	55.098	0.30445	7.1286	38.027	0.48369	39.884	0.47731
7.1839	56.86	0.29095	55.151	0.30443	7.1839	38.06	0.48335	39.918	0.47698
7.2392	56.891	0.29183	55.182	0.30532	7.2392	38.074	0.48268	39.933	0.47631
7.2944	56.898	0.29164	55.19	0.30511	7.2944	38.07	0.48304	39.928	0.47667
7.3497	56.919	0.29113	55.21	0.30459	7.3497	38.11	0.48297	39.969	0.47661
7.405	56.97	0.29105	55.261	0.3045	7.405	38.138	0.4829	39.998	0.47656
7.4602	56.972	0.29124	55.264	0.30469	7.4602	38.159	0.48283	40.02	0.47649
7.5155	57.055	0.2908	55.347	0.30422	7.5155	38.175	0.48331	40.036	0.47697
7.5707	57.083	0.29082	55.374	0.30424	7.5707	38.183	0.48336	40.045	0.47702
7.626	57.103	0.29032	55.395	0.30374	7.626	38.242	0.48385	40.105	0.47753
7.6813	57.183	0.29074	55.475	0.30415	7.6813	38.263	0.48312	40.128	0.4768
7.7365	57.167	0.29057	55.459	0.30399	7.7365	38.305	0.48295	40.171	0.47665
7.7918	57.225	0.29091	55.518	0.30431	7.7918	38.321	0.48196	40.188	0.47567
7.847	57.238	0.29018	55.531	0.30356	7.847	38.338	0.48259	40.205	0.4763
7.9023	57.262	0.29059	55.555	0.30398	7.9023	38.366	0.48222	40.234	0.47594
7.9576	57.302	0.29023	55.596	0.30362	7.9576	38.391	0.48249	40.26	0.47622
8.0128	57.323	0.29054	55.617	0.30392	8.0128	38.425	0.48196	40.295	0.4757
8.0681	57.354	0.29089	55.649	0.30427	8.0681	38.433	0.48151	40.304	0.47525
8.1233	57.353	0.2904	55.648	0.30377	8.1233	38.477	0.48185	40.349	0.4756
8.1786	57.404	0.29094	55.699	0.30431	8.1786	38.485	0.48032	40.358	0.47408
8.2339	57.384	0.29107	55.68	0.30444	8.2339	38.479	0.47976	40.351	0.47353
8.2891	57.412	0.29054	55.708	0.30391	8.2891	38.506	0.48021	40.379	0.47399
8.3444	57.462	0.29065	55.758	0.30401	8.3444	38.546	0.4794	40.421	0.47319
8.3996	57.471	0.29028	55.768	0.30363	8.3996	38.567	0.47996	40.442	0.47375
8.4549	57.491	0.29026	55.789	0.30361	8.4549	38.584	0.48017	40.46	0.47396
8.5102	57.51	0.28989	55.808	0.30323	8.5102	38.6	0.48073	40.476	0.47453
8.5654	57.549	0.2895	55.847	0.30282	8.5654	38.609	0.48111	40.486	0.47491
8.6207	57.549	0.28934	55.849	0.30267	8.6207	38.639	0.48129	40.516	0.4751
8.676	57.56	0.28962	55.86	0.30295	8.676	38.636	0.48192	40.513	0.47574
8.7312	57.601	0.28937	55.9	0.30268	8.7312	38.645	0.48168	40.522	0.47549
8.7865	57.638	0.28937	55.937	0.30267	8.7865	38.662	0.48154	40.539	0.47536
8.8417	57.614	0.28881	55.913	0.3021	8.8417	38.687	0.482	40.565	0.47583
8.897	57.638	0.2885	55.938	0.3018	8.897	38.704	0.4822	40.583	0.47603
8.9523	57.674	0.28926	55.973	0.30256	8.9523	38.73	0.48148	40.61	0.47531
9.0075	57.678	0.28948	55.979	0.30277	9.0075	38.74	0.4816	40.62	0.47544
9.0628	57.702	0.28926	56.003	0.30255	9.0628	38.754	0.48193	40.635	0.47578
9.118	57.717	0.28889	56.019	0.30218	9.118	38.788	0.48232	40.67	0.47617
9.1733	57.75	0.2891	56.053	0.30239	9.1733	38.832	0.48148	40.715	0.47534
9.2286	57.743	0.28964	56.047	0.30292	9.2286	38.833	0.48108	40.716	0.47494
9.2838	57.751	0.28924	56.055	0.30252	9.2838	38.84	0.48167	40.723	0.47554
9.3391	57.794	0.28907	56.098	0.30233	9.3391	38.873	0.48115	40.757	0.47503
9.3943	57.795	0.28904	56.101	0.3023	9.3943	38.87	0.48129	40.754	0.47517
9.4496	57.826	0.2892	56.133	0.30246	9.4496	38.874	0.48103	40.757	0.47491
9.5049	57.839	0.28871	56.145	0.30197	9.5049	38.925	0.48107	40.811	0.47497
9.5601	57.848	0.28966	56.156	0.30293	9.5601	38.925	0.48099	40.81	0.47489
9.6154	57.828	0.28949	56.138	0.30276	9.6154	38.926	0.48176	40.811	0.47565
9.6706	57.886	0.29011	56.195	0.30338	9.6706	38.946	0.481	40.832	0.4749
9.7259	57.92	0.29025	56.23	0.30352	9.7259	38.948	0.48117	40.835	0.47507
9.7812	57.915	0.29081	56.226	0.3041	9.7812	38.919	0.4811	40.805	0.47499
9.8364	57.913	0.29098	56.225	0.30429	9.8364	38.945	0.48128	40.831	0.47518
9.8917	57.974	0.29154	56.285	0.30485	9.8917	38.987	0.4795	40.875	0.47341
9.9469	57.924	0.29192	56.238	0.30525	9.9469	39.024	0.47951	40.913	0.47344
10.002	57.928	0.2917	56.242	0.30501	10.002	39.005	0.47966	40.893	0.47358
10.057	57.98	0.29127	56.293	0.30456	10.057	39.022	0.48001	40.911	0.47393
10.113	57.985	0.29146	56.299	0.30477	10.113	38.993	0.48102	40.881	0.47493
10.168	57.989	0.29171	56.303	0.30501	10.168	39.008	0.48022	40.897	0.47414
10.223	58	0.29163	56.313	0.30494	10.223	39.007	0.48086	40.895	0.47478
10.279	58.011	0.29211	56.326	0.30543	10.279	39.018	0.48057	40.906	0.4745
10.334	57.997	0.29234	56.313	0.30567	10.334	39.033	0.48013	40.922	0.47406
10.389	58.004	0.29261	56.32	0.30594	10.389	39.024	0.47954	40.912	0.47347
10.444	57.97	0.29255	56.288	0.30588	10.444	39.006	0.48025	40.894	0.47418
10.5	57.967	0.29217	56.284	0.30551	10.5	39.053	0.47977	40.942	0.4737
10.555	57.936	0.29214	56.253	0.30547	10.555	39.078	0.47904	40.969	0.47299
10.61	57.911	0.29246	56.231	0.30581	10.61	39.062	0.47952	40.952	0.47346
10.665	57.903	0.29223	56.223	0.30559	10.665	39.065	0.47991	40.955	0.47386
10.721	57.931	0.29249	56.251	0.30584	10.721	39.046	0.47978	40.935	0.47372
10.776	57.937	0.29265	56.258	0.30599	10.776	39.018	0.47989	40.906	0.47382
10.831	57.955	0.29242	56.274	0.30577	10.831	39.02	0.48042	40.909	0.47435
10.886	57.952	0.29282	56.271	0.30617	10.886	39.013	0.47951	40.901	0.47344
10.942	57.934	0.29253	56.254	0.30588	10.942	39.011	0.48012	40.899	0.47405
10.997	57.93	0.29236	56.25	0.30571	10.997	39.03	0.47977	40.919	0.47371
11.052	57.927	0.29237	56.246	0.30572	11.052	39.026	0.47927	40.915	0.47321
11.107	57.883	0.29227	56.203	0.30562	11.107	39.037	0.4795	40.926	0.47344
11.163	57.881	0.2924	56.201	0.30575	11.163	39.015	0.47997	40.904	0.47389
11.218	57.876	0.29269	56.196	0.30605	11.218	38.989	0.48001	40.877	0.47393
11.273	57.857	0.29265	56.177	0.30601	11.273	39.012	0.47948	40.9	0.47341
11.328	57.835	0.29243	56.155	0.30578	11.328	39.038	0.47954	40.927	0.47347
11.384	57.775	0.29227	56.094	0.30564	11.384	39.007	0.47981	40.896	0.47375
11.439	57.764	0.29199	56.082	0.30536	11.439	39.01	0.48062	40.898	0.47454
11.494	57.739	0.29173	56.056	0.3051	11.494	39.013	0.48092	40.901	0.47485
11.55	57.732	0.29167	56.049	0.30505	11.55	39	0.48118	40.888	0.47511
11.605	57.72	0.29194	56.038	0.30532	11.605	38.994	0.48111	40.881	0.47504
11.66	57.729	0.2924	56.047	0.30578	11.66	39.016	0.4801	40.905	0.47403
11.715	57.702	0.29246	56.02	0.30584	11.715	39.014	0.47944	40.902	0.47339
11.771	57.692	0.29225	56.01	0.30563	11.771	39.013	0.47938	40.901	0.47332
11.826	57.69	0.29162	56.005	0.30499	11.826	39.01	0.47941	40.899	0.47335
11.881	57.623	0.29124	55.937	0.30463	11.881	39.002	0.47993	40.892	0.47386
11.936	57.622	0.29179	55.936	0.30519	11.936	38.973	0.47923	40.861	0.47317
11.992	57.578	0.2915	55.891	0.3049	11.992	38.972	0.47971	40.86	0.47364
12.047	57.587	0.29166	55.899	0.30507	12.047	38.967	0.48002	40.855	0.47395
12.102	57.611	0.29105	55.922	0.30445	12.102	38.951	0.48042	40.838	0.47434
12.157	57.561	0.29083	55.871	0.30423	12.157	38.974	0.48028	40.862	0.47421
12.213	57.531	0.28996	55.84	0.30336	12.213	38.958	0.48167	40.846	0.47559
12.268	57.552	0.29041	55.861	0.3038	12.268	38.912	0.48087	40.798	0.47478
12.323	57.51	0.2896	55.818	0.30299	12.323	38.951	0.48135	40.839	0.47526
12.378	57.48	0.2899	55.787	0.3033	12.378	38.982	0.48052	40.871	0.47444
12.434	57.422	0.28951	55.728	0.30292	12.434	38.972	0.48148	40.861	0.47539
12.489	57.417	0.28909	55.721	0.3025	12.489	39.007	0.48175	40.898	0.47566
12.544	57.404	0.2897	55.708	0.30311	12.544	38.942	0.48066	40.83	0.47456
12.599	57.38	0.28922	55.685	0.30265	12.599	38.942	0.4815	40.83	0.47541
12.655	57.379	0.28894	55.683	0.30236	12.655	38.947	0.4816	40.835	0.4755
12.71	57.373	0.28842	55.675	0.30184	12.71	38.949	0.48202	40.838	0.47591
12.765	57.342	0.28898	55.645	0.30242	12.765	38.941	0.48189	40.83	0.4758
12.821	57.312	0.28947	55.615	0.30292	12.821	38.923	0.48148	40.811	0.47537
12.876	57.279	0.28811	55.579	0.30158	12.876	38.922	0.48348	40.811	0.47736
12.931	57.286	0.29003	55.588	0.30353	12.931	38.819	0.48199	40.704	0.47587
12.986	57.277	0.29011	55.579	0.30361	12.986	38.796	0.48216	40.68	0.47604
13.042	57.252	0.29019	55.552	0.30369	13.042	38.761	0.48263	40.643	0.47649
13.097	57.23	0.28966	55.53	0.30316	13.097	38.785	0.48327	40.668	0.47713
13.152	57.243	0.28946	55.541	0.30294	13.152	38.774	0.48295	40.657	0.4768
13.207	57.239	0.2892	55.537	0.3027	13.207	38.775	0.48342	40.658	0.47727
13.263	57.243	0.2894	55.541	0.30291	13.263	38.81	0.48252	40.695	0.47638
13.318	57.217	0.28984	55.515	0.30336	13.318	38.809	0.48243	40.693	0.47629
13.373	57.162	0.2893	55.46	0.30282	13.373	38.801	0.48398	40.685	0.47783
13.428	57.146	0.29008	55.445	0.30362	13.428	38.767	0.48349	40.65	0.47733
13.484	57.159	0.29004	55.457	0.30359	13.484	38.761	0.48386	40.644	0.4777
13.539	57.122	0.29032	55.419	0.30388	13.539	38.753	0.48389	40.635	0.47773
13.594	57.1	0.29078	55.397	0.30437	13.594	38.728	0.48375	40.61	0.47758
13.649	57.117	0.29093	55.413	0.30451	13.649	38.735	0.48325	40.618	0.47708
13.705	57.104	0.29087	55.399	0.30446	13.705	38.741	0.4834	40.624	0.47723
13.76	57.079	0.29109	55.375	0.30469	13.76	38.739	0.48332	40.622	0.47716
13.815	57.121	0.29222	55.416	0.30583	13.815	38.704	0.48225	40.586	0.47607
13.87	57.061	0.29077	55.355	0.30437	13.87	38.753	0.48348	40.636	0.47731
13.926	57.078	0.29091	55.37	0.30451	13.926	38.768	0.48237	40.653	0.4762
13.981	57.057	0.29152	55.35	0.30512	13.981	38.751	0.48166	40.635	0.4755
14.036	57.041	0.29143	55.333	0.30505	14.036	38.739	0.48202	40.622	0.47585
14.092	57.038	0.29154	55.331	0.30515	14.092	38.722	0.48228	40.604	0.47611
14.147	57.048	0.29126	55.34	0.30489	14.147	38.76	0.48195	40.644	0.47579
14.202	57.045	0.29146	55.336	0.30508	14.202	38.751	0.48215	40.635	0.47598
14.257	57.014	0.29112	55.305	0.30475	14.257	38.766	0.48302	40.65	0.47685
14.313	57.025	0.29144	55.316	0.30509	14.313	38.75	0.48226	40.634	0.4761
14.368	57.023	0.29222	55.314	0.30588	14.368	38.708	0.48227	40.591	0.4761
14.423	57.013	0.29221	55.304	0.30588	14.423	38.691	0.48242	40.573	0.47624
14.478	56.973	0.29203	55.265	0.30572	14.478	38.68	0.48237	40.562	0.4762
14.534	56.992	0.29217	55.283	0.30585	14.534	38.654	0.48171	40.535	0.47554
14.589	57.001	0.29208	55.291	0.30577	14.589	38.667	0.48142	40.549	0.47525
14.644	56.993	0.29255	55.284	0.30625	14.644	38.669	0.48085	40.551	0.47469
14.699	56.979	0.29206	55.269	0.30575	14.699	38.675	0.4808	40.558	0.47464
14.755	56.969	0.29155	55.26	0.30522	14.755	38.689	0.481	40.571	0.47485
14.81	56.955	0.28976	55.246	0.30342	14.81	38.756	0.48276	40.641	0.47662
14.865	56.944	0.28891	55.234	0.30257	14.865	38.85	0.48269	40.739	0.47658
14.92	56.918	0.28878	55.208	0.30246	14.92	38.86	0.4823	40.749	0.4762
14.976	56.905	0.28934	55.198	0.30303	14.976	38.856	0.4814	40.745	0.47532
15.031	56.929	0.28898	55.22	0.30267	15.031	38.88	0.48212	40.77	0.47603
15.086	56.922	0.28768	55.212	0.30137	15.086	38.969	0.48266	40.863	0.47659
15.141	56.909	0.28802	55.202	0.30172	15.141	39.015	0.4809	40.91	0.47487
15.197	56.972	0.28859	55.266	0.3023	15.197	39.039	0.47788	40.936	0.47189
15.252	57.026	0.28905	55.32	0.30275	15.252	39.083	0.47504	40.982	0.46908
15.307	57.039	0.28858	55.332	0.30227	15.307	39.196	0.47447	41.099	0.46855
15.363	57.004	0.28817	55.298	0.30187	15.363	39.27	0.47655	41.176	0.47062
15.418	56.98	0.28822	55.273	0.30191	15.418	39.291	0.47672	41.197	0.47078
15.473	57.016	0.28728	55.307	0.30094	15.473	39.342	0.47744	41.25	0.4715
15.528	57.012	0.28622	55.301	0.29987	15.528	39.416	0.47806	41.327	0.47212
15.584	56.998	0.28562	55.285	0.29926	15.584	39.426	0.4788	41.338	0.47286
15.639	56.987	0.28554	55.274	0.29917	15.639	39.414	0.47851	41.325	0.47256
15.694	56.993	0.2851	55.278	0.29873	15.694	39.427	0.47837	41.339	0.47242
15.749	56.98	0.28487	55.264	0.29849	15.749	39.434	0.47785	41.346	0.47191
15.805	56.981	0.28474	55.263	0.29834	15.805	39.39	0.47595	41.302	0.47002
15.86	56.967	0.28409	55.248	0.29767	15.86	39.396	0.47734	41.308	0.47139
15.915	56.955	0.28412	55.235	0.2977	15.915	39.374	0.47722	41.285	0.47126
15.97	56.939	0.28369	55.219	0.29726	15.97	39.371	0.47748	41.281	0.47151
16.026	56.933	0.28408	55.213	0.29767	16.026	39.321	0.47689	41.23	0.47093
16.081	56.908	0.28438	55.188	0.29797	16.081	39.282	0.47783	41.189	0.47185
16.136	56.882	0.28433	55.162	0.29793	16.136	39.229	0.47819	41.134	0.47222
16.191	56.887	0.28416	55.167	0.29775	16.191	39.167	0.47871	41.069	0.47272
16.247	56.909	0.28528	55.189	0.29887	16.247	39.132	0.47824	41.033	0.47222
16.302	56.909	0.28548	55.188	0.29908	16.302	39.085	0.47875	40.985	0.47273
16.357	56.903	0.28583	55.181	0.29943	16.357	39.061	0.4786	40.96	0.47258
16.412	56.887	0.28632	55.165	0.29993	16.412	39.018	0.47893	40.914	0.47289
16.468	56.886	0.28595	55.163	0.29956	16.468	39.007	0.48026	40.903	0.47421
16.523	56.888	0.28605	55.164	0.29965	16.523	38.981	0.48071	40.876	0.47465
16.578	56.867	0.28623	55.143	0.29983	16.578	38.954	0.48147	40.848	0.47539
16.634	56.823	0.28627	55.098	0.29988	16.634	38.933	0.48173	40.827	0.47564
16.689	56.85	0.28583	55.123	0.29942	16.689	38.975	0.48104	40.87	0.47496
16.744	56.823	0.28638	55.095	0.29999	16.744	38.953	0.48217	40.848	0.47607
16.799	56.815	0.28649	55.087	0.3001	16.799	38.917	0.48172	40.811	0.47561
16.855	56.771	0.28652	55.042	0.30013	16.855	38.893	0.48175	40.786	0.47564
16.91	56.757	0.28588	55.028	0.29949	16.91	38.885	0.48338	40.777	0.47725
