Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.051935	50.297	0.18649	49.439	0.17755	0.051935	38.402	0.57147
0.10387	50.303	0.18635	49.446	0.17742	0.10387	38.451	0.57034
0.1558	50.349	0.18625	49.49	0.17735	0.1558	38.462	0.56899
0.20774	50.412	0.18536	49.553	0.17648	0.20774	38.519	0.56856
0.25967	50.438	0.18526	49.577	0.17639	0.25967	38.553	0.56862
0.31161	50.442	0.18544	49.579	0.17657	0.31161	38.595	0.56746
0.36354	50.505	0.18556	49.639	0.17671	0.36354	38.621	0.56751
0.41548	50.53	0.18512	49.663	0.17629	0.41548	38.684	0.56861
0.46741	50.593	0.18465	49.724	0.17584	0.46741	38.699	0.56869
0.51935	50.538	0.18496	49.668	0.17612	0.51935	38.716	0.56868
0.57128	50.603	0.18461	49.732	0.17579	0.57128	38.693	0.568
0.62321	50.546	0.18473	49.674	0.17589	0.62321	38.697	0.56912
0.67515	50.579	0.18465	49.706	0.1758	0.67515	38.704	0.56942
0.72708	50.592	0.18498	49.718	0.17613	0.72708	38.705	0.56872
0.77902	50.63	0.1847	49.755	0.17587	0.77902	38.72	0.56882
0.83095	50.647	0.18424	49.771	0.17542	0.83095	38.764	0.56894
0.88289	50.649	0.1843	49.772	0.17549	0.88289	38.767	0.56716
0.93482	50.697	0.18405	49.818	0.17525	0.93482	38.749	0.56712
0.98676	50.727	0.18361	49.848	0.17483	0.98676	38.788	0.56673
1.0387	50.77	0.18316	49.89	0.1744	1.0387	38.825	0.56684
1.0906	50.765	0.18268	49.884	0.17393	1.0906	38.872	0.56676
1.1426	50.841	0.18293	49.958	0.1742	1.1426	38.872	0.56658
1.1945	50.875	0.18277	49.991	0.17403	1.1945	38.915	0.56567
1.2464	50.887	0.18328	50.001	0.17456	1.2464	38.897	0.56458
1.2984	50.895	0.18294	50.009	0.17422	1.2984	38.91	0.56427
1.3503	50.916	0.18315	50.027	0.17443	1.3503	38.921	0.56479
1.4022	51.008	0.18292	50.117	0.17422	1.4022	38.935	0.56355
1.4542	51.029	0.18277	50.138	0.17409	1.4542	38.961	0.56167
1.5061	51.029	0.18225	50.137	0.17359	1.5061	38.975	0.5615
1.558	51.092	0.18203	50.197	0.17339	1.558	38.995	0.56114
1.61	51.089	0.1817	50.194	0.17306	1.61	39.019	0.56168
1.6619	51.112	0.18149	50.215	0.17286	1.6619	39.007	0.56105
1.7138	51.128	0.18171	50.23	0.17307	1.7138	39.007	0.5602
1.7658	51.149	0.18162	50.249	0.17299	1.7658	39.016	0.56021
1.8177	51.143	0.18188	50.242	0.17326	1.8177	39.051	0.56001
1.8696	51.163	0.18138	50.262	0.17278	1.8696	39.06	0.56043
1.9216	51.185	0.18124	50.282	0.17266	1.9216	39.082	0.55958
1.9735	51.233	0.18067	50.328	0.1721	1.9735	39.114	0.55958
2.0254	51.265	0.18059	50.359	0.17203	2.0254	39.141	0.55916
2.0774	51.286	0.18079	50.378	0.17223	2.0774	39.165	0.55837
2.1293	51.281	0.18094	50.372	0.17238	2.1293	39.172	0.5584
2.1813	51.323	0.18108	50.412	0.17254	2.1813	39.185	0.55799
2.2332	51.371	0.18063	50.458	0.1721	2.2332	39.196	0.55772
2.2851	51.38	0.18036	50.466	0.17183	2.2851	39.244	0.5576
2.3371	51.452	0.18027	50.535	0.17176	2.3371	39.299	0.55678
2.389	51.482	0.1796	50.563	0.17112	2.389	39.357	0.55631
2.4409	51.516	0.17923	50.595	0.17075	2.4409	39.402	0.5567
2.4929	51.529	0.17951	50.607	0.17104	2.4929	39.402	0.55576
2.5448	51.538	0.17921	50.615	0.17076	2.5448	39.422	0.55597
2.5967	51.558	0.17891	50.633	0.17047	2.5967	39.444	0.55654
2.6487	51.56	0.17889	50.634	0.17045	2.6487	39.483	0.55652
2.7006	51.589	0.17896	50.662	0.17052	2.7006	39.504	0.55676
2.7525	51.589	0.17859	50.661	0.17015	2.7525	39.53	0.55693
2.8045	51.664	0.17875	50.732	0.17033	2.8045	39.55	0.55678
2.8564	51.715	0.17832	50.783	0.16992	2.8564	39.585	0.55597
2.9083	51.678	0.17813	50.746	0.16974	2.9083	39.599	0.5563
2.9603	51.73	0.17808	50.796	0.1697	2.9603	39.616	0.55522
3.0122	51.753	0.17802	50.818	0.16963	3.0122	39.633	0.55465
3.0641	51.815	0.17792	50.877	0.16955	3.0641	39.653	0.55417
3.1161	51.775	0.17812	50.838	0.16976	3.1161	39.678	0.55448
3.168	51.814	0.17775	50.875	0.1694	3.168	39.68	0.55417
3.2199	51.825	0.17785	50.886	0.1695	3.2199	39.68	0.55343
3.2719	51.816	0.17806	50.877	0.1697	3.2719	39.697	0.55258
3.3238	51.864	0.17815	50.923	0.1698	3.3238	39.699	0.55186
3.3757	51.826	0.17902	50.884	0.17064	3.3757	39.681	0.55173
3.4277	51.944	0.17849	51	0.17015	3.4277	39.725	0.55046
3.4796	51.906	0.17876	50.961	0.17042	3.4796	39.739	0.55091
3.5316	51.915	0.17848	50.969	0.17014	3.5316	39.762	0.55053
3.5835	51.954	0.17875	51.006	0.17042	3.5835	39.778	0.54998
3.6354	51.969	0.17842	51.019	0.1701	3.6354	39.813	0.54975
3.6874	52.051	0.17825	51.099	0.16995	3.6874	39.837	0.54999
3.7393	52.018	0.17813	51.066	0.16981	3.7393	39.858	0.54972
3.7912	52.085	0.17912	51.13	0.1708	3.7912	39.827	0.54804
3.8432	52.066	0.17875	51.11	0.17043	3.8432	39.841	0.54838
3.8951	52.098	0.17893	51.141	0.17062	3.8951	39.844	0.54745
3.947	52.147	0.17837	51.19	0.17007	3.947	39.856	0.54709
3.999	52.183	0.17902	51.223	0.17073	3.999	39.845	0.54611
4.0509	52.18	0.17892	51.22	0.17064	4.0509	39.847	0.54624
4.1028	52.224	0.1794	51.261	0.17111	4.1028	39.843	0.5448
4.1548	52.267	0.17977	51.303	0.17149	4.1548	39.84	0.54395
4.2067	52.296	0.17964	51.331	0.17138	4.2067	39.857	0.54311
4.2586	52.323	0.17942	51.357	0.17117	4.2586	39.864	0.54223
4.3106	52.328	0.17996	51.361	0.17171	4.3106	39.871	0.54088
4.3625	52.366	0.17983	51.397	0.1716	4.3625	39.886	0.54085
4.4144	52.4	0.17948	51.429	0.17124	4.4144	39.928	0.54108
4.4664	52.404	0.17945	51.432	0.17122	4.4664	39.957	0.54149
4.5183	52.447	0.17931	51.474	0.1711	4.5183	39.966	0.54131
4.5702	52.454	0.17959	51.479	0.17138	4.5702	39.986	0.54042
4.6222	52.507	0.1793	51.53	0.17109	4.6222	40.012	0.54041
4.6741	52.516	0.17946	51.538	0.17124	4.6741	40.03	0.53975
4.726	52.586	0.17957	51.607	0.17137	4.726	40.052	0.53912
4.778	52.575	0.17986	51.595	0.17166	4.778	40.055	0.53849
4.8299	52.644	0.1796	51.662	0.17142	4.8299	40.063	0.53749
4.8818	52.583	0.17957	51.601	0.17138	4.8818	40.114	0.53719
4.9338	52.672	0.17985	51.686	0.17167	4.9338	40.099	0.53719
4.9857	52.639	0.17999	51.654	0.1718	4.9857	40.113	0.53652
5.0377	52.721	0.18062	51.732	0.17244	5.0377	40.094	0.53551
5.0896	52.726	0.18038	51.737	0.17222	5.0896	40.122	0.53479
5.1415	52.756	0.1797	51.766	0.17156	5.1415	40.153	0.53516
5.1935	52.747	0.17885	51.756	0.17071	5.1935	40.2	0.53645
5.2454	52.785	0.17908	51.792	0.17096	5.2454	40.202	0.53611
5.2973	52.806	0.17901	51.811	0.17089	5.2973	40.223	0.53531
5.3493	52.838	0.17942	51.842	0.17131	5.3493	40.226	0.53418
5.4012	52.852	0.17931	51.854	0.1712	5.4012	40.255	0.53404
5.4531	52.896	0.17916	51.897	0.17106	5.4531	40.269	0.53409
5.5051	52.892	0.17903	51.892	0.17094	5.5051	40.284	0.53339
5.557	52.993	0.17878	51.991	0.17071	5.557	40.295	0.53297
5.6089	52.931	0.17864	51.93	0.17055	5.6089	40.358	0.53373
5.6609	53	0.1791	51.996	0.17101	5.6609	40.351	0.53259
5.7128	53.057	0.17951	52.051	0.17144	5.7128	40.345	0.5317
5.7647	53.044	0.17957	52.038	0.17151	5.7647	40.345	0.53139
5.8167	53.084	0.17935	52.077	0.1713	5.8167	40.388	0.53117
5.8686	53.098	0.17897	52.091	0.17093	5.8686	40.388	0.5306
5.9205	53.094	0.17909	52.087	0.17105	5.9205	40.409	0.52973
5.9725	53.134	0.17898	52.125	0.17094	5.9725	40.422	0.53002
6.0244	53.167	0.17925	52.157	0.17122	6.0244	40.432	0.52897
6.0763	53.181	0.17938	52.169	0.17136	6.0763	40.439	0.52855
6.1283	53.213	0.17946	52.2	0.17145	6.1283	40.43	0.52803
6.1802	53.212	0.17932	52.199	0.1713	6.1802	40.452	0.52799
6.2321	53.206	0.17961	52.191	0.17159	6.2321	40.456	0.52661
6.2841	53.291	0.17985	52.274	0.17185	6.2841	40.46	0.5259
6.336	53.283	0.17936	52.265	0.17137	6.336	40.503	0.52633
6.388	53.299	0.17919	52.281	0.17121	6.388	40.513	0.52604
6.4399	53.3	0.17911	52.281	0.17113	6.4399	40.533	0.526
6.4918	53.314	0.17913	52.294	0.17115	6.4918	40.542	0.5256
6.5438	53.356	0.17965	52.334	0.17167	6.5438	40.529	0.52459
6.5957	53.383	0.17942	52.359	0.17145	6.5957	40.566	0.52447
6.6476	53.374	0.17906	52.35	0.17108	6.6476	40.599	0.52492
6.6996	53.466	0.17945	52.439	0.17149	6.6996	40.62	0.52429
6.7515	53.476	0.17944	52.448	0.17149	6.7515	40.63	0.52363
6.8034	53.51	0.17908	52.481	0.17113	6.8034	40.643	0.5233
6.8554	53.514	0.17898	52.484	0.17103	6.8554	40.666	0.52351
6.9073	53.6	0.17872	52.567	0.17079	6.9073	40.7	0.5231
6.9592	53.577	0.17922	52.545	0.17128	6.9592	40.698	0.52245
7.0112	53.588	0.17978	52.554	0.17183	7.0112	40.672	0.52198
7.0631	53.595	0.17977	52.56	0.17183	7.0631	40.695	0.52175
