Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	42.112	0.28832	42.256	0.28209	0.055261	27.063	0.40232
0.11052	42.127	0.28702	42.271	0.28079	0.11052	27.108	0.40384
0.16578	42.127	0.28642	42.271	0.28019	0.16578	27.156	0.40452
0.22104	42.148	0.28623	42.292	0.28001	0.22104	27.183	0.40451
0.2763	42.155	0.28647	42.298	0.28025	0.2763	27.185	0.40448
0.33156	42.108	0.28731	42.252	0.28109	0.33156	27.125	0.40432
0.38683	42.157	0.28715	42.3	0.28094	0.38683	27.15	0.40373
0.44209	42.177	0.28738	42.32	0.28118	0.44209	27.164	0.40356
0.49735	42.235	0.28762	42.377	0.28143	0.49735	27.2	0.40256
0.55261	42.263	0.28802	42.404	0.28184	0.55261	27.226	0.40183
0.60787	42.331	0.28785	42.471	0.28168	0.60787	27.268	0.40049
0.66313	42.363	0.28749	42.502	0.28134	0.66313	27.263	0.4003
0.71839	42.402	0.28762	42.541	0.28147	0.71839	27.287	0.39978
0.77365	42.447	0.2877	42.584	0.28157	0.77365	27.313	0.39925
0.82891	42.459	0.28779	42.596	0.28167	0.82891	27.319	0.39915
0.88417	42.495	0.28756	42.632	0.28144	0.88417	27.35	0.39859
0.93943	42.515	0.28723	42.651	0.28113	0.93943	27.348	0.39877
0.99469	42.538	0.28684	42.673	0.28075	0.99469	27.387	0.39881
1.05	42.566	0.28622	42.701	0.28014	1.05	27.41	0.39883
1.1052	42.592	0.28616	42.727	0.28009	1.1052	27.43	0.39923
1.1605	42.598	0.28618	42.732	0.28011	1.1605	27.44	0.39911
1.2157	42.638	0.28576	42.772	0.2797	1.2157	27.496	0.39916
1.271	42.652	0.28619	42.786	0.28012	1.271	27.499	0.3991
1.3263	42.634	0.28617	42.767	0.28011	1.3263	27.492	0.39947
1.3815	42.685	0.28581	42.817	0.27976	1.3815	27.522	0.39878
1.4368	42.719	0.28548	42.85	0.27945	1.4368	27.56	0.39858
1.492	42.727	0.28521	42.859	0.27917	1.492	27.574	0.39894
1.5473	42.747	0.28511	42.878	0.27908	1.5473	27.575	0.39913
1.6026	42.78	0.28489	42.911	0.27887	1.6026	27.606	0.39891
1.6578	42.786	0.28454	42.917	0.27853	1.6578	27.599	0.39903
1.7131	42.8	0.28451	42.931	0.2785	1.7131	27.626	0.39874
1.7683	42.842	0.28419	42.972	0.27819	1.7683	27.642	0.39856
1.8236	42.86	0.28444	42.989	0.27844	1.8236	27.64	0.39831
1.8789	42.921	0.28435	43.05	0.27836	1.8789	27.694	0.39772
1.9341	42.942	0.28386	43.07	0.27788	1.9341	27.674	0.39828
1.9894	42.973	0.28361	43.101	0.27764	1.9894	27.697	0.39802
2.0447	42.994	0.28341	43.121	0.27745	2.0447	27.751	0.39824
2.0999	43.017	0.28349	43.144	0.27753	2.0999	27.761	0.3984
2.1552	43.056	0.28311	43.182	0.27716	2.1552	27.789	0.39838
2.2104	43.072	0.28294	43.198	0.277	2.2104	27.819	0.39855
2.2657	43.087	0.28257	43.212	0.27663	2.2657	27.826	0.39877
2.321	43.106	0.28275	43.232	0.27683	2.321	27.837	0.3987
2.3762	43.148	0.28243	43.273	0.27651	2.3762	27.849	0.39912
2.4315	43.139	0.28223	43.264	0.2763	2.4315	27.867	0.40016
2.4867	43.157	0.2823	43.281	0.27638	2.4867	27.889	0.40012
2.542	43.194	0.2824	43.317	0.27648	2.542	27.917	0.39988
2.5973	43.217	0.28257	43.339	0.27666	2.5973	27.929	0.39985
2.6525	43.25	0.28213	43.372	0.27623	2.6525	27.95	0.39986
2.7078	43.264	0.28182	43.386	0.27593	2.7078	27.898	0.40011
2.763	43.284	0.28144	43.407	0.27555	2.763	27.906	0.4002
2.8183	43.322	0.28116	43.444	0.27528	2.8183	27.943	0.39996
2.8736	43.34	0.28092	43.461	0.27505	2.8736	27.976	0.39943
2.9288	43.354	0.28082	43.475	0.27496	2.9288	27.995	0.3998
2.9841	43.388	0.2809	43.509	0.27503	2.9841	28.018	0.39995
3.0393	43.386	0.28147	43.508	0.2756	3.0393	28.02	0.40013
3.0946	43.412	0.28107	43.532	0.27521	3.0946	28.025	0.40038
3.1499	43.448	0.28149	43.569	0.27564	3.1499	28.045	0.39947
3.2051	43.478	0.28135	43.598	0.2755	3.2051	28.079	0.39891
3.2604	43.502	0.28163	43.621	0.27579	3.2604	28.073	0.39871
3.3156	43.537	0.28168	43.656	0.27585	3.3156	28.115	0.39785
3.3709	43.555	0.28157	43.674	0.27574	3.3709	28.115	0.39809
3.4262	43.585	0.28131	43.702	0.27548	3.4262	28.159	0.39716
3.4814	43.617	0.28132	43.734	0.27551	3.4814	28.178	0.39682
3.5367	43.618	0.28131	43.735	0.27549	3.5367	28.185	0.39709
3.592	43.637	0.28143	43.753	0.27562	3.592	28.177	0.39698
3.6472	43.673	0.2816	43.789	0.2758	3.6472	28.183	0.39635
3.7025	43.674	0.28146	43.79	0.27566	3.7025	28.202	0.39696
3.7577	43.694	0.28122	43.809	0.27542	3.7577	28.221	0.39712
3.813	43.724	0.28149	43.838	0.2757	3.813	28.238	0.39634
3.8683	43.746	0.28164	43.86	0.27586	3.8683	28.212	0.39632
3.9235	43.772	0.28152	43.886	0.27575	3.9235	28.205	0.39687
3.9788	43.802	0.28156	43.916	0.27578	3.9788	28.233	0.39637
4.034	43.821	0.28135	43.934	0.27558	4.034	28.267	0.39627
4.0893	43.842	0.28126	43.955	0.2755	4.0893	28.267	0.3964
4.1446	43.866	0.28149	43.978	0.27573	4.1446	28.302	0.39619
4.1998	43.882	0.28167	43.994	0.27591	4.1998	28.324	0.39601
4.2551	43.904	0.28174	44.016	0.27599	4.2551	28.335	0.39559
4.3103	43.913	0.28175	44.024	0.276	4.3103	28.301	0.39632
4.3656	43.952	0.28161	44.064	0.27586	4.3656	28.338	0.39703
4.4209	43.985	0.28144	44.096	0.27571	4.4209	28.318	0.39764
4.4761	44.014	0.28135	44.125	0.27562	4.4761	28.382	0.39698
4.5314	44.041	0.28157	44.151	0.27584	4.5314	28.39	0.39678
4.5866	44.073	0.28152	44.183	0.27579	4.5866	28.436	0.39704
4.6419	44.067	0.28179	44.177	0.27606	4.6419	28.436	0.39698
4.6972	44.074	0.28196	44.183	0.27623	4.6972	28.452	0.39691
4.7524	44.11	0.28211	44.218	0.27639	4.7524	28.486	0.39694
4.8077	44.135	0.28198	44.243	0.27627	4.8077	28.471	0.3972
4.863	44.151	0.28203	44.258	0.27632	4.863	28.534	0.39706
4.9182	44.172	0.282	44.279	0.2763	4.9182	28.532	0.39697
4.9735	44.149	0.28255	44.256	0.27685	4.9735	28.559	0.39674
5.0287	44.157	0.28191	44.265	0.27622	5.0287	28.575	0.39863
5.084	44.14	0.28165	44.247	0.27596	5.084	28.57	0.40011
5.1393	44.137	0.28139	44.244	0.27571	5.1393	28.592	0.40019
5.1945	44.155	0.28097	44.263	0.27529	5.1945	28.615	0.40051
5.2498	44.202	0.28047	44.308	0.2748	5.2498	28.698	0.40016
5.305	44.225	0.28073	44.331	0.27506	5.305	28.715	0.40077
5.3603	44.263	0.28054	44.369	0.27488	5.3603	28.756	0.39995
5.4156	44.269	0.281	44.375	0.27533	5.4156	28.771	0.40015
5.4708	44.32	0.28093	44.425	0.27528	5.4708	28.841	0.3991
5.5261	44.316	0.28122	44.42	0.27556	5.5261	28.825	0.39986
5.5813	44.349	0.28115	44.453	0.27549	5.5813	28.866	0.39947
5.6366	44.382	0.28076	44.485	0.27511	5.6366	28.891	0.39932
5.6919	44.383	0.28107	44.486	0.27542	5.6919	28.88	0.39957
5.7471	44.409	0.28075	44.512	0.2751	5.7471	28.899	0.39932
5.8024	44.448	0.2806	44.551	0.27496	5.8024	28.942	0.39885
5.8576	44.495	0.28064	44.597	0.27501	5.8576	28.966	0.39759
5.9129	44.532	0.28024	44.634	0.27462	5.9129	28.989	0.39751
5.9682	44.554	0.28055	44.655	0.27494	5.9682	28.996	0.39685
6.0234	44.576	0.28024	44.677	0.27464	6.0234	29.008	0.39687
6.0787	44.588	0.28047	44.689	0.27486	6.0787	29.07	0.39617
6.134	44.596	0.28067	44.697	0.27506	6.134	29.096	0.39602
