Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	67.298	0.21098	60.531	0.23139
0.11052	67.388	0.21029	61.644	0.22675
0.16578	67.425	0.21096	61.678	0.22743
0.22104	67.55	0.20995	61.791	0.22638
0.2763	67.517	0.21008	61.76	0.22654
0.33156	67.718	0.20926	61.946	0.22567
0.38683	67.751	0.20929	61.977	0.22571
0.44209	67.84	0.21035	62.06	0.2268
0.49735	67.945	0.21072	62.156	0.22716
0.55261	67.973	0.21062	62.183	0.22706
0.60787	68.001	0.21018	62.209	0.22662
0.66313	68.037	0.21014	62.244	0.22659
0.71839	68.075	0.21034	62.279	0.22678
0.77365	68.131	0.21011	62.331	0.22653
0.82891	68.199	0.2097	62.394	0.2261
0.88417	68.133	0.21056	62.335	0.22697
0.93943	68.265	0.20964	62.456	0.22603
0.99469	68.306	0.20999	62.495	0.22639
1.05	68.367	0.20984	62.552	0.22621
1.1052	68.417	0.20917	62.597	0.22553
1.1605	68.444	0.20949	62.623	0.22585
1.2157	68.471	0.20943	62.648	0.22579
1.271	68.523	0.20939	62.696	0.22576
1.3263	68.566	0.20922	62.736	0.22557
1.3815	68.612	0.20914	62.778	0.22548
1.4368	68.666	0.20888	62.827	0.2252
1.492	68.695	0.20879	62.855	0.22509
1.5473	68.749	0.20822	62.904	0.2245
1.6026	68.801	0.20822	62.952	0.2245
1.6578	68.864	0.2079	63.01	0.22416
1.7131	68.898	0.20791	63.042	0.22416
1.7683	68.992	0.20764	63.128	0.22387
1.8236	68.915	0.20796	63.058	0.2242
1.8789	69.059	0.20685	63.19	0.22306
1.9341	69.165	0.20661	63.286	0.2228
1.9894	69.198	0.20648	63.318	0.22266
2.0447	69.323	0.20566	63.432	0.22181
2.0999	69.378	0.20533	63.483	0.22146
2.1552	69.437	0.20517	63.537	0.22128
2.2104	69.467	0.2057	63.566	0.22181
2.2657	69.53	0.20563	63.623	0.22172
2.321	69.579	0.20537	63.668	0.22144
2.3762	69.587	0.20511	63.676	0.22118
2.4315	69.684	0.20471	63.765	0.22076
2.4867	69.704	0.20497	63.784	0.22102
2.542	69.779	0.20477	63.853	0.2208
2.5973	69.839	0.20476	63.909	0.22078
2.6525	69.863	0.20485	63.931	0.22086
2.7078	69.956	0.20431	64.016	0.22029
2.763	69.964	0.20451	64.024	0.2205
2.8183	70.037	0.20398	64.091	0.21996
2.8736	70.089	0.20411	64.139	0.22007
2.9288	70.197	0.20362	64.238	0.21957
2.9841	70.226	0.20376	64.266	0.21971
3.0393	70.257	0.20362	64.294	0.21957
3.0946	70.293	0.20365	64.327	0.21959
3.1499	70.391	0.2031	64.416	0.21901
3.2051	70.45	0.2027	64.471	0.2186
3.2604	70.451	0.2032	64.473	0.21909
3.3156	70.593	0.20256	64.604	0.21843
3.3709	70.645	0.20267	64.652	0.21852
3.4262	70.7	0.20262	64.703	0.21845
3.4814	70.744	0.20205	64.743	0.21786
3.5367	70.78	0.2021	64.776	0.21791
3.592	70.847	0.20226	64.839	0.21805
3.6472	70.906	0.20199	64.893	0.21776
3.7025	70.928	0.20198	64.913	0.21775
3.7577	70.987	0.20166	64.967	0.21741
3.813	71.061	0.20173	65.035	0.21747
