Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	58.985	0.23757	56.933	0.23098	0.055261	37.254	0.44711
0.11052	61.009	0.22427	56.965	0.23092	0.11052	47.161	0.44555
0.16578	60.987	0.22419	56.946	0.23083	0.16578	47.142	0.44626
0.22104	61.028	0.22414	56.984	0.23078	0.22104	47.177	0.44522
0.2763	61.029	0.22407	56.986	0.2307	0.2763	47.215	0.44539
0.33156	61.016	0.22401	56.976	0.23063	0.33156	47.223	0.44548
0.38683	61.021	0.22386	56.981	0.23048	0.38683	47.223	0.44534
0.44209	61.038	0.2236	56.997	0.23021	0.44209	47.231	0.4455
0.49735	61.049	0.22362	57.008	0.23022	0.49735	47.26	0.44476
0.55261	61.053	0.22336	57.012	0.22996	0.55261	47.283	0.44497
0.60787	61.069	0.22352	57.028	0.23011	0.60787	47.336	0.44473
0.66313	61.059	0.22371	57.019	0.2303	0.66313	47.341	0.44443
0.71839	61.065	0.22377	57.025	0.23036	0.71839	47.352	0.44448
0.77365	61.091	0.22375	57.051	0.23033	0.77365	47.401	0.44458
0.82891	61.085	0.22377	57.046	0.23035	0.82891	47.41	0.44412
0.88417	61.066	0.22375	57.029	0.23033	0.88417	47.399	0.44445
0.93943	61.094	0.22363	57.056	0.2302	0.93943	47.42	0.44434
0.99469	61.146	0.22341	57.105	0.22997	0.99469	47.448	0.44417
1.05	61.154	0.22352	57.114	0.23008	1.05	47.458	0.44392
1.1052	61.172	0.22345	57.131	0.23001	1.1052	47.502	0.44383
1.1605	61.189	0.22327	57.148	0.22982	1.1605	47.516	0.44363
1.2157	61.211	0.22309	57.169	0.22963	1.2157	47.56	0.44383
1.271	61.262	0.22306	57.217	0.2296	1.271	47.618	0.44322
1.3263	61.247	0.22326	57.205	0.22979	1.3263	47.585	0.44345
1.3815	61.325	0.22293	57.277	0.22946	1.3815	47.678	0.44264
1.4368	61.307	0.22305	57.261	0.22958	1.4368	47.667	0.44293
1.492	61.331	0.22294	57.284	0.22946	1.492	47.687	0.44205
1.5473	61.332	0.22264	57.286	0.22916	1.5473	47.672	0.44232
1.6026	61.335	0.22245	57.289	0.22897	1.6026	47.666	0.44327
1.6578	61.377	0.22262	57.329	0.22913	1.6578	47.714	0.44323
1.7131	61.392	0.22255	57.344	0.22907	1.7131	47.755	0.44316
1.7683	61.387	0.22259	57.341	0.22911	1.7683	47.778	0.44391
1.8236	61.423	0.22259	57.375	0.2291	1.8236	47.828	0.44407
1.8789	61.441	0.22267	57.393	0.22918	1.8789	47.867	0.44415
1.9341	61.455	0.22263	57.406	0.22915	1.9341	47.885	0.44448
1.9894	61.463	0.22265	57.415	0.22916	1.9894	47.909	0.44472
2.0447	61.479	0.2229	57.431	0.22941	2.0447	47.895	0.44436
2.0999	61.487	0.22294	57.439	0.22944	2.0999	47.904	0.44417
2.1552	61.516	0.22281	57.468	0.22931	2.1552	47.926	0.44428
2.2104	61.529	0.22278	57.48	0.22928	2.2104	47.954	0.44428
2.2657	61.559	0.22293	57.508	0.22941	2.2657	47.972	0.44418
2.321	61.589	0.22292	57.538	0.22941	2.321	48.011	0.44398
2.3762	61.63	0.22294	57.577	0.22942	2.3762	48.065	0.44356
2.4315	61.612	0.22308	57.56	0.22956	2.4315	48.06	0.44369
2.4867	61.625	0.22308	57.573	0.22956	2.4867	48.063	0.44432
2.542	61.666	0.22304	57.612	0.22951	2.542	48.037	0.44368
2.5973	61.697	0.22272	57.642	0.22918	2.5973	48.066	0.44411
2.6525	61.728	0.22274	57.671	0.2292	2.6525	48.09	0.44372
2.7078	61.774	0.22263	57.715	0.22908	2.7078	48.13	0.44292
2.763	61.77	0.22254	57.712	0.22899	2.763	48.144	0.44338
2.8183	61.818	0.22272	57.757	0.22916	2.8183	48.194	0.44211
2.8736	61.792	0.22264	57.733	0.22908	2.8736	48.218	0.44276
2.9288	61.795	0.22285	57.737	0.22929	2.9288	48.197	0.44361
2.9841	61.835	0.2228	57.774	0.22924	2.9841	48.201	0.4441
3.0393	61.855	0.22284	57.794	0.22928	3.0393	48.2	0.4443
3.0946	61.896	0.22311	57.833	0.22954	3.0946	48.207	0.44405
3.1499	61.938	0.22307	57.872	0.2295	3.1499	48.261	0.44352
3.2051	61.963	0.223	57.896	0.22942	3.2051	48.308	0.44369
3.2604	61.968	0.22315	57.902	0.22957	3.2604	48.311	0.44404
3.3156	62.005	0.22298	57.937	0.22939	3.3156	48.327	0.44408
