Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	56.839	0.19703	58.585	0.22436	0.055261	51.018	0.55574
0.11052	56.845	0.19616	60.075	0.21239	0.11052	51.024	0.55601
0.16578	56.859	0.19668	60.092	0.21291	0.16578	50.996	0.5553
0.22104	56.869	0.19626	60.103	0.21246	0.22104	50.995	0.55437
0.2763	56.892	0.19638	60.13	0.21258	0.2763	51.005	0.5545
0.33156	56.891	0.19553	60.13	0.2117	0.33156	51.007	0.55526
0.38683	56.902	0.19599	60.143	0.21217	0.38683	51.021	0.55527
0.44209	56.888	0.19541	60.129	0.21157	0.44209	51.018	0.55614
0.49735	56.974	0.19514	60.224	0.21127	0.49735	51.055	0.55633
0.55261	56.961	0.1955	60.212	0.21164	0.55261	51.057	0.55563
0.60787	56.999	0.19522	60.254	0.21135	0.60787	51.059	0.55579
0.66313	56.987	0.19555	60.243	0.21166	0.66313	51.03	0.55546
0.71839	57.008	0.19483	60.267	0.21093	0.71839	51.072	0.55565
0.77365	57.015	0.19513	60.277	0.21123	0.77365	51.035	0.55569
0.82891	57.064	0.19465	60.329	0.21074	0.82891	51.059	0.55606
0.88417	57.077	0.19477	60.345	0.21084	0.88417	51.084	0.55603
0.93943	57.093	0.19476	60.364	0.21081	0.93943	51.072	0.5563
0.99469	57.13	0.19462	60.403	0.21066	0.99469	51.069	0.55614
1.05	57.135	0.19456	60.41	0.2106	1.05	51.057	0.55647
1.1052	57.175	0.19472	60.454	0.21074	1.1052	51.057	0.55603
1.1605	57.196	0.19452	60.478	0.21051	1.1605	51.051	0.55671
1.2157	57.228	0.19422	60.515	0.2102	1.2157	51.069	0.55705
1.271	57.245	0.19431	60.535	0.21028	1.271	51.066	0.55686
1.3263	57.261	0.19396	60.553	0.20992	1.3263	51.061	0.55661
1.3815	57.278	0.19381	60.574	0.20976	1.3815	51.079	0.55653
1.4368	57.293	0.19343	60.592	0.20938	1.4368	51.089	0.55628
1.492	57.289	0.19387	60.59	0.20983	1.492	51.084	0.55619
1.5473	57.338	0.19381	60.644	0.20977	1.5473	51.084	0.55619
1.6026	57.346	0.19386	60.655	0.20983	1.6026	51.098	0.55647
1.6578	57.38	0.19415	60.695	0.2101	1.6578	51.091	0.5553
1.7131	57.454	0.19334	60.778	0.20928	1.7131	51.074	0.55579
1.7683	57.581	0.19395	60.92	0.20991	1.7683	51.11	0.5546
1.8236	57.577	0.193	60.916	0.20893	1.8236	51.134	0.55527
1.8789	57.602	0.19277	60.944	0.20871	1.8789	51.171	0.55632
1.9341	57.666	0.19294	61.014	0.20887	1.9341	51.164	0.55601
1.9894	57.663	0.19294	61.014	0.20886	1.9894	51.143	0.55597
2.0447	57.696	0.19303	61.049	0.20894	2.0447	51.155	0.55457
2.0999	57.703	0.19321	61.058	0.20908	2.0999	51.165	0.55349
2.1552	57.705	0.19266	61.061	0.20852	2.1552	51.157	0.55402
2.2104	57.82	0.19242	61.188	0.20825	2.2104	51.206	0.55429
2.2657	57.851	0.19281	61.222	0.20862	2.2657	51.213	0.55368
2.321	57.919	0.1928	61.298	0.2086	2.321	51.235	0.55302
2.3762	57.957	0.19269	61.341	0.20849	2.3762	51.257	0.55289
2.4315	58.03	0.19289	61.421	0.20867	2.4315	51.264	0.55195
2.4867	58.062	0.19242	61.457	0.20818	2.4867	51.277	0.55206
2.542	58.13	0.19174	61.532	0.20746	2.542	51.31	0.55193
2.5973	58.154	0.19139	61.559	0.2071	2.5973	51.321	0.55173
2.6525	58.211	0.19138	61.622	0.20707	2.6525	51.329	0.55027
2.7078	58.236	0.1913	61.65	0.20697	2.7078	51.339	0.54996
2.763	58.27	0.19093	61.687	0.20659	2.763	51.361	0.54954
2.8183	58.277	0.1908	61.695	0.20645	2.8183	51.369	0.54977
2.8736	58.306	0.19061	61.728	0.20624	2.8736	51.37	0.54925
2.9288	58.32	0.19081	61.743	0.20643	2.9288	51.374	0.54931
2.9841	58.322	0.19059	61.747	0.20618	2.9841	51.384	0.54935
3.0393	58.336	0.19101	61.764	0.20661	3.0393	51.385	0.54912
3.0946	58.366	0.19103	61.797	0.2066	3.0946	51.396	0.54887
3.1499	58.391	0.19044	61.824	0.20598	3.1499	51.428	0.54937
3.2051	58.405	0.19041	61.839	0.20594	3.2051	51.404	0.54898
3.2604	58.403	0.19028	61.839	0.2058	3.2604	51.392	0.54921
3.3156	58.458	0.18944	61.899	0.20493	3.3156	51.408	0.55039
3.3709	58.487	0.18938	61.931	0.20488	3.3709	51.439	0.55117
3.4262	58.551	0.18888	62.003	0.20436	3.4262	51.44	0.55103
3.4814	58.608	0.18861	62.066	0.20406	3.4814	51.479	0.5498
3.5367	58.604	0.18837	62.062	0.2038	3.5367	51.464	0.55069
3.592	58.651	0.18758	62.115	0.20298	3.592	51.477	0.55143
3.6472	58.668	0.18754	62.134	0.20293	3.6472	51.471	0.55122
3.7025	58.711	0.18717	62.182	0.20255	3.7025	51.501	0.55125
3.7577	58.703	0.18783	62.176	0.2032	3.7577	51.467	0.55123
3.813	58.748	0.18731	62.225	0.20265	3.813	51.477	0.55073
3.8683	58.789	0.18693	62.27	0.20225	3.8683	51.489	0.55051
