Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2
0.055261	64.509	0.20513	66.128	0.19677
0.11052	64.517	0.20503	66.135	0.19667
0.16578	64.515	0.20508	66.132	0.19672
0.22104	64.53	0.20512	66.146	0.19678
0.2763	64.523	0.20529	66.137	0.19695
0.33156	64.534	0.20515	66.146	0.19682
0.38683	64.506	0.20499	66.117	0.19667
0.44209	64.482	0.20495	66.092	0.19663
0.49735	64.509	0.20478	66.118	0.19646
0.55261	64.514	0.20499	66.122	0.19667
0.60787	64.472	0.20505	66.077	0.19673
0.66313	64.486	0.20528	66.09	0.19696
0.71839	64.54	0.20562	66.144	0.19732
0.77365	64.501	0.20561	66.104	0.1973
0.82891	64.554	0.20557	66.157	0.19727
0.88417	64.555	0.20531	66.157	0.19701
0.93943	64.589	0.20503	66.191	0.19675
0.99469	64.57	0.20532	66.17	0.19703
1.05	64.564	0.20497	66.162	0.19669
1.1052	64.595	0.20481	66.193	0.19654
1.1605	64.607	0.20458	66.205	0.19632
1.2157	64.585	0.20428	66.181	0.19601
1.271	64.589	0.20433	66.183	0.19608
1.3263	64.582	0.20441	66.175	0.19615
1.3815	64.586	0.20439	66.178	0.19613
1.4368	64.581	0.20438	66.173	0.19612
1.492	64.6	0.20455	66.191	0.19629
1.5473	64.625	0.20443	66.216	0.19618
1.6026	64.636	0.20423	66.228	0.19599
1.6578	64.621	0.20365	66.212	0.1954
1.7131	64.658	0.2034	66.25	0.19517
1.7683	64.644	0.20368	66.234	0.19544
1.8236	64.655	0.20377	66.245	0.19552
1.8789	64.662	0.20411	66.252	0.19587
1.9341	64.647	0.20398	66.235	0.19572
1.9894	64.629	0.20399	66.217	0.19573
2.0447	64.65	0.20369	66.239	0.19544
2.0999	64.668	0.20333	66.257	0.19509
2.1552	64.657	0.20323	66.245	0.19499
2.2104	64.635	0.20324	66.221	0.195
2.2657	64.664	0.20359	66.25	0.19535
2.321	64.659	0.20312	66.244	0.19489
2.3762	64.675	0.20242	66.261	0.19419
2.4315	64.695	0.20307	66.28	0.19484
2.4867	64.684	0.20285	66.268	0.19463
2.542	64.684	0.20243	66.268	0.19421
2.5973	64.665	0.20296	66.247	0.19473
2.6525	64.692	0.20279	66.273	0.19458
2.7078	64.688	0.20171	66.269	0.19351
2.763	64.672	0.20179	66.252	0.19359
2.8183	64.696	0.20171	66.275	0.19353
2.8736	64.748	0.20113	66.328	0.19296
2.9288	64.756	0.2015	66.335	0.19334
2.9841	64.784	0.20141	66.363	0.19325
3.0393	64.768	0.2012	66.345	0.19305
3.0946	64.78	0.20099	66.357	0.19284
3.1499	64.82	0.20088	66.397	0.19274
3.2051	64.783	0.20087	66.359	0.19273
3.2604	64.762	0.20127	66.336	0.19312
3.3156	64.814	0.20128	66.388	0.19314
3.3709	64.831	0.20095	66.405	0.19282
3.4262	64.844	0.20115	66.418	0.19302
3.4814	64.831	0.20119	66.404	0.19307
3.5367	64.832	0.20139	66.403	0.19327
3.592	64.831	0.2016	66.402	0.19348
3.6472	64.834	0.20122	66.404	0.19311
3.7025	64.837	0.20058	66.407	0.19249
3.7577	64.82	0.19992	66.389	0.19184
3.813	64.835	0.20028	66.404	0.1922
3.8683	64.853	0.19987	66.422	0.19181
3.9235	64.856	0.19931	66.426	0.19126
3.9788	64.86	0.19972	66.428	0.19167
4.034	64.912	0.1991	66.482	0.19107
4.0893	64.914	0.19918	66.482	0.19116
4.1446	64.908	0.19926	66.475	0.19124
4.1998	64.898	0.19943	66.465	0.19142
4.2551	64.906	0.1995	66.472	0.19149
4.3103	64.876	0.19886	66.442	0.19087
4.3656	64.905	0.19878	66.47	0.19079
4.4209	64.923	0.19826	66.488	0.1903
4.4761	64.913	0.19776	66.477	0.1898
4.5314	64.909	0.19781	66.472	0.18986
4.5866	64.928	0.19761	66.491	0.18967
4.6419	64.95	0.19737	66.512	0.18943
4.6972	64.959	0.19746	66.521	0.18953
4.7524	64.995	0.19691	66.557	0.18899
4.8077	65.007	0.19725	66.569	0.18933
4.863	65.011	0.1973	66.572	0.18938
4.9182	65.047	0.19712	66.607	0.18921
4.9735	65.034	0.19739	66.593	0.18948
5.0287	65.058	0.19774	66.616	0.18984
5.084	65.068	0.19713	66.627	0.18925
5.1393	65.042	0.19689	66.599	0.18901
5.1945	65.087	0.19722	66.644	0.18935
5.2498	65.063	0.19717	66.619	0.1893
