Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.051935	41.068	0.22695	41.3	0.20464	0.051935	40.068	0.5034
0.10387	41.111	0.22718	41.342	0.20493	0.10387	40.069	0.50178
0.1558	41.149	0.22726	41.379	0.20502	0.1558	40.114	0.50091
0.20774	41.172	0.22661	41.402	0.20443	0.20774	40.119	0.501
0.25967	41.181	0.22658	41.412	0.20441	0.25967	40.153	0.49936
0.31161	41.195	0.22648	41.421	0.20436	0.31161	40.158	0.49928
0.36354	41.273	0.22568	41.499	0.2036	0.36354	40.241	0.49847
0.41548	41.29	0.22586	41.511	0.20381	0.41548	40.243	0.49767
0.46741	41.341	0.22494	41.562	0.20293	0.46741	40.335	0.4972
0.51935	41.333	0.2251	41.551	0.2031	0.51935	40.344	0.49709
0.57128	41.404	0.22417	41.623	0.2022	0.57128	40.427	0.49653
0.62321	41.396	0.22425	41.613	0.20233	0.62321	40.412	0.49636
0.67515	41.382	0.22478	41.598	0.2029	0.67515	40.407	0.49515
0.72708	41.434	0.22485	41.648	0.20298	0.72708	40.43	0.49443
0.77902	41.464	0.22431	41.679	0.20248	0.77902	40.473	0.49422
0.83095	41.429	0.22374	41.642	0.20197	0.83095	40.459	0.49477
0.88289	41.504	0.22257	41.715	0.20089	0.88289	40.522	0.49499
0.93482	41.521	0.22198	41.731	0.20033	0.93482	40.574	0.49412
0.98676	41.556	0.22117	41.764	0.19957	0.98676	40.633	0.49329
1.0387	41.583	0.22072	41.788	0.19914	1.0387	40.716	0.49257
1.0906	41.568	0.22131	41.769	0.19975	1.0906	40.721	0.49163
1.1426	41.613	0.2211	41.816	0.19954	1.1426	40.789	0.49133
1.1945	41.638	0.22106	41.836	0.19953	1.1945	40.836	0.49111
1.2464	41.681	0.22128	41.879	0.19976	1.2464	40.855	0.49012
1.2984	41.667	0.22053	41.862	0.19906	1.2984	40.852	0.49142
1.3503	41.7	0.21942	41.896	0.19798	1.3503	40.913	0.492
1.4022	41.672	0.21931	41.862	0.19789	1.4022	40.905	0.49179
1.4542	41.755	0.21866	41.946	0.19731	1.4542	40.975	0.4896
1.5061	41.788	0.21882	41.975	0.19749	1.5061	41.007	0.48933
1.558	41.832	0.21815	42.018	0.1969	1.558	41.056	0.48872
1.61	41.864	0.21823	42.049	0.19696	1.61	41.12	0.48842
1.6619	41.861	0.21913	42.043	0.19786	1.6619	41.074	0.48794
1.7138	41.92	0.21843	42.104	0.19723	1.7138	41.15	0.48744
1.7658	41.853	0.21891	42.035	0.19769	1.7658	41.088	0.48827
1.8177	41.907	0.21851	42.09	0.19731	1.8177	41.158	0.48686
1.8696	41.897	0.21982	42.075	0.19861	1.8696	41.107	0.48615
1.9216	41.961	0.21971	42.14	0.19854	1.9216	41.173	0.48492
1.9735	41.949	0.21932	42.127	0.19819	1.9735	41.177	0.48491
2.0254	41.989	0.21925	42.168	0.19817	2.0254	41.216	0.48389
2.0774	41.991	0.2191	42.167	0.19809	2.0774	41.214	0.48352
2.1293	42.025	0.22014	42.201	0.19911	2.1293	41.251	0.48173
2.1813	42.03	0.21988	42.204	0.19885	2.1813	41.25	0.48273
2.2332	42.042	0.21988	42.214	0.19889	2.2332	41.228	0.48251
2.2851	42.092	0.21933	42.264	0.19837	2.2851	41.333	0.48285
2.3371	42.11	0.21951	42.28	0.19859	2.3371	41.345	0.4823
2.389	42.102	0.21915	42.271	0.19824	2.389	41.359	0.48193
2.4409	42.136	0.21943	42.303	0.19856	2.4409	41.333	0.48063
2.4929	42.183	0.21864	42.349	0.19777	2.4929	41.414	0.48088
2.5448	42.16	0.21808	42.324	0.19724	2.5448	41.451	0.4813
2.5967	42.201	0.2172	42.364	0.19637	2.5967	41.544	0.48089
2.6487	42.217	0.21776	42.375	0.19697	2.6487	41.509	0.48044
2.7006	42.302	0.21759	42.458	0.19685	2.7006	41.602	0.47936
2.7525	42.336	0.21765	42.489	0.19697	2.7525	41.625	0.47914
2.8045	42.37	0.21721	42.522	0.19656	2.8045	41.677	0.47881
2.8564	42.366	0.21733	42.515	0.19671	2.8564	41.639	0.47904
2.9083	42.421	0.21637	42.571	0.1958	2.9083	41.727	0.47887
2.9603	42.436	0.21629	42.583	0.19572	2.9603	41.75	0.4786
3.0122	42.469	0.21611	42.615	0.19556	3.0122	41.767	0.47793
3.0641	42.482	0.2157	42.625	0.19517	3.0641	41.806	0.47825
3.1161	42.526	0.21557	42.665	0.19506	3.1161	41.876	0.47813
3.168	42.544	0.2152	42.679	0.19474	3.168	41.955	0.47691
3.2199	42.612	0.2146	42.745	0.19418	3.2199	42.04	0.47563
3.2719	42.609	0.21441	42.74	0.19402	3.2719	42.04	0.47586
3.3238	42.648	0.2134	42.779	0.19307	3.3238	42.076	0.47614
3.3757	42.655	0.21322	42.785	0.19288	3.3757	42.092	0.47651
3.4277	42.675	0.21403	42.801	0.19371	3.4277	42.032	0.47594
3.4796	42.763	0.21331	42.89	0.19304	3.4796	42.143	0.47487
3.5316	42.693	0.21459	42.815	0.19429	3.5316	42.034	0.47569
3.5835	42.748	0.21312	42.871	0.19289	3.5835	42.16	0.47544
3.6354	42.794	0.21269	42.914	0.19249	3.6354	42.201	0.47517
3.6874	42.838	0.21206	42.956	0.19188	3.6874	42.283	0.47507
3.7393	42.799	0.21226	42.913	0.19206	3.7393	42.234	0.47588
3.7912	42.91	0.21151	43.022	0.19138	3.7912	42.317	0.47476
3.8432	42.927	0.21161	43.036	0.19151	3.8432	42.332	0.4745
3.8951	42.971	0.21149	43.078	0.19146	3.8951	42.315	0.47385
3.947	43.029	0.21058	43.137	0.19058	3.947	42.413	0.47363
3.999	42.996	0.21127	43.099	0.19127	3.999	42.338	0.4739
4.0509	43.105	0.21011	43.208	0.19017	4.0509	42.451	0.47336
4.1028	43.091	0.21087	43.191	0.19092	4.1028	42.39	0.47308
4.1548	43.156	0.21076	43.258	0.19085	4.1548	42.491	0.47179
4.2067	43.091	0.21102	43.19	0.1911	4.2067	42.392	0.47285
4.2586	43.192	0.21027	43.29	0.19041	4.2586	42.517	0.47163
4.3106	43.183	0.21063	43.278	0.19076	4.3106	42.499	0.47136
4.3625	43.237	0.20992	43.331	0.19011	4.3625	42.57	0.47125
4.4144	43.267	0.20958	43.36	0.18981	4.4144	42.599	0.47142
4.4664	43.311	0.20924	43.402	0.18953	4.4664	42.645	0.47106
4.5183	43.339	0.20908	43.428	0.18939	4.5183	42.643	0.4703
4.5702	43.37	0.20876	43.458	0.18909	4.5702	42.668	0.46978
4.6222	43.389	0.20925	43.475	0.18962	4.6222	42.646	0.46895
