Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.055261	55.591	0.24452	53.281	0.23485	0.055261	36.573	0.56228	41.381	0.53471
0.11052	55.617	0.24429	53.305	0.23463	0.11052	42.143	0.49869	41.42	0.53484
0.16578	55.649	0.24433	53.334	0.23469	0.16578	42.133	0.49904	41.415	0.53522
0.22104	55.684	0.24401	53.368	0.23438	0.22104	42.148	0.49913	41.432	0.53531
0.2763	55.685	0.24435	53.366	0.23472	0.2763	42.128	0.49881	41.417	0.53494
0.33156	55.722	0.2446	53.401	0.23498	0.33156	42.171	0.49763	41.461	0.53366
0.38683	55.734	0.24472	53.411	0.2351	0.38683	42.186	0.49787	41.478	0.53381
0.44209	55.764	0.24457	53.438	0.23494	0.44209	42.249	0.49783	41.545	0.53363
0.49735	55.773	0.24544	53.446	0.23581	0.49735	42.275	0.49671	41.57	0.53241
0.55261	55.811	0.24531	53.482	0.23568	0.55261	42.311	0.49614	41.606	0.53178
0.60787	55.835	0.24597	53.503	0.23634	0.60787	42.329	0.49566	41.627	0.53129
0.66313	55.814	0.24526	53.483	0.23564	0.66313	42.359	0.49618	41.659	0.53171
0.71839	55.848	0.24498	53.515	0.23537	0.71839	42.411	0.4962	41.712	0.5316
0.77365	55.912	0.24548	53.575	0.23588	0.77365	42.394	0.49477	41.696	0.53014
0.82891	55.881	0.24575	53.544	0.23615	0.82891	42.374	0.49465	41.68	0.52998
0.88417	55.95	0.24511	53.609	0.23552	0.88417	42.447	0.49459	41.755	0.52982
0.93943	55.963	0.24565	53.621	0.23606	0.93943	42.432	0.49352	41.741	0.52876
0.99469	56	0.24541	53.655	0.23583	0.99469	42.494	0.49319	41.805	0.52831
1.05	56.015	0.24552	53.669	0.23595	1.05	42.509	0.49279	41.825	0.52785
1.1052	56.052	0.24548	53.703	0.23591	1.1052	42.523	0.492	41.839	0.52698
1.1605	56.086	0.24528	53.735	0.23571	1.1605	42.544	0.49171	41.861	0.52657
1.2157	56.096	0.24577	53.744	0.2362	1.2157	42.559	0.49104	41.878	0.52589
1.271	56.138	0.24572	53.783	0.23616	1.271	42.588	0.49087	41.909	0.52567
1.3263	56.138	0.24581	53.781	0.23625	1.3263	42.621	0.49124	41.946	0.52596
1.3815	56.16	0.24634	53.802	0.23678	1.3815	42.581	0.48967	41.906	0.52436
1.4368	56.21	0.24559	53.849	0.23606	1.4368	42.601	0.4896	41.927	0.52422
1.492	56.204	0.24546	53.842	0.23593	1.492	42.596	0.48911	41.924	0.52371
1.5473	56.235	0.24509	53.871	0.23557	1.5473	42.604	0.48906	41.935	0.52363
1.6026	56.251	0.24484	53.886	0.23534	1.6026	42.618	0.48906	41.951	0.52362
1.6578	56.287	0.24466	53.92	0.23517	1.6578	42.627	0.48842	41.962	0.52293
1.7131	56.29	0.24467	53.922	0.23519	1.7131	42.607	0.48829	41.943	0.52278
1.7683	56.33	0.24432	53.96	0.23485	1.7683	42.629	0.48851	41.968	0.523
1.8236	56.334	0.24459	53.963	0.23512	1.8236	42.653	0.48897	41.996	0.52345
1.8789	56.386	0.24375	54.012	0.2343	1.8789	42.667	0.48857	42.012	0.52305
1.9341	56.395	0.24316	54.02	0.23373	1.9341	42.698	0.48914	42.045	0.52356
1.9894	56.435	0.24286	54.058	0.23345	1.9894	42.707	0.48909	42.058	0.5235
2.0447	56.467	0.24247	54.088	0.23306	2.0447	42.724	0.48944	42.078	0.52385
2.0999	56.484	0.24252	54.103	0.23311	2.0999	42.741	0.48953	42.098	0.5239
