Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.055261	54.769	0.24029	51.326	0.25249	0.055261	40.619	0.47998	37.775	0.51636
0.11052	54.782	0.2401	52.134	0.24626	0.11052	42.204	0.46328	39.477	0.49806
0.16578	54.764	0.23962	52.117	0.24578	0.16578	42.191	0.46479	39.469	0.49959
0.22104	54.756	0.23973	52.111	0.2459	0.22104	42.184	0.46424	39.464	0.49901
0.2763	54.786	0.23973	52.14	0.24588	0.2763	42.227	0.46377	39.505	0.49849
0.33156	54.821	0.23943	52.172	0.24558	0.33156	42.303	0.46307	39.578	0.49772
0.38683	54.798	0.23992	52.152	0.24607	0.38683	42.258	0.46243	39.536	0.49706
0.44209	54.806	0.23915	52.159	0.24529	0.44209	42.313	0.4623	39.59	0.49683
0.49735	54.842	0.23914	52.195	0.24527	0.49735	42.362	0.46166	39.637	0.49612
0.55261	54.834	0.23923	52.187	0.24536	0.55261	42.367	0.46128	39.644	0.49571
0.60787	54.841	0.23904	52.194	0.24518	0.60787	42.407	0.4613	39.682	0.49567
0.66313	54.856	0.23925	52.209	0.24539	0.66313	42.415	0.45915	39.688	0.49342
0.71839	54.846	0.23956	52.199	0.24568	0.71839	42.36	0.45915	39.635	0.49347
0.77365	54.859	0.23883	52.213	0.24495	0.77365	42.423	0.45922	39.696	0.49346
0.82891	54.835	0.23951	52.191	0.24564	0.82891	42.38	0.45852	39.658	0.49276
0.88417	54.861	0.23879	52.215	0.24491	0.88417	42.422	0.45878	39.699	0.49297
0.93943	54.869	0.23893	52.223	0.24505	0.93943	42.391	0.45797	39.67	0.49215
0.99469	54.866	0.23786	52.221	0.24397	0.99469	42.405	0.45909	39.686	0.49323
1.05	54.842	0.23776	52.198	0.24387	1.05	42.384	0.45916	39.667	0.49329
1.1052	54.849	0.23722	52.205	0.24332	1.1052	42.338	0.45959	39.626	0.49375
1.1605	54.839	0.23689	52.197	0.24298	1.1605	42.337	0.46041	39.627	0.49455
1.2157	54.858	0.23604	52.214	0.24213	1.2157	42.36	0.46008	39.648	0.49421
1.271	54.846	0.23637	52.204	0.24246	1.271	42.344	0.45963	39.634	0.49376
1.3263	54.87	0.23614	52.227	0.24222	1.3263	42.402	0.45854	39.687	0.49259
1.3815	54.899	0.23605	52.254	0.24212	1.3815	42.43	0.45795	39.714	0.492
1.4368	54.86	0.23618	52.218	0.24225	1.4368	42.384	0.45782	39.671	0.49183
1.492	54.871	0.23597	52.228	0.24203	1.492	42.396	0.45807	39.686	0.49208
1.5473	54.918	0.236	52.273	0.24205	1.5473	42.455	0.45617	39.739	0.49009
1.6026	54.882	0.23578	52.24	0.24184	1.6026	42.411	0.45723	39.701	0.49118
1.6578	54.899	0.23577	52.256	0.24183	1.6578	42.446	0.456	39.734	0.48988
1.7131	54.893	0.23602	52.251	0.24207	1.7131	42.475	0.45588	39.763	0.48971
1.7683	54.915	0.23582	52.272	0.24187	1.7683	42.49	0.45557	39.778	0.48937
1.8236	54.918	0.23567	52.275	0.24172	1.8236	42.493	0.45515	39.782	0.48888
1.8789	54.881	0.23578	52.241	0.24182	1.8789	42.458	0.45556	39.751	0.48931
1.9341	54.898	0.23543	52.258	0.24147	1.9341	42.477	0.45571	39.771	0.48941
1.9894	54.904	0.23557	52.264	0.24162	1.9894	42.46	0.45582	39.757	0.48953
2.0447	54.919	0.23589	52.279	0.24194	2.0447	42.514	0.45536	39.809	0.48895
2.0999	54.922	0.23642	52.283	0.24247	2.0999	42.491	0.45438	39.788	0.48799
2.1552	54.93	0.23558	52.29	0.24162	2.1552	42.527	0.45527	39.824	0.48885
2.2104	54.937	0.23605	52.298	0.2421	2.2104	42.547	0.45493	39.843	0.48845
2.2657	54.938	0.23589	52.299	0.24193	2.2657	42.555	0.4556	39.853	0.48914
2.321	54.965	0.23573	52.325	0.24177	2.321	42.588	0.45498	39.883	0.48847
2.3762	54.952	0.2355	52.313	0.24154	2.3762	42.573	0.45507	39.871	0.48854
2.4315	54.968	0.23542	52.328	0.24147	2.4315	42.602	0.45411	39.898	0.48753
2.4867	54.97	0.23516	52.33	0.2412	2.4867	42.595	0.45414	39.892	0.48755
2.542	54.947	0.23486	52.309	0.2409	2.542	42.604	0.45541	39.904	0.4888
2.5973	54.992	0.23521	52.353	0.24124	2.5973	42.607	0.45398	39.906	0.48735
2.6525	54.996	0.23517	52.357	0.24119	2.6525	42.593	0.45411	39.897	0.48753
2.7078	55.015	0.23472	52.376	0.24075	2.7078	42.613	0.45388	39.916	0.48722
2.763	55.035	0.23454	52.395	0.24055	2.763	42.63	0.45393	39.935	0.48728
2.8183	55.036	0.23412	52.397	0.24013	2.8183	42.643	0.45466	39.949	0.48799
2.8736	55.056	0.23383	52.416	0.23984	2.8736	42.65	0.45417	39.958	0.48745
2.9288	55.065	0.23373	52.426	0.23973	2.9288	42.653	0.45393	39.962	0.48721
2.9841	55.045	0.2332	52.407	0.23919	2.9841	42.647	0.4537	39.958	0.48694
3.0393	55.052	0.23294	52.414	0.23893	3.0393	42.63	0.45423	39.944	0.48748
3.0946	55.05	0.23311	52.412	0.23911	3.0946	42.624	0.45431	39.938	0.48756
3.1499	55.039	0.2331	52.402	0.23909	3.1499	42.638	0.45474	39.953	0.48796
3.2051	55.056	0.23308	52.419	0.23907	3.2051	42.631	0.45423	39.947	0.48745
3.2604	55.048	0.23333	52.412	0.23932	3.2604	42.629	0.45387	39.946	0.48704
3.3156	55.061	0.23297	52.425	0.23895	3.3156	42.646	0.45417	39.965	0.48733
3.3709	55.063	0.23293	52.428	0.2389	3.3709	42.64	0.45387	39.961	0.487
3.4262	55.068	0.23309	52.433	0.23907	3.4262	42.634	0.45326	39.955	0.48637
3.4814	55.093	0.23271	52.457	0.23868	3.4814	42.682	0.45242	40.002	0.48546
3.5367	55.1	0.23258	52.465	0.23854	3.5367	42.655	0.45276	39.978	0.48581
3.592	55.126	0.23211	52.49	0.23806	3.592	42.686	0.45339	40.01	0.48638
3.6472	55.121	0.23233	52.486	0.23828	3.6472	42.651	0.45321	39.979	0.48619
3.7025	55.13	0.23231	52.495	0.23826	3.7025	42.704	0.45313	40.032	0.48606
3.7577	55.134	0.23228	52.499	0.23823	3.7577	42.681	0.45301	40.011	0.48594
3.813	55.141	0.23213	52.507	0.23807	3.813	42.703	0.45256	40.035	0.48544
3.8683	55.147	0.23204	52.513	0.23798	3.8683	42.686	0.45283	40.021	0.48571
3.9235	55.174	0.23213	52.539	0.23806	3.9235	42.716	0.45149	40.049	0.48432
3.9788	55.161	0.23211	52.526	0.23805	3.9788	42.707	0.45202	40.044	0.48484
4.034	55.16	0.23204	52.527	0.23797	4.034	42.714	0.45143	40.052	0.48421
4.0893	55.198	0.23179	52.563	0.23772	4.0893	42.73	0.45146	40.069	0.48419
4.1446	55.177	0.2319	52.543	0.23782	4.1446	42.749	0.45071	40.088	0.48342
4.1998	55.195	0.23162	52.562	0.23754	4.1998	42.772	0.45076	40.111	0.48338
4.2551	55.197	0.2316	52.564	0.23753	4.2551	42.79	0.45053	40.13	0.48312
4.3103	55.202	0.23134	52.569	0.23726	4.3103	42.781	0.45098	40.123	0.48356
4.3656	55.225	0.23133	52.592	0.23724	4.3656	42.828	0.44981	40.169	0.4823
4.4209	55.252	0.23069	52.618	0.2366	4.4209	42.865	0.45027	40.206	0.48273
4.4761	55.223	0.23119	52.591	0.23711	4.4761	42.86	0.44991	40.202	0.48231
4.5314	55.229	0.23096	52.597	0.23687	4.5314	42.843	0.44983	40.188	0.48224
4.5866	55.188	0.2308	52.56	0.23672	4.5866	42.855	0.44978	40.202	0.4821
4.6419	55.226	0.23081	52.595	0.23672	4.6419	42.865	0.44862	40.212	0.48093
4.6972	55.241	0.23072	52.611	0.23663	4.6972	42.839	0.44803	40.188	0.48031
4.7524	55.258	0.23043	52.627	0.23634	4.7524	42.86	0.448	40.208	0.48027
4.8077	55.27	0.23051	52.639	0.23642	4.8077	42.866	0.44753	40.215	0.47978
4.863	55.286	0.23017	52.654	0.23607	4.863	42.886	0.44732	40.233	0.47951
4.9182	55.265	0.2308	52.635	0.2367	4.9182	42.873	0.44681	40.223	0.479
4.9735	55.294	0.23036	52.663	0.23626	4.9735	42.888	0.44688	40.239	0.47903
5.0287	55.34	0.23017	52.708	0.23606	5.0287	42.889	0.44636	40.241	0.4785
5.084	55.336	0.23044	52.704	0.23633	5.084	42.912	0.4457	40.264	0.47779
5.1393	55.36	0.23016	52.728	0.23604	5.1393	42.898	0.44583	40.254	0.4779
5.1945	55.38	0.23022	52.747	0.23611	5.1945	42.914	0.44579	40.271	0.47784
5.2498	55.399	0.23053	52.766	0.23642	5.2498	42.931	0.44472	40.288	0.47673
5.305	55.405	0.23034	52.772	0.23623	5.305	42.929	0.44528	40.29	0.47726
5.3603	55.451	0.23023	52.816	0.23611	5.3603	42.968	0.44443	40.326	0.47637
5.4156	55.408	0.23067	52.776	0.23656	5.4156	42.938	0.44465	40.3	0.47657
5.4708	55.466	0.23045	52.831	0.23632	5.4708	42.945	0.44404	40.308	0.47596
