Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.055261	54.253	0.3718	56.421	0.35086	0.055261	29.081	0.55667	28.102	0.46533
0.11052	54.233	0.37167	56.398	0.35072	0.11052	29.096	0.55638	28.113	0.46522
0.16578	54.306	0.3722	56.471	0.35128	0.16578	29.113	0.55499	28.131	0.46396
0.22104	54.307	0.37212	56.469	0.35123	0.22104	29.124	0.55508	28.137	0.46407
0.2763	54.331	0.37214	56.493	0.35126	0.2763	29.145	0.55408	28.155	0.46337
0.33156	54.357	0.37226	56.518	0.35141	0.33156	29.159	0.55287	28.167	0.46225
0.38683	54.417	0.37337	56.577	0.35255	0.38683	29.153	0.5509	28.162	0.46038
0.44209	54.41	0.37335	56.567	0.35254	0.44209	29.18	0.54963	28.186	0.45942
0.49735	54.471	0.37422	56.627	0.35343	0.49735	29.188	0.54772	28.195	0.45766
0.55261	54.44	0.37413	56.593	0.35334	0.55261	29.181	0.54749	28.189	0.45755
0.60787	54.456	0.37458	56.606	0.35381	0.60787	29.171	0.54661	28.179	0.45681
0.66313	54.497	0.37448	56.647	0.35374	0.66313	29.182	0.54557	28.189	0.45589
0.71839	54.549	0.37523	56.697	0.35451	0.71839	29.172	0.54478	28.178	0.45512
0.77365	54.527	0.37534	56.672	0.35463	0.77365	29.172	0.5443	28.18	0.45475
0.82891	54.535	0.37574	56.678	0.35504	0.82891	29.147	0.54334	28.16	0.45384
0.88417	54.522	0.37585	56.663	0.35514	0.88417	29.163	0.54322	28.171	0.45386
0.93943	54.523	0.37561	56.662	0.35491	0.93943	29.179	0.54253	28.185	0.45339
0.99469	54.537	0.37643	56.671	0.35574	0.99469	29.186	0.54193	28.187	0.45287
1.05	54.602	0.37669	56.738	0.35602	1.05	29.199	0.5407	28.201	0.45173
1.1052	54.599	0.37641	56.733	0.35577	1.1052	29.213	0.54032	28.212	0.45149
1.1605	54.567	0.37652	56.697	0.35587	1.1605	29.23	0.53976	28.224	0.45114
1.2157	54.636	0.37671	56.766	0.35608	1.2157	29.258	0.53828	28.248	0.44984
1.271	54.624	0.37665	56.751	0.35603	1.271	29.281	0.53794	28.267	0.4497
1.3263	54.643	0.37743	56.765	0.35683	1.3263	29.285	0.53691	28.266	0.44883
1.3815	54.682	0.37736	56.804	0.35679	1.3815	29.292	0.53596	28.27	0.44799
1.4368	54.728	0.37712	56.848	0.35658	1.4368	29.323	0.53545	28.296	0.44767
1.492	54.727	0.37739	56.845	0.35686	1.492	29.336	0.53497	28.303	0.44734
1.5473	54.749	0.37727	56.866	0.35676	1.5473	29.349	0.53441	28.313	0.44691
1.6026	54.8	0.37761	56.917	0.35714	1.6026	29.358	0.53302	28.32	0.44561
1.6578	54.777	0.37724	56.891	0.35677	1.6578	29.361	0.53333	28.321	0.446
1.7131	54.808	0.37749	56.921	0.35705	1.7131	29.339	0.53304	28.301	0.44566
1.7683	54.83	0.37707	56.942	0.35665	1.7683	29.357	0.5329	28.316	0.44567
1.8236	54.854	0.3768	56.965	0.3564	1.8236	29.359	0.53296	28.315	0.4458
1.8789	54.883	0.37745	56.992	0.35708	1.8789	29.358	0.53147	28.315	0.44445
1.9341	54.903	0.37752	57.011	0.35715	1.9341	29.37	0.53056	28.326	0.44366
1.9894	54.916	0.37736	57.022	0.35702	1.9894	29.365	0.53073	28.321	0.4439
2.0447	54.943	0.37772	57.047	0.3574	2.0447	29.38	0.53004	28.333	0.4433
2.0999	54.982	0.37794	57.084	0.35763	2.0999	29.394	0.52937	28.344	0.44276
2.1552	55.035	0.37811	57.137	0.35782	2.1552	29.414	0.52883	28.36	0.44229
2.2104	55.005	0.37888	57.103	0.35858	2.2104	29.417	0.52829	28.362	0.44185
2.2657	55.053	0.37859	57.152	0.35831	2.2657	29.441	0.52779	28.381	0.44151
2.321	55.096	0.3788	57.194	0.35853	2.321	29.459	0.52605	28.4	0.44
2.3762	55.129	0.37931	57.225	0.35907	2.3762	29.47	0.52454	28.406	0.43872
2.4315	55.138	0.37856	57.232	0.35835	2.4315	29.5	0.52433	28.432	0.43875
2.4867	55.151	0.37844	57.243	0.35824	2.4867	29.514	0.52403	28.441	0.43862
2.542	55.194	0.37778	57.285	0.3576	2.542	29.519	0.52431	28.444	0.43898
2.5973	55.151	0.37738	57.239	0.3572	2.5973	29.546	0.52406	28.467	0.4389
2.6525	55.151	0.37621	57.24	0.35604	2.6525	29.554	0.52527	28.472	0.44004
2.7078	55.168	0.37508	57.256	0.35493	2.7078	29.588	0.52582	28.501	0.44074
2.763	55.166	0.37548	57.251	0.35534	2.763	29.606	0.52484	28.515	0.43997
2.8183	55.156	0.37433	57.24	0.35422	2.8183	29.649	0.52462	28.552	0.43988
2.8736	55.191	0.3731	57.276	0.35303	2.8736	29.676	0.52462	28.572	0.44004
2.9288	55.18	0.37235	57.263	0.35228	2.9288	29.734	0.5238	28.624	0.43956
2.9841	55.201	0.3724	57.281	0.35235	2.9841	29.751	0.52304	28.637	0.43906
3.0393	55.285	0.37167	57.367	0.35166	3.0393	29.776	0.5226	28.659	0.43879
3.0946	55.365	0.37252	57.444	0.35252	3.0946	29.783	0.52091	28.663	0.43728
3.1499	55.423	0.37296	57.501	0.35299	3.1499	29.806	0.51871	28.684	0.4354
3.2051	55.456	0.37241	57.533	0.35248	3.2051	29.807	0.51862	28.684	0.43536
3.2604	55.496	0.37159	57.573	0.35168	3.2604	29.867	0.51777	28.736	0.43486
3.3156	55.543	0.37155	57.618	0.35168	3.3156	29.871	0.51741	28.739	0.43457
3.3709	55.596	0.37125	57.669	0.35141	3.3709	29.909	0.51671	28.771	0.43412
3.4262	55.655	0.37141	57.728	0.35161	3.4262	29.925	0.51519	28.785	0.43277
3.4814	55.608	0.36993	57.68	0.35009	3.4814	29.971	0.51601	28.824	0.43385
3.5367	55.596	0.36982	57.668	0.34992	3.5367	29.954	0.5164	28.812	0.43444
3.592	55.589	0.37097	57.659	0.35099	3.592	29.925	0.51545	28.793	0.43363
3.6472	55.571	0.37199	57.638	0.35196	3.6472	29.926	0.51357	28.795	0.43191
3.7025	55.596	0.37178	57.661	0.35177	3.7025	29.924	0.514	28.792	0.43233
3.7577	55.663	0.37164	57.728	0.35166	3.7577	29.947	0.51355	28.812	0.43204
3.813	55.644	0.37122	57.705	0.35125	3.813	29.984	0.51365	28.841	0.43235
3.8683	55.698	0.371	57.757	0.35105	3.8683	29.999	0.51289	28.851	0.43171
3.9235	55.751	0.37092	57.809	0.35101	3.9235	29.997	0.51265	28.848	0.43152
3.9788	55.851	0.37022	57.909	0.35038	3.9788	30.022	0.51206	28.867	0.43101
4.034	55.843	0.36993	57.9	0.35009	4.034	30.053	0.51241	28.89	0.43153
4.0893	55.933	0.37018	57.988	0.35039	4.0893	30.07	0.51133	28.904	0.43051
4.1446	55.996	0.37025	58.051	0.35053	4.1446	30.088	0.51015	28.918	0.42941
4.1998	55.975	0.36925	58.031	0.34955	4.1998	30.119	0.5111	28.941	0.43039
4.2551	56.011	0.36834	58.066	0.34869	4.2551	30.17	0.51153	28.981	0.43092
4.3103	56.031	0.36881	58.085	0.34918	4.3103	30.182	0.51102	28.99	0.43048
4.3656	56.143	0.36915	58.196	0.34956	4.3656	30.2	0.51039	29.005	0.42991
4.4209	56.191	0.36935	58.244	0.34975	4.4209	30.239	0.51054	29.039	0.43014
4.4761	56.204	0.36971	58.256	0.35012	4.4761	30.243	0.50993	29.04	0.42957
4.5314	56.197	0.37014	58.246	0.35054	4.5314	30.255	0.50904	29.05	0.42886
4.5866	56.273	0.36989	58.323	0.35032	4.5866	30.269	0.50798	29.064	0.42791
4.6419	56.28	0.36957	58.331	0.35003	4.6419	30.307	0.5073	29.096	0.42744
4.6972	56.288	0.36917	58.339	0.34963	4.6972	30.347	0.50741	29.131	0.42762
4.7524	56.322	0.36936	58.371	0.34982	4.7524	30.35	0.50697	29.133	0.42731
4.8077	56.378	0.36997	58.426	0.35046	4.8077	30.356	0.50609	29.137	0.42646
4.863	56.433	0.36943	58.481	0.34998	4.863	30.385	0.50567	29.162	0.42618
4.9182	56.463	0.36902	58.51	0.34957	4.9182	30.392	0.50532	29.168	0.42591
4.9735	56.46	0.3688	58.507	0.34935	4.9735	30.4	0.50541	29.175	0.42605
5.0287	56.513	0.36864	58.56	0.34921	5.0287	30.419	0.50495	29.192	0.42563
5.084	56.513	0.36831	58.559	0.34888	5.084	30.457	0.50447	29.224	0.42537
5.1393	56.536	0.36818	58.581	0.34875	5.1393	30.476	0.50449	29.24	0.4255
5.1945	56.613	0.36843	58.658	0.34904	5.1945	30.479	0.50348	29.241	0.42457
5.2498	56.643	0.36879	58.688	0.34937	5.2498	30.498	0.50339	29.258	0.42459
5.305	56.636	0.36866	58.679	0.34924	5.305	30.506	0.50332	29.261	0.42469
5.3603	56.637	0.36872	58.676	0.3493	5.3603	30.503	0.50298	29.257	0.42448
5.4156	56.651	0.36852	58.69	0.34909	5.4156	30.508	0.50281	29.264	0.42443
5.4708	56.671	0.36791	58.71	0.3485	5.4708	30.523	0.50242	29.278	0.42418
5.5261	56.666	0.36819	58.701	0.34877	5.5261	30.512	0.50274	29.264	0.42452
5.5813	56.711	0.36811	58.746	0.34871	5.5813	30.526	0.50243	29.274	0.42435
5.6366	56.767	0.36744	58.801	0.34809	5.6366	30.552	0.5024	29.297	0.4245
5.6919	56.805	0.36806	58.837	0.34873	5.6919	30.565	0.50125	29.306	0.42344
5.7471	56.875	0.36767	58.908	0.34838	5.7471	30.586	0.50032	29.324	0.4226
5.8024	56.856	0.36683	58.888	0.34757	5.8024	30.603	0.50089	29.338	0.42325
5.8576	56.893	0.36647	58.927	0.34724	5.8576	30.639	0.50012	29.369	0.42266
5.9129	56.946	0.36588	58.98	0.3467	5.9129	30.669	0.50006	29.392	0.42268
5.9682	56.976	0.36525	59.009	0.34609	5.9682	30.696	0.50015	29.413	0.42289
6.0234	57.025	0.3658	59.056	0.34667	6.0234	30.704	0.4993	29.417	0.42214
6.0787	57.088	0.36577	59.117	0.34667	6.0787	30.712	0.49887	29.422	0.42177
6.134	57.097	0.36532	59.125	0.34624	6.134	30.731	0.4993	29.439	0.42229
6.1892	57.151	0.36493	59.18	0.34588	6.1892	30.735	0.50002	29.441	0.42294
6.2445	57.203	0.36485	59.232	0.34584	6.2445	30.75	0.49983	29.451	0.42277
6.2997	57.218	0.36488	59.244	0.34588	6.2997	30.743	0.50045	29.441	0.42339
6.355	57.277	0.36468	59.303	0.34571	6.355	30.748	0.49939	29.447	0.42244
6.4103	57.32	0.36471	59.347	0.34573	6.4103	30.772	0.49899	29.47	0.42218
6.4655	57.323	0.36544	59.348	0.34646	6.4655	30.779	0.49803	29.475	0.4213
6.5208	57.368	0.36589	59.391	0.34691	6.5208	30.76	0.49757	29.459	0.42082
6.576	57.323	0.36638	59.344	0.34739	6.576	30.74	0.49817	29.439	0.42129
6.6313	57.365	0.36602	59.387	0.34704	6.6313	30.73	0.49798	29.432	0.4211
6.6866	57.38	0.36607	59.402	0.34709	6.6866	30.74	0.49751	29.442	0.42073
6.7418	57.403	0.3663	59.424	0.34735	6.7418	30.728	0.49703	29.431	0.42021
6.7971	57.421	0.3666	59.443	0.34765	6.7971	30.734	0.49661	29.436	0.41978
6.8523	57.389	0.36647	59.411	0.34751	6.8523	30.739	0.49674	29.439	0.41995
6.9076	57.426	0.36618	59.448	0.34723	6.9076	30.747	0.49594	29.449	0.41919
6.9629	57.385	0.36662	59.407	0.34766	6.9629	30.744	0.49539	29.447	0.41863
7.0181	57.372	0.36581	59.395	0.34685	7.0181	30.76	0.49613	29.461	0.4194
7.0734	57.38	0.36517	59.405	0.34624	7.0734	30.768	0.49664	29.468	0.41983
