Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
0.055261	60.437	0.2084	55.864	0.20632	0.055261	38.237	0.50952	41.23	0.46939
0.11052	60.463	0.20793	57.198	0.20674	0.11052	37.49	0.51799	41.274	0.46949
0.16578	60.488	0.20844	57.222	0.20725	0.16578	37.508	0.51722	41.292	0.46877
0.22104	60.517	0.20891	57.249	0.20772	0.22104	37.514	0.5166	41.296	0.46815
0.2763	60.501	0.20867	57.234	0.20748	0.2763	37.528	0.51633	41.309	0.46797
0.33156	60.521	0.20881	57.252	0.20762	0.33156	37.557	0.51613	41.335	0.46783
0.38683	60.56	0.20882	57.289	0.20764	0.38683	37.59	0.51539	41.371	0.46711
0.44209	60.591	0.20898	57.318	0.2078	0.44209	37.61	0.51439	41.39	0.4662
0.49735	60.596	0.209	57.323	0.20782	0.49735	37.617	0.51406	41.395	0.46586
0.55261	60.613	0.20914	57.339	0.20796	0.55261	37.642	0.51338	41.421	0.46527
0.60787	60.606	0.20947	57.332	0.20829	0.60787	37.669	0.51286	41.446	0.46484
0.66313	60.587	0.20952	57.314	0.20834	0.66313	37.671	0.51327	41.444	0.46522
0.71839	60.599	0.20935	57.325	0.20817	0.71839	37.715	0.51371	41.487	0.46577
0.77365	60.673	0.21001	57.396	0.20883	0.77365	37.76	0.51251	41.534	0.46469
0.82891	60.674	0.21044	57.395	0.20926	0.82891	37.747	0.51215	41.517	0.46433
0.88417	60.677	0.21044	57.398	0.20925	0.88417	37.79	0.51128	41.56	0.46355
0.93943	60.696	0.21044	57.416	0.20925	0.93943	37.835	0.51045	41.606	0.46289
0.99469	60.701	0.21052	57.421	0.20933	0.99469	37.887	0.50966	41.66	0.46243
1.05	60.765	0.21081	57.481	0.20963	1.05	38.011	0.50778	41.79	0.46096
1.1052	60.77	0.21186	57.485	0.21067	1.1052	37.978	0.50573	41.752	0.4589
1.1605	60.814	0.21127	57.527	0.21009	1.1605	38.045	0.50529	41.821	0.45865
1.2157	60.792	0.21168	57.506	0.2105	1.2157	38.068	0.50507	41.844	0.45846
1.271	60.807	0.21192	57.521	0.21074	1.271	38.07	0.50466	41.844	0.45807
1.3263	60.831	0.21216	57.542	0.21098	1.3263	38.128	0.50392	41.904	0.45745
1.3815	60.81	0.21257	57.523	0.21139	1.3815	38.143	0.50385	41.917	0.45738
1.4368	60.807	0.21255	57.52	0.21136	1.4368	38.188	0.50357	41.96	0.4572
1.492	60.833	0.21244	57.544	0.21125	1.492	38.243	0.50336	42.015	0.45708
1.5473	60.855	0.21304	57.565	0.21186	1.5473	38.268	0.50232	42.041	0.45612
1.6026	60.86	0.21337	57.569	0.21219	1.6026	38.286	0.50123	42.055	0.45511
1.6578	60.922	0.21337	57.628	0.21218	1.6578	38.375	0.50083	42.145	0.45484
1.7131	60.921	0.21315	57.627	0.21197	1.7131	38.44	0.50038	42.211	0.45453
1.7683	60.925	0.21372	57.631	0.21254	1.7683	38.458	0.49968	42.226	0.45389
1.8236	60.938	0.21364	57.642	0.21246	1.8236	38.507	0.49976	42.276	0.45404
1.8789	60.915	0.21388	57.621	0.21269	1.8789	38.515	0.49959	42.281	0.4539
1.9341	60.959	0.21371	57.662	0.21253	1.9341	38.556	0.49907	42.323	0.45351
1.9894	60.958	0.21427	57.661	0.21308	1.9894	38.578	0.49925	42.341	0.45371
2.0447	60.996	0.21392	57.697	0.21274	2.0447	38.607	0.49921	42.372	0.45368
2.0999	60.988	0.21381	57.689	0.21263	2.0999	38.62	0.499	42.382	0.45352
2.1552	61.002	0.21417	57.702	0.21299	2.1552	38.627	0.49795	42.389	0.45252
2.2104	61.02	0.21478	57.719	0.2136	2.2104	38.694	0.49628	42.456	0.451
2.2657	61.075	0.21479	57.771	0.21361	2.2657	38.773	0.49512	42.541	0.45
2.321	61.091	0.21465	57.786	0.21347	2.321	38.82	0.49458	42.588	0.44963
2.3762	61.101	0.21495	57.796	0.21377	2.3762	38.853	0.49341	42.62	0.44865
2.4315	61.152	0.21483	57.843	0.21365	2.4315	38.896	0.49247	42.666	0.44784
2.4867	61.157	0.21467	57.848	0.21349	2.4867	38.947	0.49272	42.719	0.44823
