Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	72.63	0.15675	67.629	0.17004	0.055261	44.764	0.49859
0.11052	72.723	0.15625	67.716	0.16953	0.11052	54.482	0.45682
0.16578	72.734	0.15632	67.729	0.16959	0.16578	54.476	0.45653
0.22104	72.763	0.1558	67.757	0.16907	0.22104	54.493	0.45727
0.2763	72.817	0.15522	67.808	0.16849	0.2763	54.552	0.4574
0.33156	72.826	0.15553	67.819	0.16882	0.33156	54.49	0.45747
0.38683	72.867	0.15573	67.859	0.169	0.38683	54.501	0.45802
0.44209	72.895	0.15514	67.886	0.16841	0.44209	54.492	0.45945
0.49735	72.967	0.15512	67.955	0.16837	0.49735	54.54	0.45895
0.55261	72.943	0.15511	67.934	0.16834	0.55261	54.509	0.45954
0.60787	73.016	0.1543	68.002	0.1675	0.60787	54.57	0.46026
0.66313	73.025	0.15393	68.011	0.16713	0.66313	54.584	0.46081
0.71839	73.066	0.15361	68.052	0.16679	0.71839	54.567	0.46147
0.77365	73.107	0.15318	68.091	0.16636	0.77365	54.598	0.46205
0.82891	73.12	0.15341	68.103	0.16657	0.82891	54.587	0.4621
0.88417	73.138	0.15262	68.122	0.16577	0.88417	54.579	0.46343
0.93943	73.202	0.15252	68.182	0.16565	0.93943	54.572	0.46297
0.99469	73.237	0.15228	68.217	0.16539	0.99469	54.577	0.46349
1.05	73.191	0.15229	68.174	0.16542	1.05	54.582	0.4632
1.1052	73.314	0.15206	68.29	0.16516	1.1052	54.57	0.46203
1.1605	73.351	0.15156	68.327	0.16467	1.1605	54.601	0.46311
1.2157	73.359	0.15127	68.334	0.16438	1.2157	54.592	0.46288
1.271	73.379	0.15076	68.354	0.16386	1.271	54.637	0.464
1.3263	73.431	0.15118	68.404	0.16427	1.3263	54.617	0.4617
1.3815	73.483	0.15107	68.455	0.16412	1.3815	54.62	0.46184
1.4368	73.52	0.15023	68.491	0.16325	1.4368	54.667	0.46209
1.492	73.584	0.14981	68.552	0.16281	1.492	54.71	0.46204
1.5473	73.615	0.14981	68.582	0.16281	1.5473	54.734	0.46184
1.6026	73.674	0.14946	68.637	0.16243	1.6026	54.735	0.46117
1.6578	73.599	0.14936	68.568	0.16234	1.6578	54.736	0.46216
1.7131	73.641	0.1487	68.607	0.16168	1.7131	54.786	0.46127
1.7683	73.637	0.14783	68.604	0.16082	1.7683	54.771	0.4626
1.8236	73.695	0.14799	68.658	0.16098	1.8236	54.813	0.46127
1.8789	73.717	0.14808	68.681	0.16109	1.8789	54.776	0.46058
1.9341	73.715	0.14794	68.679	0.16095	1.9341	54.815	0.46051
1.9894	73.743	0.14733	68.705	0.16035	1.9894	54.827	0.45952
2.0447	73.688	0.14698	68.653	0.16003	2.0447	54.845	0.46041
2.0999	73.711	0.1472	68.675	0.16028	2.0999	54.871	0.46021
2.1552	73.752	0.14797	68.715	0.16106	2.1552	54.86	0.45935
2.2104	73.72	0.14845	68.686	0.16154	2.2104	54.823	0.45982
2.2657	73.831	0.14878	68.791	0.16182	2.2657	54.84	0.45756
2.321	73.884	0.14908	68.841	0.16209	2.321	54.846	0.45693
2.3762	73.884	0.14914	68.841	0.16213	2.3762	54.853	0.45735
2.4315	73.985	0.14936	68.937	0.16233	2.4315	54.825	0.45526
2.4867	74.008	0.14913	68.959	0.16208	2.4867	54.855	0.45536
2.542	74.081	0.14959	69.029	0.16251	2.542	54.925	0.4538
2.5973	74.041	0.14945	68.994	0.16235	2.5973	54.974	0.45511
2.6525	74.199	0.1499	69.142	0.16277	2.6525	55.041	0.45323
2.7078	74.095	0.15088	69.047	0.16374	2.7078	54.994	0.45253
2.763	74.274	0.14937	69.214	0.16215	2.763	55.028	0.45241
2.8183	74.248	0.1498	69.193	0.16257	2.8183	54.96	0.45332
2.8736	74.32	0.1493	69.262	0.16203	2.8736	55.027	0.45291
2.9288	74.363	0.14951	69.305	0.16221	2.9288	55.021	0.45195
2.9841	74.388	0.15002	69.33	0.16268	2.9841	55.059	0.45084
3.0393	74.479	0.14904	69.417	0.16166	3.0393	55.108	0.45062
3.0946	74.459	0.14876	69.401	0.16137	3.0946	55.099	0.45155
3.1499	74.5	0.14918	69.441	0.16176	3.1499	55.139	0.44991
3.2051	74.616	0.1483	69.551	0.16079	3.2051	55.165	0.44999
3.2604	74.678	0.14705	69.611	0.1595	3.2604	55.23	0.45116
3.3156	74.662	0.14752	69.597	0.15994	3.3156	55.119	0.45165
3.3709	74.769	0.1457	69.697	0.15807	3.3709	55.302	0.45212
3.4262	74.733	0.14657	69.664	0.15895	3.4262	55.169	0.45356
3.4814	74.751	0.14592	69.681	0.15829	3.4814	55.278	0.45343
3.5367	74.804	0.14621	69.731	0.15857	3.5367	55.292	0.45323
3.592	74.795	0.14611	69.724	0.15845	3.592	55.31	0.4535
