Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	52.102	0.18822	51.479	0.16752	0.055261	39.851	0.62489
0.11052	52.166	0.18773	51.541	0.16706	0.11052	39.874	0.62463
0.16578	52.207	0.18763	51.579	0.16697	0.16578	39.898	0.62347
0.22104	52.228	0.18712	51.599	0.16648	0.22104	39.97	0.62305
0.2763	52.241	0.18716	51.61	0.16655	0.2763	39.981	0.62244
0.33156	52.321	0.18651	51.686	0.16594	0.33156	40.037	0.62157
0.38683	52.326	0.18593	51.69	0.16537	0.38683	40.08	0.6224
0.44209	52.404	0.18555	51.765	0.16503	0.44209	40.136	0.62136
0.49735	52.412	0.18613	51.77	0.16561	0.49735	40.137	0.62088
0.55261	52.442	0.1865	51.798	0.16602	0.55261	40.132	0.61941
0.60787	52.499	0.18583	51.854	0.16538	0.60787	40.174	0.61934
0.66313	52.532	0.18573	51.885	0.1653	0.66313	40.201	0.61928
0.71839	52.593	0.18553	51.943	0.16515	0.71839	40.243	0.61809
0.77365	52.62	0.18507	51.969	0.16472	0.77365	40.28	0.61758
0.82891	52.671	0.18455	52.018	0.16425	0.82891	40.327	0.61676
0.88417	52.705	0.18465	52.049	0.16437	0.88417	40.355	0.61611
0.93943	52.802	0.18488	52.141	0.16462	0.93943	40.454	0.61328
0.99469	52.846	0.18492	52.182	0.16471	0.99469	40.464	0.61205
1.05	52.868	0.18453	52.204	0.16433	1.05	40.507	0.6116
1.1052	52.899	0.18492	52.231	0.16472	1.1052	40.504	0.61062
1.1605	52.923	0.18481	52.253	0.16461	1.1605	40.524	0.61016
1.2157	52.999	0.18504	52.324	0.16486	1.2157	40.563	0.60893
1.271	53.046	0.18523	52.369	0.16507	1.271	40.565	0.60761
1.3263	53.11	0.18466	52.431	0.16456	1.3263	40.612	0.60696
1.3815	53.114	0.18537	52.434	0.16528	1.3815	40.604	0.60576
1.4368	53.167	0.18516	52.484	0.16514	1.4368	40.638	0.60439
1.492	53.224	0.18498	52.54	0.16504	1.492	40.64	0.60355
1.5473	53.264	0.18505	52.578	0.16514	1.5473	40.655	0.6028
1.6026	53.273	0.18456	52.587	0.16468	1.6026	40.681	0.60307
1.6578	53.298	0.1849	52.609	0.16503	1.6578	40.709	0.60239
1.7131	53.326	0.1848	52.635	0.16496	1.7131	40.723	0.60258
1.7683	53.378	0.18403	52.686	0.16421	1.7683	40.759	0.60306
1.8236	53.394	0.18395	52.7	0.16412	1.8236	40.767	0.60339
1.8789	53.435	0.18398	52.739	0.16417	1.8789	40.779	0.60298
1.9341	53.456	0.18405	52.758	0.16427	1.9341	40.761	0.60272
