Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	53.957	0.37394	52.028	0.37975	0.055261	41.103	0.49132
0.11052	53.857	0.37413	51.931	0.37996	0.11052	41.154	0.4921
0.16578	53.865	0.37466	51.939	0.3805	0.16578	41.164	0.49169
0.22104	53.947	0.37407	52.018	0.3799	0.22104	41.205	0.49098
0.2763	53.873	0.37438	51.946	0.38022	0.2763	41.225	0.49083
0.33156	53.821	0.3749	51.896	0.38075	0.33156	41.284	0.49119
0.38683	53.875	0.37458	51.949	0.38041	0.38683	41.247	0.49132
0.44209	53.825	0.37514	51.902	0.38099	0.44209	41.284	0.49146
0.49735	53.981	0.37497	52.052	0.3808	0.49735	41.238	0.49034
0.55261	54.007	0.37578	52.078	0.3816	0.55261	41.223	0.48942
0.60787	54.066	0.37474	52.135	0.38056	0.60787	41.275	0.48929
0.66313	53.994	0.377	52.067	0.38284	0.66313	41.279	0.48875
0.71839	54.035	0.37706	52.106	0.38288	0.71839	41.318	0.48894
0.77365	54.089	0.37619	52.158	0.38201	0.77365	41.389	0.48891
0.82891	54.067	0.37746	52.138	0.38328	0.82891	41.34	0.48853
0.88417	54.153	0.37587	52.221	0.38168	0.88417	41.417	0.48791
0.93943	54.151	0.37629	52.218	0.3821	0.93943	41.417	0.48789
0.99469	54.232	0.37457	52.297	0.38036	0.99469	41.438	0.48809
1.05	54.186	0.37562	52.253	0.38141	1.05	41.445	0.48748
1.1052	54.264	0.37509	52.328	0.38087	1.1052	41.503	0.4868
1.1605	54.248	0.37584	52.313	0.38162	1.1605	41.505	0.48719
1.2157	54.359	0.3752	52.42	0.38097	1.2157	41.516	0.48652
1.271	54.357	0.37605	52.418	0.38183	1.271	41.543	0.4864
1.3263	54.414	0.37645	52.474	0.38223	1.3263	41.569	0.48559
1.3815	54.384	0.37676	52.446	0.38254	1.3815	41.568	0.48629
1.4368	54.457	0.37651	52.516	0.38229	1.4368	41.598	0.48568
1.492	54.417	0.37751	52.478	0.3833	1.492	41.568	0.48559
1.5473	54.383	0.3774	52.445	0.38319	1.5473	41.557	0.48553
1.6026	54.46	0.37645	52.52	0.38222	1.6026	41.615	0.48579
1.6578	54.473	0.3774	52.532	0.38318	1.6578	41.619	0.48538
1.7131	54.503	0.37671	52.562	0.38249	1.7131	41.664	0.48528
1.7683	54.648	0.37473	52.701	0.38047	1.7683	41.686	0.48488
1.8236	54.554	0.37491	52.611	0.38067	1.8236	41.695	0.48577
1.8789	54.617	0.37432	52.672	0.38007	1.8789	41.761	0.48541
1.9341	54.655	0.3738	52.708	0.37954	1.9341	41.787	0.48577
1.9894	54.7	0.37573	52.752	0.38147	1.9894	41.839	0.4838
2.0447	54.777	0.37386	52.826	0.37959	2.0447	41.888	0.48388
2.0999	54.705	0.37569	52.757	0.38144	2.0999	41.887	0.48338
