Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
4.034	51.719	0.15686	51.4	0.13346	4.034	41.027	0.62984	30.168	0.76488
4.0893	51.746	0.15689	51.425	0.13356	4.0893	41.03	0.62883	30.173	0.76367
4.1446	51.798	0.15568	51.477	0.13238	4.1446	41.059	0.62914	30.198	0.76381
4.1998	51.818	0.15563	51.495	0.13234	4.1998	41.107	0.62904	30.243	0.76353
4.2551	51.81	0.15555	51.486	0.13227	4.2551	41.09	0.62933	30.234	0.76377
4.3103	51.881	0.15508	51.555	0.13185	4.3103	41.149	0.62839	30.283	0.76251
4.3656	51.885	0.15452	51.558	0.1313	4.3656	41.167	0.62844	30.303	0.7625
4.4209	51.927	0.15413	51.599	0.13094	4.4209	41.155	0.62855	30.3	0.76275
4.4761	51.94	0.15362	51.611	0.13046	4.4761	41.165	0.62895	30.313	0.7631
4.5314	52.001	0.15328	51.671	0.13017	4.5314	41.189	0.62818	30.333	0.76219
4.5866	52.016	0.15259	51.685	0.12951	4.5866	41.23	0.62811	30.367	0.76178
4.6419	52.122	0.15234	51.789	0.12931	4.6419	41.286	0.6271	30.414	0.76059
4.6972	52.124	0.15209	51.79	0.12908	4.6972	41.32	0.62707	30.451	0.76025
4.7524	52.159	0.15198	51.824	0.12899	4.7524	41.326	0.62685	30.461	0.76003
4.8077	52.194	0.15131	51.858	0.12836	4.8077	41.368	0.6268	30.499	0.75973
4.863	52.223	0.15024	51.888	0.1273	4.863	41.381	0.62786	30.513	0.7607
4.9182	52.247	0.14961	51.911	0.12668	4.9182	41.432	0.6287	30.562	0.76136
4.9735	52.278	0.14889	51.943	0.12595	4.9735	41.447	0.62901	30.576	0.76159
5.0287	52.311	0.14951	51.974	0.1266	5.0287	41.436	0.62836	30.572	0.76101
5.084	52.315	0.14824	51.978	0.12534	5.084	41.469	0.62912	30.6	0.76149
5.1393	52.354	0.1486	52.015	0.12573	5.1393	41.505	0.6281	30.627	0.76046
5.1945	52.33	0.14854	51.991	0.12568	5.1945	41.482	0.62817	30.609	0.76046
5.2498	52.388	0.14749	52.049	0.12466	5.2498	41.512	0.6288	30.637	0.76112
5.305	52.387	0.14705	52.048	0.12421	5.305	41.513	0.62903	30.642	0.76127
5.3603	52.418	0.14684	52.078	0.12404	5.3603	41.509	0.62904	30.646	0.76135
5.4156	52.442	0.14563	52.103	0.12283	5.4156	41.562	0.62971	30.689	0.76177
5.4708	52.472	0.14539	52.131	0.12261	5.4708	41.582	0.62964	30.71	0.76165
5.5261	52.479	0.14454	52.136	0.12178	5.5261	41.575	0.63069	30.713	0.76266
5.5813	52.518	0.14455	52.176	0.12181	5.5813	41.564	0.63029	30.696	0.76258
5.6366	52.504	0.1438	52.161	0.12105	5.6366	41.566	0.63168	30.708	0.76373
5.6919	52.531	0.1443	52.186	0.12155	5.6919	41.551	0.63086	30.691	0.76298
5.7471	52.547	0.14427	52.2	0.12156	5.7471	41.57	0.63027	30.711	0.76225
5.8024	52.577	0.14439	52.229	0.1217	5.8024	41.549	0.62989	30.694	0.76189
5.8576	52.591	0.14372	52.243	0.12105	5.8576	41.595	0.62998	30.735	0.76178
5.9129	52.629	0.14344	52.279	0.12079	5.9129	41.646	0.62924	30.778	0.76087
5.9682	52.609	0.14416	52.257	0.12152	5.9682	41.669	0.62776	30.8	0.75899
6.0234	52.644	0.14415	52.29	0.12155	6.0234	41.704	0.62741	30.834	0.7585
6.0787	52.681	0.14426	52.325	0.12168	6.0787	41.707	0.62677	30.838	0.75768
6.134	52.683	0.14432	52.326	0.12177	6.134	41.664	0.62714	30.808	0.75812
6.1892	52.76	0.14378	52.403	0.12127	6.1892	41.739	0.62582	30.861	0.75677
6.2445	52.738	0.14407	52.379	0.12157	6.2445	41.788	0.6249	30.908	0.75552
6.2997	52.769	0.14414	52.41	0.12168	6.2997	41.819	0.62416	30.938	0.75464
6.355	52.786	0.14441	52.426	0.12198	6.355	41.821	0.62427	30.949	0.75474
6.4103	52.828	0.14405	52.467	0.12165	6.4103	41.825	0.62441	30.952	0.75483
6.4655	52.884	0.14422	52.521	0.12186	6.4655	41.875	0.62308	30.992	0.7533
6.5208	52.872	0.14384	52.51	0.12148	6.5208	41.871	0.62348	30.992	0.75363
6.576	52.937	0.14351	52.574	0.12118	6.576	41.914	0.62322	31.029	0.75332
6.6313	52.937	0.14318	52.573	0.12088	6.6313	41.924	0.62356	31.046	0.75362
6.6866	52.989	0.1429	52.624	0.12062	6.6866	41.944	0.62378	31.065	0.75377
6.7418	52.974	0.14163	52.608	0.11934	6.7418	41.948	0.626	31.08	0.75607
6.7971	53.014	0.14186	52.646	0.11958	6.7971	41.967	0.62556	31.101	0.75559
6.8523	53.064	0.14165	52.695	0.1194	6.8523	42.005	0.62457	31.129	0.75446
6.9076	53.084	0.14238	52.714	0.12014	6.9076	42.027	0.62367	31.152	0.75337
6.9629	53.105	0.14179	52.734	0.11956	6.9629	42.027	0.62463	31.155	0.75447
7.0181	53.123	0.14229	52.752	0.12008	7.0181	42.026	0.62374	31.156	0.75351
7.0734	53.162	0.14178	52.79	0.1196	7.0734	42.055	0.62357	31.181	0.75325
7.1286	53.182	0.14163	52.809	0.11946	7.1286	42.046	0.62424	31.181	0.75391
7.1839	53.245	0.14164	52.872	0.11951	7.1839	42.129	0.62299	31.243	0.75259
7.2392	53.217	0.14161	52.843	0.11948	7.2392	42.11	0.62418	31.239	0.75383
7.2944	53.276	0.1417	52.901	0.1196	7.2944	42.157	0.62285	31.276	0.75229
7.3497	53.299	0.14141	52.922	0.11932	7.3497	42.158	0.62344	31.282	0.75281
7.405	53.33	0.14149	52.952	0.11943	7.405	42.184	0.6227	31.308	0.75205
7.4602	53.333	0.14142	52.956	0.11937	7.4602	42.214	0.62233	31.33	0.75162
7.5155	53.339	0.14109	52.962	0.11905	7.5155	42.226	0.62267	31.345	0.75192
7.5707	53.379	0.14029	53.002	0.11825	7.5707	42.25	0.62296	31.363	0.75215
7.626	53.41	0.1404	53.032	0.11838	7.626	42.265	0.62233	31.378	0.7514
7.6813	53.413	0.14046	53.034	0.11845	7.6813	42.266	0.62284	31.389	0.75206
7.7365	53.456	0.14048	53.076	0.1185	7.7365	42.272	0.62317	31.393	0.75257
7.7918	53.478	0.14103	53.096	0.11909	7.7918	42.294	0.62234	31.412	0.75168
7.847	53.493	0.13999	53.111	0.11808	7.847	42.329	0.62191	31.443	0.75102
7.9023	53.487	0.13987	53.105	0.11797	7.9023	42.313	0.62129	31.432	0.75041
7.9576	53.496	0.14005	53.114	0.11816	7.9576	42.31	0.62106	31.434	0.75022
8.0128	53.515	0.14041	53.131	0.11854	8.0128	42.332	0.61962	31.456	0.7487
8.0681	53.517	0.14041	53.132	0.11857	8.0681	42.342	0.61921	31.471	0.74811
8.1233	53.559	0.13987	53.175	0.11806	8.1233	42.378	0.61957	31.5	0.7487
8.1786	53.539	0.13914	53.156	0.1173	8.1786	42.386	0.61965	31.505	0.74868
8.2339	53.551	0.13927	53.167	0.11745	8.2339	42.479	0.61845	31.584	0.74698
8.2891	53.539	0.13929	53.155	0.11746	8.2891	42.433	0.61899	31.548	0.74783
8.3444	53.576	0.13911	53.191	0.11733	8.3444	42.479	0.61858	31.59	0.74743
8.3996	53.529	0.13981	53.145	0.11799	8.3996	42.442	0.61833	31.568	0.7472
8.4549	53.526	0.13802	53.147	0.11615	8.4549	42.49	0.6176	31.59	0.74631
8.5102	53.445	0.13982	53.067	0.11785	8.5102	42.414	0.6139	31.513	0.74272
8.5654	53.427	0.14185	53.048	0.11985	8.5654	42.376	0.61162	31.48	0.74059
8.6207	53.414	0.14279	53.034	0.12079	8.6207	42.337	0.61175	31.453	0.74094
8.676	53.453	0.14267	53.072	0.12067	8.676	42.357	0.61117	31.471	0.74013
8.7312	53.464	0.14283	53.083	0.12085	8.7312	42.411	0.61096	31.512	0.73987
8.7865	53.495	0.14258	53.113	0.12063	8.7865	42.42	0.6107	31.525	0.73946
8.8417	53.539	0.14208	53.153	0.12021	8.8417	42.508	0.60971	31.599	0.73793
8.897	53.509	0.14242	53.121	0.12059	8.897	42.517	0.60991	31.625	0.73785
8.9523	53.5	0.14343	53.114	0.12155	8.9523	42.477	0.60958	31.594	0.73784
9.0075	53.563	0.14435	53.176	0.12248	9.0075	42.49	0.60678	31.592	0.73494
9.0628	53.55	0.14479	53.164	0.1229	9.0628	42.478	0.60717	31.581	0.73537
9.118	53.546	0.14487	53.16	0.12297	9.118	42.499	0.60699	31.598	0.73519
9.1733	53.581	0.14519	53.193	0.12329	9.1733	42.427	0.6058	31.529	0.734
9.2286	53.614	0.14482	53.228	0.12292	9.2286	42.438	0.60613	31.535	0.73448
9.2838	53.64	0.14437	53.253	0.12245	9.2838	42.432	0.60759	31.537	0.73605
9.3391	53.678	0.1442	53.29	0.12229	9.3391	42.394	0.60846	31.509	0.73721
9.3943	53.682	0.14343	53.293	0.12152	9.3943	42.401	0.60894	31.517	0.73779
9.4496	53.755	0.14337	53.365	0.12149	9.4496	42.389	0.6089	31.499	0.73795
9.5049	53.791	0.14262	53.4	0.12078	9.5049	42.467	0.60943	31.568	0.73843
9.5601	53.782	0.14302	53.392	0.12119	9.5601	42.461	0.6086	31.569	0.73774
9.6154	53.811	0.14297	53.421	0.12117	9.6154	42.473	0.6084	31.581	0.73767
9.6706	53.82	0.14395	53.429	0.12215	9.6706	42.449	0.6062	31.557	0.73553
9.7259	53.824	0.14449	53.432	0.1227	9.7259	42.426	0.60603	31.542	0.73547
9.7812	53.858	0.14426	53.466	0.1225	9.7812	42.483	0.60572	31.589	0.73526
9.8364	53.866	0.14514	53.472	0.12336	9.8364	42.456	0.6053	31.571	0.73497
9.8917	53.892	0.14476	53.498	0.12299	9.8917	42.466	0.60588	31.578	0.73551
9.9469	53.901	0.14545	53.51	0.12366	9.9469	42.459	0.6048	31.562	0.73466
10.002	53.941	0.14554	53.545	0.12383	10.002	42.504	0.60395	31.607	0.73353
10.057	53.952	0.14517	53.558	0.12347	10.057	42.479	0.60419	31.584	0.73375
10.113	53.995	0.14532	53.597	0.12364	10.113	42.547	0.60362	31.639	0.73287
10.168	54.004	0.14617	53.608	0.12443	10.168	42.472	0.6035	31.575	0.73291
10.223	54.041	0.14583	53.646	0.12407	10.223	42.498	0.60292	31.59	0.73225
10.279	53.998	0.14637	53.603	0.12457	10.279	42.417	0.60278	31.521	0.73246
10.334	54.065	0.14681	53.671	0.12504	10.334	42.452	0.60126	31.546	0.73078
10.389	54.062	0.14596	53.668	0.12418	10.389	42.456	0.60202	31.553	0.73146
10.444	54.118	0.14604	53.722	0.12429	10.444	42.458	0.60173	31.558	0.7313
10.5	54.1	0.14625	53.706	0.12449	10.5	42.462	0.601	31.563	0.73045
10.555	54.157	0.14679	53.764	0.12501	10.555	42.436	0.60089	31.536	0.73075
10.61	54.12	0.14678	53.727	0.12501	10.61	42.399	0.6003	31.508	0.73016
10.665	54.112	0.14765	53.721	0.12589	10.665	42.35	0.59933	31.46	0.7295
10.721	54.101	0.148	53.715	0.12622	10.721	42.309	0.59947	31.422	0.72998
10.776	54.144	0.14843	53.757	0.12666	10.776	42.32	0.59903	31.431	0.72977
10.831	54.155	0.14853	53.768	0.12677	10.831	42.347	0.59898	31.457	0.72958
10.886	54.161	0.14864	53.773	0.1269	10.886	42.367	0.59869	31.472	0.72937
10.942	54.194	0.14982	53.806	0.12806	10.942	42.357	0.59854	31.462	0.72932
10.997	54.153	0.1507	53.764	0.12888	10.997	42.35	0.59856	31.461	0.72924
11.052	54.219	0.15137	53.829	0.12958	11.052	42.371	0.59721	31.477	0.7279
11.107	54.209	0.15199	53.819	0.13019	11.107	42.357	0.5967	31.465	0.72747
11.163	54.2	0.15296	53.809	0.1312	11.163	42.313	0.59494	31.432	0.72591
11.218	54.263	0.15323	53.87	0.13151	11.218	42.352	0.59337	31.453	0.72404
11.273	54.228	0.15334	53.837	0.13161	11.273	42.395	0.59245	31.488	0.72295
11.328	54.264	0.15372	53.873	0.13203	11.328	42.403	0.59121	31.497	0.72168
11.384	54.254	0.15509	53.863	0.1334	11.384	42.405	0.58854	31.498	0.71887
11.439	54.266	0.15563	53.873	0.13397	11.439	42.453	0.58786	31.543	0.71804
11.494	54.239	0.15765	53.846	0.13597	11.494	42.472	0.58541	31.558	0.71533
11.55	54.207	0.15889	53.814	0.13721	11.55	42.438	0.58459	31.539	0.71465
11.605	54.295	0.15976	53.901	0.13811	11.605	42.453	0.5827	31.541	0.71295
11.66	54.252	0.15973	53.859	0.13808	11.66	42.39	0.58225	31.487	0.71254
11.715	54.289	0.16047	53.895	0.13885	11.715	42.339	0.58255	31.447	0.71327
11.771	54.393	0.16068	53.998	0.1391	11.771	42.392	0.58089	31.479	0.71138
11.826	54.355	0.16026	53.96	0.13867	11.826	42.397	0.58231	31.49	0.71279
11.881	54.413	0.16069	54.017	0.13912	11.881	42.402	0.58225	31.501	0.71281
11.936	54.492	0.15923	54.092	0.13774	11.936	42.55	0.58263	31.645	0.71255
11.992	54.583	0.15825	54.179	0.13684	11.992	42.646	0.58273	31.731	0.7122
12.047	54.587	0.15825	54.182	0.13684	12.047	42.662	0.58307	31.743	0.71242
12.102	54.622	0.15876	54.218	0.13734	12.102	42.62	0.5833	31.709	0.71302
12.157	54.636	0.15843	54.232	0.137	12.157	42.675	0.58292	31.754	0.71255
12.213	54.612	0.15849	54.21	0.13703	12.213	42.693	0.58353	31.775	0.71307
12.268	54.683	0.15925	54.279	0.13779	12.268	42.68	0.58281	31.766	0.71249
12.323	54.716	0.15994	54.313	0.13848	12.323	42.685	0.58114	31.759	0.71083
12.378	54.704	0.15936	54.302	0.1379	12.378	42.698	0.58152	31.776	0.71125
12.434	54.704	0.15999	54.303	0.13852	12.434	42.741	0.58004	31.807	0.70942
12.489	54.648	0.15992	54.249	0.13843	12.489	42.734	0.58022	31.809	0.70939
12.544	54.68	0.16037	54.281	0.13888	12.544	42.714	0.57891	31.782	0.70802
12.599	54.697	0.15988	54.298	0.13838	12.599	42.742	0.57952	31.805	0.70859
12.655	54.721	0.16061	54.323	0.13912	12.655	42.749	0.57792	31.806	0.70708
12.71	54.722	0.16037	54.323	0.13889	12.71	42.758	0.5785	31.823	0.70759
12.765	54.672	0.16104	54.275	0.13953	12.765	42.716	0.57795	31.787	0.70713
12.821	54.754	0.161	54.355	0.13952	12.821	42.715	0.57764	31.788	0.70704
12.876	54.713	0.16253	54.315	0.14103	12.876	42.686	0.5761	31.763	0.70568
12.931	54.768	0.16228	54.369	0.14083	12.931	42.686	0.5759	31.762	0.70568
12.986	54.76	0.16266	54.361	0.14121	12.986	42.692	0.57538	31.768	0.70517
13.042	54.796	0.16269	54.395	0.14128	13.042	42.705	0.57511	31.784	0.70499
13.097	54.801	0.16237	54.398	0.14098	13.097	42.702	0.5753	31.786	0.7052
13.152	54.742	0.16242	54.342	0.14101	13.152	42.692	0.57522	31.78	0.70513
13.207	54.8	0.16284	54.401	0.14146	13.207	42.748	0.57337	31.813	0.70325
13.263	54.855	0.16267	54.453	0.14132	13.263	42.779	0.57342	31.844	0.70317
13.318	54.763	0.16277	54.365	0.14136	13.318	42.767	0.57257	31.826	0.70222
13.373	54.878	0.16234	54.478	0.14099	13.373	42.827	0.57386	31.882	0.70344
13.428	54.987	0.16265	54.583	0.14135	13.428	42.825	0.57392	31.881	0.7037
13.484	55.036	0.16242	54.629	0.14117	13.484	42.862	0.57407	31.923	0.70361
13.539	54.925	0.16353	54.52	0.14224	13.539	42.83	0.57297	31.903	0.70278
13.594	54.996	0.1631	54.589	0.14184	13.594	42.873	0.57345	31.938	0.70325
13.649	55.006	0.16314	54.6	0.14187	13.649	42.869	0.5737	31.93	0.70374
13.705	55.055	0.16305	54.647	0.14182	13.705	42.849	0.57516	31.931	0.70531
13.76	55.094	0.16187	54.685	0.14067	13.76	42.832	0.57589	31.921	0.70603
13.815	55.128	0.16122	54.718	0.14006	13.815	42.887	0.57546	31.968	0.70523
13.87	55.132	0.16185	54.72	0.14069	13.87	42.911	0.57444	31.989	0.70412
13.926	55.133	0.16219	54.72	0.14104	13.926	42.926	0.57367	32	0.70321
13.981	55.117	0.16169	54.706	0.14053	13.981	42.967	0.57421	32.037	0.70356
14.036	55.117	0.1621	54.705	0.14093	14.036	42.982	0.57395	32.053	0.70339
14.092	55.046	0.16267	54.635	0.14147	14.092	42.921	0.57459	32.012	0.70448
14.147	55.139	0.16243	54.726	0.14127	14.147	43.021	0.57411	32.095	0.7037
14.202	55.104	0.16246	54.692	0.14128	14.202	42.969	0.57423	32.055	0.70385
14.257	55.19	0.16196	54.777	0.14082	14.257	43.001	0.57453	32.08	0.70408
14.313	55.148	0.16163	54.736	0.14047	14.313	43.014	0.57484	32.097	0.70431
14.368	55.188	0.16188	54.775	0.14073	14.368	43.061	0.57403	32.133	0.70331
14.423	55.103	0.16218	54.691	0.14099	14.423	43.027	0.57398	32.11	0.70317
14.478	55.159	0.16192	54.746	0.14076	14.478	43.052	0.57412	32.132	0.70339
14.534	55.187	0.16166	54.775	0.14051	14.534	43.106	0.57407	32.175	0.70316
14.589	55.155	0.16131	54.745	0.14013	14.589	43.112	0.57519	32.182	0.70434
14.644	55.199	0.16165	54.79	0.14047	14.644	43.132	0.57453	32.196	0.70353
14.699	55.235	0.16161	54.825	0.14044	14.699	43.107	0.57402	32.172	0.70308
14.755	55.283	0.16225	54.871	0.14111	14.755	43.139	0.57322	32.202	0.70215
14.81	55.259	0.16191	54.849	0.14077	14.81	43.147	0.57303	32.21	0.70192
14.865	55.322	0.16113	54.911	0.14003	14.865	43.192	0.57362	32.251	0.70235
14.92	55.271	0.16136	54.861	0.14023	14.92	43.195	0.57306	32.251	0.70176
14.976	55.285	0.16158	54.875	0.14045	14.976	43.213	0.57292	32.265	0.70156
15.031	55.384	0.16095	54.971	0.13986	15.031	43.271	0.57294	32.313	0.70138
15.086	55.244	0.16127	54.834	0.14012	15.086	43.236	0.57267	32.294	0.70102
15.141	55.398	0.16081	54.984	0.13974	15.141	43.269	0.57276	32.32	0.70112
15.197	55.282	0.16023	54.872	0.13911	15.197	43.259	0.57301	32.317	0.70126
15.252	55.359	0.16073	54.947	0.13965	15.252	43.276	0.5724	32.331	0.70075
15.307	55.343	0.16068	54.93	0.13959	15.307	43.264	0.57257	32.325	0.70085
15.363	55.341	0.16028	54.928	0.13918	15.363	43.297	0.57184	32.351	0.69997
15.418	55.315	0.16094	54.902	0.13983	15.418	43.294	0.57195	32.356	0.70005
15.473	55.374	0.16013	54.961	0.13906	15.473	43.3	0.57259	32.358	0.70071
15.528	55.387	0.16009	54.972	0.13902	15.528	43.37	0.57232	32.423	0.7
15.584	55.281	0.16021	54.868	0.13911	15.584	43.309	0.57195	32.363	0.70009
15.639	55.344	0.16065	54.932	0.13955	15.639	43.377	0.57182	32.418	0.6998
15.694	55.256	0.16102	54.844	0.13988	15.694	43.345	0.57124	32.398	0.69935
15.749	55.362	0.16147	54.947	0.14038	15.749	43.411	0.57121	32.453	0.69914
15.805	55.331	0.16145	54.917	0.14036	15.805	43.434	0.57038	32.469	0.69816
15.86	55.279	0.16133	54.865	0.14022	15.86	43.444	0.57053	32.484	0.69804
15.915	55.252	0.16266	54.838	0.14155	15.915	43.412	0.56963	32.46	0.69741
15.97	55.274	0.16197	54.862	0.14085	15.97	43.369	0.57046	32.421	0.69851
16.026	55.303	0.16257	54.888	0.14147	16.026	43.317	0.56978	32.381	0.6981
16.081	55.298	0.16274	54.884	0.14164	16.081	43.31	0.56947	32.375	0.69779
16.136	55.416	0.16257	55.001	0.1415	16.136	43.345	0.56925	32.39	0.69767
16.191	55.302	0.16185	54.887	0.14076	16.191	43.343	0.5691	32.388	0.69725
16.247	55.351	0.16203	54.936	0.14095	16.247	43.345	0.56916	32.392	0.69746
16.302	55.341	0.16212	54.925	0.14102	16.302	43.294	0.56983	32.355	0.69836
16.357	55.349	0.16205	54.933	0.14096	16.357	43.308	0.56938	32.364	0.69779
16.412	55.389	0.16202	54.974	0.14096	16.412	43.322	0.56951	32.378	0.698
16.468	55.37	0.1621	54.954	0.14104	16.468	43.323	0.56921	32.38	0.69767
16.523	55.383	0.1621	54.965	0.14105	16.523	43.333	0.56837	32.385	0.69661
16.578	55.324	0.16179	54.909	0.14072	16.578	43.319	0.56933	32.376	0.69767
16.634	55.421	0.16135	55.004	0.14031	16.634	43.308	0.56938	32.366	0.69802
16.689	55.384	0.162	54.967	0.14094	16.689	43.268	0.56901	32.332	0.6978
16.744	55.456	0.16146	55.039	0.14045	16.744	43.31	0.56862	32.364	0.69739
16.799	55.46	0.16153	55.043	0.14051	16.799	43.307	0.56902	32.368	0.69765
16.855	55.458	0.16091	55.041	0.1399	16.855	43.259	0.56915	32.323	0.69792
16.91	55.527	0.16078	55.109	0.1398	16.91	43.308	0.56933	32.36	0.69803
