Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	52.823	0.2805	49.563	0.28388
0.11052	54.888	0.26008	54.651	0.25121
0.16578	54.855	0.25982	54.618	0.25095
0.22104	54.866	0.25967	54.628	0.25081
0.2763	54.903	0.25952	54.664	0.25067
0.33156	54.962	0.25942	54.721	0.25059
0.38683	54.948	0.25951	54.706	0.25068
0.44209	55.004	0.25951	54.762	0.2507
0.49735	55.02	0.25982	54.777	0.25101
0.55261	55.033	0.25991	54.789	0.25111
0.60787	55.054	0.25988	54.809	0.25107
0.66313	55.13	0.26046	54.884	0.25167
0.71839	55.11	0.26032	54.863	0.25152
0.77365	55.127	0.26174	54.879	0.25293
0.82891	55.164	0.26169	54.915	0.25289
0.88417	55.17	0.26182	54.92	0.25302
0.93943	55.193	0.26133	54.943	0.25254
0.99469	55.207	0.2622	54.956	0.25341
1.05	55.251	0.2616	55	0.25282
1.1052	55.219	0.26184	54.967	0.25308
1.1605	55.199	0.26085	54.947	0.25208
1.2157	55.256	0.26136	55.003	0.25261
1.271	55.231	0.2605	54.978	0.25174
1.3263	55.259	0.26097	55.005	0.25222
1.3815	55.284	0.26239	55.029	0.25365
1.4368	55.293	0.26308	55.037	0.25436
1.492	55.25	0.26189	54.993	0.25317
1.5473	55.314	0.26194	55.056	0.25323
1.6026	55.314	0.2609	55.055	0.25221
1.6578	55.271	0.26104	55.011	0.25235
1.7131	55.34	0.26119	55.079	0.25251
1.7683	55.359	0.26207	55.097	0.25339
1.8236	55.373	0.26218	55.111	0.25351
1.8789	55.36	0.26181	55.097	0.25315
1.9341	55.421	0.26306	55.156	0.2544
1.9894	55.478	0.26275	55.212	0.2541
2.0447	55.432	0.26253	55.166	0.25387
2.0999	55.463	0.26281	55.197	0.25417
2.1552	55.475	0.26303	55.207	0.25438
2.2104	55.499	0.26243	55.23	0.25379
2.2657	55.52	0.26296	55.25	0.25433
2.321	55.512	0.26286	55.241	0.25423
2.3762	55.481	0.26303	55.209	0.2544
2.4315	55.524	0.26253	55.252	0.2539
2.4867	55.54	0.26328	55.266	0.25466
2.542	55.543	0.26304	55.268	0.25441
2.5973	55.639	0.26347	55.363	0.25487
2.6525	55.589	0.26312	55.312	0.25452
2.7078	55.662	0.263	55.383	0.25444
2.763	55.683	0.26276	55.403	0.2542
2.8183	55.723	0.2623	55.442	0.25377
2.8736	55.73	0.26194	55.449	0.25342
2.9288	55.78	0.26184	55.5	0.25334
2.9841	55.779	0.26159	55.497	0.25309
3.0393	55.843	0.26179	55.56	0.2533
3.0946	55.857	0.26187	55.572	0.25338
3.1499	55.908	0.26193	55.622	0.25345
3.2051	55.917	0.26089	55.631	0.25242
3.2604	55.938	0.26121	55.65	0.25274
3.3156	55.945	0.26085	55.657	0.25236
3.3709	55.943	0.26148	55.655	0.25297
3.4262	56.015	0.26207	55.725	0.25357
3.4814	55.986	0.26133	55.696	0.25285
3.5367	56.051	0.26098	55.76	0.2525
3.592	56.061	0.26142	55.769	0.25294
3.6472	56.056	0.26054	55.764	0.25208
3.7025	56.092	0.26092	55.798	0.25247
