Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	68.867	0.10947	63.76	0.12497	0.055261	58.504	0.52768
0.11052	68.834	0.10901	63.73	0.1245	0.11052	58.48	0.52857
0.16578	68.796	0.10824	63.697	0.12372	0.16578	58.433	0.52979
0.22104	68.807	0.10837	63.711	0.12384	0.22104	58.45	0.52938
0.2763	68.83	0.10845	63.733	0.12391	0.2763	58.461	0.52902
0.33156	68.818	0.10899	63.725	0.12444	0.33156	58.399	0.52913
0.38683	68.846	0.10878	63.753	0.12421	0.38683	58.435	0.52882
0.44209	68.854	0.10825	63.762	0.12366	0.44209	58.447	0.52901
0.49735	68.845	0.10796	63.756	0.12335	0.49735	58.43	0.52917
0.55261	68.726	0.10715	63.648	0.12256	0.55261	58.344	0.53148
0.60787	68.837	0.10752	63.753	0.1229	0.60787	58.347	0.53072
0.66313	68.796	0.10683	63.716	0.1222	0.66313	58.367	0.53127
0.71839	68.856	0.10625	63.773	0.12159	0.71839	58.403	0.53121
0.77365	68.819	0.10606	63.74	0.12139	0.77365	58.411	0.53087
0.82891	68.892	0.10674	63.811	0.12205	0.82891	58.472	0.52949
0.88417	68.854	0.10588	63.776	0.12118	0.88417	58.413	0.53072
0.93943	68.896	0.10502	63.817	0.12031	0.93943	58.423	0.53147
0.99469	68.917	0.10481	63.837	0.12008	0.99469	58.441	0.53168
1.05	68.873	0.10452	63.798	0.1198	1.05	58.409	0.53228
1.1052	68.923	0.10432	63.846	0.11958	1.1052	58.423	0.53224
1.1605	68.914	0.10387	63.84	0.11912	1.1605	58.418	0.53253
1.2157	68.884	0.10376	63.814	0.119	1.2157	58.385	0.53282
1.271	68.844	0.10328	63.778	0.11851	1.271	58.358	0.53371
1.3263	68.901	0.10318	63.832	0.11839	1.3263	58.399	0.53307
1.3815	68.903	0.10317	63.836	0.11836	1.3815	58.377	0.5329
1.4368	68.849	0.10286	63.788	0.11806	1.4368	58.34	0.53467
1.492	68.912	0.10261	63.847	0.11779	1.492	58.375	0.53402
1.5473	68.932	0.10223	63.867	0.11739	1.5473	58.384	0.53421
1.6026	68.898	0.10179	63.838	0.11695	1.6026	58.373	0.53519
1.6578	69.013	0.1018	63.948	0.11694	1.6578	58.455	0.53384
1.7131	68.998	0.10178	63.936	0.11691	1.7131	58.452	0.53389
1.7683	69.037	0.10109	63.974	0.11619	1.7683	58.482	0.53365
1.8236	69.05	0.10072	63.987	0.11583	1.8236	58.507	0.5337
1.8789	69.063	0.099543	64	0.11465	1.8789	58.551	0.53479
1.9341	69.109	0.099774	64.043	0.11488	1.9341	58.629	0.53418
1.9894	69.025	0.10018	63.969	0.11527	1.9894	58.545	0.53407
2.0447	69.007	0.099178	63.953	0.11427	2.0447	58.509	0.53615
2.0999	69.043	0.098844	63.988	0.11392	2.0999	58.483	0.53653
2.1552	69.079	0.09862	64.023	0.11369	2.1552	58.522	0.53645
