Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	69.251	0.14125	64.483	0.12191	0.055261	40.083	0.68052
0.11052	69.338	0.14081	64.563	0.1215	0.11052	40.121	0.67989
0.16578	69.324	0.14066	64.546	0.12136	0.16578	40.162	0.68016
0.22104	69.429	0.13998	64.642	0.12072	0.22104	40.229	0.67918
0.2763	69.537	0.13945	64.74	0.12023	0.2763	40.285	0.67848
0.33156	69.513	0.13922	64.714	0.11999	0.33156	40.307	0.67909
0.38683	69.666	0.13861	64.852	0.11944	0.38683	40.385	0.67797
0.44209	69.629	0.13834	64.818	0.11916	0.44209	40.383	0.67832
0.49735	69.693	0.13817	64.874	0.11901	0.49735	40.43	0.67771
0.55261	69.789	0.13806	64.961	0.11893	0.55261	40.476	0.67663
0.60787	69.766	0.13808	64.938	0.11896	0.60787	40.493	0.67649
0.66313	69.859	0.13823	65.022	0.11915	0.66313	40.54	0.67519
0.71839	69.917	0.13806	65.074	0.119	0.71839	40.565	0.67477
0.77365	69.979	0.13764	65.128	0.11861	0.77365	40.624	0.67413
0.82891	69.971	0.13745	65.119	0.11843	0.82891	40.646	0.67426
0.88417	70.064	0.13705	65.202	0.11805	0.88417	40.699	0.67341
0.93943	70.083	0.13681	65.217	0.11782	0.93943	40.745	0.67343
0.99469	70.161	0.13626	65.288	0.11731	0.99469	40.792	0.67276
1.05	70.208	0.13636	65.33	0.11742	1.05	40.817	0.67248
1.1052	70.273	0.13611	65.388	0.11719	1.1052	40.86	0.6721
1.1605	70.23	0.13571	65.346	0.11679	1.1605	40.882	0.67225
1.2157	70.346	0.13525	65.452	0.11637	1.2157	40.956	0.67146
1.271	70.395	0.13488	65.496	0.116	1.271	40.996	0.67141
1.3263	70.424	0.13488	65.52	0.11601	1.3263	41.03	0.67074
1.3815	70.496	0.13478	65.584	0.11594	1.3815	41.074	0.67011
1.4368	70.515	0.13428	65.602	0.11544	1.4368	41.088	0.66996
1.492	70.582	0.13429	65.661	0.11547	1.492	41.127	0.66928
1.5473	70.619	0.13379	65.693	0.11499	1.5473	41.179	0.66888
1.6026	70.683	0.13342	65.75	0.11465	1.6026	41.219	0.66839
1.6578	70.749	0.13344	65.81	0.11469	1.6578	41.242	0.66765
1.7131	70.786	0.13328	65.841	0.11455	1.7131	41.29	0.66733
1.7683	70.881	0.13293	65.928	0.11422	1.7683	41.343	0.66658
1.8236	70.897	0.13268	65.941	0.11398	1.8236	41.376	0.66628
1.8789	70.968	0.13227	66.006	0.11359	1.8789	41.41	0.6661
1.9341	71.004	0.13222	66.037	0.11355	1.9341	41.429	0.66558
1.9894	71.03	0.13154	66.058	0.11287	1.9894	41.477	0.66553
2.0447	71.111	0.13137	66.132	0.11273	2.0447	41.527	0.66505
2.0999	71.15	0.13107	66.166	0.11244	2.0999	41.551	0.6648
2.1552	71.197	0.131	66.207	0.11237	2.1552	41.579	0.66434
2.2104	71.239	0.13057	66.244	0.11196	2.2104	41.638	0.66395
2.2657	71.197	0.13062	66.203	0.11199	2.2657	41.63	0.66417
2.321	71.361	0.13058	66.352	0.112	2.321	41.705	0.66264
2.3762	71.444	0.13013	66.428	0.11157	2.3762	41.75	0.66253
2.4315	71.424	0.1303	66.405	0.11175	2.4315	41.771	0.66242
2.4867	71.522	0.12987	66.495	0.11136	2.4867	41.839	0.66109
2.542	71.577	0.12971	66.543	0.11122	2.542	41.89	0.66041
2.5973	71.601	0.12949	66.563	0.11101	2.5973	41.921	0.65988
2.6525	71.663	0.12915	66.617	0.11068	2.6525	41.983	0.65924
2.7078	71.7	0.12891	66.649	0.11046	2.7078	42.045	0.65863
2.763	71.783	0.12895	66.722	0.11052	2.763	42.089	0.65785
2.8183	71.885	0.12865	66.815	0.11025	2.8183	42.132	0.65702
2.8736	71.909	0.12831	66.836	0.10993	2.8736	42.159	0.65689
2.9288	71.843	0.12829	66.774	0.10988	2.9288	42.159	0.65693
2.9841	71.921	0.12786	66.845	0.10948	2.9841	42.203	0.65676
3.0393	71.996	0.12793	66.911	0.10957	3.0393	42.25	0.65596
3.0946	72.099	0.12762	67.004	0.1093	3.0946	42.319	0.65457
3.1499	72.07	0.12773	66.975	0.10941	3.1499	42.327	0.65449
3.2051	72.17	0.12761	67.067	0.10933	3.2051	42.362	0.65362
3.2604	72.201	0.12757	67.093	0.10931	3.2604	42.389	0.65331
3.3156	72.244	0.12749	67.131	0.10924	3.3156	42.42	0.65284
3.3709	72.32	0.12689	67.199	0.10867	3.3709	42.474	0.65248
