Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.055261	60.175	0.15559	60.992	0.11142	0.055261	46.358	0.56708
0.11052	60.247	0.15501	61.057	0.11095	0.11052	46.433	0.56657
0.16578	60.311	0.15409	61.119	0.11014	0.16578	46.516	0.56631
0.22104	60.415	0.15345	61.219	0.10959	0.22104	46.576	0.5662
0.2763	60.412	0.15391	61.211	0.11003	0.2763	46.568	0.56572
0.33156	60.491	0.1536	61.286	0.10983	0.33156	46.625	0.56444
0.38683	60.483	0.15335	61.274	0.10957	0.38683	46.612	0.56529
0.44209	60.588	0.15304	61.374	0.10934	0.44209	46.687	0.56444
0.49735	60.612	0.15306	61.395	0.10941	0.49735	46.705	0.56335
0.55261	60.66	0.15302	61.441	0.10936	0.55261	46.706	0.56324
0.60787	60.665	0.1528	61.442	0.1092	0.60787	46.732	0.56318
0.66313	60.71	0.15214	61.486	0.10857	0.66313	46.857	0.56344
0.71839	60.775	0.15135	61.548	0.10784	0.71839	47.024	0.56275
0.77365	60.916	0.15062	61.678	0.10725	0.77365	47.126	0.5618
0.82891	61.038	0.14932	61.799	0.10607	0.82891	47.275	0.56061
0.88417	61.032	0.14867	61.791	0.10538	0.88417	47.345	0.56123
0.93943	61.062	0.14856	61.815	0.10525	0.93943	47.413	0.56069
0.99469	61.162	0.14814	61.907	0.10483	0.99469	47.567	0.56032
1.05	61.211	0.1484	61.944	0.10511	1.05	47.642	0.55905
1.1052	61.305	0.14727	62.036	0.10408	1.1052	47.733	0.55865
1.1605	61.388	0.14753	62.112	0.10434	1.1605	47.768	0.55665
1.2157	61.434	0.14775	62.153	0.10453	1.2157	47.766	0.55614
1.271	61.466	0.1475	62.179	0.10435	1.271	47.767	0.55636
1.3263	61.527	0.14685	62.239	0.10377	1.3263	47.834	0.55615
1.3815	61.554	0.14671	62.26	0.10366	1.3815	47.834	0.55526
1.4368	61.619	0.14601	62.322	0.10304	1.4368	47.898	0.55559
1.492	61.659	0.14546	62.361	0.1026	1.492	47.934	0.55585
1.5473	61.694	0.14476	62.393	0.10193	1.5473	48.001	0.556
1.6026	61.745	0.1448	62.439	0.10198	1.6026	48.027	0.55517
1.6578	61.801	0.14475	62.488	0.10198	1.6578	48.014	0.55477
1.7131	61.858	0.14376	62.546	0.10107	1.7131	48.097	0.55524
1.7683	61.908	0.14368	62.592	0.10102	1.7683	48.155	0.55498
1.8236	61.924	0.14378	62.603	0.10115	1.8236	48.12	0.5551
1.8789	62.014	0.14345	62.689	0.10088	1.8789	48.147	0.55495
1.9341	62.03	0.14327	62.704	0.10074	1.9341	48.205	0.55481
1.9894	62.064	0.14315	62.732	0.10066	1.9894	48.265	0.55427
2.0447	62.114	0.14272	62.777	0.10028	2.0447	48.332	0.55347
2.0999	62.163	0.14276	62.823	0.10034	2.0999	48.363	0.55267
2.1552	62.196	0.14242	62.852	0.10002	2.1552	48.399	0.55296
2.2104	62.269	0.14259	62.922	0.10024	2.2104	48.466	0.55112
2.2657	62.275	0.14283	62.925	0.10049	2.2657	48.418	0.55052
2.321	62.301	0.14257	62.945	0.10025	2.321	48.445	0.55096
2.3762	62.384	0.14234	63.026	0.10008	2.3762	48.493	0.55072
2.4315	62.379	0.14129	63.015	0.099108	2.4315	48.575	0.55191
2.4867	62.478	0.14105	63.107	0.098863	2.4867	48.672	0.55047
2.542	62.499	0.14147	63.125	0.099268	2.542	48.646	0.5503
2.5973	62.561	0.1409	63.183	0.098754	2.5973	48.714	0.54936
2.6525	62.587	0.1408	63.206	0.098673	2.6525	48.757	0.5497
2.7078	62.598	0.14108	63.211	0.098882	2.7078	48.752	0.54847
2.763	62.654	0.14087	63.265	0.098713	2.763	48.774	0.54839
2.8183	62.707	0.14044	63.315	0.098365	2.8183	48.808	0.54849
2.8736	62.751	0.14041	63.349	0.098366	2.8736	48.82	0.54747
2.9288	62.851	0.14026	63.446	0.098295	2.9288	48.805	0.54757
2.9841	62.933	0.13939	63.525	0.097527	2.9841	48.893	0.54697
3.0393	62.886	0.13974	63.476	0.097781	3.0393	48.872	0.54713
3.0946	62.95	0.13985	63.537	0.097914	3.0946	48.909	0.546
3.1499	63.001	0.13931	63.582	0.097453	3.1499	48.932	0.54607
3.2051	63.055	0.13913	63.633	0.097296	3.2051	49.009	0.54552
3.2604	63.068	0.13923	63.646	0.09738	3.2604	49.012	0.54527
3.3156	63.075	0.13904	63.647	0.097203	3.3156	48.987	0.54615
3.3709	63.167	0.13862	63.734	0.096806	3.3709	49.047	0.54562
3.4262	63.21	0.13858	63.77	0.096815	3.4262	49.066	0.54511
3.4814	63.261	0.1383	63.819	0.096591	3.4814	49.104	0.54492
