Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
0.051935	46.984	0.29664	45.684	0.27244	0.051935	36.33	0.48556
0.10387	47.057	0.29638	45.753	0.27225	0.10387	36.368	0.48415
0.1558	47.045	0.29625	45.737	0.27215	0.1558	36.37	0.48403
0.20774	47.118	0.29579	45.807	0.27172	0.20774	36.435	0.48382
0.25967	47.147	0.29589	45.833	0.27185	0.25967	36.453	0.48303
0.31161	47.176	0.29572	45.858	0.27173	0.31161	36.479	0.48203
0.36354	47.198	0.29508	45.88	0.27113	0.36354	36.515	0.48213
0.41548	47.203	0.2951	45.883	0.27116	0.41548	36.538	0.48203
0.46741	47.254	0.29455	45.93	0.27067	0.46741	36.567	0.48135
0.51935	47.237	0.29443	45.912	0.27056	0.51935	36.587	0.48121
0.57128	47.26	0.29424	45.93	0.27041	0.57128	36.603	0.48062
0.62321	47.287	0.2945	45.954	0.27069	0.62321	36.63	0.47998
0.67515	47.315	0.29403	45.979	0.27027	0.67515	36.667	0.4791
0.72708	47.348	0.29377	46.009	0.27004	0.72708	36.704	0.47886
0.77902	47.374	0.2937	46.033	0.26998	0.77902	36.742	0.4781
0.83095	47.402	0.29329	46.057	0.26962	0.83095	36.768	0.47768
0.88289	47.443	0.29302	46.093	0.2694	0.88289	36.795	0.47717
0.93482	47.468	0.29335	46.115	0.26974	0.93482	36.832	0.47627
0.98676	47.536	0.29249	46.178	0.26895	0.98676	36.878	0.47564
1.0387	47.547	0.29274	46.185	0.26922	1.0387	36.88	0.47542
1.0906	47.618	0.29212	46.251	0.26867	1.0906	36.922	0.47452
1.1426	47.696	0.29196	46.323	0.26857	1.1426	36.97	0.47346
1.1945	47.684	0.29199	46.309	0.26861	1.1945	36.993	0.47361
1.2464	47.764	0.29134	46.384	0.26802	1.2464	37.039	0.47296
1.2984	47.772	0.29135	46.39	0.26804	1.2984	37.056	0.47298
1.3503	47.786	0.29118	46.399	0.2679	1.3503	37.076	0.47284
1.4022	47.873	0.29088	46.481	0.26768	1.4022	37.126	0.47145
1.4542	47.9	0.29052	46.504	0.26736	1.4542	37.172	0.47083
1.5061	47.896	0.29041	46.496	0.26727	1.5061	37.221	0.47091
1.558	47.954	0.29007	46.551	0.26696	1.558	37.284	0.47004
1.61	48.035	0.28947	46.627	0.26641	1.61	37.332	0.46968
1.6619	48.05	0.2895	46.638	0.26646	1.6619	37.354	0.46989
1.7138	48.086	0.28966	46.669	0.26666	1.7138	37.383	0.46908
1.7658	48.177	0.28939	46.753	0.26646	1.7658	37.417	0.46782
1.8177	48.209	0.28891	46.782	0.26602	1.8177	37.447	0.46737
1.8696	48.236	0.28866	46.805	0.26582	1.8696	37.474	0.46686
1.9216	48.338	0.28825	46.899	0.26549	1.9216	37.516	0.46587
1.9735	48.389	0.288	46.946	0.26528	1.9735	37.557	0.4654
2.0254	48.397	0.28787	46.951	0.26516	2.0254	37.574	0.46532
2.0774	48.47	0.28744	47.019	0.26479	2.0774	37.621	0.46451
2.1293	48.485	0.28711	47.029	0.26449	2.1293	37.643	0.46474
2.1813	48.541	0.28706	47.081	0.26449	2.1813	37.668	0.46379
2.2332	48.619	0.28694	47.151	0.26442	2.2332	37.699	0.46297
2.2851	48.644	0.28688	47.171	0.2644	2.2851	37.711	0.46221
2.3371	48.712	0.28664	47.234	0.2642	2.3371	37.75	0.4614
2.389	48.78	0.28637	47.296	0.26399	2.389	37.784	0.46059
2.4409	48.809	0.2863	47.323	0.26395	2.4409	37.802	0.45996
2.4929	48.854	0.28604	47.362	0.26373	2.4929	37.843	0.45946
2.5448	48.851	0.28602	47.357	0.26371	2.5448	37.865	0.45928
2.5967	48.931	0.2857	47.433	0.26345	2.5967	37.906	0.45788
2.6487	48.964	0.28551	47.46	0.26329	2.6487	37.932	0.45755
2.7006	48.99	0.2851	47.483	0.26293	2.7006	37.943	0.45691
2.7525	49.054	0.28484	47.541	0.26273	2.7525	37.968	0.4562
2.8045	49.124	0.28428	47.606	0.26224	2.8045	38.012	0.45575
2.8564	49.126	0.28417	47.605	0.26215	2.8564	38.029	0.45551
2.9083	49.192	0.28389	47.665	0.26192	2.9083	38.067	0.45476
2.9603	49.223	0.28381	47.693	0.26187	2.9603	38.083	0.45433
3.0122	49.302	0.28373	47.764	0.26185	3.0122	38.122	0.4536
3.0641	49.316	0.28393	47.775	0.26208	3.0641	38.125	0.45302
3.1161	49.401	0.28341	47.853	0.26163	3.1161	38.185	0.45176
3.168	49.477	0.28312	47.922	0.26142	3.168	38.212	0.45082
3.2199	49.486	0.28302	47.929	0.26135	3.2199	38.221	0.44999
3.2719	49.564	0.28249	48.001	0.26088	3.2719	38.267	0.44948
3.3238	49.588	0.28235	48.021	0.26076	3.3238	38.29	0.44904
3.3757	49.657	0.28226	48.083	0.26073	3.3757	38.31	0.44897
3.4277	49.67	0.28287	48.094	0.26139	3.4277	38.299	0.44882
3.4796	49.734	0.28181	48.155	0.2604	3.4796	38.336	0.44915
3.5316	49.769	0.28145	48.185	0.26005	3.5316	38.381	0.44925
3.5835	49.808	0.28188	48.218	0.26048	3.5835	38.383	0.44917
3.6354	49.868	0.28223	48.273	0.26086	3.6354	38.43	0.44706
3.6874	49.861	0.28183	48.262	0.26047	3.6874	38.452	0.44743
3.7393	49.912	0.28155	48.309	0.26024	3.7393	38.491	0.44656
3.7912	49.987	0.28101	48.381	0.25973	3.7912	38.55	0.44565
3.8432	50.017	0.28136	48.406	0.26013	3.8432	38.545	0.4453
3.8951	50.131	0.28139	48.51	0.26022	3.8951	38.598	0.44506
3.947	50.164	0.28179	48.539	0.26066	3.947	38.583	0.44404
3.999	50.197	0.28203	48.567	0.26096	3.999	38.584	0.44281
4.0509	50.282	0.28108	48.646	0.26007	4.0509	38.643	0.44269
4.1028	50.295	0.28129	48.655	0.2603	4.1028	38.656	0.44238
4.1548	50.348	0.28056	48.705	0.25961	4.1548	38.701	0.44183
4.2067	50.339	0.2806	48.695	0.25965	4.2067	38.687	0.44187
4.2586	50.393	0.2803	48.744	0.25939	4.2586	38.715	0.44115
4.3106	50.486	0.27989	48.831	0.25903	4.3106	38.762	0.44041
4.3625	50.531	0.27981	48.871	0.25898	4.3625	38.789	0.43973
4.4144	50.534	0.27995	48.873	0.25914	4.4144	38.804	0.43846
4.4664	50.506	0.279	48.846	0.2582	4.4664	38.823	0.43838
4.5183	50.544	0.2786	48.88	0.25785	4.5183	38.844	0.43745
